globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_99/asp.c | 72 | 87 | 1 | 158 | findAspTags | 40 | 158
2 | Revision_99/asp.c | 95 | 110 | 1 | 158 | findAspTags | 40 | 158
3 | Revision_99/eiffel.c | 710 | 717 | 2 | 415 | readToken | 604 | 735
4 | Revision_99/fortran.c | 878 | 885 | 2 | 416 | readToken | 790 | 902
5 | Revision_99/python.c | 97 | 101 | 3 | 175 | findPythonTags | 40 | 105
6 | Revision_99/ruby.c | 120 | 124 | 3 | 177 | findRubyTags | 42 | 128
11 | Revision_99/routines.c | 266 | 273 | 4 | 528 | strcasecmp | 265 | 273
8 | Revision_99/readtags.c | 496 | 503 | 4 | 528 | strcasecmp | 495 | 503
12 | Revision_99/routines.c | 278 | 285 | 5 | 550 | strncasecmp | 277 | 285
10 | Revision_99/readtags.c | 508 | 515 | 5 | 528 | strncasecmp | 507 | 515
