globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_710/asp.c | 74 | 89 | 1 | 158 | findAspTags | 42 | 198
2 | Revision_710/asp.c | 97 | 112 | 1 | 158 | findAspTags | 42 | 198
13 | Revision_710/eiffel.c | 370 | 379 | 2 | 878 | skipToCharacter | 369 | 379
137 | Revision_710/read.c | 453 | 460 | 2 | 457 | fileSkipToCharacter | 452 | 460
52 | Revision_710/eiffel.c | 425 | 430 | 3 | 346 | parseNumeric | 408 | 437
53 | Revision_710/fortran.c | 813 | 818 | 3 | 347 | parseNumeric | 796 | 825
15 | Revision_710/eiffel.c | 687 | 691 | 4 | 415 | readToken | 641 | 779
62 | Revision_710/vhdl.c | 457 | 461 | 4 | 874 | readToken | 404 | 479
16 | Revision_710/sql.c | 569 | 573 | 4 | 818 | readToken | 513 | 660
54 | Revision_710/eiffel.c | 761 | 766 | 5 | 415 | readToken | 641 | 779
55 | Revision_710/fortran.c | 1027 | 1032 | 5 | 600 | readToken | 921 | 1037
29 | Revision_710/jscript.c | 208 | 212 | 6 | 701 | deleteToken | 207 | 212
75 | Revision_710/flex.c | 238 | 242 | 6 | 125 | deleteToken | 237 | 242
61 | Revision_710/vhdl.c | 356 | 360 | 6 | 838 | deleteToken | 353 | 361
30 | Revision_710/sql.c | 419 | 423 | 6 | 800 | deleteToken | 418 | 423
117 | Revision_710/tex.c | 183 | 187 | 6 | 807 | deleteToken | 182 | 187
31 | Revision_710/jscript.c | 240 | 256 | 7 | 713 | makeJsTag | 235 | 257
32 | Revision_710/sql.c | 451 | 467 | 7 | 588 | makeSqlTag | 446 | 468
118 | Revision_710/tex.c | 215 | 231 | 7 | 868 | makeTexTag | 210 | 232
31 | Revision_710/jscript.c | 246 | 254 | 8 | 713 | makeJsTag | 235 | 257
76 | Revision_710/flex.c | 288 | 296 | 8 | 836 | makeFlexTag | 265 | 299
119 | Revision_710/tex.c | 221 | 229 | 8 | 868 | makeTexTag | 210 | 232
77 | Revision_710/sql.c | 457 | 465 | 8 | 588 | makeSqlTag | 446 | 468
73 | Revision_710/jscript.c | 267 | 271 | 9 | 563 | makeClassTag | 259 | 284
78 | Revision_710/flex.c | 309 | 313 | 9 | 562 | makeClassTag | 301 | 326
24 | Revision_710/jscript.c | 1411 | 1415 | 9 | 846 | parseStatement | 1026 | 1457
79 | Revision_710/flex.c | 1842 | 1846 | 9 | NULL | NULL | NULL | NULL
80 | Revision_710/flex.c | 336 | 340 | 9 | 837 | makeMXTag | 328 | 349
74 | Revision_710/jscript.c | 294 | 298 | 9 | 713 | makeFunctionTag | 286 | 311
81 | Revision_710/flex.c | 359 | 363 | 9 | 563 | makeFunctionTag | 351 | 376
33 | Revision_710/jscript.c | 318 | 336 | 10 | 728 | parseString | 317 | 336
63 | Revision_710/vhdl.c | 368 | 386 | 10 | 871 | parseString | 367 | 386
120 | Revision_710/tex.c | 239 | 257 | 10 | 847 | parseString | 238 | 257
