globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_744/asp.c | 75 | 90 | 1 | 158 | findAspTags | 43 | 314
2 | Revision_744/asp.c | 98 | 113 | 1 | 158 | findAspTags | 43 | 314
140 | Revision_744/asp.c | 121 | 162 | 2 | 158 | findAspTags | 43 | 314
141 | Revision_744/asp.c | 168 | 209 | 2 | 158 | findAspTags | 43 | 314
13 | Revision_744/eiffel.c | 370 | 379 | 3 | 878 | skipToCharacter | 369 | 379
137 | Revision_744/read.c | 453 | 460 | 3 | 457 | fileSkipToCharacter | 452 | 460
52 | Revision_744/eiffel.c | 425 | 430 | 4 | 346 | parseNumeric | 408 | 437
53 | Revision_744/fortran.c | 813 | 818 | 4 | 347 | parseNumeric | 796 | 825
15 | Revision_744/eiffel.c | 687 | 691 | 5 | 415 | readToken | 641 | 779
62 | Revision_744/vhdl.c | 457 | 461 | 5 | 874 | readToken | 404 | 479
16 | Revision_744/sql.c | 586 | 590 | 5 | 818 | readToken | 529 | 677
54 | Revision_744/eiffel.c | 761 | 766 | 6 | 415 | readToken | 641 | 779
55 | Revision_744/fortran.c | 1027 | 1032 | 6 | 600 | readToken | 921 | 1037
29 | Revision_744/jscript.c | 208 | 212 | 7 | 701 | deleteToken | 207 | 212
30 | Revision_744/sql.c | 435 | 439 | 7 | 800 | deleteToken | 434 | 439
75 | Revision_744/flex.c | 239 | 243 | 7 | 125 | deleteToken | 238 | 243
61 | Revision_744/vhdl.c | 356 | 360 | 7 | 838 | deleteToken | 353 | 361
117 | Revision_744/tex.c | 175 | 179 | 7 | 807 | deleteToken | 174 | 179
31 | Revision_744/jscript.c | 240 | 256 | 8 | 713 | makeJsTag | 235 | 257
32 | Revision_744/sql.c | 467 | 483 | 8 | 588 | makeSqlTag | 462 | 484
118 | Revision_744/tex.c | 207 | 223 | 8 | 868 | makeTexTag | 202 | 224
31 | Revision_744/jscript.c | 246 | 254 | 9 | 713 | makeJsTag | 235 | 257
76 | Revision_744/flex.c | 289 | 297 | 9 | 836 | makeFlexTag | 266 | 300
77 | Revision_744/sql.c | 473 | 481 | 9 | 588 | makeSqlTag | 462 | 484
119 | Revision_744/tex.c | 213 | 221 | 9 | 868 | makeTexTag | 202 | 224
73 | Revision_744/jscript.c | 267 | 271 | 10 | 563 | makeClassTag | 259 | 284
78 | Revision_744/flex.c | 310 | 314 | 10 | 562 | makeClassTag | 302 | 327
24 | Revision_744/jscript.c | 1411 | 1415 | 10 | 846 | parseStatement | 1026 | 1457
74 | Revision_744/jscript.c | 294 | 298 | 10 | 713 | makeFunctionTag | 286 | 311
79 | Revision_744/flex.c | 360 | 364 | 10 | 563 | makeFunctionTag | 352 | 377
80 | Revision_744/flex.c | 1843 | 1847 | 10 | NULL | NULL | NULL | NULL
81 | Revision_744/flex.c | 337 | 341 | 10 | 837 | makeMXTag | 329 | 350
33 | Revision_744/jscript.c | 318 | 336 | 11 | 728 | parseString | 317 | 336
63 | Revision_744/vhdl.c | 368 | 386 | 11 | 871 | parseString | 367 | 386
120 | Revision_744/tex.c | 231 | 249 | 11 | 847 | parseString | 230 | 249
82 | Revision_744/flex.c | 384 | 402 | 11 | 360 | parseString | 383 | 402
35 | Revision_744/jscript.c | 342 | 353 | 12 | 719 | parseIdentifier | 341 | 353
121 | Revision_744/tex.c | 256 | 268 | 12 | 843 | parseIdentifier | 255 | 268
83 | Revision_744/flex.c | 408 | 419 | 12 | 334 | parseIdentifier | 407 | 419
60 | Revision_744/jscript.c | 365 | 369 | 13 | 734 | readToken | 355 | 453
64 | Revision_744/vhdl.c | 414 | 418 | 13 | 874 | readToken | 404 | 479
122 | Revision_744/tex.c | 280 | 284 | 13 | 850 | readToken | 270 | 346
36 | Revision_744/sql.c | 539 | 552 | 13 | 818 | readToken | 529 | 677
84 | Revision_744/flex.c | 431 | 435 | 13 | 416 | readToken | 421 | 705
71 | Revision_744/jscript.c | 405 | 435 | 14 | 734 | readToken | 355 | 453
72 | Revision_744/sql.c | 623 | 653 | 14 | 818 | readToken | 529 | 677
85 | Revision_744/jscript.c | 416 | 427 | 15 | 734 | readToken | 355 | 453
86 | Revision_744/flex.c | 486 | 497 | 15 | 416 | readToken | 421 | 705
38 | Revision_744/sql.c | 634 | 645 | 15 | 818 | readToken | 529 | 677
87 | Revision_744/jscript.c | 441 | 450 | 16 | 734 | readToken | 355 | 453
88 | Revision_744/flex.c | 693 | 702 | 16 | 416 | readToken | 421 | 705
123 | Revision_744/tex.c | 317 | 326 | 16 | 850 | readToken | 270 | 346
89 | Revision_744/jscript.c | 471 | 501 | 17 | 735 | skipArgumentList | 470 | 501
90 | Revision_744/flex.c | 724 | 754 | 17 | 601 | skipArgumentList | 723 | 754
41 | Revision_744/jscript.c | 492 | 497 | 18 | 735 | skipArgumentList | 470 | 501
91 | Revision_744/flex.c | 777 | 782 | 18 | 758 | skipArrayList | 756 | 786
57 | Revision_744/sql.c | 773 | 778 | 18 | 794 | skipToMatched | 732 | 782
56 | Revision_744/jscript.c | 524 | 529 | 18 | 852 | skipArrayList | 503 | 533
67 | Revision_744/vhdl.c | 524 | 529 | 18 | 821 | skipToMatched | 492 | 533
92 | Revision_744/flex.c | 745 | 750 | 18 | 601 | skipArgumentList | 723 | 754
93 | Revision_744/jscript.c | 504 | 533 | 19 | 852 | skipArrayList | 503 | 533
94 | Revision_744/flex.c | 757 | 786 | 19 | 758 | skipArrayList | 756 | 786
41 | Revision_744/jscript.c | 536 | 543 | 20 | 829 | addContext | 535 | 543
95 | Revision_744/flex.c | 789 | 796 | 20 | 694 | addContext | 788 | 796
41 | Revision_744/jscript.c | 546 | 553 | 21 | 697 | addToScope | 545 | 553
42 | Revision_744/sql.c | 696 | 703 | 21 | 830 | addToScope | 695 | 703
96 | Revision_744/flex.c | 799 | 806 | 21 | 696 | addToScope | 798 | 806
97 | Revision_744/jscript.c | 560 | 582 | 22 | 705 | findCmdTerm | 559 | 582
98 | Revision_744/flex.c | 813 | 835 | 22 | 704 | findCmdTerm | 812 | 835
45 | Revision_744/jscript.c | 696 | 707 | 23 | 727 | parseLoop | 622 | 709
136 | Revision_744/sql.c | 895 | 902 | 23 | 597 | parseSubProgram | 799 | 935
46 | Revision_744/sql.c | 982 | 1002 | 23 | 593 | parseRecord | 937 | 1004
