globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd | package_name | class_name
1 | Revision_478/asp.c | 74 | 89 | 1 | 156 | findAspTags | static void findAspTags (void) | 42 | 198 |  | asp
2 | Revision_478/asp.c | 97 | 112 | 1 | 156 | findAspTags | static void findAspTags (void) | 42 | 198 |  | asp
13 | Revision_478/erlang.c | 58 | 62 | 2 | 173 | skipSpace | static const unsigned char *skipSpace (const unsigned char *cp) | 57 | 62 |  | erlang
12 | Revision_478/sml.c | 84 | 88 | 2 | 173 | skipSpace | static const unsigned char *skipSpace (const unsigned char *cp) | 83 | 88 |  | sml
11 | Revision_478/python.c | 107 | 111 | 2 | 173 | skipSpace | static const char *skipSpace (const char *cp) | 106 | 111 |  | python
14 | Revision_478/erlang.c | 66 | 75 | 3 | NULL | NULL | NULL | NULL | NULL |  | 
15 | Revision_478/python.c | 115 | 124 | 3 | 328 | parseIdentifier | static const char *parseIdentifier (const char *cp, vString *const identifier) | 114 | 124 |  | python
20 | Revision_478/jscript.c | 200 | 204 | 4 | 122 | deleteToken | static void deleteToken (tokenInfo *const token) | 199 | 204 |  | jscript
21 | Revision_478/sql.c | 356 | 360 | 4 | 122 | deleteToken | static void deleteToken (tokenInfo *const token) | 355 | 360 |  | sql
22 | Revision_478/jscript.c | 232 | 248 | 5 | 635 | makeJsTag | static void makeJsTag (tokenInfo *const token, const jsKind kind) | 227 | 249 |  | jscript
23 | Revision_478/sql.c | 388 | 404 | 5 | 559 | makeSqlTag | static void makeSqlTag (tokenInfo *const token, const sqlKind kind) | 383 | 405 |  | sql
24 | Revision_478/jscript.c | 274 | 281 | 6 | 449 | skipToCharacter | static int skipToCharacter (const int c) | 273 | 281 |  | jscript
25 | Revision_478/sql.c | 412 | 419 | 6 | 449 | skipToCharacter | static int skipToCharacter (const int c) | 411 | 419 |  | sql
26 | Revision_478/jscript.c | 284 | 298 | 7 | 352 | parseString | static void parseString (vString *const string, const int delimiter) | 283 | 298 |  | jscript
23 | Revision_478/sql.c | 422 | 436 | 7 | 352 | parseString | static void parseString (vString *const string, const int delimiter) | 421 | 436 |  | sql
28 | Revision_478/jscript.c | 304 | 315 | 8 | 329 | parseIdentifier | static void parseIdentifier (vString *const string, const int firstChar) | 303 | 315 |  | jscript
29 | Revision_478/sql.c | 441 | 452 | 8 | 329 | parseIdentifier | static void parseIdentifier (vString *const string, const int firstChar) | 440 | 452 |  | sql
42 | Revision_478/jscript.c | 368 | 398 | 9 | 408 | readToken | static void readToken (tokenInfo *const token) | 326 | 416 |  | jscript
43 | Revision_478/sql.c | 543 | 573 | 9 | 408 | readToken | static void readToken (tokenInfo *const token) | 463 | 597 |  | sql
44 | Revision_478/jscript.c | 434 | 464 | 10 | 567 | skipArgumentList | static void skipArgumentList (tokenInfo *const token) | 433 | 464 |  | jscript
17 | Revision_478/sql.c | 651 | 681 | 10 | 567 | skipArgumentList | static void skipArgumentList (tokenInfo *const token) | 650 | 681 |  | sql
34 | Revision_478/jscript.c | 477 | 484 | 11 | 628 | addToScope | static void addToScope (tokenInfo* const token, vString* const extra) | 476 | 484 |  | jscript
35 | Revision_478/sql.c | 616 | 623 | 11 | 628 | addToScope | static void addToScope (tokenInfo* const token, vString* const extra) | 615 | 623 |  | sql
38 | Revision_478/jscript.c | 623 | 634 | 12 | 644 | parseLoop | static void parseLoop (tokenInfo *const token) | 549 | 636 |  | jscript
39 | Revision_478/sql.c | 829 | 849 | 12 | 562 | parseRecord | static void parseRecord (tokenInfo *const token) | 784 | 851 |  | sql
6 | Revision_478/readtags.c | 106 | 113 | 13 | 460 | struppercmp | static int struppercmp (const char *s1, const char *s2) | 105 | 113 |  | readtags
9 | Revision_478/routines.c | 287 | 294 | 13 | 460 | struppercmp | extern int struppercmp (const char *s1, const char *s2) | 286 | 294 |  | routines
8 | Revision_478/readtags.c | 116 | 123 | 14 | 460 | strnuppercmp | static int strnuppercmp (const char *s1, const char *s2, size_t n) | 115 | 123 |  | readtags
10 | Revision_478/routines.c | 297 | 304 | 14 | 460 | strnuppercmp | extern int strnuppercmp (const char *s1, const char *s2, size_t n) | 296 | 304 |  | routines
