globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | methodStart | methodEnd
1 | Revision_651/asp.c | 74 | 89 | 1 | 158 | findAspTags | 42 | 198
2 | Revision_651/asp.c | 97 | 112 | 1 | 158 | findAspTags | 42 | 198
13 | Revision_651/eiffel.c | 366 | 375 | 2 | 457 | skipToCharacter | 365 | 375
14 | Revision_651/sql.c | 468 | 475 | 2 | 736 | skipToCharacter | 467 | 475
24 | Revision_651/jscript.c | 288 | 295 | 2 | 602 | skipToCharacter | 287 | 295
52 | Revision_651/eiffel.c | 421 | 426 | 3 | 346 | parseNumeric | 404 | 433
53 | Revision_651/fortran.c | 813 | 818 | 3 | 347 | parseNumeric | 796 | 825
15 | Revision_651/eiffel.c | 660 | 664 | 4 | 415 | readToken | 614 | 747
16 | Revision_651/sql.c | 580 | 584 | 4 | 734 | readToken | 524 | 671
54 | Revision_651/eiffel.c | 729 | 734 | 5 | 415 | readToken | 614 | 747
55 | Revision_651/fortran.c | 1043 | 1048 | 5 | 416 | readToken | 937 | 1053
29 | Revision_651/jscript.c | 208 | 212 | 6 | 582 | deleteToken | 207 | 212
30 | Revision_651/sql.c | 412 | 416 | 6 | 701 | deleteToken | 411 | 416
31 | Revision_651/jscript.c | 240 | 256 | 7 | 713 | makeJsTag | 235 | 257
32 | Revision_651/sql.c | 444 | 460 | 7 | 588 | makeSqlTag | 439 | 461
33 | Revision_651/jscript.c | 298 | 316 | 8 | 596 | parseString | 297 | 316
36 | Revision_651/sql.c | 478 | 496 | 8 | 728 | parseString | 477 | 496
60 | Revision_651/jscript.c | 355 | 359 | 9 | 600 | readToken | 345 | 443
36 | Revision_651/sql.c | 534 | 547 | 9 | 734 | readToken | 524 | 671
49 | Revision_651/jscript.c | 395 | 425 | 10 | 600 | readToken | 345 | 443
50 | Revision_651/sql.c | 617 | 647 | 10 | 734 | readToken | 524 | 671
41 | Revision_651/jscript.c | 482 | 487 | 11 | 601 | skipArgumentList | 460 | 491
57 | Revision_651/sql.c | 767 | 772 | 11 | 794 | skipToMatched | 726 | 776
56 | Revision_651/jscript.c | 514 | 519 | 11 | 758 | skipArrayList | 493 | 523
41 | Revision_651/jscript.c | 536 | 543 | 12 | 696 | addToScope | 535 | 543
42 | Revision_651/sql.c | 690 | 697 | 12 | 697 | addToScope | 689 | 697
45 | Revision_651/jscript.c | 686 | 697 | 13 | 724 | parseLoop | 612 | 699
46 | Revision_651/sql.c | 939 | 959 | 13 | 593 | parseRecord | 894 | 961
58 | Revision_651/gnu_regex/regex.c | 1777 | 1782 | 14 | NULL | NULL | NULL | NULL
59 | Revision_651/gnu_regex/regex.c | 1792 | 1797 | 14 | NULL | NULL | NULL | NULL
17 | Revision_651/python.c | 202 | 206 | 15 | 612 | skipSpace | 201 | 206
18 | Revision_651/sml.c | 84 | 88 | 15 | 619 | skipSpace | 83 | 88
19 | Revision_651/erlang.c | 58 | 62 | 15 | 566 | skipSpace | 57 | 62
20 | Revision_651/python.c | 210 | 219 | 16 | 719 | parseIdentifier | 209 | 219
21 | Revision_651/erlang.c | 66 | 75 | 16 | NULL | NULL | NULL | NULL
11 | Revision_651/routines.c | 288 | 295 | 17 | 570 | struppercmp | 287 | 295
8 | Revision_651/readtags.c | 106 | 113 | 17 | 528 | struppercmp | 105 | 113
12 | Revision_651/routines.c | 298 | 305 | 18 | 528 | strnuppercmp | 297 | 305
10 | Revision_651/readtags.c | 116 | 123 | 18 | 528 | strnuppercmp | 115 | 123
