revision,gcid1,gcid2,classId,sameFile,same_folder,file_distance,distance_bucket,dep_label,depth,similarity,filepath1,filepath2,folder1,folder2
267,52,57,17,1,1,0,0 (same dir),0,0,75,fortran.c,,,
267,52,194,17,0,1,1,1,0,1,75,fortran.c,,,
267,52,195,17,0,1,1,1,0,1,75,fortran.c,,,
267,52,232,17,0,1,1,1,0,1,75,fortran.c,,,
267,54,55,17,1,1,0,0 (same dir),1,0,75,fortran.c,fortran.c,,
267,54,57,17,1,1,0,0 (same dir),0,0,75,fortran.c,,,
267,54,194,17,0,1,1,1,0,1,75,fortran.c,,,
267,54,195,17,0,1,1,1,0,1,75,fortran.c,,,
267,54,232,17,0,1,1,1,0,1,75,fortran.c,,,
267,55,57,17,1,1,0,0 (same dir),0,0,75,fortran.c,,,
267,55,194,17,0,1,1,1,0,1,75,fortran.c,,,
267,55,195,17,0,1,1,1,0,1,75,fortran.c,,,
267,55,232,17,0,1,1,1,0,1,75,fortran.c,,,
267,19,59,18,0,1,1,1,0,1,71,,fortran.c,,
267,19,60,18,0,1,1,1,0,1,71,,fortran.c,,
267,59,60,18,1,1,0,0 (same dir),1,0,75,fortran.c,fortran.c,,
267,59,235,18,0,1,1,1,0,1,75,fortran.c,,,
267,59,237,18,0,1,1,1,0,1,75,fortran.c,,,
267,59,239,18,0,1,1,1,0,1,75,fortran.c,,,
267,60,235,18,0,1,1,1,0,1,75,fortran.c,,,
267,60,237,18,0,1,1,1,0,1,75,fortran.c,,,
267,60,239,18,0,1,1,1,0,1,75,fortran.c,,,
267,186,207,22,0,1,1,1,0,1,83,,fortran.c,,
267,63,64,23,1,1,0,0 (same dir),0,0,75,fortran.c,,,
267,210,211,27,0,1,1,1,0,1,71,fortran.c,,,
267,72,73,29,1,1,0,0 (same dir),0,0,75,,fortran.c,,
267,72,241,29,1,1,0,0 (same dir),0,0,75,,fortran.c,,
267,73,241,29,1,1,0,0 (same dir),1,0,75,fortran.c,fortran.c,,
273,10,30,1,0,1,1,1,0,1,70,,options.c,,
273,10,242,1,0,1,1,1,0,1,70,,options.c,,
273,11,30,1,0,1,1,1,0,1,70,,options.c,,
273,11,242,1,0,1,1,1,0,1,70,,options.c,,
273,13,30,1,0,1,1,1,0,1,70,,options.c,,
273,13,242,1,0,1,1,1,0,1,70,,options.c,,
273,15,30,1,0,1,1,1,0,1,70,,options.c,,
273,15,242,1,0,1,1,1,0,1,70,,options.c,,
273,16,30,1,0,1,1,1,0,1,70,,options.c,,
273,16,242,1,0,1,1,1,0,1,70,,options.c,,
273,17,30,1,0,1,1,1,0,1,70,,options.c,,
273,17,242,1,0,1,1,1,0,1,70,,options.c,,
273,20,30,1,0,1,1,1,0,1,70,,options.c,,
273,20,242,1,0,1,1,1,0,1,70,,options.c,,
273,22,30,1,0,1,1,1,0,1,70,,options.c,,
273,22,242,1,0,1,1,1,0,1,70,,options.c,,
273,24,30,1,0,1,1,1,0,1,70,,options.c,,
273,24,242,1,0,1,1,1,0,1,70,,options.c,,
273,25,30,1,0,1,1,1,0,1,70,,options.c,,
273,25,242,1,0,1,1,1,0,1,70,,options.c,,
273,26,30,1,0,1,1,1,0,1,70,,options.c,,
273,26,242,1,0,1,1,1,0,1,70,,options.c,,
273,27,30,1,0,1,1,1,0,1,70,,options.c,,
273,27,242,1,0,1,1,1,0,1,70,,options.c,,
273,28,30,1,0,1,1,1,0,1,70,,options.c,,
273,28,242,1,0,1,1,1,0,1,70,,options.c,,
273,29,30,1,0,1,1,1,0,1,70,,options.c,,
273,29,242,1,0,1,1,1,0,1,70,,options.c,,
273,30,154,1,0,1,1,1,0,1,70,options.c,,,
273,30,174,1,0,1,1,1,0,1,70,options.c,,,
273,30,184,1,0,1,1,1,0,1,70,options.c,,,
273,30,197,1,0,1,1,1,0,1,70,options.c,,,
273,30,213,1,0,1,1,1,0,1,70,options.c,,,
273,30,216,1,0,1,1,1,0,1,70,options.c,,,
273,30,230,1,0,1,1,1,0,1,70,options.c,,,
273,30,242,1,1,1,0,0 (same dir),1,0,70,options.c,options.c,,
273,154,242,1,0,1,1,1,0,1,70,,options.c,,
273,174,242,1,0,1,1,1,0,1,70,,options.c,,
273,184,242,1,0,1,1,1,0,1,70,,options.c,,
