cloneType,granularity,gcid1,gcid2,no_of_revision_paired,couplingStrength,latePropagationCount,dominantChangeCategory,made_pair_in_revisions,gcid1_changed_revs,gcid2_changed_revs
"Type3","Block",14,24,1,0.1111,0,"SIMILARITY_PRESERVING","[443]","[443, 529, 675, 676, 714, 720, 776, 777, 789]","[443]"
"Type3","Block",14,154,1,0.1111,0,"SIMILARITY_PRESERVING","[443]","[443, 529, 675, 676, 714, 720, 776, 777, 789]","[443]"
"Type3","Block",15,16,1,0.3333,0,"SIMILARITY_PRESERVING","[443]","[443]","[156, 443, 571]"
"Type3","Block",15,17,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",15,18,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443, 711]"
"Type3","Block",15,19,1,0.2000,0,"SIMILARITY_PRESERVING","[443]","[443]","[276, 400, 443, 489, 598]"
"Type3","Block",15,20,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443, 787]"
"Type3","Block",15,21,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",15,22,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",15,24,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",15,154,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",16,17,1,0.3333,0,"SIMILARITY_PRESERVING","[443]","[156, 443, 571]","[443]"
"Type3","Block",16,18,1,0.2500,0,"SIMILARITY_PRESERVING","[443]","[156, 443, 571]","[443, 711]"
"Type3","Block",16,19,1,0.1429,0,"SIMILARITY_PRESERVING","[443]","[156, 443, 571]","[276, 400, 443, 489, 598]"
"Type3","Block",16,20,1,0.2500,0,"SIMILARITY_PRESERVING","[443]","[156, 443, 571]","[443, 787]"
"Type3","Block",16,21,1,0.3333,0,"SIMILARITY_PRESERVING","[443]","[156, 443, 571]","[443]"
"Type3","Block",16,22,1,0.3333,0,"SIMILARITY_PRESERVING","[443]","[156, 443, 571]","[443]"
"Type3","Block",16,24,1,0.3333,0,"SIMILARITY_PRESERVING","[443]","[156, 443, 571]","[443]"
"Type3","Block",16,154,1,0.3333,0,"SIMILARITY_PRESERVING","[443]","[156, 443, 571]","[443]"
"Type3","Block",17,18,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443, 711]"
"Type3","Block",17,19,1,0.2000,0,"SIMILARITY_PRESERVING","[443]","[443]","[276, 400, 443, 489, 598]"
"Type3","Block",17,20,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443, 787]"
"Type3","Block",17,21,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",17,22,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",17,24,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",17,154,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",18,19,1,0.1667,0,"SIMILARITY_PRESERVING","[443]","[443, 711]","[276, 400, 443, 489, 598]"
"Type3","Block",18,20,1,0.3333,0,"SIMILARITY_PRESERVING","[443]","[443, 711]","[443, 787]"
"Type3","Block",18,21,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443, 711]","[443]"
"Type3","Block",18,22,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443, 711]","[443]"
"Type3","Block",18,24,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443, 711]","[443]"
"Type3","Block",18,154,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443, 711]","[443]"
"Type3","Block",19,20,1,0.1667,0,"SIMILARITY_PRESERVING","[443]","[276, 400, 443, 489, 598]","[443, 787]"
"Type3","Block",19,21,1,0.2000,0,"SIMILARITY_PRESERVING","[443]","[276, 400, 443, 489, 598]","[443]"
"Type3","Block",19,22,1,0.2000,0,"SIMILARITY_PRESERVING","[443]","[276, 400, 443, 489, 598]","[443]"
"Type3","Block",19,24,1,0.2000,0,"SIMILARITY_PRESERVING","[443]","[276, 400, 443, 489, 598]","[443]"
"Type3","Block",19,154,1,0.2000,0,"SIMILARITY_PRESERVING","[443]","[276, 400, 443, 489, 598]","[443]"
"Type3","Block",20,21,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443, 787]","[443]"
"Type3","Block",20,22,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443, 787]","[443]"
"Type3","Block",20,24,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443, 787]","[443]"
"Type3","Block",20,154,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443, 787]","[443]"
"Type3","Block",21,22,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",21,24,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",21,154,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",22,24,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",22,154,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",24,154,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",25,27,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443]","[226, 443]"
"Type3","Block",25,28,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",27,28,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[226, 443]","[443]"
"Type3","Block",188,196,1,0.1429,0,"SIMILARITY_PRESERVING","[443]","[200, 443]","[443, 461, 468, 475, 574, 644]"
"Type3","Block",196,280,2,0.1818,0,"SIMILARITY_PRESERVING","[468, 475]","[443, 461, 468, 475, 574, 644]","[468, 475, 476, 586, 634, 791, 793]"
"Type3","Block",31,32,2,1.0000,0,"SIMILARITY_PRESERVING","[96, 443]","[96, 443]","[96, 443]"
"Type3","Block",33,34,2,0.5000,0,"SIMILARITY_PRESERVING","[443, 711]","[443, 711]","[235, 411, 443, 711]"
"Type3","Block",213,252,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[227, 443]","[443]"
"Type3","Block",213,253,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[227, 443]","[443]"
"Type3","Block",252,253,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",256,257,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[443]","[329, 443]"
"Type3","Block",275,276,1,0.5000,0,"SIMILARITY_PRESERVING","[561]","[561, 579]","[561]"
"Type3","Block",43,44,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",216,230,1,0.2500,0,"SIMILARITY_PRESERVING","[443]","[389, 390, 391, 443]","[443]"
"Type3","Block",48,50,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",49,50,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",49,51,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",591,592,1,1.0000,0,"SIMILARITY_PRESERVING","[711]","[711]","[711]"
"Type3","Block",53,55,1,0.5000,0,"SIMILARITY_PRESERVING","[260]","[260, 282]","[188, 260, 267, 282]"
"Type3","Block",54,55,3,0.7500,0,"SIMILARITY_PRESERVING","[260, 267, 282]","[260, 267, 282]","[188, 260, 267, 282]"
"Type3","Block",55,57,1,0.5000,0,"SIMILARITY_PRESERVING","[282]","[188, 260, 267, 282]","[260, 282]"
"Type3","Block",198,283,3,0.3750,0,"SIMILARITY_PRESERVING","[468, 475, 476]","[443, 461, 468, 475, 476, 574, 644]","[468, 475, 476, 586]"
"Type3","Block",594,597,1,1.0000,0,"SIMILARITY_PRESERVING","[711]","[711]","[711]"
"Type3","Block",594,598,1,1.0000,0,"SIMILARITY_PRESERVING","[711]","[711]","[711]"
"Type3","Block",597,598,1,1.0000,0,"SIMILARITY_PRESERVING","[711]","[711]","[711]"
"Type3","Block",599,600,1,1.0000,0,"SIMILARITY_PRESERVING","[786]","[786]","[786]"
"Type3","Block",200,201,1,0.5000,0,"SIMILARITY_PRESERVING","[289]","[289, 443]","[289, 331, 380, 443]"
"Type3","Block",235,236,1,0.5000,0,"SIMILARITY_PRESERVING","[443]","[265, 443]","[443]"
"Type3","Block",72,73,2,0.5000,0,"SIMILARITY_PRESERVING","[260, 282]","[188, 260, 282]","[260, 267, 282]"
"Type3","Block",75,76,1,0.3333,0,"SIMILARITY_PRESERVING","[443]","[29, 443]","[417, 443]"
"Type3","Block",77,79,3,0.7500,0,"SIMILARITY_PRESERVING","[130, 218, 443]","[130, 218, 443]","[130, 218, 443, 525]"
"Type3","Block",78,79,1,0.2500,0,"SIMILARITY_PRESERVING","[130]","[130]","[130, 218, 443, 525]"
"Type3","Block",284,285,3,0.3750,0,"SIMILARITY_PRESERVING","[468, 475, 477]","[468, 475, 476, 477, 664, 791, 793, 797]","[468, 475, 477]"
"Type3","Block",80,81,1,0.1667,0,"SIMILARITY_PRESERVING","[443]","[130, 218, 377, 443]","[29, 443, 544]"
"Type3","Block",286,288,1,0.2000,1,"SIMILARITY_PRESERVING","[468]","[468, 470, 475, 476, 586, 634]","[461, 468, 475, 574, 644, 737]"
"Type3","Block",289,290,2,0.5000,0,"SIMILARITY_PRESERVING","[468, 475]","[468, 475]","[461, 468, 475, 644]"
"Type3","Block",535,537,1,0.5000,0,"SIMILARITY_PRESERVING","[755]","[755]","[700, 755]"
"Type3","Block",535,538,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",535,539,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",537,538,1,0.5000,0,"SIMILARITY_PRESERVING","[755]","[700, 755]","[755]"
"Type3","Block",537,539,1,0.5000,0,"SIMILARITY_PRESERVING","[755]","[700, 755]","[755]"
"Type3","Block",538,539,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",555,556,4,1.0000,0,"SIMILARITY_PRESERVING","[696, 697, 698, 735]","[696, 697, 698, 735]","[696, 697, 698, 735]"
"Type3","Block",291,292,2,0.1176,1,"SIMILARITY_PRESERVING","[468, 475]","[468, 470, 475, 476, 586, 634, 658, 659, 664, 791, 793, 798, 809]","[461, 468, 475, 536, 574, 644]"
"Type3","Block",89,90,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",293,294,2,0.2857,1,"SIMILARITY_PRESERVING","[468, 475]","[468, 470, 475, 476, 586]","[461, 468, 475, 574]"
"Type3","Block",450,454,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",450,455,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",450,456,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",450,457,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",450,458,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",450,459,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",450,461,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",451,452,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",451,453,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",452,453,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",454,455,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",454,456,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",454,457,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",454,458,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",454,459,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",454,461,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",455,456,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",455,457,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",455,458,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",455,459,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",455,461,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",456,457,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",456,458,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",456,459,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",456,461,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",457,458,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",457,459,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",457,461,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",458,459,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",458,461,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",459,461,1,1.0000,0,"RESYNCHRONIZING","[755]","[755]","[755]"
"Type3","Block",295,296,2,0.1333,2,"SIMILARITY_PRESERVING","[468, 475]","[468, 470, 475, 476, 586, 634, 664, 791, 793, 797]","[461, 468, 475, 574, 639, 644, 699]"
"Type3","Block",392,393,1,1.0000,0,"SIMILARITY_PRESERVING","[623]","[623]","[623]"
"Type3","Block",94,95,3,1.0000,0,"SIMILARITY_PRESERVING","[34, 136, 443]","[34, 136, 443]","[34, 136, 443]"
"Type3","Block",297,298,2,0.2500,1,"SIMILARITY_PRESERVING","[468, 475]","[468, 470, 475, 476, 477, 536, 586]","[461, 468, 475]"
"Type3","Block",299,300,3,0.3000,1,"SIMILARITY_PRESERVING","[475, 477, 659]","[475, 477, 586, 634, 659, 800]","[461, 475, 477, 630, 658, 659, 699]"
"Type3","Block",302,304,4,0.2222,1,"SIMILARITY_PRESERVING","[468, 475, 658, 659]","[468, 470, 475, 586, 658, 659, 664, 791, 797, 798, 800]","[461, 468, 475, 574, 630, 637, 644, 658, 659, 699, 737]"
"Type3","Block",469,470,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",633,634,1,1.0000,0,"SIMILARITY_PRESERVING","[755]","[755]","[755]"
"Type3","Block",309,316,4,0.4211,1,"SIMILARITY_PRESERVING","[468, 470, 475, 477]","[468, 470, 475, 476, 477, 586, 635, 636, 658, 659, 664, 666, 763, 791, 793, 797, 798, 800, 809]","[468, 470, 475, 477, 791, 793, 797, 800]"
"Type3","Block",315,330,3,0.5000,0,"SIMILARITY_PRESERVING","[475, 477, 586]","[468, 475, 477, 586, 664, 791, 793, 797, 800, 809]","[468, 475, 477, 586, 809]"
"Type3","Block",321,322,7,0.8750,0,"SIMILARITY_PRESERVING","[468, 475, 630, 644, 737, 740, 756]","[468, 475, 630, 644, 737, 740, 756]","[468, 475, 630, 644, 699, 737, 740, 756]"
"Type3","Block",481,485,2,1.0000,0,"SIMILARITY_PRESERVING","[700, 755]","[687, 700, 755]","[687, 700, 755]"
"Type3","Block",112,113,2,0.6667,0,"SIMILARITY_PRESERVING","[273, 443]","[187, 273, 443]","[273, 443]"
"Type3","Block",112,114,2,0.6667,0,"SIMILARITY_PRESERVING","[273, 443]","[187, 273, 443]","[273, 443]"
"Type3","Block",112,115,2,0.6667,0,"SIMILARITY_PRESERVING","[273, 443]","[187, 273, 443]","[273, 443]"
"Type3","Block",113,114,2,1.0000,0,"SIMILARITY_PRESERVING","[273, 443]","[273, 443]","[273, 443]"
"Type3","Block",113,115,2,1.0000,0,"SIMILARITY_PRESERVING","[273, 443]","[273, 443]","[273, 443]"
"Type3","Block",114,115,2,1.0000,0,"SIMILARITY_PRESERVING","[273, 443]","[273, 443]","[273, 443]"
"Type3","Block",345,346,14,0.9333,1,"SIMILARITY_PRESERVING","[468, 475, 574, 630, 637, 644, 658, 659, 663, 699, 737, 745, 756, 760]","[468, 475, 574, 630, 637, 644, 658, 659, 663, 699, 737, 740, 745, 756, 760]","[468, 475, 574, 630, 637, 644, 658, 659, 663, 699, 737, 745, 756, 760]"
"Type3","Block",345,347,13,0.8667,0,"SIMILARITY_PRESERVING","[468, 475, 574, 630, 637, 644, 658, 659, 663, 699, 737, 740, 745]","[468, 475, 574, 630, 637, 644, 658, 659, 663, 699, 737, 740, 745, 756, 760]","[468, 475, 574, 630, 637, 644, 658, 659, 663, 699, 737, 740, 745]"
"Type3","Block",346,347,12,0.8000,1,"SIMILARITY_PRESERVING","[468, 475, 574, 630, 637, 644, 658, 659, 663, 699, 737, 745]","[468, 475, 574, 630, 637, 644, 658, 659, 663, 699, 737, 745, 756, 760]","[468, 475, 574, 630, 637, 644, 658, 659, 663, 699, 737, 740, 745]"
"Type3","Block",155,156,2,0.5000,0,"SIMILARITY_PRESERVING","[106, 443]","[106, 139, 163, 443]","[106, 443]"
"Type3","Block",506,507,2,1.0000,0,"SIMILARITY_PRESERVING","[700, 755]","[700, 755]","[700, 755]"
"Type3","Block",124,125,5,1.0000,0,"SIMILARITY_PRESERVING","[163, 273, 333, 346, 443]","[163, 273, 333, 346, 443]","[163, 273, 333, 346, 443]"
"Type3","Block",412,413,1,0.1250,2,"SIMILARITY_PRESERVING","[658]","[658, 659, 664, 791, 793, 797]","[655, 657, 658]"
"Type3","Block",126,127,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",157,158,3,0.7500,0,"SIMILARITY_PRESERVING","[106, 139, 443]","[106, 139, 374, 443]","[106, 139, 443]"
"Type3","Block",150,151,5,0.8333,0,"SIMILARITY_PRESERVING","[65, 96, 163, 190, 443]","[65, 96, 163, 190, 443]","[39, 65, 96, 163, 190, 443]"
"Type3","Block",160,161,5,1.0000,0,"SIMILARITY_PRESERVING","[106, 139, 163, 374, 443]","[106, 139, 163, 374, 443]","[106, 139, 163, 374, 443]"
"Type3","Block",246,247,4,0.6667,0,"SIMILARITY_PRESERVING","[417, 420, 424, 443]","[417, 420, 424, 425, 443]","[273, 417, 420, 424, 443]"
"Type3","Block",246,248,4,0.6667,0,"SIMILARITY_PRESERVING","[417, 420, 424, 443]","[417, 420, 424, 425, 443]","[273, 417, 420, 424, 443]"
"Type3","Block",247,248,4,1.0000,0,"SIMILARITY_PRESERVING","[417, 420, 424, 443]","[273, 417, 420, 424, 443]","[273, 417, 420, 424, 443]"
"Type3","Block",248,249,1,0.2000,0,"SIMILARITY_PRESERVING","[273]","[273, 417, 420, 424, 443]","[273]"
"Type3","Block",136,139,5,0.7143,0,"SIMILARITY_PRESERVING","[37, 39, 65, 190, 443]","[37, 39, 65, 163, 190, 443]","[37, 39, 65, 96, 190, 443]"
"Type3","Block",162,163,2,0.6667,0,"SIMILARITY_PRESERVING","[106, 443]","[106, 443]","[106, 139, 443]"
"Type3","Block",140,141,1,1.0000,0,"SIMILARITY_PRESERVING","[443]","[443]","[443]"
"Type3","Block",164,166,1,0.5000,0,"SIMILARITY_PRESERVING","[106]","[106, 137]","[106]"
"Type3","Block",164,171,1,0.5000,0,"RESYNCHRONIZING","[137]","[106, 137]","[137]"
"Type3","Block",164,173,1,0.5000,0,"SIMILARITY_PRESERVING","[137]","[106, 137]","[137]"
"Type3","Block",219,220,1,0.3333,0,"SIMILARITY_PRESERVING","[443]","[443, 455, 469]","[443]"
"Type3","Block",152,153,6,1.0000,0,"SIMILARITY_PRESERVING","[39, 65, 96, 163, 190, 443]","[39, 65, 96, 163, 190, 443]","[39, 65, 96, 163, 190, 443]"
"Type3","Block",221,222,1,0.2500,0,"SIMILARITY_PRESERVING","[443]","[443]","[389, 390, 391, 443]"
"Type3","Block",145,146,1,0.3333,0,"SIMILARITY_PRESERVING","[96]","[96]","[96, 417, 443]"
"Type3","Block",182,183,2,1.0000,0,"SIMILARITY_PRESERVING","[163, 443]","[163, 443]","[163, 443]"
"Type3","Block",192,193,2,0.5000,0,"SIMILARITY_PRESERVING","[443, 479]","[443, 479]","[201, 443, 479, 483]"
"Type3","Block",353,354,7,0.8750,0,"SIMILARITY_PRESERVING","[468, 475, 630, 699, 737, 740, 756]","[468, 475, 630, 644, 699, 737, 740, 756]","[468, 475, 630, 699, 737, 740, 756]"
"Type3","Block",606,607,1,0.5000,0,"SIMILARITY_PRESERVING","[774]","[773, 774]","[774]"
"Type3","Block",606,608,1,0.5000,0,"SIMILARITY_PRESERVING","[774]","[773, 774]","[774]"
"Type3","Block",622,623,2,1.0000,0,"SIMILARITY_PRESERVING","[766, 770]","[766, 770]","[766, 770]"
"Type3","Block",659,662,1,1.0000,0,"SIMILARITY_PRESERVING","[779]","[779]","[779]"
"Type3","Block",668,669,1,1.0000,0,"SIMILARITY_PRESERVING","[779]","[779]","[779]"
"Type3","Block",558,559,2,0.6667,0,"SIMILARITY_PRESERVING","[696, 785]","[696, 785]","[696, 735, 785]"
