revision,gcid1,gcid2,classId,similarity,classSize,sim_bucket,class_bucket,sameFile,depth,dep_label
644,304,365,35,70,61,<=70,21+,0,1,0
644,304,391,35,70,61,<=70,21+,0,1,0
644,307,310,35,70,61,<=70,21+,0,1,0
644,307,313,35,70,61,<=70,21+,0,1,0
644,307,319,35,70,61,<=70,21+,0,1,0
644,307,320,35,70,61,<=70,21+,0,1,0
644,307,321,35,70,61,<=70,21+,0,1,0
644,307,322,35,70,61,<=70,21+,0,1,0
644,307,323,35,70,61,<=70,21+,0,1,0
644,307,324,35,70,61,<=70,21+,0,1,0
644,307,327,35,70,61,<=70,21+,0,1,0
644,307,328,35,70,61,<=70,21+,0,1,0
644,307,329,35,70,61,<=70,21+,0,1,0
644,307,337,35,70,61,<=70,21+,0,1,0
644,307,356,35,70,61,<=70,21+,0,1,0
644,309,310,35,70,61,<=70,21+,0,1,0
644,309,313,35,70,61,<=70,21+,0,1,0
644,309,319,35,70,61,<=70,21+,0,1,0
644,309,320,35,70,61,<=70,21+,0,1,0
644,309,321,35,70,61,<=70,21+,0,1,0
644,309,322,35,70,61,<=70,21+,0,1,0
644,309,323,35,70,61,<=70,21+,0,1,0
644,309,324,35,70,61,<=70,21+,0,1,0
644,309,327,35,70,61,<=70,21+,0,1,0
644,309,328,35,70,61,<=70,21+,0,1,0
644,309,329,35,70,61,<=70,21+,0,1,0
644,309,337,35,70,61,<=70,21+,0,1,0
644,309,356,35,70,61,<=70,21+,0,1,0
644,310,312,35,70,61,<=70,21+,0,1,0
644,310,313,35,70,61,<=70,21+,1,0,1
644,310,314,35,70,61,<=70,21+,1,0,1
644,310,318,35,70,61,<=70,21+,0,1,0
644,310,319,35,70,61,<=70,21+,1,0,1
644,310,320,35,70,61,<=70,21+,1,0,1
644,310,321,35,70,61,<=70,21+,1,0,1
644,310,322,35,70,61,<=70,21+,1,0,1
644,310,323,35,70,61,<=70,21+,1,0,1
644,310,324,35,70,61,<=70,21+,1,0,1
644,310,327,35,70,61,<=70,21+,1,0,1
644,310,328,35,70,61,<=70,21+,1,0,1
644,310,329,35,70,61,<=70,21+,1,0,1
644,310,337,35,70,61,<=70,21+,1,0,1
644,310,340,35,70,61,<=70,21+,0,1,0
644,310,356,35,70,61,<=70,21+,1,0,1
644,310,364,35,70,61,<=70,21+,0,1,0
644,310,365,35,70,61,<=70,21+,0,1,0
644,310,391,35,70,61,<=70,21+,0,1,0
644,312,313,35,70,61,<=70,21+,0,1,0
644,312,319,35,70,61,<=70,21+,0,1,0
644,312,320,35,70,61,<=70,21+,0,1,0
644,312,321,35,70,61,<=70,21+,0,1,0
644,312,322,35,70,61,<=70,21+,0,1,0
644,312,323,35,70,61,<=70,21+,0,1,0
644,312,324,35,70,61,<=70,21+,0,1,0
644,312,327,35,70,61,<=70,21+,0,1,0
644,312,328,35,70,61,<=70,21+,0,1,0
644,312,329,35,70,61,<=70,21+,0,1,0
644,312,337,35,70,61,<=70,21+,0,1,0
644,312,356,35,70,61,<=70,21+,0,1,0
644,313,314,35,70,61,<=70,21+,1,0,1
644,313,318,35,70,61,<=70,21+,0,1,0
644,313,319,35,70,61,<=70,21+,1,0,1
644,313,320,35,70,61,<=70,21+,1,0,1
644,313,321,35,70,61,<=70,21+,1,0,1
644,313,322,35,70,61,<=70,21+,1,0,1
644,313,323,35,70,61,<=70,21+,1,0,1
644,313,324,35,70,61,<=70,21+,1,0,1
644,313,327,35,70,61,<=70,21+,1,0,1
644,313,328,35,70,61,<=70,21+,1,0,1
644,313,329,35,70,61,<=70,21+,1,0,1
644,313,337,35,70,61,<=70,21+,1,0,1
644,313,340,35,70,61,<=70,21+,0,1,0
644,313,356,35,70,61,<=70,21+,1,0,1
644,313,364,35,70,61,<=70,21+,0,1,0
644,313,365,35,70,61,<=70,21+,0,1,0
644,313,391,35,70,61,<=70,21+,0,1,0
644,314,319,35,70,61,<=70,21+,1,0,1
644,314,320,35,70,61,<=70,21+,1,0,1
644,314,321,35,70,61,<=70,21+,1,0,1
644,314,322,35,70,61,<=70,21+,1,0,1
644,314,323,35,70,61,<=70,21+,1,0,1
644,314,324,35,70,61,<=70,21+,1,0,1
644,314,327,35,70,61,<=70,21+,1,0,1
644,314,328,35,70,61,<=70,21+,1,0,1
644,314,329,35,70,61,<=70,21+,1,0,1
644,314,337,35,70,61,<=70,21+,1,0,1
644,314,356,35,70,61,<=70,21+,1,0,1
644,318,319,35,70,61,<=70,21+,0,1,0
644,318,320,35,70,61,<=70,21+,0,1,0
644,318,321,35,70,61,<=70,21+,0,1,0
644,318,322,35,70,61,<=70,21+,0,1,0
644,318,323,35,70,61,<=70,21+,0,1,0
644,318,324,35,70,61,<=70,21+,0,1,0
644,318,327,35,70,61,<=70,21+,0,1,0
644,318,328,35,70,61,<=70,21+,0,1,0
644,318,329,35,70,61,<=70,21+,0,1,0
644,318,337,35,70,61,<=70,21+,0,1,0
644,318,356,35,70,61,<=70,21+,0,1,0
644,319,320,35,70,61,<=70,21+,1,0,1
644,319,321,35,70,61,<=70,21+,1,0,1
644,319,322,35,70,61,<=70,21+,1,0,1
644,319,323,35,70,61,<=70,21+,1,0,1
644,319,324,35,70,61,<=70,21+,1,0,1
644,319,327,35,70,61,<=70,21+,1,0,1
644,319,328,35,70,61,<=70,21+,1,0,1
644,319,329,35,70,61,<=70,21+,1,0,1
644,319,337,35,70,61,<=70,21+,1,0,1
644,319,340,35,70,61,<=70,21+,0,1,0
644,319,356,35,70,61,<=70,21+,1,0,1
644,319,364,35,70,61,<=70,21+,0,1,0
644,319,365,35,70,61,<=70,21+,0,1,0
644,319,391,35,70,61,<=70,21+,0,1,0
644,320,321,35,70,61,<=70,21+,1,0,1
644,320,322,35,70,61,<=70,21+,1,0,1
644,320,323,35,70,61,<=70,21+,1,0,1
644,320,324,35,70,61,<=70,21+,1,0,1
644,320,327,35,70,61,<=70,21+,1,0,1
644,320,328,35,70,61,<=70,21+,1,0,1
644,320,329,35,70,61,<=70,21+,1,0,1
644,320,337,35,70,61,<=70,21+,1,0,1
644,320,340,35,70,61,<=70,21+,0,1,0
644,320,356,35,70,61,<=70,21+,1,0,1
644,320,364,35,70,61,<=70,21+,0,1,0
644,320,365,35,70,61,<=70,21+,0,1,0
644,320,391,35,70,61,<=70,21+,0,1,0
644,321,322,35,70,61,<=70,21+,1,0,1
644,321,323,35,70,61,<=70,21+,1,0,1
644,321,324,35,70,61,<=70,21+,1,0,1
644,321,327,35,70,61,<=70,21+,1,0,1
644,321,328,35,70,61,<=70,21+,1,0,1
644,321,329,35,70,61,<=70,21+,1,0,1
644,321,337,35,70,61,<=70,21+,1,0,1
644,321,340,35,70,61,<=70,21+,0,1,0
644,321,356,35,70,61,<=70,21+,1,0,1
644,321,364,35,70,61,<=70,21+,0,1,0
644,321,365,35,70,61,<=70,21+,0,1,0
644,321,391,35,70,61,<=70,21+,0,1,0
644,322,323,35,70,61,<=70,21+,1,0,1
644,322,324,35,70,61,<=70,21+,1,0,1
644,322,327,35,70,61,<=70,21+,1,0,1
644,322,328,35,70,61,<=70,21+,1,0,1
644,322,329,35,70,61,<=70,21+,1,0,1
644,322,337,35,70,61,<=70,21+,1,0,1
644,322,340,35,70,61,<=70,21+,0,1,0
644,322,356,35,70,61,<=70,21+,1,0,1
644,322,364,35,70,61,<=70,21+,0,1,0
644,322,365,35,70,61,<=70,21+,0,1,0
644,322,391,35,70,61,<=70,21+,0,1,0
644,323,324,35,70,61,<=70,21+,1,0,1
644,323,327,35,70,61,<=70,21+,1,0,1
644,323,328,35,70,61,<=70,21+,1,0,1
644,323,329,35,70,61,<=70,21+,1,0,1
644,323,337,35,70,61,<=70,21+,1,0,1
644,323,340,35,70,61,<=70,21+,0,1,0
644,323,356,35,70,61,<=70,21+,1,0,1
644,323,364,35,70,61,<=70,21+,0,1,0
644,323,365,35,70,61,<=70,21+,0,1,0
644,323,391,35,70,61,<=70,21+,0,1,0
644,324,327,35,70,61,<=70,21+,1,0,1
644,324,328,35,70,61,<=70,21+,1,0,1
644,324,329,35,70,61,<=70,21+,1,0,1
644,324,337,35,70,61,<=70,21+,1,0,1
644,324,340,35,70,61,<=70,21+,0,1,0
644,324,356,35,70,61,<=70,21+,1,0,1
644,324,364,35,70,61,<=70,21+,0,1,0
644,324,365,35,70,61,<=70,21+,0,1,0
644,324,391,35,70,61,<=70,21+,0,1,0
644,327,328,35,70,61,<=70,21+,1,0,1
644,327,329,35,70,61,<=70,21+,1,0,1
644,327,337,35,70,61,<=70,21+,1,0,1
644,327,340,35,70,61,<=70,21+,0,1,0
644,327,356,35,70,61,<=70,21+,1,0,1
644,327,364,35,70,61,<=70,21+,0,1,0
644,327,365,35,70,61,<=70,21+,0,1,0
644,327,391,35,70,61,<=70,21+,0,1,0
644,328,329,35,70,61,<=70,21+,1,0,1
644,328,337,35,70,61,<=70,21+,1,0,1
644,328,340,35,70,61,<=70,21+,0,1,0
644,328,356,35,70,61,<=70,21+,1,0,1
644,328,364,35,70,61,<=70,21+,0,1,0
644,328,365,35,70,61,<=70,21+,0,1,0
644,328,391,35,70,61,<=70,21+,0,1,0
644,329,337,35,70,61,<=70,21+,1,0,1
644,329,340,35,70,61,<=70,21+,0,1,0
644,329,356,35,70,61,<=70,21+,1,0,1
644,329,364,35,70,61,<=70,21+,0,1,0
644,329,365,35,70,61,<=70,21+,0,1,0
644,329,391,35,70,61,<=70,21+,0,1,0
644,337,340,35,70,61,<=70,21+,0,1,0
644,337,356,35,70,61,<=70,21+,1,0,1
644,337,364,35,70,61,<=70,21+,0,1,0
644,337,365,35,70,61,<=70,21+,0,1,0
644,337,391,35,70,61,<=70,21+,0,1,0
644,340,356,35,70,61,<=70,21+,0,1,0
644,356,364,35,70,61,<=70,21+,0,1,0
644,356,365,35,70,61,<=70,21+,0,1,0
644,356,391,35,70,61,<=70,21+,0,1,0
644,85,311,38,71,40,71-80,21+,0,1,0
644,85,334,38,71,40,71-80,21+,0,1,0
644,85,335,38,71,40,71-80,21+,0,1,0
644,85,343,38,71,40,71-80,21+,0,1,0
644,85,344,38,71,40,71-80,21+,0,1,0
644,85,345,38,71,40,71-80,21+,0,1,0
644,85,346,38,71,40,71-80,21+,0,1,0
644,85,350,38,71,40,71-80,21+,0,1,0
644,85,359,38,71,40,71-80,21+,0,1,0
644,85,396,38,71,40,71-80,21+,0,1,0
644,85,397,38,71,40,71-80,21+,0,1,0
644,86,311,38,71,40,71-80,21+,0,1,0
644,86,334,38,71,40,71-80,21+,0,1,0
644,86,335,38,71,40,71-80,21+,0,1,0
644,86,343,38,71,40,71-80,21+,0,1,0
644,86,344,38,71,40,71-80,21+,0,1,0
644,86,345,38,71,40,71-80,21+,0,1,0
644,86,346,38,71,40,71-80,21+,0,1,0
644,86,350,38,71,40,71-80,21+,0,1,0
644,86,359,38,71,40,71-80,21+,0,1,0
644,86,396,38,71,40,71-80,21+,0,1,0
644,86,397,38,71,40,71-80,21+,0,1,0
644,87,311,38,71,40,71-80,21+,0,1,0
644,87,334,38,71,40,71-80,21+,0,1,0
644,87,335,38,71,40,71-80,21+,0,1,0
644,87,343,38,71,40,71-80,21+,0,1,0
644,87,344,38,71,40,71-80,21+,0,1,0
644,87,345,38,71,40,71-80,21+,0,1,0
644,87,346,38,71,40,71-80,21+,0,1,0
644,87,350,38,71,40,71-80,21+,0,1,0
644,87,359,38,71,40,71-80,21+,0,1,0
644,87,396,38,71,40,71-80,21+,0,1,0
644,87,397,38,71,40,71-80,21+,0,1,0
644,88,311,38,71,40,71-80,21+,0,1,0
644,88,334,38,71,40,71-80,21+,0,1,0
644,88,335,38,71,40,71-80,21+,0,1,0
644,88,343,38,71,40,71-80,21+,0,1,0
644,88,344,38,71,40,71-80,21+,0,1,0
644,88,345,38,71,40,71-80,21+,0,1,0
644,88,346,38,71,40,71-80,21+,0,1,0
644,88,350,38,71,40,71-80,21+,0,1,0
644,88,359,38,71,40,71-80,21+,0,1,0
644,88,396,38,71,40,71-80,21+,0,1,0
644,88,397,38,71,40,71-80,21+,0,1,0
644,116,311,38,71,40,71-80,21+,0,1,0
644,116,334,38,71,40,71-80,21+,0,1,0
644,116,335,38,71,40,71-80,21+,0,1,0
644,116,343,38,71,40,71-80,21+,0,1,0
644,116,344,38,71,40,71-80,21+,0,1,0
644,116,345,38,71,40,71-80,21+,0,1,0
644,116,346,38,71,40,71-80,21+,0,1,0
644,116,350,38,71,40,71-80,21+,0,1,0
644,116,359,38,71,40,71-80,21+,0,1,0
644,116,396,38,71,40,71-80,21+,0,1,0
644,116,397,38,71,40,71-80,21+,0,1,0
644,117,311,38,71,40,71-80,21+,0,1,0
644,117,334,38,71,40,71-80,21+,0,1,0
644,117,335,38,71,40,71-80,21+,0,1,0
644,117,343,38,71,40,71-80,21+,0,1,0
644,117,344,38,71,40,71-80,21+,0,1,0
644,117,345,38,71,40,71-80,21+,0,1,0
644,117,346,38,71,40,71-80,21+,0,1,0
644,117,350,38,71,40,71-80,21+,0,1,0
644,117,359,38,71,40,71-80,21+,0,1,0
644,117,396,38,71,40,71-80,21+,0,1,0
644,117,397,38,71,40,71-80,21+,0,1,0
644,311,332,38,71,40,71-80,21+,0,1,0
644,311,333,38,71,40,71-80,21+,0,1,0
644,311,334,38,71,40,71-80,21+,1,0,1
644,311,335,38,71,40,71-80,21+,1,0,1
644,311,338,38,71,40,71-80,21+,0,1,0
644,311,342,38,71,40,71-80,21+,0,1,0
644,311,343,38,71,40,71-80,21+,1,0,1
644,311,344,38,71,40,71-80,21+,1,0,1
644,311,345,38,71,40,71-80,21+,1,0,1
644,311,346,38,71,40,71-80,21+,1,0,1
644,311,350,38,71,40,71-80,21+,1,0,1
644,311,359,38,71,40,71-80,21+,1,0,1
644,311,396,38,71,40,71-80,21+,1,0,1
644,311,397,38,71,40,71-80,21+,1,0,1
644,332,334,38,71,40,71-80,21+,0,1,0
644,332,335,38,71,40,71-80,21+,0,1,0
644,332,343,38,71,40,71-80,21+,0,1,0
644,332,344,38,71,40,71-80,21+,0,1,0
644,332,345,38,71,40,71-80,21+,0,1,0
644,332,346,38,71,40,71-80,21+,0,1,0
644,332,350,38,71,40,71-80,21+,0,1,0
644,332,359,38,71,40,71-80,21+,0,1,0
644,332,396,38,71,40,71-80,21+,0,1,0
644,332,397,38,71,40,71-80,21+,0,1,0
644,333,334,38,71,40,71-80,21+,0,1,0
644,333,335,38,71,40,71-80,21+,0,1,0
644,333,343,38,71,40,71-80,21+,0,1,0
644,333,344,38,71,40,71-80,21+,0,1,0
644,333,345,38,71,40,71-80,21+,0,1,0
644,333,346,38,71,40,71-80,21+,0,1,0
644,333,350,38,71,40,71-80,21+,0,1,0
644,333,359,38,71,40,71-80,21+,0,1,0
644,333,396,38,71,40,71-80,21+,0,1,0
644,333,397,38,71,40,71-80,21+,0,1,0
644,334,335,38,71,40,71-80,21+,1,0,1
644,334,338,38,71,40,71-80,21+,0,1,0
644,334,342,38,71,40,71-80,21+,0,1,0
644,334,343,38,71,40,71-80,21+,1,0,1
644,334,344,38,71,40,71-80,21+,1,0,1
644,334,345,38,71,40,71-80,21+,1,0,1
644,334,346,38,71,40,71-80,21+,1,0,1
644,334,350,38,71,40,71-80,21+,1,0,1
644,334,359,38,71,40,71-80,21+,1,0,1
644,334,396,38,71,40,71-80,21+,1,0,1
644,334,397,38,71,40,71-80,21+,1,0,1
644,335,338,38,71,40,71-80,21+,0,1,0
644,335,342,38,71,40,71-80,21+,0,1,0
644,335,343,38,71,40,71-80,21+,1,0,1
644,335,344,38,71,40,71-80,21+,1,0,1
644,335,345,38,71,40,71-80,21+,1,0,1
644,335,346,38,71,40,71-80,21+,1,0,1
644,335,350,38,71,40,71-80,21+,1,0,1
644,335,359,38,71,40,71-80,21+,1,0,1
644,335,396,38,71,40,71-80,21+,1,0,1
644,335,397,38,71,40,71-80,21+,1,0,1
644,338,343,38,71,40,71-80,21+,0,1,0
644,338,344,38,71,40,71-80,21+,0,1,0
644,338,345,38,71,40,71-80,21+,0,1,0
644,338,346,38,71,40,71-80,21+,0,1,0
644,338,350,38,71,40,71-80,21+,0,1,0
644,338,359,38,71,40,71-80,21+,0,1,0
644,338,396,38,71,40,71-80,21+,0,1,0
644,338,397,38,71,40,71-80,21+,0,1,0
644,342,343,38,71,40,71-80,21+,0,1,0
644,342,344,38,71,40,71-80,21+,0,1,0
644,342,345,38,71,40,71-80,21+,0,1,0
644,342,346,38,71,40,71-80,21+,0,1,0
644,342,350,38,71,40,71-80,21+,0,1,0
644,342,359,38,71,40,71-80,21+,0,1,0
644,342,396,38,71,40,71-80,21+,0,1,0
644,342,397,38,71,40,71-80,21+,0,1,0
644,343,344,38,71,40,71-80,21+,1,0,1
644,343,345,38,71,40,71-80,21+,1,0,1
644,343,346,38,71,40,71-80,21+,1,0,1
644,343,350,38,71,40,71-80,21+,1,0,1
644,343,359,38,71,40,71-80,21+,1,0,1
644,343,396,38,71,40,71-80,21+,1,0,1
644,343,397,38,71,40,71-80,21+,1,0,1
644,344,345,38,71,40,71-80,21+,1,0,1
644,344,346,38,71,40,71-80,21+,1,0,1
644,344,350,38,71,40,71-80,21+,1,0,1
644,344,359,38,71,40,71-80,21+,1,0,1
644,344,396,38,71,40,71-80,21+,1,0,1
644,344,397,38,71,40,71-80,21+,1,0,1
644,345,346,38,71,40,71-80,21+,1,0,1
644,345,350,38,71,40,71-80,21+,1,0,1
644,345,359,38,71,40,71-80,21+,1,0,1
644,345,396,38,71,40,71-80,21+,1,0,1
644,345,397,38,71,40,71-80,21+,1,0,1
644,346,350,38,71,40,71-80,21+,1,0,1
644,346,359,38,71,40,71-80,21+,1,0,1
644,346,396,38,71,40,71-80,21+,1,0,1
644,346,397,38,71,40,71-80,21+,1,0,1
644,350,359,38,71,40,71-80,21+,1,0,1
644,350,396,38,71,40,71-80,21+,1,0,1
644,350,397,38,71,40,71-80,21+,1,0,1
644,359,396,38,71,40,71-80,21+,1,0,1
644,359,397,38,71,40,71-80,21+,1,0,1
644,396,397,38,71,40,71-80,21+,1,0,1
644,62,206,53,75,8,71-80,6-10,0,1,0
644,167,206,53,75,8,71-80,6-10,0,1,0
644,351,352,118,78,2,71-80,2 (pair),1,0,1
644,353,354,120,84,3,81-90,3-5,1,0,1
655,188,401,5,71,9,71-80,6-10,0,1,0
655,188,402,5,71,9,71-80,6-10,0,1,0
655,196,401,5,71,9,71-80,6-10,0,1,0
655,196,402,5,71,9,71-80,6-10,0,1,0
655,258,401,5,71,9,71-80,6-10,0,1,0
655,258,402,5,71,9,71-80,6-10,0,1,0
655,297,401,5,100,9,96-100,6-10,0,1,0
655,297,402,5,100,9,96-100,6-10,0,1,0
655,401,402,5,71,9,71-80,6-10,1,0,1
655,43,404,13,70,8,<=70,6-10,0,1,0
655,44,404,13,70,8,<=70,6-10,0,1,0
655,198,404,13,70,8,<=70,6-10,0,1,0
655,217,404,13,70,8,<=70,6-10,0,1,0
655,283,404,13,70,8,<=70,6-10,0,1,0
655,205,405,19,75,7,71-80,6-10,0,1,0
655,282,405,19,75,7,71-80,6-10,0,1,0
655,286,406,20,75,7,71-80,6-10,0,1,0
655,287,406,20,75,7,71-80,6-10,0,1,0
655,288,406,20,75,7,71-80,6-10,0,1,0
655,398,409,25,78,9,71-80,6-10,0,1,0
655,295,410,26,100,7,96-100,6-10,0,1,0
655,412,413,30,100,12,96-100,11-20,0,1,0
655,284,414,32,83,8,81-90,6-10,0,1,0
655,315,414,32,83,8,81-90,6-10,0,1,0
655,371,414,32,83,8,81-90,6-10,0,1,0
655,400,414,32,83,8,81-90,6-10,0,1,0
655,292,408,34,100,4,96-100,3-5,0,1,0
655,265,415,35,70,61,<=70,21+,0,1,0
655,265,417,35,70,61,<=70,21+,0,1,0
655,265,418,35,70,61,<=70,21+,0,1,0
655,265,425,35,70,61,<=70,21+,0,1,0
655,304,415,35,70,61,<=70,21+,0,1,0
655,304,417,35,70,61,<=70,21+,0,1,0
655,304,418,35,70,61,<=70,21+,0,1,0
655,304,425,35,70,61,<=70,21+,0,1,0
655,306,415,35,70,61,<=70,21+,0,1,0
655,306,417,35,70,61,<=70,21+,0,1,0
655,306,418,35,70,61,<=70,21+,0,1,0
655,306,425,35,70,61,<=70,21+,0,1,0
655,307,415,35,70,61,<=70,21+,0,1,0
655,307,417,35,70,61,<=70,21+,0,1,0
655,307,418,35,70,61,<=70,21+,0,1,0
655,307,425,35,70,61,<=70,21+,0,1,0
655,309,415,35,70,61,<=70,21+,0,1,0
655,309,417,35,70,61,<=70,21+,0,1,0
655,309,418,35,70,61,<=70,21+,0,1,0
655,309,425,35,70,61,<=70,21+,0,1,0
655,310,415,35,70,61,<=70,21+,0,1,0
655,310,417,35,70,61,<=70,21+,0,1,0
655,310,418,35,70,61,<=70,21+,0,1,0
655,310,425,35,70,61,<=70,21+,0,1,0
655,312,415,35,70,61,<=70,21+,0,1,0
655,312,417,35,70,61,<=70,21+,0,1,0
655,312,418,35,70,61,<=70,21+,0,1,0
655,312,425,35,70,61,<=70,21+,0,1,0
655,313,415,35,70,61,<=70,21+,0,1,0
655,313,417,35,70,61,<=70,21+,0,1,0
655,313,418,35,70,61,<=70,21+,0,1,0
655,313,425,35,70,61,<=70,21+,0,1,0
655,314,415,35,70,61,<=70,21+,0,1,0
655,314,417,35,70,61,<=70,21+,0,1,0
655,314,418,35,70,61,<=70,21+,0,1,0
655,314,425,35,70,61,<=70,21+,0,1,0
655,318,415,35,70,61,<=70,21+,0,1,0
655,318,417,35,70,61,<=70,21+,0,1,0
655,318,418,35,70,61,<=70,21+,0,1,0
655,318,425,35,70,61,<=70,21+,0,1,0
655,319,415,35,70,61,<=70,21+,0,1,0
655,319,417,35,70,61,<=70,21+,0,1,0
655,319,418,35,70,61,<=70,21+,0,1,0
655,319,425,35,70,61,<=70,21+,0,1,0
655,320,415,35,70,61,<=70,21+,0,1,0
655,320,417,35,70,61,<=70,21+,0,1,0
655,320,418,35,70,61,<=70,21+,0,1,0
655,320,425,35,70,61,<=70,21+,0,1,0
655,321,415,35,70,61,<=70,21+,0,1,0
655,321,417,35,70,61,<=70,21+,0,1,0
655,321,418,35,70,61,<=70,21+,0,1,0
655,321,425,35,70,61,<=70,21+,0,1,0
655,322,415,35,70,61,<=70,21+,0,1,0
655,322,417,35,70,61,<=70,21+,0,1,0
655,322,418,35,70,61,<=70,21+,0,1,0
655,322,425,35,70,61,<=70,21+,0,1,0
655,323,415,35,70,61,<=70,21+,0,1,0
655,323,417,35,70,61,<=70,21+,0,1,0
655,323,418,35,70,61,<=70,21+,0,1,0
655,323,425,35,70,61,<=70,21+,0,1,0
655,324,415,35,70,61,<=70,21+,0,1,0
655,324,417,35,70,61,<=70,21+,0,1,0
655,324,418,35,70,61,<=70,21+,0,1,0
655,324,425,35,70,61,<=70,21+,0,1,0
655,327,415,35,70,61,<=70,21+,0,1,0
655,327,417,35,70,61,<=70,21+,0,1,0
655,327,418,35,70,61,<=70,21+,0,1,0
655,327,425,35,70,61,<=70,21+,0,1,0
655,328,415,35,70,61,<=70,21+,0,1,0
655,328,417,35,70,61,<=70,21+,0,1,0
655,328,418,35,70,61,<=70,21+,0,1,0
655,328,425,35,70,61,<=70,21+,0,1,0
655,329,415,35,70,61,<=70,21+,0,1,0
655,329,417,35,70,61,<=70,21+,0,1,0
655,329,418,35,70,61,<=70,21+,0,1,0
655,329,425,35,70,61,<=70,21+,0,1,0
655,337,415,35,70,61,<=70,21+,0,1,0
655,337,417,35,70,61,<=70,21+,0,1,0
655,337,418,35,70,61,<=70,21+,0,1,0
655,337,425,35,70,61,<=70,21+,0,1,0
655,340,415,35,70,61,<=70,21+,0,1,0
655,340,417,35,70,61,<=70,21+,0,1,0
655,340,418,35,70,61,<=70,21+,0,1,0
655,340,425,35,70,61,<=70,21+,0,1,0
655,356,415,35,70,61,<=70,21+,0,1,0
655,356,417,35,70,61,<=70,21+,0,1,0
655,356,418,35,70,61,<=70,21+,0,1,0
655,356,425,35,70,61,<=70,21+,0,1,0
655,364,415,35,70,61,<=70,21+,0,1,0
655,364,417,35,70,61,<=70,21+,0,1,0
655,364,418,35,70,61,<=70,21+,0,1,0
655,364,425,35,70,61,<=70,21+,0,1,0
655,365,415,35,70,61,<=70,21+,0,1,0
655,365,417,35,70,61,<=70,21+,0,1,0
655,365,418,35,70,61,<=70,21+,0,1,0
655,365,425,35,70,61,<=70,21+,0,1,0
655,391,415,35,70,61,<=70,21+,0,1,0
655,391,417,35,70,61,<=70,21+,0,1,0
655,391,418,35,70,61,<=70,21+,0,1,0
655,391,425,35,70,61,<=70,21+,0,1,0
655,415,417,35,70,61,<=70,21+,1,0,1
655,415,418,35,70,61,<=70,21+,1,0,1
655,415,425,35,70,61,<=70,21+,1,0,1
655,417,418,35,70,61,<=70,21+,1,0,1
655,417,425,35,70,61,<=70,21+,1,0,1
655,418,425,35,70,61,<=70,21+,1,0,1
655,85,416,38,71,40,71-80,21+,0,1,0
655,85,419,38,71,40,71-80,21+,0,1,0
655,85,429,38,71,40,71-80,21+,0,1,0
655,86,416,38,71,40,71-80,21+,0,1,0
655,86,419,38,71,40,71-80,21+,0,1,0
655,86,429,38,71,40,71-80,21+,0,1,0
655,87,416,38,71,40,71-80,21+,0,1,0
655,87,419,38,71,40,71-80,21+,0,1,0
655,87,429,38,71,40,71-80,21+,0,1,0
655,88,416,38,71,40,71-80,21+,0,1,0
655,88,419,38,71,40,71-80,21+,0,1,0
655,88,429,38,71,40,71-80,21+,0,1,0
655,116,416,38,71,40,71-80,21+,0,1,0
655,116,419,38,71,40,71-80,21+,0,1,0
655,116,429,38,71,40,71-80,21+,0,1,0
655,117,416,38,71,40,71-80,21+,0,1,0
655,117,419,38,71,40,71-80,21+,0,1,0
655,117,429,38,71,40,71-80,21+,0,1,0
655,311,416,38,71,40,71-80,21+,0,1,0
655,311,419,38,71,40,71-80,21+,0,1,0
655,311,429,38,71,40,71-80,21+,0,1,0
655,332,416,38,71,40,71-80,21+,0,1,0
655,332,419,38,71,40,71-80,21+,0,1,0
655,332,429,38,71,40,71-80,21+,0,1,0
655,333,416,38,71,40,71-80,21+,0,1,0
655,333,419,38,71,40,71-80,21+,0,1,0
655,333,429,38,71,40,71-80,21+,0,1,0
655,334,416,38,71,40,71-80,21+,0,1,0
655,334,419,38,71,40,71-80,21+,0,1,0
655,334,429,38,71,40,71-80,21+,0,1,0
655,335,416,38,71,40,71-80,21+,0,1,0
655,335,419,38,71,40,71-80,21+,0,1,0
655,335,429,38,71,40,71-80,21+,0,1,0
655,338,416,38,71,40,71-80,21+,0,1,0
655,338,419,38,71,40,71-80,21+,0,1,0
655,338,429,38,71,40,71-80,21+,0,1,0
655,342,416,38,71,40,71-80,21+,0,1,0
655,342,419,38,71,40,71-80,21+,0,1,0
655,342,429,38,71,40,71-80,21+,0,1,0
655,343,416,38,71,40,71-80,21+,0,1,0
655,343,419,38,71,40,71-80,21+,0,1,0
655,343,429,38,71,40,71-80,21+,0,1,0
655,344,416,38,71,40,71-80,21+,0,1,0
655,344,419,38,71,40,71-80,21+,0,1,0
655,344,429,38,71,40,71-80,21+,0,1,0
655,345,416,38,71,40,71-80,21+,0,1,0
655,345,419,38,71,40,71-80,21+,0,1,0
655,345,429,38,71,40,71-80,21+,0,1,0
655,346,416,38,71,40,71-80,21+,0,1,0
655,346,419,38,71,40,71-80,21+,0,1,0
655,346,429,38,71,40,71-80,21+,0,1,0
655,350,416,38,71,40,71-80,21+,0,1,0
655,350,419,38,71,40,71-80,21+,0,1,0
655,350,429,38,71,40,71-80,21+,0,1,0
655,359,416,38,71,40,71-80,21+,0,1,0
655,359,419,38,71,40,71-80,21+,0,1,0
655,359,429,38,71,40,71-80,21+,0,1,0
