revision,gcid1,gcid2,classId,similarity,classSize,sim_bucket,class_bucket,sameFile,depth,dep_label
278,460,587,22,83,29,81-90,21+,0,1,0
278,509,573,22,70,29,<=70,21+,0,1,0
278,509,587,22,70,29,<=70,21+,0,4,1
278,509,957,22,70,29,<=70,21+,0,4,0
278,509,997,22,70,29,<=70,21+,0,1,1
278,573,587,22,83,29,81-90,21+,1,4,0
278,587,957,22,70,29,<=70,21+,0,1,0
278,587,997,22,70,29,<=70,21+,0,4,1
278,64,489,23,100,19,96-100,11-20,0,1,0
278,429,489,23,90,19,81-90,11-20,0,4,0
278,465,489,23,71,19,71-80,11-20,0,1,0
278,489,521,23,75,19,71-80,11-20,0,4,0
278,489,744,23,75,19,71-80,11-20,0,4,0
278,489,807,23,75,19,71-80,11-20,0,4,0
278,489,947,23,75,19,71-80,11-20,0,1,0
278,489,974,23,75,19,71-80,11-20,0,4,0
278,28,589,26,75,17,71-80,11-20,0,1,0
278,589,740,26,83,17,81-90,11-20,0,4,0
278,589,741,26,83,17,81-90,11-20,0,1,0
278,589,849,26,83,17,81-90,11-20,0,4,0
278,589,852,26,83,17,81-90,11-20,0,1,0
278,589,897,26,83,17,81-90,11-20,0,4,0
278,589,992,26,83,17,81-90,11-20,0,4,1
278,224,492,33,72,17,71-80,11-20,0,1,0
278,224,553,33,72,17,71-80,11-20,1,4,1
278,224,984,33,72,17,71-80,11-20,0,4,0
278,224,985,33,72,17,71-80,11-20,0,1,0
278,224,998,33,72,17,71-80,11-20,0,4,1
278,154,477,34,75,19,71-80,11-20,1,0,0
278,154,524,34,75,19,71-80,11-20,0,1,0
278,154,526,34,75,19,71-80,11-20,0,4,0
278,342,477,34,75,19,71-80,11-20,0,1,0
278,342,524,34,75,19,71-80,11-20,0,1,0
278,342,526,34,75,19,71-80,11-20,0,4,0
278,477,479,34,75,19,71-80,11-20,1,4,0
278,477,524,34,75,19,71-80,11-20,0,1,1
278,477,526,34,75,19,71-80,11-20,0,4,1
278,477,548,34,75,19,71-80,11-20,0,4,0
278,477,648,34,75,19,71-80,11-20,0,1,0
278,477,653,34,75,19,71-80,11-20,0,1,0
278,477,961,34,75,19,71-80,11-20,0,4,0
278,477,962,34,75,19,71-80,11-20,0,1,0
278,479,524,34,75,19,71-80,11-20,0,4,0
278,479,526,34,75,19,71-80,11-20,0,1,0
278,524,526,34,88,19,81-90,11-20,1,4,1
278,524,548,34,88,19,81-90,11-20,0,4,0
278,524,648,34,88,19,81-90,11-20,0,1,0
278,524,653,34,88,19,81-90,11-20,0,1,0
278,524,961,34,88,19,81-90,11-20,0,4,0
278,524,962,34,88,19,81-90,11-20,0,1,0
278,526,548,34,88,19,81-90,11-20,0,1,0
278,526,648,34,88,19,81-90,11-20,0,4,0
278,526,653,34,88,19,81-90,11-20,0,4,0
278,526,961,34,88,19,81-90,11-20,0,1,0
278,526,962,34,88,19,81-90,11-20,0,4,0
278,490,513,37,75,12,71-80,11-20,0,1,1
278,490,515,37,75,12,71-80,11-20,0,4,1
278,490,980,37,75,12,71-80,11-20,0,4,0
278,513,515,37,75,12,71-80,11-20,1,4,1
278,513,980,37,75,12,71-80,11-20,0,4,0
278,515,980,37,75,12,71-80,11-20,0,1,0
278,561,660,54,75,15,71-80,11-20,0,4,0
278,561,661,54,75,15,71-80,11-20,0,1,0
278,561,810,54,75,15,71-80,11-20,0,1,0
278,94,514,56,75,15,71-80,11-20,0,1,0
278,126,514,56,75,15,71-80,11-20,0,4,0
278,299,514,56,75,15,71-80,11-20,0,4,0
278,514,634,56,91,15,91-95,11-20,0,3,0
278,514,637,56,91,15,91-95,11-20,0,3,0
278,514,776,56,91,15,91-95,11-20,0,4,0
278,514,777,56,91,15,91-95,11-20,0,4,0
278,504,763,59,100,10,96-100,6-10,0,1,0
278,899,900,104,100,6,96-100,6-10,1,4,1
279,506,877,16,83,11,81-90,11-20,0,1,0
279,506,878,16,83,11,81-90,11-20,0,4,0
279,506,881,16,83,11,81-90,11-20,0,1,0
279,506,882,16,83,11,81-90,11-20,0,4,0
279,28,992,26,75,17,71-80,11-20,0,4,0
279,589,992,26,83,17,81-90,11-20,0,4,0
279,740,992,26,75,17,71-80,11-20,0,1,0
279,741,992,26,75,17,71-80,11-20,0,4,0
279,849,992,26,100,17,96-100,11-20,0,1,0
279,852,992,26,100,17,96-100,11-20,0,4,0
279,897,992,26,70,17,<=70,11-20,0,1,0
280,758,999,43,76,13,71-80,11-20,0,4,0
280,952,999,43,100,13,96-100,11-20,0,4,0
280,954,999,43,100,13,96-100,11-20,0,2,0
280,667,668,75,100,6,96-100,6-10,1,4,1
280,759,1000,105,86,6,81-90,6-10,0,4,0
281,85,283,32,83,15,81-90,11-20,1,0,1
281,85,311,32,83,15,81-90,11-20,1,0,0
281,85,343,32,83,15,81-90,11-20,1,0,1
281,85,887,32,83,15,81-90,11-20,0,4,0
281,85,888,32,83,15,81-90,11-20,0,1,0
281,283,311,32,75,15,71-80,11-20,1,0,0
281,283,343,32,75,15,71-80,11-20,1,0,1
281,283,887,32,75,15,71-80,11-20,0,4,0
281,283,888,32,75,15,71-80,11-20,0,1,0
281,30,633,49,100,8,96-100,6-10,0,1,0
281,30,635,49,100,8,96-100,6-10,0,1,0
281,30,636,49,100,8,96-100,6-10,0,1,0
281,633,635,49,83,8,81-90,6-10,1,0,1
281,633,636,49,83,8,81-90,6-10,1,0,1
281,635,636,49,83,8,81-90,6-10,1,0,1
281,94,634,56,75,15,71-80,11-20,0,3,0
281,94,637,56,75,15,71-80,11-20,0,3,0
281,126,634,56,75,15,71-80,11-20,0,1,0
281,126,637,56,75,15,71-80,11-20,0,1,0
281,299,634,56,75,15,71-80,11-20,0,1,0
281,299,637,56,75,15,71-80,11-20,0,1,0
281,514,634,56,91,15,91-95,11-20,0,3,0
281,514,637,56,91,15,91-95,11-20,0,3,0
281,634,637,56,100,15,96-100,11-20,1,0,1
281,634,776,56,100,15,96-100,11-20,0,1,0
281,634,777,56,100,15,96-100,11-20,0,1,0
281,637,776,56,100,15,96-100,11-20,0,1,0
281,637,777,56,100,15,96-100,11-20,0,1,0
281,314,318,140,100,2,96-100,2 (pair),1,4,1
281,201,202,141,100,4,96-100,3-5,1,4,1
281,336,338,148,100,4,96-100,3-5,1,4,1
283,57,957,22,83,29,81-90,21+,0,1,0
283,460,957,22,83,29,81-90,21+,0,1,0
283,509,957,22,70,29,<=70,21+,0,4,0
283,573,957,22,83,29,81-90,21+,0,4,0
283,587,957,22,70,29,<=70,21+,0,1,0
283,957,997,22,70,29,<=70,21+,0,4,0
283,303,958,28,80,13,71-80,11-20,0,4,0
283,303,979,28,80,13,71-80,11-20,0,4,0
283,743,958,28,85,13,81-90,11-20,0,1,0
283,743,979,28,85,13,81-90,11-20,0,1,0
283,747,958,28,85,13,81-90,11-20,0,4,0
283,747,979,28,85,13,81-90,11-20,0,4,0
283,748,958,28,85,13,81-90,11-20,0,4,0
283,748,979,28,85,13,81-90,11-20,0,4,0
283,751,958,28,85,13,81-90,11-20,0,1,0
283,751,979,28,85,13,81-90,11-20,0,1,0
283,752,958,28,85,13,81-90,11-20,0,1,0
283,752,979,28,85,13,81-90,11-20,0,1,0
283,753,958,28,85,13,81-90,11-20,0,4,0
283,753,979,28,85,13,81-90,11-20,0,4,0
283,958,979,28,83,13,81-90,11-20,1,0,1
283,490,980,37,75,12,71-80,11-20,0,4,0
283,513,980,37,75,12,71-80,11-20,0,4,0
283,515,980,37,75,12,71-80,11-20,0,1,0
284,64,429,23,100,19,96-100,11-20,0,4,0
284,429,465,23,90,19,81-90,11-20,0,4,0
284,429,489,23,90,19,81-90,11-20,0,4,0
284,429,521,23,90,19,81-90,11-20,0,1,0
284,429,744,23,90,19,81-90,11-20,0,1,0
284,429,807,23,90,19,81-90,11-20,1,0,1
284,429,947,23,90,19,81-90,11-20,0,4,0
284,429,974,23,90,19,81-90,11-20,0,1,0
284,38,445,36,75,21,71-80,21+,0,4,0
284,38,446,36,75,21,71-80,21+,0,1,0
284,38,448,36,75,21,71-80,21+,0,1,0
284,50,445,36,75,21,71-80,21+,0,1,0
284,50,446,36,75,21,71-80,21+,0,4,0
284,50,448,36,75,21,71-80,21+,0,4,0
284,379,445,36,83,21,81-90,21+,0,4,0
284,379,446,36,83,21,81-90,21+,0,1,0
284,379,448,36,83,21,81-90,21+,0,1,0
284,445,446,36,100,21,96-100,21+,1,4,1
284,445,448,36,100,21,96-100,21+,1,4,1
284,446,448,36,100,21,96-100,21+,1,0,1
284,182,212,42,76,23,71-80,21+,0,1,0
284,182,773,42,76,23,71-80,21+,0,1,0
284,182,778,42,76,23,71-80,21+,0,1,0
284,182,939,42,76,23,71-80,21+,0,4,0
284,182,940,42,76,23,71-80,21+,0,2,0
284,182,967,42,76,23,71-80,21+,0,4,0
284,182,968,42,76,23,71-80,21+,0,1,0
284,228,449,45,83,21,81-90,21+,0,1,0
284,449,973,45,100,21,96-100,21+,0,1,0
284,450,454,139,100,6,96-100,6-10,1,4,1
285,11,710,5,100,12,96-100,11-20,0,1,0
285,11,711,5,100,12,96-100,11-20,0,1,0
285,14,710,5,100,12,96-100,11-20,0,3,0
285,14,711,5,100,12,96-100,11-20,0,3,0
285,710,711,5,75,12,71-80,11-20,1,0,1
285,827,828,9,100,19,96-100,11-20,1,4,1
285,475,846,10,75,20,71-80,11-20,0,4,0
285,840,846,10,75,20,71-80,11-20,1,0,1
285,842,846,10,77,20,71-80,11-20,1,0,0
285,844,846,10,75,20,71-80,11-20,1,0,0
285,846,866,10,75,20,71-80,11-20,0,1,0
285,506,877,16,83,11,81-90,11-20,0,1,0
285,506,878,16,83,11,81-90,11-20,0,4,0
285,877,878,16,100,11,96-100,11-20,1,4,1
285,47,1001,17,75,17,71-80,11-20,0,4,0
285,47,1002,17,75,17,71-80,11-20,0,1,0
285,66,1001,17,88,17,81-90,11-20,0,4,0
285,66,1002,17,88,17,81-90,11-20,0,1,0
285,575,1001,17,88,17,81-90,11-20,0,1,0
285,575,1002,17,88,17,81-90,11-20,0,4,0
285,736,1001,17,75,17,71-80,11-20,0,1,0
285,736,1002,17,75,17,71-80,11-20,0,4,0
285,994,1001,17,75,17,71-80,11-20,0,1,0
285,994,1002,17,75,17,71-80,11-20,0,4,0
285,995,1001,17,75,17,71-80,11-20,0,4,0
285,995,1002,17,75,17,71-80,11-20,0,1,0
285,1001,1002,17,100,17,96-100,11-20,1,4,1
285,57,1003,22,83,29,81-90,21+,0,1,0
285,57,1004,22,83,29,81-90,21+,0,4,0
285,460,1003,22,83,29,81-90,21+,0,1,0
285,460,1004,22,83,29,81-90,21+,0,4,0
285,509,1003,22,70,29,<=70,21+,0,4,0
285,509,1004,22,70,29,<=70,21+,0,1,0
285,573,1003,22,83,29,81-90,21+,0,4,0
285,573,1004,22,83,29,81-90,21+,0,1,0
285,587,1003,22,70,29,<=70,21+,0,1,0
285,587,1004,22,70,29,<=70,21+,0,4,0
285,957,1003,22,70,29,<=70,21+,0,1,0
285,957,1004,22,70,29,<=70,21+,0,4,0
285,997,1003,22,70,29,<=70,21+,0,4,0
285,997,1004,22,70,29,<=70,21+,0,1,0
285,1003,1004,22,100,29,96-100,21+,1,4,1
285,64,1005,23,100,19,96-100,11-20,0,1,0
285,64,1006,23,100,19,96-100,11-20,0,4,0
285,429,1005,23,90,19,81-90,11-20,0,4,0
285,429,1006,23,90,19,81-90,11-20,0,1,0
285,465,1005,23,71,19,71-80,11-20,0,1,0
285,465,1006,23,71,19,71-80,11-20,0,4,0
285,489,1005,23,75,19,71-80,11-20,0,1,0
285,489,1006,23,75,19,71-80,11-20,0,4,0
285,521,1005,23,71,19,71-80,11-20,0,4,0
285,521,1006,23,71,19,71-80,11-20,0,1,0
285,744,1005,23,100,19,96-100,11-20,0,4,0
285,744,1006,23,100,19,96-100,11-20,0,1,0
285,807,1005,23,85,19,81-90,11-20,0,4,0
285,807,1006,23,85,19,81-90,11-20,0,1,0
285,947,1005,23,90,19,81-90,11-20,0,1,0
285,947,1006,23,90,19,81-90,11-20,0,4,0
285,974,1005,23,80,19,71-80,11-20,0,4,0
285,974,1006,23,80,19,71-80,11-20,0,1,0
285,1005,1006,23,100,19,96-100,11-20,1,4,1
285,28,849,26,75,17,71-80,11-20,0,4,0
285,589,849,26,83,17,81-90,11-20,0,4,0
285,849,852,26,100,17,96-100,11-20,1,4,1
285,849,897,26,100,17,96-100,11-20,0,1,0
285,849,992,26,100,17,96-100,11-20,0,1,0
285,85,887,32,83,15,81-90,11-20,0,4,0
285,85,888,32,83,15,81-90,11-20,0,1,0
285,283,887,32,75,15,71-80,11-20,0,4,0
285,283,888,32,75,15,71-80,11-20,0,1,0
285,311,887,32,83,15,81-90,11-20,0,4,0
285,311,888,32,83,15,81-90,11-20,0,1,0
285,343,887,32,75,15,71-80,11-20,0,4,0
285,343,888,32,75,15,71-80,11-20,0,1,0
285,887,888,32,100,15,96-100,11-20,1,4,1
285,94,777,56,75,15,71-80,11-20,0,4,0
285,126,777,56,75,15,71-80,11-20,0,1,0
285,299,777,56,75,15,71-80,11-20,0,1,0
285,514,777,56,91,15,91-95,11-20,0,4,0
285,634,777,56,100,15,96-100,11-20,0,1,0
285,637,777,56,100,15,96-100,11-20,0,1,0
285,776,777,56,75,15,71-80,11-20,1,0,0
285,1007,1008,90,100,10,96-100,6-10,1,4,1
285,891,892,94,100,4,96-100,3-5,1,4,1
285,893,894,160,100,2,96-100,2 (pair),1,4,1
285,855,856,198,100,2,96-100,2 (pair),1,4,1
285,857,858,200,100,2,96-100,2 (pair),1,4,1
286,28,849,26,75,17,71-80,11-20,0,4,0
286,589,849,26,83,17,81-90,11-20,0,4,0
286,849,852,26,100,17,96-100,11-20,1,4,0
286,849,897,26,100,17,96-100,11-20,0,1,0
286,849,992,26,100,17,96-100,11-20,0,1,0
286,1007,1008,90,100,10,96-100,6-10,1,4,1
286,891,892,94,100,4,96-100,3-5,1,4,1
288,51,821,3,70,39,<=70,21+,0,1,0
288,51,1017,3,70,39,<=70,21+,0,1,0
288,821,839,3,75,39,71-80,21+,0,3,0
288,821,841,3,75,39,71-80,21+,0,1,0
288,821,871,3,75,39,71-80,21+,0,1,0
288,821,872,3,75,39,71-80,21+,0,3,0
288,821,1017,3,75,39,71-80,21+,1,0,1
288,839,1017,3,70,39,<=70,21+,0,3,0
288,841,1017,3,70,39,<=70,21+,0,1,0
288,871,1017,3,100,39,96-100,21+,0,1,0
288,872,1017,3,100,39,96-100,21+,0,3,0
288,11,710,5,100,12,96-100,11-20,0,1,0
288,14,710,5,100,12,96-100,11-20,0,3,0
288,710,711,5,75,12,71-80,11-20,1,0,0
288,58,767,11,83,9,81-90,6-10,0,1,0
288,564,767,11,75,9,71-80,6-10,0,4,0
288,571,767,11,83,9,81-90,6-10,0,4,0
288,506,1009,16,83,11,81-90,11-20,0,1,0
288,877,1009,16,100,11,96-100,11-20,1,0,0
288,878,1009,16,100,11,96-100,11-20,1,4,0
288,47,1001,17,75,17,71-80,11-20,0,4,0
288,47,1002,17,75,17,71-80,11-20,0,1,0
288,66,1001,17,88,17,81-90,11-20,0,4,0
288,66,1002,17,88,17,81-90,11-20,0,1,0
288,575,1001,17,88,17,81-90,11-20,0,1,0
288,575,1002,17,88,17,81-90,11-20,0,4,0
288,736,1001,17,75,17,71-80,11-20,0,1,0
288,736,1002,17,75,17,71-80,11-20,0,4,0
288,994,1001,17,75,17,71-80,11-20,0,1,0
288,994,1002,17,75,17,71-80,11-20,0,4,0
288,995,1001,17,75,17,71-80,11-20,0,4,0
288,995,1002,17,75,17,71-80,11-20,0,1,0
288,1001,1002,17,100,17,96-100,11-20,1,4,1
288,749,766,18,75,20,71-80,11-20,0,4,0
288,749,1010,18,75,20,71-80,11-20,0,1,0
288,766,836,18,71,20,71-80,11-20,0,1,0
288,766,868,18,71,20,71-80,11-20,0,4,0
288,766,898,18,71,20,71-80,11-20,0,4,0
288,766,1010,18,71,20,71-80,11-20,0,4,1
288,836,1010,18,75,20,71-80,11-20,1,4,0
288,868,1010,18,80,20,71-80,11-20,0,1,0
288,898,1010,18,80,20,71-80,11-20,0,1,0
288,57,1003,22,83,29,81-90,21+,0,1,0
288,57,1004,22,83,29,81-90,21+,0,4,0
288,460,1003,22,83,29,81-90,21+,0,1,0
288,460,1004,22,83,29,81-90,21+,0,4,0
288,509,1003,22,70,29,<=70,21+,0,4,0
288,509,1004,22,70,29,<=70,21+,0,1,0
288,573,1003,22,83,29,81-90,21+,0,4,0
288,573,1004,22,83,29,81-90,21+,0,1,0
288,587,1003,22,70,29,<=70,21+,0,1,0
288,587,1004,22,70,29,<=70,21+,0,4,0
288,957,1003,22,70,29,<=70,21+,0,1,0
288,957,1004,22,70,29,<=70,21+,0,4,0
288,997,1003,22,70,29,<=70,21+,0,4,0
288,997,1004,22,70,29,<=70,21+,0,1,0
288,1003,1004,22,100,29,96-100,21+,1,4,1
288,1003,1011,22,100,29,96-100,21+,0,1,1
288,1003,1012,22,100,29,96-100,21+,0,4,1
288,1004,1011,22,100,29,96-100,21+,0,4,1
288,1004,1012,22,100,29,96-100,21+,0,1,1
288,64,1005,23,100,19,96-100,11-20,0,1,0
288,64,1006,23,100,19,96-100,11-20,0,4,0
288,429,1005,23,90,19,81-90,11-20,0,4,0
288,429,1006,23,90,19,81-90,11-20,0,1,0
288,465,1005,23,71,19,71-80,11-20,0,1,0
288,465,1006,23,71,19,71-80,11-20,0,4,0
288,489,1005,23,75,19,71-80,11-20,0,1,0
288,489,1006,23,75,19,71-80,11-20,0,4,0
288,521,1005,23,71,19,71-80,11-20,0,4,0
288,521,1006,23,71,19,71-80,11-20,0,1,0
288,744,1005,23,100,19,96-100,11-20,0,4,0
288,744,1006,23,100,19,96-100,11-20,0,1,0
288,807,1005,23,85,19,81-90,11-20,0,4,0
288,807,1006,23,85,19,81-90,11-20,0,1,0
288,947,1005,23,90,19,81-90,11-20,0,1,0
288,947,1006,23,90,19,81-90,11-20,0,4,0
288,974,1005,23,80,19,71-80,11-20,0,4,0
288,974,1006,23,80,19,71-80,11-20,0,1,0
288,1005,1006,23,100,19,96-100,11-20,1,4,1
288,1005,1013,23,100,19,96-100,11-20,0,4,1
288,1005,1014,23,100,19,96-100,11-20,0,1,1
288,1006,1013,23,100,19,96-100,11-20,0,1,1
288,1006,1014,23,100,19,96-100,11-20,0,4,1
288,691,693,199,100,2,96-100,2 (pair),1,4,1
290,51,841,3,70,39,<=70,21+,0,1,0
290,821,841,3,75,39,71-80,21+,0,1,0
290,839,841,3,70,39,<=70,21+,1,4,1
290,841,871,3,70,39,<=70,21+,0,1,0
290,841,872,3,70,39,<=70,21+,0,4,0
290,841,1017,3,70,39,<=70,21+,0,1,0
290,827,828,9,100,19,96-100,11-20,1,4,1
290,475,842,10,75,20,71-80,11-20,0,4,0
290,475,844,10,75,20,71-80,11-20,0,4,0
290,475,846,10,75,20,71-80,11-20,0,4,0
290,840,842,10,75,20,71-80,11-20,1,0,1
290,840,844,10,75,20,71-80,11-20,1,0,1
290,840,846,10,75,20,71-80,11-20,1,0,1
290,842,844,10,77,20,71-80,11-20,1,0,1
290,842,846,10,77,20,71-80,11-20,1,0,1
290,842,866,10,77,20,71-80,11-20,0,1,0
290,844,846,10,75,20,71-80,11-20,1,0,1
290,844,866,10,75,20,71-80,11-20,0,1,0
290,846,866,10,75,20,71-80,11-20,0,1,0
290,58,767,11,83,9,81-90,6-10,0,1,0
290,564,767,11,75,9,71-80,6-10,0,4,0
290,571,767,11,83,9,81-90,6-10,0,4,0
290,500,843,13,81,10,81-90,6-10,0,4,0
290,505,843,13,70,10,<=70,6-10,0,1,0
290,580,843,13,70,10,<=70,6-10,0,4,0
290,583,843,13,81,10,81-90,6-10,0,1,0
290,835,843,13,80,10,71-80,6-10,1,0,1
290,506,877,16,83,11,81-90,11-20,0,1,0
290,506,878,16,83,11,81-90,11-20,0,4,0
290,506,1009,16,83,11,81-90,11-20,0,1,0
290,877,878,16,100,11,96-100,11-20,1,4,1
290,877,1009,16,100,11,96-100,11-20,1,0,1
290,878,1009,16,100,11,96-100,11-20,1,4,1
290,749,766,18,75,20,71-80,11-20,0,4,0
290,749,1010,18,75,20,71-80,11-20,0,1,0
290,766,836,18,71,20,71-80,11-20,0,1,1
290,766,868,18,71,20,71-80,11-20,0,4,0
290,766,898,18,71,20,71-80,11-20,0,4,0
290,766,1010,18,71,20,71-80,11-20,0,4,1
290,836,1010,18,75,20,71-80,11-20,1,4,1
290,868,1010,18,80,20,71-80,11-20,0,1,0
290,898,1010,18,80,20,71-80,11-20,0,1,0
290,28,849,26,75,17,71-80,11-20,0,4,0
290,589,849,26,83,17,81-90,11-20,0,4,0
290,849,852,26,100,17,96-100,11-20,1,4,1
290,849,897,26,100,17,96-100,11-20,0,1,0
290,849,992,26,100,17,96-100,11-20,0,1,0
290,891,892,94,100,4,96-100,3-5,1,4,1
290,855,856,198,100,2,96-100,2 (pair),1,4,1
294,475,866,10,75,20,71-80,11-20,0,4,0
294,840,866,10,75,20,71-80,11-20,0,1,0
294,842,866,10,77,20,71-80,11-20,0,1,0
294,844,866,10,75,20,71-80,11-20,0,1,0
294,846,866,10,75,20,71-80,11-20,0,1,0
298,783,1018,1,100,10,96-100,6-10,0,1,0
298,783,1019,1,100,10,96-100,6-10,0,3,0
298,1018,1019,1,100,10,96-100,6-10,1,4,1
298,51,871,3,70,39,<=70,21+,0,1,0
298,51,872,3,70,39,<=70,21+,0,4,0
298,821,871,3,75,39,71-80,21+,0,1,0
298,821,872,3,75,39,71-80,21+,0,3,0
298,839,871,3,70,39,<=70,21+,0,4,0
298,839,872,3,70,39,<=70,21+,0,1,0
298,841,871,3,70,39,<=70,21+,0,1,0
298,841,872,3,70,39,<=70,21+,0,4,0
298,871,872,3,100,39,96-100,21+,1,4,1
298,871,1017,3,100,39,96-100,21+,0,1,0
298,872,1017,3,100,39,96-100,21+,0,3,0
299,51,821,3,70,39,<=70,21+,0,1,0
299,51,1017,3,70,39,<=70,21+,0,1,0
299,821,839,3,75,39,71-80,21+,0,3,0
299,821,841,3,75,39,71-80,21+,0,1,0
299,821,871,3,75,39,71-80,21+,0,1,0
299,821,872,3,75,39,71-80,21+,0,3,0
299,821,1017,3,75,39,71-80,21+,1,0,1
299,839,1017,3,70,39,<=70,21+,0,3,0
299,841,1017,3,70,39,<=70,21+,0,1,0
299,871,1017,3,100,39,96-100,21+,0,1,0
299,872,1017,3,100,39,96-100,21+,0,3,0
299,58,767,11,83,9,81-90,6-10,0,1,0
299,564,767,11,75,9,71-80,6-10,0,4,0
299,571,767,11,83,9,81-90,6-10,0,4,0
299,506,1009,16,83,11,81-90,11-20,0,1,0
299,877,1009,16,100,11,96-100,11-20,1,0,0
299,878,1009,16,100,11,96-100,11-20,1,4,0
299,47,1001,17,75,17,71-80,11-20,0,4,0
299,47,1002,17,75,17,71-80,11-20,0,1,0
299,66,1001,17,88,17,81-90,11-20,0,4,0
299,66,1002,17,88,17,81-90,11-20,0,1,0
299,575,1001,17,88,17,81-90,11-20,0,1,0
299,575,1002,17,88,17,81-90,11-20,0,4,0
299,736,1001,17,75,17,71-80,11-20,0,1,0
299,736,1002,17,75,17,71-80,11-20,0,4,0
299,994,1001,17,75,17,71-80,11-20,0,1,0
299,994,1002,17,75,17,71-80,11-20,0,4,0
299,995,1001,17,75,17,71-80,11-20,0,4,0
299,995,1002,17,75,17,71-80,11-20,0,1,0
299,1001,1002,17,100,17,96-100,11-20,1,4,1
299,749,766,18,75,20,71-80,11-20,0,4,0
299,749,1010,18,75,20,71-80,11-20,0,1,0
299,766,836,18,71,20,71-80,11-20,0,1,0
299,766,868,18,71,20,71-80,11-20,0,4,0
299,766,898,18,71,20,71-80,11-20,0,4,0
299,766,1010,18,71,20,71-80,11-20,0,4,1
299,836,1010,18,75,20,71-80,11-20,1,4,0
299,868,1010,18,80,20,71-80,11-20,0,1,0
299,898,1010,18,80,20,71-80,11-20,0,1,0
299,85,887,32,83,15,81-90,11-20,0,4,0
299,85,888,32,83,15,81-90,11-20,0,1,0
299,283,887,32,75,15,71-80,11-20,0,4,0
299,283,888,32,75,15,71-80,11-20,0,1,0
299,311,887,32,83,15,81-90,11-20,0,4,0
299,311,888,32,83,15,81-90,11-20,0,1,0
299,343,887,32,75,15,71-80,11-20,0,4,0
299,343,888,32,75,15,71-80,11-20,0,1,0
299,887,888,32,100,15,96-100,11-20,1,4,1
299,691,693,199,100,2,96-100,2 (pair),1,4,1
300,758,952,43,76,13,71-80,11-20,0,1,0
300,758,954,43,76,13,71-80,11-20,0,4,0
300,952,954,43,100,13,96-100,11-20,1,4,1
300,952,999,43,100,13,96-100,11-20,0,4,0
300,954,999,43,100,13,96-100,11-20,0,2,0
305,182,939,42,76,23,71-80,21+,0,4,0
305,182,940,42,76,23,71-80,21+,0,2,0
305,212,939,42,100,23,96-100,21+,0,4,0
305,212,940,42,100,23,96-100,21+,0,2,0
305,773,939,42,100,23,96-100,21+,0,4,0
305,773,940,42,100,23,96-100,21+,0,2,0
305,778,939,42,75,23,71-80,21+,0,4,0
305,778,940,42,75,23,71-80,21+,0,2,0
305,939,940,42,100,23,96-100,21+,1,4,1
305,939,967,42,100,23,96-100,21+,0,1,0
305,939,968,42,100,23,96-100,21+,0,4,0
305,940,967,42,100,23,96-100,21+,0,4,0
305,940,968,42,100,23,96-100,21+,0,2,0
305,758,952,43,76,13,71-80,11-20,0,1,0
305,758,954,43,76,13,71-80,11-20,0,4,0
305,952,954,43,100,13,96-100,11-20,1,4,1
305,952,999,43,100,13,96-100,11-20,0,4,0
305,954,999,43,100,13,96-100,11-20,0,2,0
307,154,342,34,75,19,71-80,11-20,0,1,0
307,154,477,34,75,19,71-80,11-20,1,0,0
307,154,479,34,75,19,71-80,11-20,1,4,0
307,154,524,34,75,19,71-80,11-20,0,1,0
307,154,526,34,75,19,71-80,11-20,0,4,0
307,154,548,34,75,19,71-80,11-20,0,4,0
307,154,648,34,75,19,71-80,11-20,0,1,0
307,154,653,34,75,19,71-80,11-20,0,1,0
307,154,961,34,75,19,71-80,11-20,0,4,0
307,154,962,34,75,19,71-80,11-20,0,1,0
308,154,342,34,75,19,71-80,11-20,0,1,0
308,154,477,34,75,19,71-80,11-20,1,0,1
308,154,479,34,75,19,71-80,11-20,1,4,1
308,154,524,34,75,19,71-80,11-20,0,1,0
308,154,526,34,75,19,71-80,11-20,0,4,0
308,154,548,34,75,19,71-80,11-20,0,4,0
308,154,648,34,75,19,71-80,11-20,0,1,0
308,154,653,34,75,19,71-80,11-20,0,1,0
308,154,961,34,75,19,71-80,11-20,0,4,0
308,154,962,34,75,19,71-80,11-20,0,1,0
308,342,477,34,75,19,71-80,11-20,0,1,0
308,342,479,34,75,19,71-80,11-20,0,4,0
308,477,479,34,75,19,71-80,11-20,1,4,1
308,477,524,34,75,19,71-80,11-20,0,1,0
308,477,526,34,75,19,71-80,11-20,0,4,0
308,477,548,34,75,19,71-80,11-20,0,4,0
308,477,648,34,75,19,71-80,11-20,0,1,0
308,477,653,34,75,19,71-80,11-20,0,1,0
308,477,961,34,75,19,71-80,11-20,0,4,0
308,477,962,34,75,19,71-80,11-20,0,1,0
308,479,524,34,75,19,71-80,11-20,0,4,0
308,479,526,34,75,19,71-80,11-20,0,1,0
308,479,548,34,75,19,71-80,11-20,0,1,0
308,479,648,34,75,19,71-80,11-20,0,4,0
308,479,653,34,75,19,71-80,11-20,0,4,0
308,479,961,34,75,19,71-80,11-20,0,1,0
308,479,962,34,75,19,71-80,11-20,0,4,0
308,528,532,35,80,16,71-80,11-20,1,4,1
308,528,569,35,80,16,71-80,11-20,0,1,0
308,528,805,35,80,16,71-80,11-20,0,3,0
