revision,gcid1,gcid2,classId,similarity,classSize,sim_bucket,class_bucket,sameFile,depth,dep_label
48,516,517,8,71,26,71-80,21+,1,4,1
48,516,518,8,71,26,71-80,21+,0,1,1
48,516,588,8,71,26,71-80,21+,0,4,1
48,516,590,8,71,26,71-80,21+,0,1,1
48,516,591,8,71,26,71-80,21+,0,1,1
48,516,594,8,71,26,71-80,21+,0,4,1
48,517,518,8,71,26,71-80,21+,0,4,1
48,517,588,8,71,26,71-80,21+,0,1,1
48,517,590,8,71,26,71-80,21+,0,4,1
48,517,591,8,71,26,71-80,21+,0,4,1
48,517,594,8,71,26,71-80,21+,0,1,1
48,518,588,8,71,26,71-80,21+,0,4,1
48,518,590,8,71,26,71-80,21+,0,1,1
48,518,591,8,71,26,71-80,21+,0,1,1
48,518,594,8,71,26,71-80,21+,0,4,1
48,588,590,8,71,26,71-80,21+,1,4,1
48,588,591,8,71,26,71-80,21+,0,4,1
48,588,594,8,71,26,71-80,21+,0,1,1
48,590,591,8,71,26,71-80,21+,0,1,1
48,590,594,8,71,26,71-80,21+,0,4,1
48,591,594,8,71,26,71-80,21+,1,4,1
48,20,22,9,100,19,96-100,11-20,1,6,1
48,500,505,13,81,10,81-90,6-10,1,4,0
48,505,580,13,70,10,<=70,6-10,0,4,0
48,505,583,13,70,10,<=70,6-10,0,1,0
48,25,31,21,80,19,71-80,11-20,0,1,0
48,25,32,21,80,19,71-80,11-20,0,4,0
48,25,232,21,80,19,71-80,11-20,0,1,0
48,31,32,21,100,19,96-100,11-20,1,4,1
48,31,93,21,100,19,96-100,11-20,0,1,0
48,31,232,21,100,19,96-100,11-20,0,1,1
48,31,455,21,100,19,96-100,11-20,0,1,0
48,31,468,21,100,19,96-100,11-20,0,4,0
48,31,585,21,100,19,96-100,11-20,0,4,0
48,32,93,21,100,19,96-100,11-20,0,4,0
48,32,232,21,100,19,96-100,11-20,0,4,1
48,32,455,21,100,19,96-100,11-20,0,4,0
48,32,468,21,100,19,96-100,11-20,0,1,0
48,32,585,21,100,19,96-100,11-20,0,1,0
48,93,232,21,75,19,71-80,11-20,0,1,0
48,232,455,21,70,19,<=70,11-20,0,1,0
48,232,468,21,70,19,<=70,11-20,0,4,0
48,232,585,21,70,19,<=70,11-20,0,4,0
48,35,36,22,100,29,96-100,21+,1,4,1
48,35,57,22,100,29,96-100,21+,0,1,0
48,35,460,22,100,29,96-100,21+,0,1,0
48,35,509,22,100,29,96-100,21+,0,4,1
48,35,573,22,100,29,96-100,21+,0,4,0
48,35,587,22,100,29,96-100,21+,0,1,1
48,36,57,22,100,29,96-100,21+,0,4,0
48,36,460,22,100,29,96-100,21+,0,4,0
48,36,509,22,100,29,96-100,21+,0,1,1
48,36,573,22,100,29,96-100,21+,0,1,0
48,36,587,22,100,29,96-100,21+,0,4,1
48,57,509,22,83,29,81-90,21+,0,4,0
48,57,587,22,83,29,81-90,21+,0,1,0
48,460,509,22,83,29,81-90,21+,1,4,0
48,460,587,22,83,29,81-90,21+,0,1,0
48,509,573,22,70,29,<=70,21+,0,1,0
48,509,587,22,70,29,<=70,21+,0,4,1
48,573,587,22,83,29,81-90,21+,1,4,0
48,39,489,23,100,19,96-100,11-20,0,1,0
48,42,489,23,100,19,96-100,11-20,0,4,0
48,64,489,23,100,19,96-100,11-20,0,1,0
48,429,489,23,90,19,81-90,11-20,0,4,0
48,465,489,23,71,19,71-80,11-20,0,1,0
48,489,521,23,75,19,71-80,11-20,0,4,0
48,43,348,24,100,13,96-100,11-20,0,1,0
48,46,348,24,100,13,96-100,11-20,0,4,0
48,348,579,24,75,13,71-80,11-20,0,1,0
48,28,589,26,75,17,71-80,11-20,0,1,0
48,91,589,26,75,17,71-80,11-20,0,4,0
48,92,589,26,75,17,71-80,11-20,0,1,0
48,123,589,26,75,17,71-80,11-20,0,4,0
48,125,589,26,75,17,71-80,11-20,0,1,0
48,296,589,26,75,17,71-80,11-20,0,4,0
48,297,589,26,75,17,71-80,11-20,0,1,0
48,83,283,32,100,15,96-100,11-20,0,4,0
48,83,343,32,100,15,96-100,11-20,0,4,0
48,85,283,32,83,15,81-90,11-20,1,0,0
48,85,343,32,83,15,81-90,11-20,1,0,0
48,86,283,32,100,15,96-100,11-20,0,1,0
48,86,343,32,100,15,96-100,11-20,0,1,0
48,283,311,32,75,15,71-80,11-20,1,0,0
48,283,343,32,75,15,71-80,11-20,1,0,1
48,311,343,32,83,15,81-90,11-20,1,0,0
48,90,342,34,75,19,71-80,11-20,0,1,0
48,90,524,34,75,19,71-80,11-20,0,1,0
48,90,526,34,75,19,71-80,11-20,0,4,0
48,90,653,34,75,19,71-80,11-20,0,1,0
48,154,342,34,75,19,71-80,11-20,0,1,0
48,154,524,34,75,19,71-80,11-20,0,1,0
48,154,526,34,75,19,71-80,11-20,0,4,0
48,154,653,34,75,19,71-80,11-20,0,1,0
48,342,477,34,75,19,71-80,11-20,0,1,0
48,342,479,34,75,19,71-80,11-20,0,4,0
48,342,524,34,75,19,71-80,11-20,0,1,1
48,342,526,34,75,19,71-80,11-20,0,4,1
48,342,548,34,75,19,71-80,11-20,0,4,0
48,342,648,34,75,19,71-80,11-20,0,1,1
48,342,653,34,75,19,71-80,11-20,0,1,1
48,477,524,34,75,19,71-80,11-20,0,1,0
48,477,526,34,75,19,71-80,11-20,0,4,0
48,477,653,34,75,19,71-80,11-20,0,1,0
48,479,524,34,75,19,71-80,11-20,0,4,0
48,479,526,34,75,19,71-80,11-20,0,1,0
48,479,653,34,75,19,71-80,11-20,0,4,0
48,524,526,34,88,19,81-90,11-20,1,4,1
48,524,548,34,88,19,81-90,11-20,0,4,0
48,524,648,34,88,19,81-90,11-20,0,1,1
48,524,653,34,88,19,81-90,11-20,0,1,1
48,526,548,34,88,19,81-90,11-20,0,1,0
48,526,648,34,88,19,81-90,11-20,0,4,1
48,526,653,34,88,19,81-90,11-20,0,4,1
48,548,653,34,73,19,71-80,11-20,0,4,0
48,648,653,34,76,19,71-80,11-20,0,1,1
48,87,89,35,75,16,71-80,11-20,1,4,0
48,87,528,35,75,16,71-80,11-20,0,4,0
48,87,532,35,75,16,71-80,11-20,0,1,0
48,87,569,35,75,16,71-80,11-20,0,4,0
48,38,50,36,75,21,71-80,21+,1,4,0
48,38,282,36,75,21,71-80,21+,0,4,0
48,38,379,36,75,21,71-80,21+,0,1,1
48,38,445,36,75,21,71-80,21+,0,4,0
48,38,446,36,75,21,71-80,21+,0,1,0
48,38,448,36,75,21,71-80,21+,0,1,0
48,50,379,36,75,21,71-80,21+,0,4,0
48,282,379,36,75,21,71-80,21+,0,4,0
48,379,445,36,83,21,81-90,21+,0,4,0
48,379,446,36,83,21,81-90,21+,0,1,0
48,379,448,36,83,21,81-90,21+,0,1,0
48,490,513,37,75,12,71-80,11-20,0,1,1
48,490,515,37,75,12,71-80,11-20,0,4,1
48,513,515,37,75,12,71-80,11-20,1,4,1
48,99,100,42,100,23,96-100,21+,1,4,1
48,99,182,42,100,23,96-100,21+,0,4,0
48,99,212,42,100,23,96-100,21+,0,4,0
48,100,182,42,100,23,96-100,21+,0,1,0
48,100,212,42,100,23,96-100,21+,0,1,0
48,107,380,44,100,7,96-100,6-10,0,4,0
48,110,380,44,100,7,96-100,6-10,0,1,0
48,121,642,46,85,9,81-90,6-10,0,4,0
48,121,644,46,85,9,81-90,6-10,0,1,0
48,642,644,46,100,9,96-100,6-10,1,4,1
48,115,118,47,100,7,96-100,6-10,1,4,1
48,33,34,50,100,9,96-100,6-10,1,4,1
48,33,170,50,100,9,96-100,6-10,0,1,0
48,33,171,50,100,9,96-100,6-10,0,1,0
48,33,173,50,100,9,96-100,6-10,0,4,0
48,33,650,50,100,9,96-100,6-10,0,4,1
48,33,651,50,100,9,96-100,6-10,0,1,1
48,34,170,50,100,9,96-100,6-10,0,4,0
48,34,171,50,100,9,96-100,6-10,0,4,0
48,34,173,50,100,9,96-100,6-10,0,1,0
48,34,650,50,100,9,96-100,6-10,0,1,1
48,34,651,50,100,9,96-100,6-10,0,4,1
48,170,650,50,75,9,71-80,6-10,0,4,0
48,170,651,50,75,9,71-80,6-10,0,1,0
48,171,650,50,75,9,71-80,6-10,0,4,0
48,171,651,50,75,9,71-80,6-10,0,1,0
48,173,650,50,75,9,71-80,6-10,0,1,0
48,173,651,50,75,9,71-80,6-10,0,4,0
48,650,651,50,100,9,96-100,6-10,1,4,1
48,127,344,51,100,9,96-100,6-10,0,1,0
48,130,344,51,100,9,96-100,6-10,0,4,0
48,242,344,51,75,9,71-80,6-10,0,4,0
48,250,344,51,75,9,71-80,6-10,0,4,0
48,37,53,52,100,17,96-100,11-20,0,4,0
48,37,132,52,100,17,96-100,11-20,0,4,0
48,37,251,52,100,17,96-100,11-20,0,1,0
48,37,530,52,100,17,96-100,11-20,0,4,0
48,40,523,53,100,11,96-100,11-20,0,1,0
48,40,525,53,100,11,96-100,11-20,0,4,0
48,41,523,53,100,11,96-100,11-20,0,4,0
48,41,525,53,100,11,96-100,11-20,0,1,0
48,523,525,53,100,11,96-100,11-20,1,4,1
48,139,561,54,100,15,96-100,11-20,0,1,0
48,142,561,54,100,15,96-100,11-20,0,4,0
48,529,561,54,72,15,71-80,11-20,0,4,0
48,94,514,56,75,15,71-80,11-20,0,1,0
48,94,592,56,75,15,71-80,11-20,0,4,0
48,94,593,56,75,15,71-80,11-20,0,1,0
48,126,514,56,75,15,71-80,11-20,0,4,0
48,126,592,56,75,15,71-80,11-20,0,1,0
48,126,593,56,75,15,71-80,11-20,0,4,0
48,156,514,56,100,15,96-100,11-20,0,1,0
48,156,592,56,100,15,96-100,11-20,0,4,0
48,156,593,56,100,15,96-100,11-20,0,1,0
48,255,514,56,100,15,96-100,11-20,0,1,0
48,255,592,56,100,15,96-100,11-20,0,4,0
48,255,593,56,100,15,96-100,11-20,0,1,0
48,299,514,56,75,15,71-80,11-20,0,4,0
48,299,592,56,75,15,71-80,11-20,0,1,0
48,299,593,56,75,15,71-80,11-20,0,4,0
48,514,592,56,91,15,91-95,11-20,0,4,1
48,514,593,56,91,15,91-95,11-20,0,1,1
48,514,634,56,91,15,91-95,11-20,0,3,0
48,514,637,56,91,15,91-95,11-20,0,3,0
48,592,593,56,100,15,96-100,11-20,1,4,1
48,592,634,56,100,15,96-100,11-20,0,1,0
48,592,637,56,100,15,96-100,11-20,0,1,0
48,593,634,56,100,15,96-100,11-20,0,3,0
48,593,637,56,100,15,96-100,11-20,0,3,0
48,165,541,57,100,7,96-100,6-10,1,4,0
48,167,541,57,100,7,96-100,6-10,1,0,0
48,306,541,57,80,7,71-80,6-10,0,4,0
48,531,541,57,76,7,71-80,6-10,0,4,0
48,497,535,58,100,7,96-100,6-10,0,1,0
48,497,540,58,100,7,96-100,6-10,0,1,0
48,535,540,58,81,7,81-90,6-10,1,0,1
48,535,596,58,81,7,81-90,6-10,0,1,0
48,535,597,58,81,7,81-90,6-10,0,4,0
48,540,596,58,81,7,81-90,6-10,0,1,0
48,540,597,58,81,7,81-90,6-10,0,4,0
48,504,538,59,100,10,96-100,6-10,0,4,1
48,504,542,59,100,10,96-100,6-10,0,1,1
48,504,543,59,100,10,96-100,6-10,0,4,0
48,504,546,59,100,10,96-100,6-10,0,1,0
48,504,600,59,100,10,96-100,6-10,0,1,0
48,504,602,59,100,10,96-100,6-10,0,4,0
48,538,542,59,81,10,81-90,6-10,0,4,1
48,538,543,59,81,10,81-90,6-10,0,1,0
48,538,546,59,81,10,81-90,6-10,0,4,0
48,538,600,59,81,10,81-90,6-10,0,4,0
48,538,602,59,81,10,81-90,6-10,0,1,0
48,542,543,59,81,10,81-90,6-10,1,4,0
48,542,546,59,81,10,81-90,6-10,1,0,0
48,542,600,59,81,10,81-90,6-10,0,1,0
48,542,602,59,81,10,81-90,6-10,0,4,0
48,80,375,65,100,6,96-100,6-10,0,1,0
48,80,376,65,100,6,96-100,6-10,0,1,0
48,82,375,65,100,6,96-100,6-10,0,4,0
48,82,376,65,100,6,96-100,6-10,0,4,0
48,313,375,65,100,6,96-100,6-10,0,1,0
48,313,376,65,100,6,96-100,6-10,0,1,0
48,316,375,65,100,6,96-100,6-10,0,4,0
48,316,376,65,100,6,96-100,6-10,0,4,0
48,375,376,65,83,6,81-90,6-10,1,0,1
48,229,231,70,70,17,<=70,11-20,1,4,1
48,229,547,70,70,17,<=70,11-20,0,1,0
48,229,550,70,70,17,<=70,11-20,0,4,0
48,231,547,70,70,17,<=70,11-20,0,4,0
48,231,550,70,70,17,<=70,11-20,0,1,0
48,335,337,78,100,17,96-100,11-20,1,4,1
48,349,351,79,100,12,96-100,11-20,1,4,1
48,349,615,79,100,12,96-100,11-20,0,1,0
48,349,616,79,100,12,96-100,11-20,0,4,0
48,349,619,79,100,12,96-100,11-20,0,4,0
48,349,620,79,100,12,96-100,11-20,0,1,0
48,351,615,79,100,12,96-100,11-20,0,4,0
48,351,616,79,100,12,96-100,11-20,0,1,0
48,351,619,79,100,12,96-100,11-20,0,1,0
48,351,620,79,100,12,96-100,11-20,0,5,0
48,101,102,80,100,10,96-100,6-10,1,4,1
48,101,373,80,100,10,96-100,6-10,0,4,1
48,101,374,80,100,10,96-100,6-10,0,4,1
48,101,631,80,100,10,96-100,6-10,0,1,0
48,101,632,80,100,10,96-100,6-10,0,5,0
48,102,373,80,100,10,96-100,6-10,0,1,1
48,102,374,80,100,10,96-100,6-10,0,1,1
48,102,631,80,100,10,96-100,6-10,0,5,0
48,102,632,80,100,10,96-100,6-10,0,1,0
48,373,374,80,75,10,71-80,6-10,1,0,1
48,373,631,80,75,10,71-80,6-10,0,5,0
48,373,632,80,75,10,71-80,6-10,0,1,0
48,374,631,80,75,10,71-80,6-10,0,5,0
48,374,632,80,75,10,71-80,6-10,0,1,0
48,104,365,81,100,12,96-100,11-20,0,4,0
48,104,367,81,100,12,96-100,11-20,0,1,0
48,106,365,81,100,12,96-100,11-20,0,1,0
48,106,367,81,100,12,96-100,11-20,0,4,0
48,365,367,81,100,12,96-100,11-20,1,4,1
48,365,622,81,100,12,96-100,11-20,0,5,0
48,365,623,81,100,12,96-100,11-20,0,4,0
48,367,622,81,100,12,96-100,11-20,0,1,0
48,367,623,81,100,12,96-100,11-20,0,1,0
48,233,235,82,100,7,96-100,6-10,1,4,1
48,233,627,82,100,7,96-100,6-10,0,5,0
48,233,628,82,100,7,96-100,6-10,0,1,0
48,235,627,82,100,7,96-100,6-10,0,1,0
48,235,628,82,100,7,96-100,6-10,0,5,0
48,555,557,84,100,7,96-100,6-10,1,4,1
48,241,643,86,100,11,96-100,11-20,0,1,0
48,241,645,86,100,11,96-100,11-20,0,4,0
48,244,643,86,100,11,96-100,11-20,0,4,0
48,244,645,86,100,11,96-100,11-20,0,1,0
48,643,645,86,100,11,96-100,11-20,1,4,1
48,559,560,88,100,4,96-100,3-5,1,4,1
48,647,654,89,100,7,96-100,6-10,0,1,1
48,647,655,89,100,7,96-100,6-10,0,4,1
48,654,655,89,100,7,96-100,6-10,1,4,1
48,363,558,99,80,6,71-80,6-10,0,5,0
48,364,558,99,80,6,71-80,6-10,0,4,0
48,536,537,110,100,4,96-100,3-5,1,0,1
48,19,21,115,100,13,96-100,11-20,1,4,1
48,315,377,121,100,6,96-100,6-10,0,4,0
48,315,378,121,100,6,96-100,6-10,0,4,0
48,317,377,121,100,6,96-100,6-10,0,1,0
48,317,378,121,100,6,96-100,6-10,0,1,0
48,377,378,121,75,6,71-80,6-10,1,0,1
48,230,549,131,73,6,71-80,6-10,0,1,0
48,336,338,148,100,4,96-100,3-5,1,4,1
48,350,352,150,100,3,96-100,3-5,1,4,1
48,366,368,151,100,2,96-100,2 (pair),1,4,1
48,234,236,152,100,2,96-100,2 (pair),1,4,1
48,656,657,161,100,2,96-100,2 (pair),1,4,1
49,30,633,49,100,8,96-100,6-10,0,1,0
49,30,635,49,100,8,96-100,6-10,0,1,0
49,30,636,49,100,8,96-100,6-10,0,1,0
49,633,635,49,83,8,81-90,6-10,1,0,1
49,633,636,49,83,8,81-90,6-10,1,0,1
49,633,646,49,83,8,81-90,6-10,0,1,0
49,633,649,49,83,8,81-90,6-10,0,3,0
49,635,636,49,83,8,81-90,6-10,1,0,1
49,635,646,49,83,8,81-90,6-10,0,1,0
49,635,649,49,83,8,81-90,6-10,0,3,0
49,636,646,49,83,8,81-90,6-10,0,1,0
49,636,649,49,83,8,81-90,6-10,0,3,0
49,94,634,56,75,15,71-80,11-20,0,3,0
49,94,637,56,75,15,71-80,11-20,0,3,0
49,126,634,56,75,15,71-80,11-20,0,1,0
49,126,637,56,75,15,71-80,11-20,0,1,0
49,156,634,56,100,15,96-100,11-20,0,3,0
49,156,637,56,100,15,96-100,11-20,0,3,0
49,255,634,56,100,15,96-100,11-20,0,3,0
49,255,637,56,100,15,96-100,11-20,0,3,0
49,299,634,56,75,15,71-80,11-20,0,1,0
49,299,637,56,75,15,71-80,11-20,0,1,0
49,514,634,56,91,15,91-95,11-20,0,3,0
49,514,637,56,91,15,91-95,11-20,0,3,0
49,592,634,56,100,15,96-100,11-20,0,1,0
49,592,637,56,100,15,96-100,11-20,0,1,0
49,593,634,56,100,15,96-100,11-20,0,3,0
49,593,637,56,100,15,96-100,11-20,0,3,0
49,634,637,56,100,15,96-100,11-20,1,0,1
51,1,2,1,100,10,96-100,6-10,0,1,0
51,2,12,1,100,10,96-100,6-10,0,3,0
51,2,13,1,100,10,96-100,6-10,0,1,0
51,30,633,49,100,8,96-100,6-10,0,1,0
51,30,635,49,100,8,96-100,6-10,0,1,0
51,30,636,49,100,8,96-100,6-10,0,1,0
51,633,635,49,83,8,81-90,6-10,1,0,1
51,633,636,49,83,8,81-90,6-10,1,0,1
51,633,646,49,83,8,81-90,6-10,0,1,0
51,633,649,49,83,8,81-90,6-10,0,3,0
51,635,636,49,83,8,81-90,6-10,1,0,1
51,635,646,49,83,8,81-90,6-10,0,1,0
51,635,649,49,83,8,81-90,6-10,0,3,0
51,636,646,49,83,8,81-90,6-10,0,1,0
51,636,649,49,83,8,81-90,6-10,0,3,0
51,94,634,56,75,15,71-80,11-20,0,3,0
51,126,634,56,75,15,71-80,11-20,0,1,0
51,156,634,56,100,15,96-100,11-20,0,3,0
51,255,634,56,100,15,96-100,11-20,0,3,0
51,299,634,56,75,15,71-80,11-20,0,1,0
51,514,634,56,91,15,91-95,11-20,0,3,0
51,592,634,56,100,15,96-100,11-20,0,1,0
51,593,634,56,100,15,96-100,11-20,0,3,0
51,634,637,56,100,15,96-100,11-20,1,0,0
52,49,243,7,71,27,71-80,21+,0,1,0
52,124,243,7,75,27,71-80,21+,0,4,0
52,243,298,7,75,27,71-80,21+,0,4,0
52,243,387,7,75,27,71-80,21+,0,4,0
52,243,388,7,75,27,71-80,21+,0,1,0
52,243,456,7,75,27,71-80,21+,0,1,0
52,243,457,7,75,27,71-80,21+,0,4,0
52,243,458,7,75,27,71-80,21+,0,4,0
52,243,470,7,75,27,71-80,21+,0,4,0
52,243,482,7,75,27,71-80,21+,0,4,0
52,243,491,7,75,27,71-80,21+,0,1,0
52,243,493,7,75,27,71-80,21+,0,4,0
52,243,499,7,75,27,71-80,21+,0,1,0
52,243,501,7,75,27,71-80,21+,0,4,0
52,243,568,7,75,27,71-80,21+,0,4,0
52,243,570,7,75,27,71-80,21+,0,1,0
52,243,584,7,75,27,71-80,21+,0,4,0
52,243,586,7,75,27,71-80,21+,0,1,0
52,30,633,49,100,8,96-100,6-10,0,1,0
52,633,635,49,83,8,81-90,6-10,1,0,0
52,633,636,49,83,8,81-90,6-10,1,0,0
52,633,646,49,83,8,81-90,6-10,0,1,0
52,633,649,49,83,8,81-90,6-10,0,3,0
52,127,242,51,100,9,96-100,6-10,0,4,0
52,130,242,51,100,9,96-100,6-10,0,1,0
52,242,250,51,75,9,71-80,6-10,1,0,0
52,242,344,51,75,9,71-80,6-10,0,4,0
52,241,244,86,100,11,96-100,11-20,1,4,1
52,241,643,86,100,11,96-100,11-20,0,1,0
52,241,645,86,100,11,96-100,11-20,0,4,0
52,244,643,86,100,11,96-100,11-20,0,4,0
52,244,645,86,100,11,96-100,11-20,0,1,0
53,490,666,37,75,12,71-80,11-20,0,4,0
53,490,669,37,75,12,71-80,11-20,0,1,0
53,513,666,37,75,12,71-80,11-20,0,4,0
53,513,669,37,75,12,71-80,11-20,0,1,0
53,515,666,37,75,12,71-80,11-20,0,1,0
53,515,669,37,75,12,71-80,11-20,0,4,0
53,666,669,37,100,12,96-100,11-20,1,4,1
53,30,633,49,100,8,96-100,6-10,0,1,0
53,30,635,49,100,8,96-100,6-10,0,1,0
53,30,636,49,100,8,96-100,6-10,0,1,0
53,633,635,49,83,8,81-90,6-10,1,0,1
53,633,636,49,83,8,81-90,6-10,1,0,1
53,633,646,49,83,8,81-90,6-10,0,1,0
53,633,649,49,83,8,81-90,6-10,0,3,0
53,635,636,49,83,8,81-90,6-10,1,0,1
53,635,646,49,83,8,81-90,6-10,0,1,0
53,635,649,49,83,8,81-90,6-10,0,3,0
53,636,646,49,83,8,81-90,6-10,0,1,0
53,636,649,49,83,8,81-90,6-10,0,3,0
53,94,634,56,75,15,71-80,11-20,0,3,0
53,94,637,56,75,15,71-80,11-20,0,3,0
53,126,634,56,75,15,71-80,11-20,0,1,0
53,126,637,56,75,15,71-80,11-20,0,1,0
53,156,634,56,100,15,96-100,11-20,0,3,0
53,156,637,56,100,15,96-100,11-20,0,3,0
53,255,634,56,100,15,96-100,11-20,0,3,0
53,255,637,56,100,15,96-100,11-20,0,3,0
53,299,634,56,75,15,71-80,11-20,0,1,0
53,299,637,56,75,15,71-80,11-20,0,1,0
53,514,634,56,91,15,91-95,11-20,0,3,0
53,514,637,56,91,15,91-95,11-20,0,3,0
53,592,634,56,100,15,96-100,11-20,0,1,0
53,592,637,56,100,15,96-100,11-20,0,1,0
53,593,634,56,100,15,96-100,11-20,0,3,0
53,593,637,56,100,15,96-100,11-20,0,3,0
53,634,637,56,100,15,96-100,11-20,1,0,1
53,225,667,75,100,6,96-100,6-10,0,1,0
53,225,668,75,100,6,96-100,6-10,0,4,0
53,227,667,75,100,6,96-100,6-10,0,4,0
53,227,668,75,100,6,96-100,6-10,0,1,0
53,667,668,75,100,6,96-100,6-10,1,4,1
54,475,612,10,75,20,71-80,11-20,0,4,0
54,485,612,10,100,20,96-100,11-20,0,1,0
54,486,612,10,100,20,96-100,11-20,0,1,0
54,611,612,10,100,20,96-100,11-20,1,4,0
54,612,670,10,100,20,96-100,11-20,1,0,1
54,612,673,10,100,20,96-100,11-20,1,4,1
55,26,51,3,71,39,71-80,21+,0,4,0
55,26,476,3,71,39,71-80,21+,0,4,0
55,26,478,3,71,39,71-80,21+,0,4,0
55,26,480,3,71,39,71-80,21+,0,1,0
55,26,481,3,71,39,71-80,21+,0,1,0
55,26,563,3,71,39,71-80,21+,0,1,0
55,26,565,3,71,39,71-80,21+,0,1,0
55,26,566,3,71,39,71-80,21+,0,4,0
55,26,567,3,71,39,71-80,21+,0,4,0
55,20,674,9,100,19,96-100,11-20,0,1,0
55,20,675,9,100,19,96-100,11-20,0,5,0
55,22,674,9,100,19,96-100,11-20,0,5,0
55,22,675,9,100,19,96-100,11-20,0,1,0
55,674,675,9,100,19,96-100,11-20,1,4,1
55,475,611,10,75,20,71-80,11-20,0,1,0
55,475,612,10,75,20,71-80,11-20,0,4,0
55,475,670,10,75,20,71-80,11-20,0,4,0
55,475,673,10,75,20,71-80,11-20,0,1,0
55,485,611,10,100,20,96-100,11-20,0,4,0
55,485,612,10,100,20,96-100,11-20,0,1,0
55,485,670,10,100,20,96-100,11-20,0,1,0
55,485,673,10,100,20,96-100,11-20,0,4,0
55,486,611,10,100,20,96-100,11-20,0,5,0
55,486,612,10,100,20,96-100,11-20,0,1,0
55,486,670,10,100,20,96-100,11-20,0,1,0
55,486,673,10,100,20,96-100,11-20,0,5,0
55,611,612,10,100,20,96-100,11-20,1,4,1
55,611,670,10,100,20,96-100,11-20,1,4,1
55,611,673,10,100,20,96-100,11-20,1,0,1
55,612,670,10,100,20,96-100,11-20,1,0,1
55,612,673,10,100,20,96-100,11-20,1,4,1
55,670,673,10,100,20,96-100,11-20,1,4,1
55,47,671,17,75,17,71-80,11-20,0,4,0
55,47,672,17,75,17,71-80,11-20,0,1,0
55,66,671,17,88,17,81-90,11-20,0,4,0
55,66,672,17,88,17,81-90,11-20,0,1,0
55,575,671,17,88,17,81-90,11-20,0,1,0
55,575,672,17,88,17,81-90,11-20,0,4,0
55,671,672,17,100,17,96-100,11-20,1,4,1
55,25,31,21,80,19,71-80,11-20,0,1,0
55,25,32,21,80,19,71-80,11-20,0,4,0
55,25,93,21,80,19,71-80,11-20,0,1,0
55,25,232,21,80,19,71-80,11-20,0,1,0
55,25,455,21,80,19,71-80,11-20,0,1,0
55,25,468,21,80,19,71-80,11-20,0,4,0
55,25,585,21,80,19,71-80,11-20,0,4,0
57,121,642,46,85,9,81-90,6-10,0,4,0
57,121,644,46,85,9,81-90,6-10,0,1,0
57,642,644,46,100,9,96-100,6-10,1,4,1
57,241,643,86,100,11,96-100,11-20,0,1,0
57,241,645,86,100,11,96-100,11-20,0,4,0
57,244,643,86,100,11,96-100,11-20,0,4,0
57,244,645,86,100,11,96-100,11-20,0,1,0
57,643,645,86,100,11,96-100,11-20,1,4,1
58,25,232,21,80,19,71-80,11-20,0,1,0
58,31,232,21,100,19,96-100,11-20,0,1,0
58,32,232,21,100,19,96-100,11-20,0,4,0
58,93,232,21,75,19,71-80,11-20,0,1,0
58,232,455,21,70,19,<=70,11-20,0,1,0
58,232,468,21,70,19,<=70,11-20,0,4,0
58,232,585,21,70,19,<=70,11-20,0,4,0
58,229,231,70,70,17,<=70,11-20,1,4,1
58,229,547,70,70,17,<=70,11-20,0,1,0
58,229,550,70,70,17,<=70,11-20,0,4,0
58,231,547,70,70,17,<=70,11-20,0,4,0
58,231,550,70,70,17,<=70,11-20,0,1,0
58,230,549,131,73,6,71-80,6-10,0,1,0
61,25,232,21,80,19,71-80,11-20,0,1,0
61,31,232,21,100,19,96-100,11-20,0,1,0
61,32,232,21,100,19,96-100,11-20,0,4,0
61,93,232,21,75,19,71-80,11-20,0,1,0
61,232,455,21,70,19,<=70,11-20,0,1,0
61,232,468,21,70,19,<=70,11-20,0,4,0
61,232,585,21,70,19,<=70,11-20,0,4,0
61,229,231,70,70,17,<=70,11-20,1,4,1
61,229,547,70,70,17,<=70,11-20,0,1,0
61,229,550,70,70,17,<=70,11-20,0,4,0
61,231,547,70,70,17,<=70,11-20,0,4,0
61,231,550,70,70,17,<=70,11-20,0,1,0
61,230,549,131,73,6,71-80,6-10,0,1,0
61,230,694,131,73,6,71-80,6-10,0,3,0
61,230,695,131,73,6,71-80,6-10,0,3,0
63,39,429,23,100,19,96-100,11-20,0,4,0
63,42,429,23,100,19,96-100,11-20,0,1,0
63,64,429,23,100,19,96-100,11-20,0,4,0
63,429,465,23,90,19,81-90,11-20,0,4,0
63,429,489,23,90,19,81-90,11-20,0,4,0
63,429,521,23,90,19,81-90,11-20,0,1,0
63,38,446,36,75,21,71-80,21+,0,1,0
63,50,446,36,75,21,71-80,21+,0,4,0
63,379,446,36,83,21,81-90,21+,0,1,0
63,445,446,36,100,21,96-100,21+,1,4,0
63,446,448,36,100,21,96-100,21+,1,0,0
63,446,662,36,100,21,96-100,21+,0,4,0
63,446,663,36,100,21,96-100,21+,0,1,0
63,111,449,45,100,21,96-100,21+,0,1,0
63,114,449,45,100,21,96-100,21+,0,4,0
63,228,449,45,83,21,81-90,21+,0,1,0
63,425,427,63,100,11,96-100,11-20,1,4,0
63,425,428,63,100,11,96-100,11-20,1,0,0
63,427,428,63,100,11,96-100,11-20,1,4,1
