globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd | package_name | class_name
1072 | Revision_780/Jmol/source-tests/org/openscience/jmol/AtomTypeSetTest.java | 60 | 67 | 1 | 602 | setUp | public void setUp() | 60 | 67 | org.openscience.jmol | AtomTypeSetTest
1073 | Revision_780/Jmol/source-tests/org/openscience/jmol/AtomTypesModelTest.java | 60 | 67 | 1 | 602 | setUp | public void setUp() | 60 | 67 | org.openscience.jmol | AtomTypesModelTest
284 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 312 | 318 | 2 | NULL | NULL | NULL | NULL | NULL |  | 
285 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 972 | 980 | 2 | 177 | bufferIt | void bufferIt(BufferedOutputStream outStream, int code,int size) | 953 | 987 | com.obrador | Huffman
286 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 1001 | 1008 | 2 | 238 | flushBuffer | void flushBuffer(BufferedOutputStream outStream) | 989 | 1022 | com.obrador | Huffman
836 | Revision_780/Jmol/src/org/openscience/jmol/LoopedStreams.java | 105 | 113 | 2 | 558 | startByteArrayReaderThread | private void startByteArrayReaderThread() | 79 | 117 | org.openscience.jmol | LoopedStreams
1304 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 803 | 808 | 2 | 441 | rebond | public void rebond() | 802 | 809 | org.openscience.jmol | DisplayControl
837 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 1289 | 1295 | 2 | 373 | getYCCArray | private void getYCCArray() | 1254 | 1336 | com.obrador | JpegInfo
282 | Revision_780/Jmol/src/org/openscience/jmol/JmolResourceHandler.java | 104 | 109 | 2 | 356 | getString | public synchronized String getString(String key) | 97 | 111 | org.openscience.jmol | JmolResourceHandler
287 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 476 | 481 | 3 | 380 | initMatrix | private void initMatrix(int quality) | 385 | 591 | com.obrador | DCT
288 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 564 | 569 | 3 | 380 | initMatrix | private void initMatrix(int quality) | 385 | 591 | com.obrador | DCT
289 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 483 | 493 | 4 | 380 | initMatrix | private void initMatrix(int quality) | 385 | 591 | com.obrador | DCT
292 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 764 | 769 | 4 | NULL | NULL | NULL | NULL | NULL |  | 
290 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 742 | 749 | 4 | NULL | NULL | NULL | NULL | NULL |  | 
291 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 571 | 581 | 4 | 380 | initMatrix | private void initMatrix(int quality) | 385 | 591 | com.obrador | DCT
293 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 737 | 752 | 5 | NULL | NULL | NULL | NULL | NULL |  | 
294 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 759 | 772 | 5 | NULL | NULL | NULL | NULL | NULL |  | 
295 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 954 | 987 | 6 | 177 | bufferIt | void bufferIt(BufferedOutputStream outStream, int code,int size) | 953 | 987 | com.obrador | Huffman
296 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 989 | 1022 | 6 | 238 | flushBuffer | void flushBuffer(BufferedOutputStream outStream) | 989 | 1022 | com.obrador | Huffman
297 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 1049 | 1054 | 7 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
298 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 1085 | 1090 | 7 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
299 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 1120 | 1125 | 7 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
300 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 1156 | 1161 | 7 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
301 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 1062 | 1070 | 8 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
302 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 1169 | 1177 | 8 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
303 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 1098 | 1106 | 8 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
304 | Revision_780/Jmol/src/com/obrador/JpegEncoder.java | 1133 | 1141 | 8 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
903 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 479 | 483 | 9 | 1021 | PrintfFormat | public PrintfFormat(Locale locale, String fmtArg) | 472 | 538 | freeware | PrintfFormat
747 | Revision_780/Jmol/src/org/openscience/jmol/applet/JmolApplet.java | 179 | 183 | 9 | 378 | init | public void init() | 93 | 229 | org.openscience.jmol.applet | JmolApplet
904 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 532 | 536 | 9 | 1021 | PrintfFormat | public PrintfFormat(Locale locale, String fmtArg) | 472 | 538 | freeware | PrintfFormat
1366 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 337 | 341 | 9 | 1490 | setSelectionSet | public void setSelectionSet(BitSet set) | 337 | 341 | org.openscience.jmol | DisplayControl
1111 | Revision_780/Jmol/src/org/openscience/jmol/CrystalPropertiesDialog.java | 1826 | 1831 | 9 | 1190 | commitChange | private void commitChange() | 1746 | 1849 | org.openscience.jmol | CrystalPropertiesDialog
860 | Revision_780/Jmol/src/org/openscience/jmol/applet/JmolApplet.java | 541 | 546 | 9 | 815 | setModelToRenderFromCMLString | public void setModelToRenderFromCMLString(String hugeCMLString) | 539 | 549 | org.openscience.jmol.applet | JmolApplet
861 | Revision_780/Jmol/src/org/openscience/jmol/applet/JmolApplet.java | 524 | 529 | 9 | NULL | NULL | NULL | NULL | NULL |  | 
1034 | Revision_780/Jmol/src/org/openscience/jmol/Jmol.java | 818 | 825 | 9 | 210 | createToolbarButton | protected AbstractButton createToolbarButton(String key) | 785 | 836 | org.openscience.jmol | Jmol
524 | Revision_780/Jmol/src/org/openscience/jmol/Jmol.java | 715 | 719 | 9 | 203 | createMenuItem | protected JMenuItem createMenuItem(String cmd, boolean isRadio) | 663 | 724 | org.openscience.jmol | Jmol
1289 | Revision_780/Jmol/src/org/openscience/jmol/render/Distance.java | 53 | 58 | 9 | NULL | NULL | NULL | NULL | NULL |  | 
1092 | Revision_780/Jmol/src/org/openscience/jmol/io/PDBReader.java | 198 | 202 | 9 | 431 | read | public ChemFile read() throws IOException | 76 | 204 | org.openscience.jmol.io | PDBReader
1193 | Revision_780/Jmol/src/org/openscience/jmol/io/ShelXReader.java | 77 | 81 | 9 | 431 | read | public org.openscience.jmol.ChemFile read() throws IOException | 50 | 88 | org.openscience.jmol.io | ShelXReader
767 | Revision_780/Jmol/src/org/openscience/jmol/applet/DisplayPanel.java | 781 | 785 | 9 | 749 | showBonds | public void showBonds(boolean doWe) | 781 | 785 | org.openscience.jmol.applet | DisplayPanel
1093 | Revision_780/Jmol/src/org/openscience/jmol/io/PDBReader.java | 185 | 189 | 9 | 431 | read | public ChemFile read() throws IOException | 76 | 204 | org.openscience.jmol.io | PDBReader
1284 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 694 | 698 | 9 | 1349 | rotateByX | public void rotateByX(double angleRadians) | 694 | 698 | org.openscience.jmol | DisplayControl
1284 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 704 | 708 | 9 | 1353 | rotateByZ | public void rotateByZ(double angleRadians) | 704 | 708 | org.openscience.jmol | DisplayControl
1284 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 699 | 703 | 9 | 1351 | rotateByY | public void rotateByY(double angleRadians) | 699 | 703 | org.openscience.jmol | DisplayControl
788 | Revision_780/Jmol/src/org/openscience/jmol/DisplayPanel.java | 417 | 423 | 9 | 156 | actionPerformed | public void actionPerformed(ActionEvent e) | 417 | 423 | org.openscience.jmol | DisplayPanel
1286 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 460 | 464 | 9 | 1291 | homePosition | public void homePosition() | 460 | 464 | org.openscience.jmol | DisplayControl
718 | Revision_780/Jmol/src/org/openscience/jmol/SelectSharcReference.java | 109 | 114 | 9 | 156 | actionPerformed | public void actionPerformed(java.awt.event.ActionEvent ev) | 109 | 114 | org.openscience.jmol | SelectSharcReference
1285 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 718 | 723 | 9 | 944 | rotate | public void rotate(AxisAngle4d axisAngle) | 718 | 723 | org.openscience.jmol | DisplayControl
305 | Revision_780/Jmol/src/org/openscience/jmol/ListNode.java | 86 | 90 | 9 | 582 | update | protected void update() | 86 | 90 | org.openscience.jmol | ListNode
1194 | Revision_780/Jmol/src/org/openscience/jmol/PropertyGraph.java | 115 | 119 | 9 | 476 | setChemFile | private void setChemFile(ChemFile inputFile) | 86 | 122 | org.openscience.jmol | PropertyGraph
789 | Revision_780/Jmol/src/org/openscience/jmol/DisplayPanel.java | 401 | 407 | 9 | 156 | actionPerformed | public void actionPerformed(ActionEvent e) | 401 | 407 | org.openscience.jmol | DisplayPanel
1286 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 438 | 442 | 9 | 1377 | setPerspectiveDepth | public void setPerspectiveDepth(boolean perspectiveDepth) | 438 | 442 | org.openscience.jmol | DisplayControl
306 | Revision_780/Jmol/src/org/openscience/jmol/MeasurementList.java | 498 | 502 | 9 | 156 | actionPerformed | public void actionPerformed(ActionEvent e) | 498 | 502 | org.openscience.jmol | MeasurementList
726 | Revision_780/Jmol/src/org/openscience/jmol/PovrayDialog.java | 472 | 476 | 9 | 587 | windowClosing | public void windowClosing(WindowEvent e) | 472 | 476 | org.openscience.jmol | PovrayDialog
1312 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 205 | 210 | 9 | 523 | setShowAtoms | public void setShowAtoms(boolean showAtoms) | 205 | 210 | org.openscience.jmol | DisplayControl
1315 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 228 | 232 | 9 | 526 | setShowVectors | public void setShowVectors(boolean showVectors) | 227 | 233 | org.openscience.jmol | DisplayControl
1314 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 216 | 221 | 9 | 524 | setShowBonds | public void setShowBonds(boolean showBonds) | 216 | 221 | org.openscience.jmol | DisplayControl
1313 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 267 | 272 | 9 | 835 | setFastRendering | public void setFastRendering(boolean fastRendering) | 267 | 272 | org.openscience.jmol | DisplayControl
1367 | Revision_780/Jmol/src/org/openscience/jmol/util/FormatedText.java | 24 | 29 | 9 | 1501 | FormatedText | public FormatedText(String text, int fontSize) | 24 | 29 | org.openscience.jmol.util | FormatedText
1284 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 646 | 651 | 9 | 1413 | setWantsAntialias | public void setWantsAntialias(boolean wantsAntialias) | 646 | 651 | org.openscience.jmol | DisplayControl
1316 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 239 | 244 | 9 | 525 | setShowHydrogens | public void setShowHydrogens(boolean showHydrogens) | 239 | 244 | org.openscience.jmol | DisplayControl
1317 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 250 | 255 | 9 | 1313 | setShowDarkerOutline | public void setShowDarkerOutline(boolean showDarkerOutline) | 250 | 255 | org.openscience.jmol | DisplayControl
1284 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 638 | 643 | 9 | 1391 | setWantsGraphics2D | public void setWantsGraphics2D(boolean wantsGraphics2D) | 637 | 644 | org.openscience.jmol | DisplayControl
1010 | Revision_780/Jmol/src/org/openscience/jmol/HistoryFile.java | 57 | 61 | 9 | 1122 | HistoryFile | HistoryFile(File file, String header) | 57 | 61 | org.openscience.jmol | HistoryFile
994 | Revision_780/Jmol/src/org/openscience/jmol/BMPFile.java | 114 | 119 | 9 | 1089 | save | private void save(Image parImage, int parWidth, int parHeight) | 112 | 122 | org.openscience.jmol | BMPFile
1315 | Revision_780/Jmol/src/org/openscience/jmol/DisplayControl.java | 227 | 233 | 9 | 526 | setShowVectors | public void setShowVectors(boolean showVectors) | 227 | 233 | org.openscience.jmol | DisplayControl
691 | Revision_780/Jmol/src/org/openscience/jmol/PropertyGraph.java | 458 | 462 | 9 | NULL | NULL | NULL | NULL | NULL |  | 
692 | Revision_780/Jmol/src/org/openscience/jmol/PropertyGraph.java | 364 | 369 | 9 | NULL | NULL | NULL | NULL | NULL |  | 
1137 | Revision_780/Jmol/src/org/openscience/jmol/PreferenceChangeEvent.java | 48 | 52 | 9 | 1214 | PreferenceChangeEvent | public PreferenceChangeEvent(Preferences node, String key, String newValue) | 48 | 52 | org.openscience.jmol | PreferenceChangeEvent
18 | Revision_780/Jmol/src/org/openscience/jmol/ChemFrame.java | 179 | 183 | 9 | 584 | updateMlists | public void updateMlists(Vector dlist, Vector alist, Vector dhlist) | 179 | 183 | org.openscience.jmol | ChemFrame
1352 | Revision_780/Jmol/src/org/openscience/jmol/render/AtomRenderer.java | 80 | 84 | 9 | 1442 | setContext | public void setContext(Graphics g, Rectangle clip, DisplayControl control) | 80 | 84 | org.openscience.jmol.render | AtomRenderer
1182 | Revision_780/Jmol/src/org/openscience/jmol/CrystalBox.java | 61 | 65 | 9 | NULL | NULL | NULL | NULL | NULL |  | 
998 | Revision_780/Jmol/src/org/openscience/jmol/PngEncoder.java | 230 | 235 | 9 | 1105 | setFilter | public void setFilter(int whichFilter) | 230 | 235 | org.openscience.jmol | PngEncoder
1117 | Revision_780/Jmol/src/org/openscience/jmol/UnitCellBox.java | 217 | 221 | 9 | NULL | NULL | NULL | NULL | NULL |  | 
1180 | Revision_780/Jmol/src/org/openscience/jmol/render/VectorShape.java | 15 | 19 | 9 | NULL | NULL | NULL | NULL | NULL |  | 
1362 | Revision_780/Jmol/src/org/openscience/jmol/script/Token.java | 42 | 46 | 9 | 1470 | Token | Token(int tok, int intValue, Object value) | 42 | 46 | org.openscience.jmol.script | Token
1332 | Revision_780/Jmol/src/org/openscience/jmol/render/BondRenderer.java | 78 | 82 | 9 | 1442 | setContext | public void setContext(Graphics g, Rectangle clip, DisplayControl control) | 78 | 82 | org.openscience.jmol.render | BondRenderer
1118 | Revision_780/Jmol/src/org/openscience/jmol/UnitCellBox.java | 205 | 209 | 9 | NULL | NULL | NULL | NULL | NULL |  | 
842 | Revision_780/Jmol/src/org/openscience/jmol/MeasurementListEvent.java | 102 | 107 | 9 | NULL | NULL | NULL | NULL | NULL |  | 
1288 | Revision_780/Jmol/src/org/openscience/jmol/io/PovraySaver.java | 63 | 72 | 9 | NULL | NULL | NULL | NULL | NULL |  | 
1061 | Revision_780/Jmol/src/org/openscience/jmol/render/AtomVectorShape.java | 16 | 21 | 9 | NULL | NULL | NULL | NULL | NULL |  | 
905 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 643 | 659 | 10 | 1069 | sprintf | public String sprintf() | 643 | 659 | freeware | PrintfFormat
906 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 725 | 743 | 10 | 1072 | sprintf | public String sprintf(double x) throws IllegalArgumentException | 725 | 743 | freeware | PrintfFormat
907 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 752 | 770 | 10 | 1071 | sprintf | public String sprintf(String x) throws IllegalArgumentException | 752 | 770 | freeware | PrintfFormat
908 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 669 | 687 | 10 | 1073 | sprintf | public String sprintf(int x) throws IllegalArgumentException | 669 | 687 | freeware | PrintfFormat
909 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 697 | 715 | 10 | 1074 | sprintf | public String sprintf(long x) throws IllegalArgumentException | 697 | 715 | freeware | PrintfFormat
910 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1057 | 1104 | 11 | 1033 | internalsprintf | String internalsprintf(int s) throws IllegalArgumentException | 1057 | 1104 | freeware | PrintfFormat
911 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1114 | 1161 | 11 | 1034 | internalsprintf | String internalsprintf(long s) throws IllegalArgumentException | 1114 | 1161 | freeware | PrintfFormat
912 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1206 | 1218 | 12 | 1031 | internalsprintf | String internalsprintf(String s) throws IllegalArgumentException | 1206 | 1218 | freeware | PrintfFormat
913 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1228 | 1240 | 12 | 1030 | internalsprintf | String internalsprintf(Object s) | 1228 | 1240 | freeware | PrintfFormat
914 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1277 | 1283 | 13 | NULL | NULL | NULL | NULL | NULL |  | 
915 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1599 | 1605 | 13 | NULL | NULL | NULL | NULL | NULL |  | 
916 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1293 | 1299 | 14 | NULL | NULL | NULL | NULL | NULL |  | 
917 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1618 | 1624 | 14 | NULL | NULL | NULL | NULL | NULL |  | 
918 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1302 | 1327 | 15 | NULL | NULL | NULL | NULL | NULL |  | 
919 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1627 | 1652 | 15 | NULL | NULL | NULL | NULL | NULL |  | 
920 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1305 | 1314 | 16 | NULL | NULL | NULL | NULL | NULL |  | 
921 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 2264 | 2273 | 16 | 1048 | printGFormat | private String printGFormat(double x) | 2218 | 2339 | freeware | PrintfFormat
922 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1630 | 1639 | 16 | NULL | NULL | NULL | NULL | NULL |  | 
920 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1306 | 1310 | 17 | NULL | NULL | NULL | NULL | NULL |  | 
923 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 2297 | 2301 | 17 | 1048 | printGFormat | private String printGFormat(double x) | 2218 | 2339 | freeware | PrintfFormat
923 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 2277 | 2281 | 17 | 1048 | printGFormat | private String printGFormat(double x) | 2218 | 2339 | freeware | PrintfFormat
923 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1318 | 1322 | 17 | NULL | NULL | NULL | NULL | NULL |  | 
923 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1631 | 1635 | 17 | NULL | NULL | NULL | NULL | NULL |  | 
923 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1643 | 1647 | 17 | NULL | NULL | NULL | NULL | NULL |  | 
921 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 2265 | 2269 | 17 | 1048 | printGFormat | private String printGFormat(double x) | 2218 | 2339 | freeware | PrintfFormat
923 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1314 | 1326 | 18 | NULL | NULL | NULL | NULL | NULL |  | 
925 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 2273 | 2285 | 18 | 1048 | printGFormat | private String printGFormat(double x) | 2218 | 2339 | freeware | PrintfFormat
926 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1639 | 1651 | 18 | NULL | NULL | NULL | NULL | NULL |  | 
927 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1385 | 1392 | 19 | NULL | NULL | NULL | NULL | NULL |  | 
928 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1392 | 1400 | 19 | NULL | NULL | NULL | NULL | NULL |  | 
929 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1420 | 1447 | 20 | NULL | NULL | NULL | NULL | NULL |  | 
930 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1875 | 1902 | 20 | NULL | NULL | NULL | NULL | NULL |  | 
931 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1429 | 1433 | 21 | NULL | NULL | NULL | NULL | NULL |  | 
932 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1932 | 1936 | 21 | NULL | NULL | NULL | NULL | NULL |  | 
933 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1477 | 1481 | 21 | NULL | NULL | NULL | NULL | NULL |  | 
934 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1884 | 1888 | 21 | NULL | NULL | NULL | NULL | NULL |  | 
935 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1455 | 1462 | 22 | NULL | NULL | NULL | NULL | NULL |  | 
936 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1910 | 1917 | 22 | NULL | NULL | NULL | NULL | NULL |  | 
937 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1489 | 1507 | 23 | NULL | NULL | NULL | NULL | NULL |  | 
938 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1944 | 1962 | 23 | NULL | NULL | NULL | NULL | NULL |  | 
939 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1520 | 1551 | 24 | 1024 | fFormatString | private String fFormatString(double x) | 1520 | 1551 | freeware | PrintfFormat
940 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 2078 | 2109 | 24 | 1023 | eFormatString | private String eFormatString(double x, char eChar) | 2078 | 2109 | freeware | PrintfFormat
941 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1524 | 1537 | 25 | 1024 | fFormatString | private String fFormatString(double x) | 1520 | 1551 | freeware | PrintfFormat
943 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 1537 | 1546 | 25 | 1024 | fFormatString | private String fFormatString(double x) | 1520 | 1551 | freeware | PrintfFormat
942 | Revision_780/Jmol/src/freeware/PrintfFormat.java | 2225 | 2238 | 25 | 1048 | printGFormat | private String printGFormat(double x) | 2218 | 2339 | freeware | PrintfFormat
