counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_2731/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 2 | 4 | c | Revision_2732/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 2 | 4 | 0 | 0
2 | Revision_2731/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 28 | 28 | d | Revision_2732/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 27 | 27 | -1 | -1
3 | Revision_2731/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 36 | 36 | d | Revision_2732/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 34 | 34 | -2 | -2
4 | Revision_2731/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 38 | 38 | d | Revision_2732/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 35 | 35 | -3 | -3
5 | Revision_2731/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 40 | 40 | d | Revision_2732/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 36 | 36 | -4 | -4
6 | Revision_2731/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 43 | 43 | d | Revision_2732/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 38 | 38 | -5 | -5
7 | Revision_2731/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 46 | 47 | d | Revision_2732/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 40 | 40 | -6 | -7
8 | Revision_2731/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 51 | 51 | d | Revision_2732/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 43 | 43 | -8 | -8
9 | Revision_2731/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 55 | 55 | d | Revision_2732/Jmol/src/org/openscience/jmol/app/AboutDialog.java | 46 | 46 | -9 | -9
10 | Revision_2731/Jmol/src/org/openscience/jmol/app/AtomSetChooser.java | 2 | 4 | c | Revision_2732/Jmol/src/org/openscience/jmol/app/AtomSetChooser.java | 2 | 4 | 0 | 0
11 | Revision_2731/Jmol/src/org/openscience/jmol/app/AtomSetChooser.java | 33 | 34 | d | Revision_2732/Jmol/src/org/openscience/jmol/app/AtomSetChooser.java | 32 | 32 | -1 | -2
12 | Revision_2731/Jmol/src/org/openscience/jmol/app/AtomSetChooser.java | 37 | 37 | d | Revision_2732/Jmol/src/org/openscience/jmol/app/AtomSetChooser.java | 34 | 34 | -3 | -3
13 | Revision_2731/Jmol/src/org/openscience/jmol/app/AtomSetChooser.java | 41 | 41 | d | Revision_2732/Jmol/src/org/openscience/jmol/app/AtomSetChooser.java | 37 | 37 | -4 | -4
14 | Revision_2731/Jmol/src/org/openscience/jmol/app/ConsoleTextArea.java | 2 | 4 | c | Revision_2732/Jmol/src/org/openscience/jmol/app/ConsoleTextArea.java | 2 | 4 | 0 | 0
15 | Revision_2731/Jmol/src/org/openscience/jmol/app/ConsoleTextArea.java | 27 | 28 | d | Revision_2732/Jmol/src/org/openscience/jmol/app/ConsoleTextArea.java | 26 | 26 | -1 | -2
