counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_2113/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 3 | 4 | c | Revision_2114/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 3 | 4 | 0 | 0
2 | Revision_2113/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 45 | 47 | c | Revision_2114/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 45 | 45 | 0 | -2
3 | Revision_2113/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 50 | 50 | d | Revision_2114/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 47 | 47 | -3 | -3
4 | Revision_2113/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 92 | 92 | c | Revision_2114/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 89 | 89 | -3 | -3
5 | Revision_2113/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 95 | 95 | c | Revision_2114/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 92 | 92 | -3 | -3
6 | Revision_2113/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 97 | 97 | d | Revision_2114/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 93 | 93 | -4 | -4
7 | Revision_2113/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 99 | 106 | c | Revision_2114/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 95 | 95 | -4 | -11
8 | Revision_2113/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 123 | 128 | c | Revision_2114/Jmol/src/org/openscience/jmol/app/ImageTyper.java | 112 | 112 | -11 | -16
9 | Revision_2113/Jmol/src/org/openscience/jmol/app/Jmol.java | 3 | 4 | c | Revision_2114/Jmol/src/org/openscience/jmol/app/Jmol.java | 3 | 4 | 0 | 0
10 | Revision_2113/Jmol/src/org/openscience/jmol/app/Jmol.java | 1003 | 1003 | a | Revision_2114/Jmol/src/org/openscience/jmol/app/Jmol.java | 1004 | 1004 | 1 | 1
11 | Revision_2113/Jmol/src/org/openscience/jmol/app/Jmol.java | 1010 | 1011 | c | Revision_2114/Jmol/src/org/openscience/jmol/app/Jmol.java | 1011 | 1012 | 1 | 1
