counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_2544/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 3 | 4 | c | Revision_2545/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 3 | 4 | 0 | 0
2 | Revision_2544/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 154 | 154 | d | Revision_2545/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 153 | 153 | -1 | -1
3 | Revision_2544/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 178 | 190 | d | Revision_2545/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 176 | 176 | -2 | -14
4 | Revision_2544/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 489 | 489 | d | Revision_2545/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 474 | 474 | -15 | -15
5 | Revision_2544/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 503 | 503 | c | Revision_2545/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 488 | 488 | -15 | -15
6 | Revision_2544/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 2 | 4 | c | Revision_2545/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 2 | 4 | 0 | 0
7 | Revision_2544/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 113 | 113 | c | Revision_2545/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 113 | 113 | 0 | 0
8 | Revision_2544/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 246 | 247 | d | Revision_2545/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 245 | 245 | -1 | -2
9 | Revision_2544/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 252 | 252 | d | Revision_2545/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 249 | 249 | -3 | -3
10 | Revision_2544/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 921 | 921 | d | Revision_2545/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 917 | 917 | -4 | -4
11 | Revision_2544/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 1052 | 1052 | d | Revision_2545/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 1047 | 1047 | -5 | -5
12 | Revision_2544/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 1104 | 1107 | d | Revision_2545/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 1098 | 1098 | -6 | -9
13 | Revision_2544/Jmol/src/org/openscience/jmol/viewer/JmolViewer.java | 3 | 4 | c | Revision_2545/Jmol/src/org/openscience/jmol/viewer/JmolViewer.java | 3 | 4 | 0 | 0
14 | Revision_2544/Jmol/src/org/openscience/jmol/viewer/JmolViewer.java | 1737 | 1738 | d | Revision_2545/Jmol/src/org/openscience/jmol/viewer/JmolViewer.java | 1736 | 1736 | -1 | -2
15 | Revision_2544/Jmol/src/org/openscience/jmol/viewer/JmolViewer.java | 1778 | 1779 | d | Revision_2545/Jmol/src/org/openscience/jmol/viewer/JmolViewer.java | 1775 | 1775 | -3 | -4
16 | Revision_2544/Jmol/src/org/openscience/jmol/viewer/JmolViewer.java | 1935 | 1943 | d | Revision_2545/Jmol/src/org/openscience/jmol/viewer/JmolViewer.java | 1930 | 1930 | -5 | -13
