counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_1377/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 3 | 4 | c | Revision_1378/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 3 | 4 | 0 | 0
2 | Revision_1377/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 142 | 142 | c | Revision_1378/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 142 | 142 | 0 | 0
3 | Revision_1377/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 182 | 182 | d | Revision_1378/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 181 | 181 | -1 | -1
4 | Revision_1377/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 183 | 183 | a | Revision_1378/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 183 | 183 | 0 | 0
5 | Revision_1377/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 187 | 187 | c | Revision_1378/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 187 | 187 | 0 | 0
6 | Revision_1377/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 189 | 190 | c | Revision_1378/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 189 | 190 | 0 | 0
7 | Revision_1377/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 194 | 195 | c | Revision_1378/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 194 | 195 | 0 | 0
8 | Revision_1377/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 277 | 277 | a | Revision_1378/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 278 | 279 | 1 | 2
9 | Revision_1377/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 323 | 323 | c | Revision_1378/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 325 | 325 | 2 | 2
10 | Revision_1377/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 329 | 330 | c | Revision_1378/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 331 | 331 | 2 | 1
11 | Revision_1377/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 332 | 334 | c | Revision_1378/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 333 | 335 | 1 | 1
12 | Revision_1377/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 339 | 340 | c | Revision_1378/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 340 | 341 | 1 | 1
