counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_2692/Jmol/src/org/jmol/viewer/JmolConstants.java | 3 | 4 | c | Revision_2693/Jmol/src/org/jmol/viewer/JmolConstants.java | 3 | 4 | 0 | 0
2 | Revision_2692/Jmol/src/org/jmol/viewer/JmolConstants.java | 35 | 35 | c | Revision_2693/Jmol/src/org/jmol/viewer/JmolConstants.java | 35 | 35 | 0 | 0
3 | Revision_2692/Jmol/src/org/jmol/viewer/JmolConstants.java | 94 | 106 | c | Revision_2693/Jmol/src/org/jmol/viewer/JmolConstants.java | 94 | 106 | 0 | 0
4 | Revision_2692/Jmol/src/org/jmol/viewer/managers/PickingManager.java | 3 | 4 | c | Revision_2693/Jmol/src/org/jmol/viewer/managers/PickingManager.java | 3 | 4 | 0 | 0
5 | Revision_2692/Jmol/src/org/jmol/viewer/managers/PickingManager.java | 124 | 124 | a | Revision_2693/Jmol/src/org/jmol/viewer/managers/PickingManager.java | 125 | 127 | 1 | 3
6 | Revision_2692/Jmol/src/org/jmol/viewer/script/Eval.java | 3 | 4 | c | Revision_2693/Jmol/src/org/jmol/viewer/script/Eval.java | 3 | 4 | 0 | 0
7 | Revision_2692/Jmol/src/org/jmol/viewer/script/Eval.java | 2872 | 2872 | c | Revision_2693/Jmol/src/org/jmol/viewer/script/Eval.java | 2872 | 2872 | 0 | 0
8 | Revision_2692/Jmol/src/org/jmol/viewer/script/Eval.java | 2875 | 2875 | c | Revision_2693/Jmol/src/org/jmol/viewer/script/Eval.java | 2875 | 2875 | 0 | 0
9 | Revision_2692/Jmol/src/org/jmol/viewer/script/Eval.java | 2878 | 2878 | c | Revision_2693/Jmol/src/org/jmol/viewer/script/Eval.java | 2878 | 2878 | 0 | 0
10 | Revision_2692/Jmol/src/org/jmol/viewer/script/Eval.java | 2881 | 2881 | c | Revision_2693/Jmol/src/org/jmol/viewer/script/Eval.java | 2881 | 2881 | 0 | 0
11 | Revision_2692/Jmol/src/org/jmol/viewer/script/Eval.java | 2885 | 2885 | c | Revision_2693/Jmol/src/org/jmol/viewer/script/Eval.java | 2885 | 2885 | 0 | 0
12 | Revision_2692/Jmol/src/org/jmol/viewer/script/Eval.java | 2890 | 2890 | c | Revision_2693/Jmol/src/org/jmol/viewer/script/Eval.java | 2890 | 2890 | 0 | 0
