counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 3 | 4 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 3 | 4 | 0 | 0
2 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 94 | 94 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 94 | 94 | 0 | 0
3 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 115 | 116 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 115 | 116 | 0 | 0
4 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 126 | 127 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 126 | 127 | 0 | 0
5 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 141 | 141 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 141 | 141 | 0 | 0
6 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 157 | 157 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 157 | 157 | 0 | 0
7 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 161 | 161 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 161 | 161 | 0 | 0
8 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 180 | 180 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 180 | 180 | 0 | 0
9 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 185 | 185 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 185 | 185 | 0 | 0
10 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 189 | 189 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 189 | 189 | 0 | 0
11 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 200 | 200 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 200 | 200 | 0 | 0
12 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 210 | 210 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 210 | 210 | 0 | 0
13 | Revision_2957/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 218 | 218 | c | Revision_2958/Jmol/src/org/jmol/viewer/AlphaPolymer.java | 218 | 218 | 0 | 0
14 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 3 | 4 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 3 | 4 | 0 | 0
15 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 57 | 57 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 57 | 57 | 0 | 0
16 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 70 | 75 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 70 | 75 | 0 | 0
17 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 91 | 91 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 91 | 91 | 0 | 0
18 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 124 | 124 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 124 | 124 | 0 | 0
19 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 252 | 252 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 252 | 252 | 0 | 0
20 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 256 | 256 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 256 | 256 | 0 | 0
21 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 263 | 263 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 263 | 263 | 0 | 0
22 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 271 | 271 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 271 | 271 | 0 | 0
23 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 277 | 277 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 277 | 277 | 0 | 0
24 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 282 | 282 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 282 | 282 | 0 | 0
25 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 289 | 290 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 289 | 290 | 0 | 0
26 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 309 | 309 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 309 | 309 | 0 | 0
27 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 324 | 325 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 324 | 325 | 0 | 0
28 | Revision_2957/Jmol/src/org/jmol/viewer/AminoPolymer.java | 344 | 345 | c | Revision_2958/Jmol/src/org/jmol/viewer/AminoPolymer.java | 344 | 345 | 0 | 0
29 | Revision_2957/Jmol/src/org/jmol/viewer/Atom.java | 3 | 4 | c | Revision_2958/Jmol/src/org/jmol/viewer/Atom.java | 3 | 4 | 0 | 0
30 | Revision_2957/Jmol/src/org/jmol/viewer/Atom.java | 512 | 512 | a | Revision_2958/Jmol/src/org/jmol/viewer/Atom.java | 513 | 535 | 1 | 23
31 | Revision_2957/Jmol/src/org/jmol/viewer/Chain.java | 3 | 4 | c | Revision_2958/Jmol/src/org/jmol/viewer/Chain.java | 3 | 4 | 0 | 0
32 | Revision_2957/Jmol/src/org/jmol/viewer/Chain.java | 35 | 35 | c | Revision_2958/Jmol/src/org/jmol/viewer/Chain.java | 35 | 37 | 0 | 2
33 | Revision_2957/Jmol/src/org/jmol/viewer/Chain.java | 37 | 37 | a | Revision_2958/Jmol/src/org/jmol/viewer/Chain.java | 40 | 40 | 3 | 3
34 | Revision_2957/Jmol/src/org/jmol/viewer/Chain.java | 74 | 76 | c | Revision_2958/Jmol/src/org/jmol/viewer/Chain.java | 77 | 85 | 3 | 9
35 | Revision_2957/Jmol/src/org/jmol/viewer/Chain.java | 78 | 84 | c | Revision_2958/Jmol/src/org/jmol/viewer/Chain.java | 87 | 104 | 9 | 20
36 | Revision_2957/Jmol/src/org/jmol/viewer/Chain.java | 86 | 86 | a | Revision_2958/Jmol/src/org/jmol/viewer/Chain.java | 107 | 107 | 21 | 21
