counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_377/Jmol/src/org/openscience/jmol/ArrowLine.java | 32 | 32 | d | Revision_378/Jmol/src/org/openscience/jmol/ArrowLine.java | 31 | 31 | -1 | -1
2 | Revision_377/Jmol/src/org/openscience/jmol/ArrowLine.java | 38 | 38 | a | Revision_378/Jmol/src/org/openscience/jmol/ArrowLine.java | 38 | 40 | 0 | 2
3 | Revision_377/Jmol/src/org/openscience/jmol/ArrowLine.java | 67 | 68 | c | Revision_378/Jmol/src/org/openscience/jmol/ArrowLine.java | 69 | 69 | 2 | 1
4 | Revision_377/Jmol/src/org/openscience/jmol/ArrowLine.java | 72 | 72 | c | Revision_378/Jmol/src/org/openscience/jmol/ArrowLine.java | 73 | 73 | 1 | 1
5 | Revision_377/Jmol/src/org/openscience/jmol/ArrowLine.java | 74 | 74 | d | Revision_378/Jmol/src/org/openscience/jmol/ArrowLine.java | 74 | 74 | 0 | 0
6 | Revision_377/Jmol/src/org/openscience/jmol/ArrowLine.java | 79 | 79 | a | Revision_378/Jmol/src/org/openscience/jmol/ArrowLine.java | 80 | 81 | 1 | 2
7 | Revision_377/Jmol/src/org/openscience/jmol/ArrowLine.java | 84 | 84 | c | Revision_378/Jmol/src/org/openscience/jmol/ArrowLine.java | 86 | 86 | 2 | 2
8 | Revision_377/Jmol/src/org/openscience/jmol/ArrowLine.java | 99 | 99 | c | Revision_378/Jmol/src/org/openscience/jmol/ArrowLine.java | 101 | 102 | 2 | 3
9 | Revision_377/Jmol/src/org/openscience/jmol/ArrowLine.java | 101 | 103 | d | Revision_378/Jmol/src/org/openscience/jmol/ArrowLine.java | 103 | 103 | 2 | 0
10 | Revision_377/Jmol/src/org/openscience/jmol/ArrowLine.java | 108 | 108 | c | Revision_378/Jmol/src/org/openscience/jmol/ArrowLine.java | 108 | 108 | 0 | 0
11 | Revision_377/Jmol/src/org/openscience/jmol/Atom.java | 223 | 223 | c | Revision_378/Jmol/src/org/openscience/jmol/Atom.java | 223 | 223 | 0 | 0
12 | Revision_377/Jmol/src/org/openscience/jmol/ChemFrameRenderer.java | 103 | 109 | d | Revision_378/Jmol/src/org/openscience/jmol/ChemFrameRenderer.java | 102 | 102 | -1 | -7
13 | Revision_377/Jmol/src/org/openscience/jmol/ChemFrameRenderer.java | 114 | 114 | c | Revision_378/Jmol/src/org/openscience/jmol/ChemFrameRenderer.java | 107 | 107 | -7 | -7
