counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_2483/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 3 | 4 | c | Revision_2484/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 3 | 4 | 0 | 0
2 | Revision_2483/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 316 | 316 | a | Revision_2484/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 317 | 318 | 1 | 2
3 | Revision_2483/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 332 | 332 | d | Revision_2484/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 333 | 333 | 1 | 1
4 | Revision_2483/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 335 | 337 | c | Revision_2484/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 336 | 337 | 1 | 0
5 | Revision_2483/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 352 | 352 | d | Revision_2484/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 351 | 351 | -1 | -1
6 | Revision_2483/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 475 | 475 | a | Revision_2484/Jmol/src/org/openscience/jmol/viewer/datamodel/Dots.java | 475 | 477 | 0 | 2
7 | Revision_2483/Jmol/src/org/openscience/jmol/viewer/datamodel/DotsRenderer.java | 3 | 4 | c | Revision_2484/Jmol/src/org/openscience/jmol/viewer/datamodel/DotsRenderer.java | 3 | 4 | 0 | 0
8 | Revision_2483/Jmol/src/org/openscience/jmol/viewer/datamodel/DotsRenderer.java | 81 | 81 | c | Revision_2484/Jmol/src/org/openscience/jmol/viewer/datamodel/DotsRenderer.java | 81 | 81 | 0 | 0
9 | Revision_2483/Jmol/src/org/openscience/jmol/viewer/datamodel/DotsRenderer.java | 112 | 113 | c | Revision_2484/Jmol/src/org/openscience/jmol/viewer/datamodel/DotsRenderer.java | 112 | 120 | 0 | 7
10 | Revision_2483/Jmol/src/org/openscience/jmol/viewer/datamodel/DotsRenderer.java | 118 | 118 | a | Revision_2484/Jmol/src/org/openscience/jmol/viewer/datamodel/DotsRenderer.java | 126 | 127 | 8 | 9
