counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_793/Jmol/src/org/openscience/jmol/Atom.java | 3 | 4 | c | Revision_794/Jmol/src/org/openscience/jmol/Atom.java | 3 | 4 | 0 | 0
2 | Revision_793/Jmol/src/org/openscience/jmol/Atom.java | 262 | 262 | a | Revision_794/Jmol/src/org/openscience/jmol/Atom.java | 263 | 266 | 1 | 4
3 | Revision_793/Jmol/src/org/openscience/jmol/DisplayControl.java | 3 | 4 | c | Revision_794/Jmol/src/org/openscience/jmol/DisplayControl.java | 3 | 4 | 0 | 0
4 | Revision_793/Jmol/src/org/openscience/jmol/DisplayControl.java | 347 | 347 | a | Revision_794/Jmol/src/org/openscience/jmol/DisplayControl.java | 348 | 351 | 1 | 4
5 | Revision_793/Jmol/src/org/openscience/jmol/script/Compiler.java | 3 | 4 | c | Revision_794/Jmol/src/org/openscience/jmol/script/Compiler.java | 3 | 4 | 0 | 0
6 | Revision_793/Jmol/src/org/openscience/jmol/script/Compiler.java | 637 | 637 | a | Revision_794/Jmol/src/org/openscience/jmol/script/Compiler.java | 638 | 641 | 1 | 4
7 | Revision_793/Jmol/src/org/openscience/jmol/script/Eval.java | 3 | 4 | c | Revision_794/Jmol/src/org/openscience/jmol/script/Eval.java | 3 | 4 | 0 | 0
8 | Revision_793/Jmol/src/org/openscience/jmol/script/Eval.java | 361 | 361 | a | Revision_794/Jmol/src/org/openscience/jmol/script/Eval.java | 362 | 367 | 1 | 6
9 | Revision_793/Jmol/src/org/openscience/jmol/script/Eval.java | 411 | 411 | a | Revision_794/Jmol/src/org/openscience/jmol/script/Eval.java | 418 | 420 | 7 | 9
10 | Revision_793/Jmol/src/org/openscience/jmol/script/Eval.java | 414 | 415 | c | Revision_794/Jmol/src/org/openscience/jmol/script/Eval.java | 423 | 424 | 9 | 9
11 | Revision_793/Jmol/src/org/openscience/jmol/script/Eval.java | 417 | 417 | c | Revision_794/Jmol/src/org/openscience/jmol/script/Eval.java | 426 | 426 | 9 | 9
12 | Revision_793/Jmol/src/org/openscience/jmol/script/Eval.java | 429 | 429 | c | Revision_794/Jmol/src/org/openscience/jmol/script/Eval.java | 438 | 439 | 9 | 10
13 | Revision_793/Jmol/src/org/openscience/jmol/script/Eval.java | 460 | 460 | d | Revision_794/Jmol/src/org/openscience/jmol/script/Eval.java | 469 | 469 | 9 | 9
14 | Revision_793/Jmol/src/org/openscience/jmol/script/Eval.java | 462 | 462 | a | Revision_794/Jmol/src/org/openscience/jmol/script/Eval.java | 472 | 474 | 10 | 12
15 | Revision_793/Jmol/src/org/openscience/jmol/script/Eval.java | 513 | 513 | c | Revision_794/Jmol/src/org/openscience/jmol/script/Eval.java | 525 | 525 | 12 | 12
16 | Revision_793/Jmol/src/org/openscience/jmol/script/Token.java | 3 | 4 | c | Revision_794/Jmol/src/org/openscience/jmol/script/Token.java | 3 | 4 | 0 | 0
17 | Revision_793/Jmol/src/org/openscience/jmol/script/Token.java | 232 | 232 | a | Revision_794/Jmol/src/org/openscience/jmol/script/Token.java | 233 | 233 | 1 | 1
18 | Revision_793/Jmol/src/org/openscience/jmol/script/Token.java | 486 | 486 | a | Revision_794/Jmol/src/org/openscience/jmol/script/Token.java | 488 | 488 | 2 | 2
19 | Revision_793/Jmol/src/org/openscience/jmol/script/Token.java | 621 | 621 | a | Revision_794/Jmol/src/org/openscience/jmol/script/Token.java | 624 | 695 | 3 | 74
