counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_1794/Jmol/src/JmolApplet.java | 3 | 4 | c | Revision_1795/Jmol/src/JmolApplet.java | 3 | 4 | 0 | 0
2 | Revision_1794/Jmol/src/JmolApplet.java | 208 | 209 | d | Revision_1795/Jmol/src/JmolApplet.java | 207 | 207 | -1 | -2
3 | Revision_1794/Jmol/src/JmolApplet.java | 443 | 443 | a | Revision_1795/Jmol/src/JmolApplet.java | 442 | 442 | -1 | -1
4 | Revision_1794/Jmol/src/JmolApplet.java | 478 | 478 | a | Revision_1795/Jmol/src/JmolApplet.java | 478 | 478 | 0 | 0
5 | Revision_1794/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 3 | 4 | c | Revision_1795/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 3 | 4 | 0 | 0
6 | Revision_1794/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 304 | 304 | c | Revision_1795/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 304 | 305 | 0 | 1
7 | Revision_1794/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 316 | 316 | c | Revision_1795/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 317 | 318 | 1 | 2
8 | Revision_1794/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 328 | 328 | c | Revision_1795/Jmol/src/org/openscience/jmol/app/DisplayPanel.java | 330 | 331 | 2 | 3
9 | Revision_1794/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 3 | 4 | c | Revision_1795/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 3 | 4 | 0 | 0
10 | Revision_1794/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 98 | 98 | d | Revision_1795/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 97 | 97 | -1 | -1
11 | Revision_1794/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 109 | 111 | c | Revision_1795/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 108 | 110 | -1 | -1
12 | Revision_1794/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 138 | 138 | d | Revision_1795/Jmol/src/org/openscience/jmol/app/PreferencesDialog.java | 136 | 136 | -2 | -2
