counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 3 | 4 | c | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 3 | 4 | 0 | 0
2 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 81 | 81 | a | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 82 | 84 | 1 | 3
3 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 136 | 136 | a | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 140 | 156 | 4 | 20
4 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 158 | 168 | c | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 178 | 190 | 20 | 22
5 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 176 | 179 | c | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 198 | 203 | 22 | 24
6 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 181 | 183 | c | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 205 | 207 | 24 | 24
7 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 185 | 187 | c | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 209 | 211 | 24 | 24
8 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 189 | 191 | c | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 213 | 215 | 24 | 24
9 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 193 | 195 | c | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 217 | 219 | 24 | 24
10 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 199 | 199 | c | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 223 | 223 | 24 | 24
11 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 206 | 210 | c | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 230 | 236 | 24 | 26
12 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 216 | 216 | a | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 243 | 263 | 27 | 47
13 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 223 | 227 | c | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 270 | 276 | 47 | 49
14 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 282 | 282 | a | Revision_2182/Jmol/src/org/jmol/adapter/smarter/CmlReader.java | 332 | 337 | 50 | 55
15 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/Model.java | 3 | 4 | c | Revision_2182/Jmol/src/org/jmol/adapter/smarter/Model.java | 3 | 4 | 0 | 0
16 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/Model.java | 111 | 114 | d | Revision_2182/Jmol/src/org/jmol/adapter/smarter/Model.java | 110 | 110 | -1 | -4
17 | Revision_2181/Jmol/src/org/jmol/adapter/smarter/Model.java | 126 | 126 | a | Revision_2182/Jmol/src/org/jmol/adapter/smarter/Model.java | 123 | 135 | -3 | 9
