globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd | package_name | class_name
167 | Revision_999/Jmol/src/com/obrador/JpegEncoder.java | 483 | 493 | 1 | 380 | initMatrix | private void initMatrix(int quality) | 385 | 591 | com.obrador | DCT
168 | Revision_999/Jmol/src/com/obrador/JpegEncoder.java | 571 | 581 | 1 | 380 | initMatrix | private void initMatrix(int quality) | 385 | 591 | com.obrador | DCT
169 | Revision_999/Jmol/src/com/obrador/JpegEncoder.java | 963 | 983 | 2 | 177 | bufferIt | void bufferIt(BufferedOutputStream outStream, int code,int size) | 953 | 987 | com.obrador | Huffman
170 | Revision_999/Jmol/src/com/obrador/JpegEncoder.java | 992 | 1011 | 2 | 238 | flushBuffer | void flushBuffer(BufferedOutputStream outStream) | 989 | 1022 | com.obrador | Huffman
171 | Revision_999/Jmol/src/com/obrador/JpegEncoder.java | 1049 | 1054 | 3 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
172 | Revision_999/Jmol/src/com/obrador/JpegEncoder.java | 1120 | 1125 | 3 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
173 | Revision_999/Jmol/src/com/obrador/JpegEncoder.java | 1085 | 1090 | 3 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
174 | Revision_999/Jmol/src/com/obrador/JpegEncoder.java | 1156 | 1161 | 3 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
175 | Revision_999/Jmol/src/com/obrador/JpegEncoder.java | 1062 | 1070 | 4 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
176 | Revision_999/Jmol/src/com/obrador/JpegEncoder.java | 1169 | 1177 | 4 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
177 | Revision_999/Jmol/src/com/obrador/JpegEncoder.java | 1098 | 1106 | 4 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
178 | Revision_999/Jmol/src/com/obrador/JpegEncoder.java | 1133 | 1141 | 4 | 379 | initHuf | public void initHuf() | 1030 | 1188 | com.obrador | Huffman
689 | Revision_999/Jmol/src/freeware/PrintfFormat.java | 479 | 483 | 5 | 1021 | PrintfFormat | public PrintfFormat(Locale locale, String fmtArg) | 472 | 538 | freeware | PrintfFormat
690 | Revision_999/Jmol/src/freeware/PrintfFormat.java | 532 | 536 | 5 | 1021 | PrintfFormat | public PrintfFormat(Locale locale, String fmtArg) | 472 | 538 | freeware | PrintfFormat
691 | Revision_999/Jmol/src/freeware/PrintfFormat.java | 669 | 687 | 6 | 1073 | sprintf | public String sprintf(int x) throws IllegalArgumentException | 669 | 687 | freeware | PrintfFormat
693 | Revision_999/Jmol/src/freeware/PrintfFormat.java | 725 | 743 | 6 | 1072 | sprintf | public String sprintf(double x) throws IllegalArgumentException | 725 | 743 | freeware | PrintfFormat
692 | Revision_999/Jmol/src/freeware/PrintfFormat.java | 752 | 770 | 6 | 1071 | sprintf | public String sprintf(String x) throws IllegalArgumentException | 752 | 770 | freeware | PrintfFormat
694 | Revision_999/Jmol/src/freeware/PrintfFormat.java | 697 | 715 | 6 | 1074 | sprintf | public String sprintf(long x) throws IllegalArgumentException | 697 | 715 | freeware | PrintfFormat
695 | Revision_999/Jmol/src/freeware/PrintfFormat.java | 1277 | 1283 | 7 | NULL | NULL | NULL | NULL | NULL |  | 
696 | Revision_999/Jmol/src/freeware/PrintfFormat.java | 1599 | 1605 | 7 | NULL | NULL | NULL | NULL | NULL |  | 
697 | Revision_999/Jmol/src/freeware/PrintfFormat.java | 1293 | 1299 | 8 | NULL | NULL | NULL | NULL | NULL |  | 
698 | Revision_999/Jmol/src/freeware/PrintfFormat.java | 1618 | 1624 | 8 | NULL | NULL | NULL | NULL | NULL |  | 
