Revision | filePath | changeType | StartLine | EndLine | Nlines | cloneId | classId | Similarity
531 | Revision_531/Jmol/src/com/obrador/JpegEncoder.java | U | 483 | 493 | 6 | 168951 | 1 | 100
531 | Revision_531/Jmol/src/com/obrador/JpegEncoder.java | U | 571 | 581 | 6 | 168952 | 1 | 100
531 | Revision_531/Jmol/src/com/obrador/JpegEncoder.java | U | 963 | 983 | 19 | 168953 | 2 | 100
531 | Revision_531/Jmol/src/com/obrador/JpegEncoder.java | U | 992 | 1011 | 19 | 168954 | 2 | 100
531 | Revision_531/Jmol/src/com/obrador/JpegEncoder.java | U | 1049 | 1054 | 5 | 168955 | 3 | 100
531 | Revision_531/Jmol/src/com/obrador/JpegEncoder.java | U | 1120 | 1125 | 5 | 168956 | 3 | 100
531 | Revision_531/Jmol/src/com/obrador/JpegEncoder.java | U | 1085 | 1090 | 5 | 168957 | 3 | 100
531 | Revision_531/Jmol/src/com/obrador/JpegEncoder.java | U | 1156 | 1161 | 5 | 168958 | 3 | 100
531 | Revision_531/Jmol/src/com/obrador/JpegEncoder.java | U | 1062 | 1070 | 8 | 168959 | 4 | 100
531 | Revision_531/Jmol/src/com/obrador/JpegEncoder.java | U | 1133 | 1141 | 8 | 168960 | 4 | 100
531 | Revision_531/Jmol/src/com/obrador/JpegEncoder.java | U | 1098 | 1106 | 8 | 168961 | 4 | 100
531 | Revision_531/Jmol/src/com/obrador/JpegEncoder.java | U | 1169 | 1177 | 8 | 168962 | 4 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 479 | 483 | 5 | 168963 | 5 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 532 | 536 | 5 | 168964 | 5 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 669 | 687 | 20 | 168965 | 6 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 697 | 715 | 20 | 168966 | 6 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 725 | 743 | 20 | 168967 | 6 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 752 | 770 | 20 | 168968 | 6 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 1277 | 1283 | 7 | 168969 | 7 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 1599 | 1605 | 7 | 168970 | 7 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 1293 | 1299 | 8 | 168971 | 8 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 1618 | 1624 | 8 | 168972 | 8 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 1302 | 1327 | 27 | 168973 | 9 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 1627 | 1652 | 27 | 168974 | 9 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 1305 | 1314 | 10 | 168975 | 10 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 2264 | 2273 | 10 | 168976 | 10 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 1630 | 1639 | 10 | 168977 | 10 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 1306 | 1310 | 5 | 168978 | 11 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 2277 | 2281 | 5 | 168979 | 11 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 1318 | 1322 | 5 | 168980 | 11 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 2297 | 2301 | 5 | 168981 | 11 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 1631 | 1635 | 5 | 168982 | 11 | 100
531 | Revision_531/Jmol/src/freeware/PrintfFormat.java | U | 2265 | 2269 | 5 | 168983 | 11 | 100
