iter	Logloss
314	0.2673985252
315	0.2670475303
316	0.2668244301
317	0.2664670808
318	0.266183458
319	0.2658790101
320	0.2654083066
321	0.2649096467
322	0.2646701826
323	0.2644104415
324	0.2640891349
325	0.2638751216
326	0.2635993925
327	0.2632242515
328	0.2628825452
329	0.2626094531
330	0.2622597886
331	0.2619723233
332	0.2616643476
333	0.2613706015
334	0.261103365
335	0.2606855367
336	0.2604575422
337	0.2600342261
338	0.2597092367
339	0.2593855812
340	0.2591689642
341	0.2588508674
342	0.2585197697
343	0.2582408958
344	0.2579806511
345	0.2576170139
346	0.2572963319
347	0.2570847971
348	0.2568598181
349	0.2565917323
350	0.2565068356
351	0.2562241239
352	0.2558879565
353	0.2556025421
354	0.2554226284
355	0.2552502831
356	0.2550351364
357	0.2547595286
358	0.2544448685
359	0.2541558848
360	0.2539247935
361	0.2536134138
362	0.2532946145
363	0.2530867276
364	0.2528403829
365	0.2526314057
366	0.2522171021
367	0.2517663628
368	0.2515620196
369	0.2513101235
370	0.2510993745
371	0.2509107243
372	0.2506006104
373	0.2503268111
374	0.2501574285
375	0.2497977473
376	0.2494679087
377	0.2491429048
378	0.2490913967
379	0.2488394858
380	0.2484492555
381	0.2481535483
382	0.2479864373
383	0.2477506753
384	0.2474805607
385	0.2470228259
386	0.2467760747
387	0.2463753525
388	0.2462351812
389	0.2460317968
390	0.2457842427
391	0.2453979085
392	0.2450849009
393	0.2446026216
394	0.2443349093
395	0.2439710881
396	0.2437758042
397	0.243709761
398	0.2434474697
399	0.2431523381
400	0.2430049729
401	0.2427857085
402	0.2425073931
403	0.2422425196
404	0.2419147844
405	0.2417274434
406	0.2416249487
407	0.2414271458
408	0.2408973057
409	0.2406589415
410	0.2404405225
411	0.2402657648
412	0.2399624634
413	0.2397814192
414	0.239460646
415	0.2392744715
416	0.2390826421
417	0.2387958045
418	0.238555278
419	0.2385020955
420	0.2382801599
421	0.238093486
422	0.237856527
423	0.2376634601
424	0.2374181553
425	0.2370340682
426	0.2367671403
427	0.2365708053
428	0.23634699
429	0.2360973158
430	0.2359424297
431	0.2355454413
432	0.2353582571
433	0.2350800155
434	0.2348789175
435	0.2344806739
436	0.2342676553
437	0.2340084631
438	0.2337768179
439	0.2335546705
440	0.233270964
441	0.2328691069
442	0.2325124982
443	0.232318505
444	0.2321039259
445	0.2318948045
446	0.2318249126
447	0.2316264052
448	0.2314341319
449	0.2311712451
450	0.2310074365
451	0.2306701734
452	0.2304125464
453	0.2302152515
454	0.230054906
455	0.2297633922
456	0.2295108349
457	0.2292860421
458	0.2291004298
459	0.2288388423
460	0.2285682253
461	0.228340288
462	0.2280684909
463	0.2279023467
464	0.2276726457
465	0.2274162681
466	0.2271267769
467	0.2269027503
468	0.226625005
469	0.2263899105
470	0.2262295551
471	0.2259953684
472	0.2257698303
473	0.2255804227
474	0.2252790739
475	0.2251335726
476	0.2248589958
477	0.2246607805
478	0.2243388363
479	0.2239917535
480	0.2236979903
481	0.2235314136
482	0.2233649688
483	0.2233023709
484	0.2228591258
485	0.2225192523
486	0.2223237873
487	0.2221711455
488	0.222050951
489	0.2218846691
490	0.2215706668
491	0.2212837255
492	0.2211560518
493	0.2208947588
494	0.2206695883
495	0.2202606764
496	0.2200410527
497	0.2197661222
498	0.2195742477
499	0.2192723889
