globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_394/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_394/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_394/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
22 | Revision_394/php.c | 157 | 165 | 2 | 18 | PhpParser | extern parserDefinition* PhpParser (void) | 156 | 165
283 | Revision_394/verilog.c | 324 | 333 | 2 | 571 | VerilogParser | extern parserDefinition* VerilogParser (void) | 323 | 333
9 | Revision_394/eiffel.c | 1222 | 1231 | 2 | 8 | EiffelParser | extern parserDefinition* EiffelParser (void) | 1221 | 1231
12 | Revision_394/c.c | 2765 | 2774 | 2 | 603 | VeraParser | extern parserDefinition* VeraParser (void) | 2764 | 2774
15 | Revision_394/c.c | 2753 | 2762 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2752 | 2762
315 | Revision_394/c.c | 2741 | 2750 | 2 | 10 | CsharpParser | extern parserDefinition* CsharpParser (void) | 2740 | 2750
8 | Revision_394/c.c | 2723 | 2738 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2722 | 2738
330 | Revision_394/c.c | 2711 | 2720 | 2 | 5 | CParser | extern parserDefinition* CParser (void) | 2710 | 2720
243 | Revision_394/lua.c | 123 | 131 | 2 | 531 | LuaParser | extern parserDefinition* LuaParser (void) | 122 | 131
340 | Revision_394/erlang.c | 179 | 187 | 2 | 615 | ErlangParser | extern parserDefinition *ErlangParser (void) | 178 | 187
296 | Revision_394/sql.c | 678 | 687 | 2 | 579 | SqlParser | extern parserDefinition* SqlParser (void) | 677 | 687
21 | Revision_394/fortran.c | 2177 | 2192 | 2 | 9 | FortranParser | extern parserDefinition* FortranParser (void) | 2176 | 2192
4 | Revision_394/asp.c | 181 | 189 | 2 | 2 | AspParser | extern parserDefinition* AspParser (void) | 180 | 189
10 | Revision_394/awk.c | 71 | 79 | 2 | 3 | AwkParser | extern parserDefinition* AwkParser () | 70 | 79
14 | Revision_394/pascal.c | 255 | 263 | 2 | 16 | PascalParser | extern parserDefinition* PascalParser (void) | 254 | 263
20 | Revision_394/vim.c | 168 | 176 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 167 | 176
17 | Revision_394/sh.c | 102 | 112 | 2 | 23 | ShParser | extern parserDefinition* ShParser (void) | 101 | 112
16 | Revision_394/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
321 | Revision_394/sml.c | 201 | 209 | 2 | 607 | SmlParser | extern parserDefinition *SmlParser (void) | 200 | 209
19 | Revision_394/ruby.c | 167 | 175 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 166 | 175
320 | Revision_394/cobol.c | 40 | 48 | 2 | 6 | CobolParser | extern parserDefinition* CobolParser () | 39 | 48
18 | Revision_394/tcl.c | 106 | 114 | 2 | 25 | TclParser | extern parserDefinition* TclParser (void) | 105 | 114
7 | Revision_394/perl.c | 159 | 167 | 2 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 158 | 167
5 | Revision_394/beta.c | 313 | 321 | 2 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 312 | 321
