globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_208/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_208/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_208/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
9 | Revision_208/eiffel.c | 1222 | 1231 | 2 | 8 | EiffelParser | extern parserDefinition* EiffelParser (void) | 1221 | 1231
21 | Revision_208/fortran.c | 1674 | 1689 | 2 | 9 | FortranParser | extern parserDefinition* FortranParser (void) | 1673 | 1689
20 | Revision_208/vim.c | 137 | 145 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 136 | 145
243 | Revision_208/lua.c | 123 | 131 | 2 | 531 | LuaParser | extern parserDefinition* LuaParser (void) | 122 | 131
16 | Revision_208/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
12 | Revision_208/c.c | 2303 | 2312 | 2 | 5 | CParser | extern parserDefinition* CParser (void) | 2302 | 2312
19 | Revision_208/ruby.c | 167 | 175 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 166 | 175
8 | Revision_208/c.c | 2315 | 2330 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2314 | 2330
22 | Revision_208/php.c | 98 | 106 | 2 | 18 | PhpParser | extern parserDefinition* PhpParser (void) | 97 | 106
283 | Revision_208/verilog.c | 160 | 168 | 2 | 571 | VerilogParser | extern parserDefinition* VerilogParser (void) | 159 | 168
13 | Revision_208/python.c | 212 | 220 | 2 | 19 | PythonParser | extern parserDefinition *PythonParser (void) | 211 | 220
15 | Revision_208/c.c | 2333 | 2342 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2332 | 2342
7 | Revision_208/perl.c | 109 | 117 | 2 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 108 | 117
