globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_146/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_146/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_146/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
21 | Revision_146/fortran.c | 1667 | 1682 | 2 | 9 | FortranParser | extern parserDefinition* FortranParser (void) | 1666 | 1682
10 | Revision_146/awk.c | 71 | 79 | 2 | 3 | AwkParser | extern parserDefinition* AwkParser () | 70 | 79
18 | Revision_146/tcl.c | 73 | 81 | 2 | 25 | TclParser | extern parserDefinition* TclParser (void) | 72 | 81
5 | Revision_146/beta.c | 312 | 320 | 2 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 311 | 320
12 | Revision_146/c.c | 2327 | 2336 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2326 | 2336
14 | Revision_146/pascal.c | 246 | 254 | 2 | 16 | PascalParser | extern parserDefinition* PascalParser (void) | 245 | 254
243 | Revision_146/lua.c | 123 | 131 | 2 | 531 | LuaParser | extern parserDefinition* LuaParser (void) | 122 | 131
7 | Revision_146/perl.c | 109 | 117 | 2 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 108 | 117
19 | Revision_146/ruby.c | 131 | 139 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 130 | 139
9 | Revision_146/eiffel.c | 1222 | 1231 | 2 | 8 | EiffelParser | extern parserDefinition* EiffelParser (void) | 1221 | 1231
17 | Revision_146/sh.c | 98 | 108 | 2 | 23 | ShParser | extern parserDefinition* ShParser (void) | 97 | 108
13 | Revision_146/python.c | 108 | 116 | 2 | 19 | PythonParser | extern parserDefinition* PythonParser (void) | 107 | 116
20 | Revision_146/vim.c | 131 | 139 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 130 | 139
8 | Revision_146/c.c | 2309 | 2324 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2308 | 2324
4 | Revision_146/asp.c | 161 | 169 | 2 | 2 | AspParser | extern parserDefinition* AspParser (void) | 160 | 169
15 | Revision_146/c.c | 2297 | 2306 | 2 | 5 | CParser | extern parserDefinition* CParser (void) | 2296 | 2306
11 | Revision_146/cobol.c | 72 | 80 | 2 | 6 | CobolParser | extern parserDefinition* CobolParser () | 71 | 80
16 | Revision_146/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
22 | Revision_146/php.c | 98 | 106 | 2 | 18 | PhpParser | extern parserDefinition* PhpParser (void) | 97 | 106
270 | Revision_146/asm.c | 131 | 140 | 2 | 1 | AsmParser | extern parserDefinition* AsmParser (void) | 130 | 140
25 | Revision_146/make.c | 91 | 101 | 2 | 15 | MakefileParser | extern parserDefinition* MakefileParser (void) | 90 | 101
26 | Revision_146/rexx.c | 30 | 37 | 2 | 20 | RexxParser | extern parserDefinition* RexxParser (void) | 29 | 37
24 | Revision_146/slang.c | 34 | 41 | 2 | 24 | SlangParser | extern parserDefinition* SlangParser (void) | 33 | 41
23 | Revision_146/yacc.c | 31 | 38 | 2 | 27 | YaccParser | extern parserDefinition* YaccParser () | 30 | 38
27 | Revision_146/keyword.c | 107 | 116 | 2 | NULL | NULL | NULL | NULL | NULL
28 | Revision_146/c.c | 1795 | 1800 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1655 | 1973
29 | Revision_146/options.c | 613 | 619 | 2 | 69 | cArgForth | extern void cArgForth (cookedArgs* const current) | 600 | 621
30 | Revision_146/options.c | 520 | 525 | 2 | 78 | cArgRead | static void cArgRead (cookedArgs *const current) | 496 | 527
31 | Revision_146/c.c | 1820 | 1828 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1655 | 1973
32 | Revision_146/options.c | 1156 | 1166 | 2 | NULL | NULL | NULL | NULL | NULL
33 | Revision_146/asp.c | 69 | 88 | 3 | 158 | findAspTags | static void findAspTags (void) | 40 | 158
34 | Revision_146/asp.c | 92 | 111 | 3 | 158 | findAspTags | static void findAspTags (void) | 40 | 158
35 | Revision_146/asp.c | 115 | 131 | 4 | 158 | findAspTags | static void findAspTags (void) | 40 | 158
40 | Revision_146/php.c | 78 | 91 | 4 | 174 | findPhpTags | static void findPhpTags (void) | 41 | 95
41 | Revision_146/ruby.c | 94 | 118 | 4 | 177 | findRubyTags | static void findRubyTags (void) | 42 | 128
42 | Revision_146/ruby.c | 77 | 92 | 4 | 177 | findRubyTags | static void findRubyTags (void) | 42 | 128
37 | Revision_146/python.c | 80 | 95 | 4 | 175 | findPythonTags | static void findPythonTags (void) | 40 | 105
38 | Revision_146/python.c | 63 | 78 | 4 | 175 | findPythonTags | static void findPythonTags (void) | 40 | 105
39 | Revision_146/tcl.c | 55 | 67 | 4 | 182 | findTclTags | static void findTclTags (void) | 38 | 70
36 | Revision_146/asp.c | 135 | 150 | 4 | 158 | findAspTags | static void findAspTags (void) | 40 | 158
43 | Revision_146/args.c | 85 | 92 | 5 | 305 | nextString | static char* nextString (const Arguments* const current, const char** const next) | 84 | 92
44 | Revision_146/args.c | 159 | 166 | 5 | 304 | nextFileString | static char* nextFileString (const Arguments* const current, FILE* const fp) | 158 | 166
45 | Revision_146/args.c | 181 | 189 | 6 | 55 | argNewFromArgv | extern Arguments* argNewFromArgv (char* const* const argv) | 180 | 189
46 | Revision_146/args.c | 192 | 199 | 6 | 56 | argNewFromFile | extern Arguments* argNewFromFile (FILE* const fp) | 191 | 199
47 | Revision_146/args.c | 202 | 210 | 6 | 57 | argNewFromLineFile | extern Arguments* argNewFromLineFile (FILE* const fp) | 201 | 210
48 | Revision_146/args.c | 265 | 271 | 7 | 52 | argDelete | extern void argDelete (Arguments* const current) | 264 | 271
49 | Revision_146/options.c | 566 | 571 | 7 | 68 | cArgDelete | extern void cArgDelete (cookedArgs* const current) | 565 | 571
50 | Revision_146/fortran.c | 781 | 786 | 7 | 82 | checkForLabel | static void checkForLabel (void) | 760 | 788
51 | Revision_146/c.c | 403 | 409 | 8 | 123 | deleteToken | static void deleteToken (tokenInfo *const token) | 402 | 409
52 | Revision_146/vstring.c | 67 | 74 | 8 | 507 | vStringDelete | extern void vStringDelete (vString *const string) | 66 | 74
53 | Revision_146/c.c | 412 | 419 | 9 | 31 | accessString | static const char *accessString (const accessType access) | 411 | 419
54 | Revision_146/c.c | 422 | 429 | 9 | 217 | implementationString | static const char *implementationString (const impType imp) | 421 | 429
55 | Revision_146/c.c | 531 | 547 | 10 | 245 | isContextualKeyword | static boolean isContextualKeyword (const tokenInfo *const token) | 530 | 547
57 | Revision_146/c.c | 925 | 942 | 10 | 268 | isValidTypeSpecifier | static boolean isValidTypeSpecifier (const declType declaration) | 924 | 942
56 | Revision_146/c.c | 992 | 1005 | 10 | NULL | NULL | NULL | NULL | NULL
58 | Revision_146/fortran.c | 931 | 949 | 10 | 266 | isTypeSpec | static boolean isTypeSpec (tokenInfo *const token) | 930 | 949
60 | Revision_146/c.c | 550 | 566 | 10 | 246 | isContextualStatement | static boolean isContextualStatement (const statementInfo *const st) | 549 | 566
59 | Revision_146/fortran.c | 1393 | 1409 | 10 | 335 | parseImplicitPartStmt | static boolean parseImplicitPartStmt (tokenInfo *const token) | 1392 | 1409
65 | Revision_146/fortran.c | 1396 | 1407 | 10 | 335 | parseImplicitPartStmt | static boolean parseImplicitPartStmt (tokenInfo *const token) | 1392 | 1409
61 | Revision_146/c.c | 2115 | 2134 | 10 | 295 | nest | static void nest (statementInfo *const st, const unsigned int nestLevel) | 2114 | 2134
63 | Revision_146/c.c | 553 | 564 | 10 | 246 | isContextualStatement | static boolean isContextualStatement (const statementInfo *const st) | 549 | 566
62 | Revision_146/fortran.c | 934 | 947 | 10 | 266 | isTypeSpec | static boolean isTypeSpec (tokenInfo *const token) | 930 | 949
64 | Revision_146/c.c | 928 | 940 | 10 | 268 | isValidTypeSpecifier | static boolean isValidTypeSpecifier (const declType declaration) | 924 | 942
66 | Revision_146/fortran.c | 1464 | 1478 | 10 | 340 | parseInternalSubprogramPart | static void parseInternalSubprogramPart (tokenInfo *const token) | 1458 | 1479
248 | Revision_146/eiffel.c | 905 | 947 | 10 | 165 | findFeatureEnd | static void findFeatureEnd (tokenInfo *const token) | 882 | 951
69 | Revision_146/c.c | 2117 | 2131 | 10 | 295 | nest | static void nest (statementInfo *const st, const unsigned int nestLevel) | 2114 | 2134
71 | Revision_146/c.c | 534 | 545 | 10 | 245 | isContextualKeyword | static boolean isContextualKeyword (const tokenInfo *const token) | 530 | 547
72 | Revision_146/c.c | 583 | 603 | 11 | 221 | initMemberInfo | static void initMemberInfo (statementInfo *const st) | 578 | 606
73 | Revision_146/c.c | 678 | 686 | 11 | 269 | javaTagKind | static javaKind javaTagKind (const tagType type) | 674 | 688
74 | Revision_146/c.c | 613 | 619 | 12 | 419 | reinitStatement | static void reinitStatement (statementInfo *const st, const boolean partial) | 608 | 639
75 | Revision_146/options.c | 463 | 470 | 12 | 355 | parseShortOption | static void parseShortOption (cookedArgs *const args) | 455 | 476
76 | Revision_146/c.c | 642 | 646 | 13 | 224 | initStatement | static void initStatement (statementInfo *const st, statementInfo *const parent) | 641 | 646
80 | Revision_146/c.c | 1723 | 1727 | 13 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1655 | 1973
249 | Revision_146/eiffel.c | 673 | 677 | 13 | 415 | readToken | static void readToken (tokenInfo *const token) | 614 | 745
79 | Revision_146/fortran.c | 1161 | 1165 | 13 | 485 | tagSlashName | static void tagSlashName (tokenInfo *const token, const tagType type) | 1157 | 1166
