globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_795/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_795/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_795/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
8 | Revision_795/c.c | 2882 | 2897 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2881 | 2897
12 | Revision_795/c.c | 2900 | 2909 | 2 | 10 | CsharpParser | extern parserDefinition* CsharpParser (void) | 2899 | 2909
15 | Revision_795/c.c | 2870 | 2879 | 2 | 5 | CParser | extern parserDefinition* CParser (void) | 2869 | 2879
783 | Revision_795/objc.c | 1141 | 1151 | 2 | 1029 | ObjcParser | extern parserDefinition *ObjcParser (void) | 1140 | 1151
283 | Revision_795/verilog.c | 330 | 339 | 2 | 571 | VerilogParser | extern parserDefinition* VerilogParser (void) | 329 | 339
745 | Revision_795/ocaml.c | 1888 | 1898 | 2 | 970 | OcamlParser | extern parserDefinition *OcamlParser (void) | 1887 | 1898
539 | Revision_795/vhdl.c | 824 | 833 | 2 | 798 | VhdlParser | extern parserDefinition *VhdlParser (void) | 823 | 833
21 | Revision_795/fortran.c | 2180 | 2195 | 2 | 9 | FortranParser | extern parserDefinition* FortranParser (void) | 2179 | 2195
315 | Revision_795/c.c | 2912 | 2921 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2911 | 2921
296 | Revision_795/sql.c | 2360 | 2369 | 2 | 579 | SqlParser | extern parserDefinition* SqlParser (void) | 2359 | 2369
408 | Revision_795/basic.c | 193 | 201 | 2 | 684 | BasicParser | parserDefinition *BasicParser (void) | 192 | 201
330 | Revision_795/c.c | 2924 | 2933 | 2 | 603 | VeraParser | extern parserDefinition* VeraParser (void) | 2923 | 2933
13 | Revision_795/python.c | 856 | 864 | 2 | 19 | PythonParser | extern parserDefinition *PythonParser (void) | 855 | 864
340 | Revision_795/erlang.c | 179 | 187 | 2 | 615 | ErlangParser | extern parserDefinition *ErlangParser (void) | 178 | 187
5 | Revision_795/beta.c | 311 | 319 | 2 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 310 | 319
19 | Revision_795/ruby.c | 398 | 406 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 397 | 406
321 | Revision_795/sml.c | 202 | 210 | 2 | 607 | SmlParser | extern parserDefinition *SmlParser (void) | 201 | 210
17 | Revision_795/sh.c | 103 | 113 | 2 | 23 | ShParser | extern parserDefinition* ShParser (void) | 102 | 113
20 | Revision_795/vim.c | 731 | 739 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 730 | 739
16 | Revision_795/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
18 | Revision_795/tcl.c | 106 | 114 | 2 | 25 | TclParser | extern parserDefinition* TclParser (void) | 105 | 114
