globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_295/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_295/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_295/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
4 | Revision_295/asp.c | 181 | 189 | 2 | 2 | AspParser | extern parserDefinition* AspParser (void) | 180 | 189
12 | Revision_295/c.c | 2638 | 2647 | 2 | 603 | VeraParser | extern parserDefinition* VeraParser (void) | 2637 | 2647
15 | Revision_295/c.c | 2626 | 2635 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2625 | 2635
315 | Revision_295/c.c | 2614 | 2623 | 2 | 10 | CsharpParser | extern parserDefinition* CsharpParser (void) | 2613 | 2623
8 | Revision_295/c.c | 2596 | 2611 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2595 | 2611
330 | Revision_295/c.c | 2584 | 2593 | 2 | 5 | CParser | extern parserDefinition* CParser (void) | 2583 | 2593
9 | Revision_295/eiffel.c | 1222 | 1231 | 2 | 8 | EiffelParser | extern parserDefinition* EiffelParser (void) | 1221 | 1231
21 | Revision_295/fortran.c | 1848 | 1863 | 2 | 9 | FortranParser | extern parserDefinition* FortranParser (void) | 1847 | 1863
296 | Revision_295/sql.c | 608 | 617 | 2 | 579 | SqlParser | extern parserDefinition* SqlParser (void) | 607 | 617
7 | Revision_295/perl.c | 109 | 117 | 2 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 108 | 117
20 | Revision_295/vim.c | 168 | 176 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 167 | 176
19 | Revision_295/ruby.c | 167 | 175 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 166 | 175
283 | Revision_295/verilog.c | 160 | 168 | 2 | 571 | VerilogParser | extern parserDefinition* VerilogParser (void) | 159 | 168
243 | Revision_295/lua.c | 123 | 131 | 2 | 531 | LuaParser | extern parserDefinition* LuaParser (void) | 122 | 131
13 | Revision_295/python.c | 212 | 220 | 2 | 19 | PythonParser | extern parserDefinition *PythonParser (void) | 211 | 220
10 | Revision_295/awk.c | 71 | 79 | 2 | 3 | AwkParser | extern parserDefinition* AwkParser () | 70 | 79
320 | Revision_295/cobol.c | 40 | 48 | 2 | 6 | CobolParser | extern parserDefinition* CobolParser () | 39 | 48
18 | Revision_295/tcl.c | 106 | 114 | 2 | 25 | TclParser | extern parserDefinition* TclParser (void) | 105 | 114
14 | Revision_295/pascal.c | 255 | 263 | 2 | 16 | PascalParser | extern parserDefinition* PascalParser (void) | 254 | 263
321 | Revision_295/sml.c | 192 | 200 | 2 | 607 | SmlParser | extern parserDefinition *SmlParser (void) | 191 | 200
22 | Revision_295/php.c | 95 | 103 | 2 | 18 | PhpParser | extern parserDefinition* PhpParser (void) | 94 | 103
16 | Revision_295/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
17 | Revision_295/sh.c | 98 | 108 | 2 | 23 | ShParser | extern parserDefinition* ShParser (void) | 97 | 108
5 | Revision_295/beta.c | 313 | 321 | 2 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 312 | 321
340 | Revision_295/erlang.c | 179 | 187 | 2 | 615 | ErlangParser | extern parserDefinition *ErlangParser (void) | 178 | 187
365 | Revision_295/html.c | 40 | 47 | 2 | 629 | HtmlParser | extern parserDefinition* HtmlParser (void) | 39 | 47
25 | Revision_295/make.c | 91 | 101 | 2 | 15 | MakefileParser | extern parserDefinition* MakefileParser (void) | 90 | 101
274 | Revision_295/asm.c | 368 | 387 | 2 | 1 | AsmParser | extern parserDefinition* AsmParser (void) | 367 | 387
24 | Revision_295/slang.c | 34 | 41 | 2 | 24 | SlangParser | extern parserDefinition* SlangParser (void) | 33 | 41
364 | Revision_295/jscript.c | 31 | 38 | 2 | 630 | JavaScriptParser | extern parserDefinition* JavaScriptParser (void) | 30 | 38
23 | Revision_295/yacc.c | 31 | 38 | 2 | 27 | YaccParser | extern parserDefinition* YaccParser () | 30 | 38
26 | Revision_295/rexx.c | 30 | 37 | 2 | 20 | RexxParser | extern parserDefinition* RexxParser (void) | 29 | 37
27 | Revision_295/keyword.c | 107 | 116 | 2 | NULL | NULL | NULL | NULL | NULL
158 | Revision_295/fortran.c | 344 | 356 | 2 | 300 | newToken | static tokenInfo *newToken (void) | 343 | 356
29 | Revision_295/options.c | 620 | 626 | 2 | 69 | cArgForth | extern void cArgForth (cookedArgs* const current) | 607 | 628
28 | Revision_295/c.c | 2050 | 2055 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1902 | 2240
309 | Revision_295/sql.c | 201 | 209 | 2 | 589 | newToken | static tokenInfo *newToken (void) | 200 | 209
30 | Revision_295/options.c | 527 | 532 | 2 | 78 | cArgRead | static void cArgRead (cookedArgs *const current) | 501 | 534
157 | Revision_295/eiffel.c | 1176 | 1188 | 2 | 299 | newToken | static tokenInfo *newToken (void) | 1175 | 1188
31 | Revision_295/c.c | 2079 | 2087 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1902 | 2240
32 | Revision_295/options.c | 800 | 810 | 2 | NULL | NULL | NULL | NULL | NULL
33 | Revision_295/asp.c | 70 | 89 | 3 | 158 | findAspTags | static void findAspTags (void) | 41 | 178
34 | Revision_295/asp.c | 93 | 112 | 3 | 158 | findAspTags | static void findAspTags (void) | 41 | 178
35 | Revision_295/asp.c | 116 | 132 | 4 | 158 | findAspTags | static void findAspTags (void) | 41 | 178
159 | Revision_295/vim.c | 121 | 135 | 4 | 183 | findVimTags | static void findVimTags (void) | 70 | 165
40 | Revision_295/php.c | 75 | 88 | 4 | 174 | findPhpTags | static void findPhpTags (void) | 41 | 92
173 | Revision_295/php.c | 55 | 72 | 4 | 174 | findPhpTags | static void findPhpTags (void) | 41 | 92
36 | Revision_295/asp.c | 155 | 170 | 4 | 158 | findAspTags | static void findAspTags (void) | 41 | 178
36 | Revision_295/asp.c | 136 | 151 | 4 | 158 | findAspTags | static void findAspTags (void) | 41 | 178
42 | Revision_295/ruby.c | 79 | 94 | 4 | 177 | findRubyTags | static void findRubyTags (void) | 44 | 164
42 | Revision_295/ruby.c | 96 | 111 | 4 | 177 | findRubyTags | static void findRubyTags (void) | 44 | 164
334 | Revision_295/vim.c | 95 | 110 | 4 | 183 | findVimTags | static void findVimTags (void) | 70 | 165
160 | Revision_295/vim.c | 143 | 162 | 4 | 183 | findVimTags | static void findVimTags (void) | 70 | 165
