globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_430/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_430/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_430/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
10 | Revision_430/awk.c | 71 | 79 | 2 | 3 | AwkParser | extern parserDefinition* AwkParser () | 70 | 79
12 | Revision_430/c.c | 2713 | 2722 | 2 | 5 | CParser | extern parserDefinition* CParser (void) | 2712 | 2722
8 | Revision_430/c.c | 2725 | 2740 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2724 | 2740
15 | Revision_430/c.c | 2743 | 2752 | 2 | 10 | CsharpParser | extern parserDefinition* CsharpParser (void) | 2742 | 2752
315 | Revision_430/c.c | 2755 | 2764 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2754 | 2764
330 | Revision_430/c.c | 2767 | 2776 | 2 | 603 | VeraParser | extern parserDefinition* VeraParser (void) | 2766 | 2776
9 | Revision_430/eiffel.c | 1220 | 1229 | 2 | 8 | EiffelParser | extern parserDefinition* EiffelParser (void) | 1219 | 1229
283 | Revision_430/verilog.c | 324 | 333 | 2 | 571 | VerilogParser | extern parserDefinition* VerilogParser (void) | 323 | 333
21 | Revision_430/fortran.c | 2204 | 2219 | 2 | 9 | FortranParser | extern parserDefinition* FortranParser (void) | 2203 | 2219
16 | Revision_430/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
7 | Revision_430/perl.c | 203 | 211 | 2 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 202 | 211
296 | Revision_430/sql.c | 676 | 685 | 2 | 579 | SqlParser | extern parserDefinition* SqlParser (void) | 675 | 685
243 | Revision_430/lua.c | 123 | 131 | 2 | 531 | LuaParser | extern parserDefinition* LuaParser (void) | 122 | 131
14 | Revision_430/pascal.c | 255 | 263 | 2 | 16 | PascalParser | extern parserDefinition* PascalParser (void) | 254 | 263
320 | Revision_430/cobol.c | 40 | 48 | 2 | 6 | CobolParser | extern parserDefinition* CobolParser () | 39 | 48
19 | Revision_430/ruby.c | 388 | 396 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 387 | 396
17 | Revision_430/sh.c | 102 | 112 | 2 | 23 | ShParser | extern parserDefinition* ShParser (void) | 101 | 112
22 | Revision_430/php.c | 161 | 169 | 2 | 18 | PhpParser | extern parserDefinition* PhpParser (void) | 160 | 169
13 | Revision_430/python.c | 213 | 221 | 2 | 19 | PythonParser | extern parserDefinition *PythonParser (void) | 212 | 221
18 | Revision_430/tcl.c | 106 | 114 | 2 | 25 | TclParser | extern parserDefinition* TclParser (void) | 105 | 114
20 | Revision_430/vim.c | 168 | 176 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 167 | 176
321 | Revision_430/sml.c | 201 | 209 | 2 | 607 | SmlParser | extern parserDefinition *SmlParser (void) | 200 | 209
4 | Revision_430/asp.c | 201 | 209 | 2 | 2 | AspParser | extern parserDefinition* AspParser (void) | 200 | 209
5 | Revision_430/beta.c | 313 | 321 | 2 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 312 | 321
340 | Revision_430/erlang.c | 179 | 187 | 2 | 615 | ErlangParser | extern parserDefinition *ErlangParser (void) | 178 | 187
26 | Revision_430/rexx.c | 30 | 37 | 2 | 20 | RexxParser | extern parserDefinition* RexxParser (void) | 29 | 37
274 | Revision_430/asm.c | 367 | 386 | 2 | 1 | AsmParser | extern parserDefinition* AsmParser (void) | 366 | 386
25 | Revision_430/make.c | 91 | 101 | 2 | 15 | MakefileParser | extern parserDefinition* MakefileParser (void) | 90 | 101
364 | Revision_430/jscript.c | 31 | 38 | 2 | 630 | JavaScriptParser | extern parserDefinition* JavaScriptParser (void) | 30 | 38
23 | Revision_430/yacc.c | 31 | 38 | 2 | 27 | YaccParser | extern parserDefinition* YaccParser () | 30 | 38
24 | Revision_430/slang.c | 34 | 41 | 2 | 24 | SlangParser | extern parserDefinition* SlangParser (void) | 33 | 41
365 | Revision_430/html.c | 40 | 47 | 2 | 629 | HtmlParser | extern parserDefinition* HtmlParser (void) | 39 | 47
27 | Revision_430/keyword.c | 107 | 116 | 2 | NULL | NULL | NULL | NULL | NULL
28 | Revision_430/c.c | 2114 | 2119 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1968 | 2343
