globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_318/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_318/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_318/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
320 | Revision_318/cobol.c | 40 | 48 | 2 | 6 | CobolParser | extern parserDefinition* CobolParser () | 39 | 48
17 | Revision_318/sh.c | 98 | 108 | 2 | 23 | ShParser | extern parserDefinition* ShParser (void) | 97 | 108
5 | Revision_318/beta.c | 313 | 321 | 2 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 312 | 321
340 | Revision_318/erlang.c | 179 | 187 | 2 | 615 | ErlangParser | extern parserDefinition *ErlangParser (void) | 178 | 187
16 | Revision_318/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
20 | Revision_318/vim.c | 168 | 176 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 167 | 176
18 | Revision_318/tcl.c | 106 | 114 | 2 | 25 | TclParser | extern parserDefinition* TclParser (void) | 105 | 114
321 | Revision_318/sml.c | 192 | 200 | 2 | 607 | SmlParser | extern parserDefinition *SmlParser (void) | 191 | 200
21 | Revision_318/fortran.c | 2152 | 2167 | 2 | 9 | FortranParser | extern parserDefinition* FortranParser (void) | 2151 | 2167
22 | Revision_318/php.c | 95 | 103 | 2 | 18 | PhpParser | extern parserDefinition* PhpParser (void) | 94 | 103
13 | Revision_318/python.c | 213 | 221 | 2 | 19 | PythonParser | extern parserDefinition *PythonParser (void) | 212 | 221
296 | Revision_318/sql.c | 608 | 617 | 2 | 579 | SqlParser | extern parserDefinition* SqlParser (void) | 607 | 617
9 | Revision_318/eiffel.c | 1222 | 1231 | 2 | 8 | EiffelParser | extern parserDefinition* EiffelParser (void) | 1221 | 1231
12 | Revision_318/c.c | 2586 | 2595 | 2 | 5 | CParser | extern parserDefinition* CParser (void) | 2585 | 2595
8 | Revision_318/c.c | 2598 | 2613 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2597 | 2613
15 | Revision_318/c.c | 2616 | 2625 | 2 | 10 | CsharpParser | extern parserDefinition* CsharpParser (void) | 2615 | 2625
315 | Revision_318/c.c | 2628 | 2637 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2627 | 2637
330 | Revision_318/c.c | 2640 | 2649 | 2 | 603 | VeraParser | extern parserDefinition* VeraParser (void) | 2639 | 2649
7 | Revision_318/perl.c | 109 | 117 | 2 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 108 | 117
243 | Revision_318/lua.c | 123 | 131 | 2 | 531 | LuaParser | extern parserDefinition* LuaParser (void) | 122 | 131
19 | Revision_318/ruby.c | 167 | 175 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 166 | 175
10 | Revision_318/awk.c | 71 | 79 | 2 | 3 | AwkParser | extern parserDefinition* AwkParser () | 70 | 79
14 | Revision_318/pascal.c | 255 | 263 | 2 | 16 | PascalParser | extern parserDefinition* PascalParser (void) | 254 | 263
283 | Revision_318/verilog.c | 160 | 168 | 2 | 571 | VerilogParser | extern parserDefinition* VerilogParser (void) | 159 | 168
4 | Revision_318/asp.c | 181 | 189 | 2 | 2 | AspParser | extern parserDefinition* AspParser (void) | 180 | 189
364 | Revision_318/jscript.c | 31 | 38 | 2 | 630 | JavaScriptParser | extern parserDefinition* JavaScriptParser (void) | 30 | 38
365 | Revision_318/html.c | 40 | 47 | 2 | 629 | HtmlParser | extern parserDefinition* HtmlParser (void) | 39 | 47
24 | Revision_318/slang.c | 34 | 41 | 2 | 24 | SlangParser | extern parserDefinition* SlangParser (void) | 33 | 41
23 | Revision_318/yacc.c | 31 | 38 | 2 | 27 | YaccParser | extern parserDefinition* YaccParser () | 30 | 38
26 | Revision_318/rexx.c | 30 | 37 | 2 | 20 | RexxParser | extern parserDefinition* RexxParser (void) | 29 | 37
27 | Revision_318/keyword.c | 107 | 116 | 2 | NULL | NULL | NULL | NULL | NULL
25 | Revision_318/make.c | 91 | 101 | 2 | 15 | MakefileParser | extern parserDefinition* MakefileParser (void) | 90 | 101
274 | Revision_318/asm.c | 368 | 387 | 2 | 1 | AsmParser | extern parserDefinition* AsmParser (void) | 367 | 387
158 | Revision_318/fortran.c | 416 | 428 | 2 | 300 | newToken | static tokenInfo *newToken (void) | 415 | 428
29 | Revision_318/options.c | 620 | 626 | 2 | 69 | cArgForth | extern void cArgForth (cookedArgs* const current) | 607 | 628
28 | Revision_318/c.c | 2052 | 2057 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1904 | 2242
309 | Revision_318/sql.c | 201 | 209 | 2 | 589 | newToken | static tokenInfo *newToken (void) | 200 | 209
30 | Revision_318/options.c | 527 | 532 | 2 | 78 | cArgRead | static void cArgRead (cookedArgs *const current) | 501 | 534
157 | Revision_318/eiffel.c | 1176 | 1188 | 2 | 299 | newToken | static tokenInfo *newToken (void) | 1175 | 1188
31 | Revision_318/c.c | 2081 | 2089 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1904 | 2242
33 | Revision_318/asp.c | 70 | 89 | 3 | 158 | findAspTags | static void findAspTags (void) | 41 | 178
34 | Revision_318/asp.c | 93 | 112 | 3 | 158 | findAspTags | static void findAspTags (void) | 41 | 178
35 | Revision_318/asp.c | 116 | 132 | 4 | 158 | findAspTags | static void findAspTags (void) | 41 | 178
36 | Revision_318/asp.c | 136 | 151 | 4 | 158 | findAspTags | static void findAspTags (void) | 41 | 178
40 | Revision_318/php.c | 75 | 88 | 4 | 174 | findPhpTags | static void findPhpTags (void) | 41 | 92
36 | Revision_318/asp.c | 155 | 170 | 4 | 158 | findAspTags | static void findAspTags (void) | 41 | 178
159 | Revision_318/vim.c | 121 | 135 | 4 | 183 | findVimTags | static void findVimTags (void) | 70 | 165
42 | Revision_318/ruby.c | 96 | 111 | 4 | 177 | findRubyTags | static void findRubyTags (void) | 44 | 164
173 | Revision_318/php.c | 55 | 72 | 4 | 174 | findPhpTags | static void findPhpTags (void) | 41 | 92
42 | Revision_318/ruby.c | 79 | 94 | 4 | 177 | findRubyTags | static void findRubyTags (void) | 44 | 164
334 | Revision_318/vim.c | 95 | 110 | 4 | 183 | findVimTags | static void findVimTags (void) | 70 | 165
160 | Revision_318/vim.c | 143 | 162 | 4 | 183 | findVimTags | static void findVimTags (void) | 70 | 165
160 | Revision_318/vim.c | 114 | 136 | 4 | 183 | findVimTags | static void findVimTags (void) | 70 | 165
43 | Revision_318/args.c | 85 | 92 | 5 | 305 | nextString | static char* nextString (const Arguments* const current, const char** const next) | 84 | 92
44 | Revision_318/args.c | 159 | 166 | 5 | 304 | nextFileString | static char* nextFileString (const Arguments* const current, FILE* const fp) | 158 | 166
322 | Revision_318/args.c | 144 | 148 | 6 | 303 | nextFileLine | static char* nextFileLine (FILE* const fp) | 123 | 156
323 | Revision_318/sml.c | 174 | 178 | 6 | 609 | findSmlTags | static void findSmlTags (void) | 150 | 189
212 | Revision_318/readtags.c | 702 | 706 | 6 | 171 | findNext | static tagResult findNext (tagFile *const file, tagEntry *const entry) | 691 | 708
45 | Revision_318/args.c | 181 | 189 | 7 | 55 | argNewFromArgv | extern Arguments* argNewFromArgv (char* const* const argv) | 180 | 189
46 | Revision_318/args.c | 202 | 210 | 7 | 57 | argNewFromLineFile | extern Arguments* argNewFromLineFile (FILE* const fp) | 201 | 210
47 | Revision_318/args.c | 192 | 199 | 7 | 56 | argNewFromFile | extern Arguments* argNewFromFile (FILE* const fp) | 191 | 199
48 | Revision_318/args.c | 265 | 271 | 8 | 52 | argDelete | extern void argDelete (Arguments* const current) | 264 | 271
49 | Revision_318/options.c | 573 | 578 | 8 | 68 | cArgDelete | extern void cArgDelete (cookedArgs* const current) | 572 | 578
50 | Revision_318/fortran.c | 886 | 891 | 8 | 82 | checkForLabel | static void checkForLabel (void) | 865 | 893
51 | Revision_318/c.c | 509 | 515 | 9 | 123 | deleteToken | static void deleteToken (tokenInfo *const token) | 508 | 515
52 | Revision_318/vstring.c | 67 | 74 | 9 | 507 | vStringDelete | extern void vStringDelete (vString *const string) | 66 | 74
53 | Revision_318/c.c | 518 | 525 | 10 | 31 | accessString | static const char *accessString (const accessType access) | 517 | 525
54 | Revision_318/c.c | 528 | 535 | 10 | 217 | implementationString | static const char *implementationString (const impType imp) | 527 | 535
55 | Revision_318/c.c | 637 | 653 | 11 | 245 | isContextualKeyword | static boolean isContextualKeyword (const tokenInfo *const token) | 636 | 653
60 | Revision_318/c.c | 1096 | 1114 | 11 | 268 | isValidTypeSpecifier | static boolean isValidTypeSpecifier (const declType declaration) | 1095 | 1114
58 | Revision_318/fortran.c | 1073 | 1093 | 11 | 266 | isTypeSpec | static boolean isTypeSpec (tokenInfo *const token) | 1072 | 1093
56 | Revision_318/c.c | 1173 | 1187 | 11 | NULL | NULL | NULL | NULL | NULL
