globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_586/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_586/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_586/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
321 | Revision_586/sml.c | 202 | 210 | 2 | 607 | SmlParser | extern parserDefinition *SmlParser (void) | 201 | 210
8 | Revision_586/c.c | 2853 | 2868 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2852 | 2868
340 | Revision_586/erlang.c | 179 | 187 | 2 | 615 | ErlangParser | extern parserDefinition *ErlangParser (void) | 178 | 187
19 | Revision_586/ruby.c | 398 | 406 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 397 | 406
12 | Revision_586/c.c | 2871 | 2880 | 2 | 10 | CsharpParser | extern parserDefinition* CsharpParser (void) | 2870 | 2880
15 | Revision_586/c.c | 2883 | 2892 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2882 | 2892
14 | Revision_586/pascal.c | 257 | 265 | 2 | 16 | PascalParser | extern parserDefinition* PascalParser (void) | 256 | 265
5 | Revision_586/beta.c | 311 | 319 | 2 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 310 | 319
10 | Revision_586/awk.c | 71 | 79 | 2 | 3 | AwkParser | extern parserDefinition* AwkParser () | 70 | 79
16 | Revision_586/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
17 | Revision_586/sh.c | 103 | 113 | 2 | 23 | ShParser | extern parserDefinition* ShParser (void) | 102 | 113
18 | Revision_586/tcl.c | 106 | 114 | 2 | 25 | TclParser | extern parserDefinition* TclParser (void) | 105 | 114
20 | Revision_586/vim.c | 626 | 634 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 625 | 634
13 | Revision_586/python.c | 447 | 455 | 2 | 19 | PythonParser | extern parserDefinition *PythonParser (void) | 446 | 455
4 | Revision_586/asp.c | 201 | 209 | 2 | 2 | AspParser | extern parserDefinition* AspParser (void) | 200 | 209
7 | Revision_586/perl.c | 343 | 351 | 2 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 342 | 351
283 | Revision_586/verilog.c | 329 | 338 | 2 | 571 | VerilogParser | extern parserDefinition* VerilogParser (void) | 328 | 338
