globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_40/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_40/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_40/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
21 | Revision_40/fortran.c | 1667 | 1682 | 2 | 9 | FortranParser | extern parserDefinition* FortranParser (void) | 1666 | 1682
22 | Revision_40/php.c | 98 | 106 | 2 | 18 | PhpParser | extern parserDefinition* PhpParser (void) | 97 | 106
9 | Revision_40/eiffel.c | 974 | 983 | 2 | 8 | EiffelParser | extern parserDefinition* EiffelParser (void) | 973 | 983
12 | Revision_40/c.c | 2323 | 2332 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2322 | 2332
20 | Revision_40/vim.c | 131 | 139 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 130 | 139
16 | Revision_40/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
7 | Revision_40/perl.c | 108 | 116 | 2 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 107 | 116
6 | Revision_40/asm.c | 96 | 104 | 2 | 1 | AsmParser | extern parserDefinition* AsmParser (void) | 95 | 104
14 | Revision_40/pascal.c | 247 | 255 | 2 | 16 | PascalParser | extern parserDefinition* PascalParser (void) | 246 | 255
15 | Revision_40/c.c | 2293 | 2302 | 2 | 5 | CParser | extern parserDefinition* CParser (void) | 2292 | 2302
10 | Revision_40/awk.c | 71 | 79 | 2 | 3 | AwkParser | extern parserDefinition* AwkParser () | 70 | 79
17 | Revision_40/sh.c | 98 | 108 | 2 | 23 | ShParser | extern parserDefinition* ShParser (void) | 97 | 108
11 | Revision_40/cobol.c | 72 | 80 | 2 | 6 | CobolParser | extern parserDefinition* CobolParser () | 71 | 80
5 | Revision_40/beta.c | 314 | 322 | 2 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 313 | 322
19 | Revision_40/ruby.c | 131 | 139 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 130 | 139
13 | Revision_40/python.c | 108 | 116 | 2 | 19 | PythonParser | extern parserDefinition* PythonParser (void) | 107 | 116
8 | Revision_40/c.c | 2305 | 2320 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2304 | 2320
18 | Revision_40/tcl.c | 73 | 81 | 2 | 25 | TclParser | extern parserDefinition* TclParser (void) | 72 | 81
4 | Revision_40/asp.c | 162 | 170 | 2 | 2 | AspParser | extern parserDefinition* AspParser (void) | 161 | 170
25 | Revision_40/make.c | 91 | 101 | 2 | 15 | MakefileParser | extern parserDefinition* MakefileParser (void) | 90 | 101
26 | Revision_40/rexx.c | 30 | 37 | 2 | 20 | RexxParser | extern parserDefinition* RexxParser (void) | 29 | 37
24 | Revision_40/slang.c | 30 | 37 | 2 | 24 | SlangParser | extern parserDefinition* SlangParser (void) | 29 | 37
23 | Revision_40/yacc.c | 31 | 38 | 2 | 27 | YaccParser | extern parserDefinition* YaccParser () | 30 | 38
27 | Revision_40/keyword.c | 107 | 116 | 2 | NULL | NULL | NULL | NULL | NULL
28 | Revision_40/c.c | 1791 | 1796 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1655 | 1969
29 | Revision_40/options.c | 612 | 618 | 2 | 69 | cArgForth | extern void cArgForth (cookedArgs* const current) | 599 | 620
30 | Revision_40/options.c | 519 | 524 | 2 | 78 | cArgRead | static void cArgRead (cookedArgs *const current) | 495 | 526
31 | Revision_40/c.c | 1816 | 1824 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1655 | 1969
32 | Revision_40/options.c | 1153 | 1163 | 2 | NULL | NULL | NULL | NULL | NULL
33 | Revision_40/asp.c | 70 | 89 | 3 | 158 | findAspTags | static void findAspTags (void) | 41 | 159
34 | Revision_40/asp.c | 93 | 112 | 3 | 158 | findAspTags | static void findAspTags (void) | 41 | 159
35 | Revision_40/asp.c | 116 | 132 | 4 | 158 | findAspTags | static void findAspTags (void) | 41 | 159
36 | Revision_40/asp.c | 136 | 151 | 4 | 158 | findAspTags | static void findAspTags (void) | 41 | 159
42 | Revision_40/ruby.c | 77 | 92 | 4 | 177 | findRubyTags | static void findRubyTags (void) | 42 | 128
41 | Revision_40/ruby.c | 94 | 118 | 4 | 177 | findRubyTags | static void findRubyTags (void) | 42 | 128
