globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_659/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_659/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_659/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
21 | Revision_659/fortran.c | 2180 | 2195 | 2 | 9 | FortranParser | extern parserDefinition* FortranParser (void) | 2179 | 2195
5 | Revision_659/beta.c | 311 | 319 | 2 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 310 | 319
13 | Revision_659/python.c | 478 | 486 | 2 | 19 | PythonParser | extern parserDefinition *PythonParser (void) | 477 | 486
4 | Revision_659/asp.c | 201 | 209 | 2 | 2 | AspParser | extern parserDefinition* AspParser (void) | 200 | 209
283 | Revision_659/verilog.c | 329 | 338 | 2 | 571 | VerilogParser | extern parserDefinition* VerilogParser (void) | 328 | 338
12 | Revision_659/c.c | 2863 | 2872 | 2 | 5 | CParser | extern parserDefinition* CParser (void) | 2862 | 2872
539 | Revision_659/vhdl.c | 825 | 834 | 2 | 798 | VhdlParser | extern parserDefinition *VhdlParser (void) | 824 | 834
8 | Revision_659/c.c | 2875 | 2890 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2874 | 2890
17 | Revision_659/sh.c | 103 | 113 | 2 | 23 | ShParser | extern parserDefinition* ShParser (void) | 102 | 113
15 | Revision_659/c.c | 2893 | 2902 | 2 | 10 | CsharpParser | extern parserDefinition* CsharpParser (void) | 2892 | 2902
315 | Revision_659/c.c | 2905 | 2914 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2904 | 2914
330 | Revision_659/c.c | 2917 | 2926 | 2 | 603 | VeraParser | extern parserDefinition* VeraParser (void) | 2916 | 2926
501 | Revision_659/php.c | 91 | 98 | 2 | 18 | PhpParser | extern parserDefinition* PhpParser (void) | 90 | 98
20 | Revision_659/vim.c | 626 | 634 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 625 | 634
320 | Revision_659/cobol.c | 40 | 48 | 2 | 6 | CobolParser | extern parserDefinition* CobolParser () | 39 | 48
340 | Revision_659/erlang.c | 179 | 187 | 2 | 615 | ErlangParser | extern parserDefinition *ErlangParser (void) | 178 | 187
9 | Revision_659/eiffel.c | 1236 | 1245 | 2 | 8 | EiffelParser | extern parserDefinition* EiffelParser (void) | 1235 | 1245
10 | Revision_659/awk.c | 71 | 79 | 2 | 3 | AwkParser | extern parserDefinition* AwkParser () | 70 | 79
321 | Revision_659/sml.c | 202 | 210 | 2 | 607 | SmlParser | extern parserDefinition *SmlParser (void) | 201 | 210
19 | Revision_659/ruby.c | 398 | 406 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 397 | 406
16 | Revision_659/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
296 | Revision_659/sql.c | 2055 | 2064 | 2 | 579 | SqlParser | extern parserDefinition* SqlParser (void) | 2054 | 2064
14 | Revision_659/pascal.c | 257 | 265 | 2 | 16 | PascalParser | extern parserDefinition* PascalParser (void) | 256 | 265
243 | Revision_659/lua.c | 123 | 131 | 2 | 531 | LuaParser | extern parserDefinition* LuaParser (void) | 122 | 131
408 | Revision_659/basic.c | 193 | 201 | 2 | 684 | BasicParser | parserDefinition *BasicParser (void) | 192 | 201
7 | Revision_659/perl.c | 372 | 380 | 2 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 371 | 380
18 | Revision_659/tcl.c | 106 | 114 | 2 | 25 | TclParser | extern parserDefinition* TclParser (void) | 105 | 114
274 | Revision_659/asm.c | 366 | 385 | 2 | 1 | AsmParser | extern parserDefinition* AsmParser (void) | 365 | 385
25 | Revision_659/make.c | 199 | 209 | 2 | 15 | MakefileParser | extern parserDefinition* MakefileParser (void) | 198 | 209
24 | Revision_659/slang.c | 34 | 41 | 2 | 24 | SlangParser | extern parserDefinition* SlangParser (void) | 33 | 41
413 | Revision_659/jscript.c | 1494 | 1507 | 2 | 630 | JavaScriptParser | extern parserDefinition* JavaScriptParser (void) | 1493 | 1507
23 | Revision_659/yacc.c | 31 | 38 | 2 | 27 | YaccParser | extern parserDefinition* YaccParser () | 30 | 38
365 | Revision_659/html.c | 40 | 47 | 2 | 629 | HtmlParser | extern parserDefinition* HtmlParser (void) | 39 | 47
27 | Revision_659/keyword.c | 107 | 116 | 2 | NULL | NULL | NULL | NULL | NULL
26 | Revision_659/rexx.c | 30 | 37 | 2 | 20 | RexxParser | extern parserDefinition* RexxParser (void) | 29 | 37
511 | Revision_659/gnu_regex/regex.c | 2828 | 2833 | 2 | NULL | NULL | NULL | NULL | NULL
28 | Revision_659/c.c | 2222 | 2227 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 2032 | 2446
29 | Revision_659/options.c | 626 | 632 | 2 | 69 | cArgForth | extern void cArgForth (cookedArgs* const current) | 613 | 634
158 | Revision_659/fortran.c | 414 | 426 | 2 | 300 | newToken | static tokenInfo *newToken (void) | 413 | 426
30 | Revision_659/options.c | 533 | 538 | 2 | 78 | cArgRead | static void cArgRead (cookedArgs *const current) | 507 | 540
31 | Revision_659/c.c | 2251 | 2259 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 2032 | 2446
309 | Revision_659/sql.c | 397 | 409 | 2 | 714 | newToken | static tokenInfo *newToken (void) | 396 | 409
540 | Revision_659/vhdl.c | 342 | 351 | 2 | 807 | newToken | static tokenInfo *newToken (void) | 341 | 351
157 | Revision_659/eiffel.c | 1190 | 1202 | 2 | 299 | newToken | static tokenInfo *newToken (void) | 1189 | 1202
414 | Revision_659/jscript.c | 192 | 205 | 2 | 589 | newToken | static tokenInfo *newToken (void) | 191 | 205
512 | Revision_659/gnu_regex/regex.c | 2826 | 2840 | 2 | NULL | NULL | NULL | NULL | NULL
33 | Revision_659/asp.c | 71 | 90 | 3 | 158 | findAspTags | static void findAspTags (void) | 42 | 198
34 | Revision_659/asp.c | 94 | 113 | 3 | 158 | findAspTags | static void findAspTags (void) | 42 | 198
35 | Revision_659/asp.c | 117 | 133 | 4 | 158 | findAspTags | static void findAspTags (void) | 42 | 198
36 | Revision_659/asp.c | 156 | 171 | 4 | 158 | findAspTags | static void findAspTags (void) | 42 | 198
36 | Revision_659/asp.c | 137 | 152 | 4 | 158 | findAspTags | static void findAspTags (void) | 42 | 198
36 | Revision_659/asp.c | 175 | 190 | 4 | 158 | findAspTags | static void findAspTags (void) | 42 | 198
43 | Revision_659/args.c | 85 | 92 | 5 | 305 | nextString | static char* nextString (const Arguments* const current, const char** const next) | 84 | 92
44 | Revision_659/args.c | 160 | 167 | 5 | 304 | nextFileString | static char* nextFileString (const Arguments* const current, FILE* const fp) | 159 | 167
45 | Revision_659/args.c | 182 | 190 | 6 | 55 | argNewFromArgv | extern Arguments* argNewFromArgv (char* const* const argv) | 181 | 190
46 | Revision_659/args.c | 203 | 211 | 6 | 57 | argNewFromLineFile | extern Arguments* argNewFromLineFile (FILE* const fp) | 202 | 211
47 | Revision_659/args.c | 193 | 200 | 6 | 56 | argNewFromFile | extern Arguments* argNewFromFile (FILE* const fp) | 192 | 200
48 | Revision_659/args.c | 266 | 272 | 7 | 52 | argDelete | extern void argDelete (Arguments* const current) | 265 | 272
49 | Revision_659/options.c | 579 | 584 | 7 | 68 | cArgDelete | extern void cArgDelete (cookedArgs* const current) | 578 | 584
51 | Revision_659/c.c | 536 | 542 | 8 | 123 | deleteToken | static void deleteToken (tokenInfo *const token) | 535 | 542
416 | Revision_659/sql.c | 412 | 416 | 8 | 701 | deleteToken | static void deleteToken (tokenInfo *const token) | 411 | 416
415 | Revision_659/jscript.c | 208 | 212 | 8 | 582 | deleteToken | static void deleteToken (tokenInfo *const token) | 207 | 212
50 | Revision_659/fortran.c | 888 | 892 | 8 | 82 | checkForLabel | static void checkForLabel (void) | 867 | 894
52 | Revision_659/vstring.c | 67 | 74 | 8 | 507 | vStringDelete | extern void vStringDelete (vString *const string) | 66 | 74
541 | Revision_659/vhdl.c | 354 | 361 | 8 | 800 | deleteToken | static void deleteToken (tokenInfo * const token) | 353 | 361
52 | Revision_659/vstring.c | 69 | 73 | 8 | 507 | vStringDelete | extern void vStringDelete (vString *const string) | 66 | 74
363 | Revision_659/fortran.c | 440 | 445 | 8 | 125 | deleteToken | static void deleteToken (tokenInfo *const token) | 437 | 446
362 | Revision_659/eiffel.c | 1205 | 1211 | 8 | 124 | deleteToken | static void deleteToken (tokenInfo *const token) | 1204 | 1211
542 | Revision_659/vhdl.c | 611 | 615 | 8 | 811 | parseModule | static void parseModule (tokenInfo * const token) | 602 | 627
463 | Revision_659/jscript.c | 968 | 977 | 8 | 725 | parseMethods | static void parseMethods (tokenInfo *const token, tokenInfo *const class) | 924 | 985
543 | Revision_659/vhdl.c | 620 | 624 | 8 | 811 | parseModule | static void parseModule (tokenInfo * const token) | 602 | 627
312 | Revision_659/fortran.c | 1060 | 1064 | 8 | 453 | skipPast | static void skipPast (tokenInfo *const token, tokenType type) | 1059 | 1064
541 | Revision_659/vhdl.c | 356 | 360 | 8 | 800 | deleteToken | static void deleteToken (tokenInfo * const token) | 353 | 361
363 | Revision_659/fortran.c | 438 | 446 | 8 | 125 | deleteToken | static void deleteToken (tokenInfo *const token) | 437 | 446
539 | Revision_659/vhdl.c | 731 | 736 | 8 | 815 | parseSubProgram | static void parseSubProgram (tokenInfo * const token) | 689 | 764
125 | Revision_659/c.c | 2193 | 2197 | 8 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 2032 | 2446
127 | Revision_659/options.c | 674 | 678 | 8 | NULL | NULL | NULL | NULL | NULL
560 | Revision_659/vhdl.c | 750 | 755 | 8 | 815 | parseSubProgram | static void parseSubProgram (tokenInfo * const token) | 689 | 764
479 | Revision_659/jscript.c | 955 | 965 | 8 | 725 | parseMethods | static void parseMethods (tokenInfo *const token, tokenInfo *const class) | 924 | 985
455 | Revision_659/sql.c | 1887 | 1891 | 8 | 593 | parseMLTable | static void parseMLTable (tokenInfo *const token) | 1844 | 1903
454 | Revision_659/sql.c | 1626 | 1630 | 8 | 731 | parseTrigger | static void parseTrigger (tokenInfo *const token) | 1580 | 1652
126 | Revision_659/strlist.c | 150 | 154 | 8 | 474 | stringListDelete | extern void stringListDelete (stringList *const current) | 145 | 159
250 | Revision_659/eiffel.c | 648 | 652 | 8 | 415 | readToken | static void readToken (tokenInfo *const token) | 602 | 736
300 | Revision_659/sql.c | 560 | 564 | 8 | 734 | readToken | static void readToken (tokenInfo *const token) | 504 | 651
544 | Revision_659/vhdl.c | 457 | 461 | 8 | 818 | readToken | static void readToken (tokenInfo * const token) | 404 | 479
129 | Revision_659/options.c | 1221 | 1225 | 8 | 235 | installHeaderListDefaults | static void installHeaderListDefaults (void) | 1217 | 1226
116 | Revision_659/fortran.c | 813 | 818 | 8 | 347 | parseNumeric | static vString *parseNumeric (int c) | 796 | 825
119 | Revision_659/eiffel.c | 421 | 426 | 8 | 346 | parseNumeric | static vString *parseNumeric (int c) | 404 | 433
224 | Revision_659/options.c | 352 | 357 | 8 | 517 | verbose | extern void verbose (const char *const format, ...) | 349 | 358
456 | Revision_659/jscript.c | 871 | 880 | 8 | 590 | parseBlock | static boolean parseBlock (tokenInfo *const token, tokenInfo *const parent) | 828 | 922
94 | Revision_659/c.c | 2487 | 2494 | 8 | 331 | parseGeneralToken | static void parseGeneralToken (statementInfo *const st, const int c) | 2482 | 2521
266 | Revision_659/routines.c | 453 | 459 | 8 | 755 | eStatFree | extern void eStatFree (fileStatus *status) | 452 | 459
