globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_707/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_707/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_707/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
340 | Revision_707/erlang.c | 179 | 187 | 2 | 615 | ErlangParser | extern parserDefinition *ErlangParser (void) | 178 | 187
12 | Revision_707/c.c | 2921 | 2930 | 2 | 603 | VeraParser | extern parserDefinition* VeraParser (void) | 2920 | 2930
5 | Revision_707/beta.c | 311 | 319 | 2 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 310 | 319
408 | Revision_707/basic.c | 193 | 201 | 2 | 684 | BasicParser | parserDefinition *BasicParser (void) | 192 | 201
9 | Revision_707/eiffel.c | 1253 | 1262 | 2 | 8 | EiffelParser | extern parserDefinition* EiffelParser (void) | 1252 | 1262
320 | Revision_707/cobol.c | 40 | 48 | 2 | 6 | CobolParser | extern parserDefinition* CobolParser () | 39 | 48
17 | Revision_707/sh.c | 103 | 113 | 2 | 23 | ShParser | extern parserDefinition* ShParser (void) | 102 | 113
501 | Revision_707/php.c | 91 | 98 | 2 | 18 | PhpParser | extern parserDefinition* PhpParser (void) | 90 | 98
21 | Revision_707/fortran.c | 2180 | 2195 | 2 | 9 | FortranParser | extern parserDefinition* FortranParser (void) | 2179 | 2195
13 | Revision_707/python.c | 648 | 656 | 2 | 19 | PythonParser | extern parserDefinition *PythonParser (void) | 647 | 656
4 | Revision_707/asp.c | 201 | 209 | 2 | 2 | AspParser | extern parserDefinition* AspParser (void) | 200 | 209
15 | Revision_707/c.c | 2909 | 2918 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2908 | 2918
18 | Revision_707/tcl.c | 106 | 114 | 2 | 25 | TclParser | extern parserDefinition* TclParser (void) | 105 | 114
20 | Revision_707/vim.c | 626 | 634 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 625 | 634
14 | Revision_707/pascal.c | 257 | 265 | 2 | 16 | PascalParser | extern parserDefinition* PascalParser (void) | 256 | 265
315 | Revision_707/c.c | 2897 | 2906 | 2 | 10 | CsharpParser | extern parserDefinition* CsharpParser (void) | 2896 | 2906
283 | Revision_707/verilog.c | 329 | 338 | 2 | 571 | VerilogParser | extern parserDefinition* VerilogParser (void) | 328 | 338
8 | Revision_707/c.c | 2879 | 2894 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2878 | 2894
330 | Revision_707/c.c | 2867 | 2876 | 2 | 5 | CParser | extern parserDefinition* CParser (void) | 2866 | 2876
7 | Revision_707/perl.c | 372 | 380 | 2 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 371 | 380
10 | Revision_707/awk.c | 71 | 79 | 2 | 3 | AwkParser | extern parserDefinition* AwkParser () | 70 | 79
19 | Revision_707/ruby.c | 398 | 406 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 397 | 406
321 | Revision_707/sml.c | 202 | 210 | 2 | 607 | SmlParser | extern parserDefinition *SmlParser (void) | 201 | 210
16 | Revision_707/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
539 | Revision_707/vhdl.c | 824 | 833 | 2 | 798 | VhdlParser | extern parserDefinition *VhdlParser (void) | 823 | 833
296 | Revision_707/sql.c | 2101 | 2110 | 2 | 579 | SqlParser | extern parserDefinition* SqlParser (void) | 2100 | 2110
243 | Revision_707/lua.c | 123 | 131 | 2 | 531 | LuaParser | extern parserDefinition* LuaParser (void) | 122 | 131
274 | Revision_707/asm.c | 366 | 385 | 2 | 1 | AsmParser | extern parserDefinition* AsmParser (void) | 365 | 385
25 | Revision_707/make.c | 205 | 215 | 2 | 15 | MakefileParser | extern parserDefinition* MakefileParser (void) | 204 | 215
23 | Revision_707/yacc.c | 31 | 38 | 2 | 27 | YaccParser | extern parserDefinition* YaccParser () | 30 | 38
413 | Revision_707/jscript.c | 1558 | 1571 | 2 | 630 | JavaScriptParser | extern parserDefinition* JavaScriptParser (void) | 1557 | 1571
24 | Revision_707/slang.c | 34 | 41 | 2 | 24 | SlangParser | extern parserDefinition* SlangParser (void) | 33 | 41
666 | Revision_707/ant.c | 33 | 40 | 2 | 853 | AntParser | extern parserDefinition* AntParser () | 32 | 40
668 | Revision_707/matlab.c | 35 | 42 | 2 | 855 | MatLabParser | extern parserDefinition* MatLabParser () | 34 | 42
665 | Revision_707/tex.c | 510 | 523 | 2 | 856 | TexParser | extern parserDefinition* TexParser (void) | 509 | 523
365 | Revision_707/html.c | 40 | 47 | 2 | 629 | HtmlParser | extern parserDefinition* HtmlParser (void) | 39 | 47
667 | Revision_707/dosbatch.c | 33 | 40 | 2 | 854 | DosBatchParser | extern parserDefinition* DosBatchParser () | 32 | 40
27 | Revision_707/keyword.c | 107 | 116 | 2 | NULL | NULL | NULL | NULL | NULL
26 | Revision_707/rexx.c | 30 | 37 | 2 | 20 | RexxParser | extern parserDefinition* RexxParser (void) | 29 | 37
575 | Revision_707/flex.c | 2230 | 2243 | 2 | 828 | FlexParser | extern parserDefinition* FlexParser (void) | 2229 | 2243
158 | Revision_707/fortran.c | 414 | 426 | 2 | 589 | newToken | static tokenInfo *newToken (void) | 413 | 426
29 | Revision_707/options.c | 626 | 632 | 2 | 69 | cArgForth | extern void cArgForth (cookedArgs* const current) | 613 | 634
28 | Revision_707/c.c | 2251 | 2256 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 2032 | 2475
30 | Revision_707/options.c | 533 | 538 | 2 | 78 | cArgRead | static void cArgRead (cookedArgs *const current) | 507 | 540
576 | Revision_707/flex.c | 221 | 235 | 2 | 300 | newToken | static tokenInfo *newToken (void) | 220 | 235
414 | Revision_707/jscript.c | 192 | 205 | 2 | 714 | newToken | static tokenInfo *newToken (void) | 191 | 205
309 | Revision_707/sql.c | 404 | 416 | 2 | 807 | newToken | static tokenInfo *newToken (void) | 403 | 416
157 | Revision_707/eiffel.c | 618 | 630 | 2 | 299 | newToken | static tokenInfo *newToken (void) | 617 | 630
540 | Revision_707/vhdl.c | 342 | 351 | 2 | 869 | newToken | static tokenInfo *newToken (void) | 341 | 351
669 | Revision_707/tex.c | 169 | 180 | 2 | 838 | newToken | static tokenInfo *newToken (void) | 168 | 180
31 | Revision_707/c.c | 2280 | 2288 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 2032 | 2475
33 | Revision_707/asp.c | 71 | 90 | 3 | 158 | findAspTags | static void findAspTags (void) | 42 | 198
34 | Revision_707/asp.c | 94 | 113 | 3 | 158 | findAspTags | static void findAspTags (void) | 42 | 198
35 | Revision_707/asp.c | 117 | 133 | 4 | 158 | findAspTags | static void findAspTags (void) | 42 | 198
36 | Revision_707/asp.c | 137 | 152 | 4 | 158 | findAspTags | static void findAspTags (void) | 42 | 198
36 | Revision_707/asp.c | 175 | 190 | 4 | 158 | findAspTags | static void findAspTags (void) | 42 | 198
36 | Revision_707/asp.c | 156 | 171 | 4 | 158 | findAspTags | static void findAspTags (void) | 42 | 198
43 | Revision_707/args.c | 85 | 92 | 5 | 305 | nextString | static char* nextString (const Arguments* const current, const char** const next) | 84 | 92
44 | Revision_707/args.c | 160 | 167 | 5 | 304 | nextFileString | static char* nextFileString (const Arguments* const current, FILE* const fp) | 159 | 167
45 | Revision_707/args.c | 182 | 190 | 6 | 55 | argNewFromArgv | extern Arguments* argNewFromArgv (char* const* const argv) | 181 | 190
46 | Revision_707/args.c | 203 | 211 | 6 | 57 | argNewFromLineFile | extern Arguments* argNewFromLineFile (FILE* const fp) | 202 | 211
47 | Revision_707/args.c | 193 | 200 | 6 | 56 | argNewFromFile | extern Arguments* argNewFromFile (FILE* const fp) | 192 | 200
48 | Revision_707/args.c | 266 | 272 | 7 | 52 | argDelete | extern void argDelete (Arguments* const current) | 265 | 272
49 | Revision_707/options.c | 579 | 584 | 7 | 68 | cArgDelete | extern void cArgDelete (cookedArgs* const current) | 578 | 584
51 | Revision_707/c.c | 536 | 542 | 8 | 123 | deleteToken | static void deleteToken (tokenInfo *const token) | 535 | 542
577 | Revision_707/flex.c | 238 | 242 | 8 | 125 | deleteToken | static void deleteToken (tokenInfo *const token) | 237 | 242
50 | Revision_707/fortran.c | 888 | 892 | 8 | 82 | checkForLabel | static void checkForLabel (void) | 867 | 894
670 | Revision_707/tex.c | 183 | 187 | 8 | 807 | deleteToken | static void deleteToken (tokenInfo *const token) | 182 | 187
52 | Revision_707/vstring.c | 67 | 74 | 8 | 507 | vStringDelete | extern void vStringDelete (vString *const string) | 66 | 74
416 | Revision_707/sql.c | 419 | 423 | 8 | 800 | deleteToken | static void deleteToken (tokenInfo *const token) | 418 | 423
541 | Revision_707/vhdl.c | 354 | 361 | 8 | 838 | deleteToken | static void deleteToken (tokenInfo * const token) | 353 | 361
415 | Revision_707/jscript.c | 208 | 212 | 8 | 701 | deleteToken | static void deleteToken (tokenInfo *const token) | 207 | 212
52 | Revision_707/vstring.c | 69 | 73 | 8 | 507 | vStringDelete | extern void vStringDelete (vString *const string) | 66 | 74
363 | Revision_707/fortran.c | 440 | 445 | 8 | 582 | deleteToken | static void deleteToken (tokenInfo *const token) | 437 | 446
362 | Revision_707/eiffel.c | 633 | 639 | 8 | 124 | deleteToken | static void deleteToken (tokenInfo *const token) | 632 | 639
542 | Revision_707/vhdl.c | 611 | 615 | 8 | 811 | parseModule | static void parseModule (tokenInfo * const token) | 602 | 627
312 | Revision_707/fortran.c | 1060 | 1064 | 8 | 453 | skipPast | static void skipPast (tokenInfo *const token, tokenType type) | 1059 | 1064
578 | Revision_707/flex.c | 1283 | 1292 | 8 | 725 | parseMethods | static void parseMethods (tokenInfo *const token, tokenInfo *const class) | 1238 | 1300
543 | Revision_707/vhdl.c | 620 | 624 | 8 | 811 | parseModule | static void parseModule (tokenInfo * const token) | 602 | 627
541 | Revision_707/vhdl.c | 356 | 360 | 8 | 838 | deleteToken | static void deleteToken (tokenInfo * const token) | 353 | 361
463 | Revision_707/jscript.c | 1007 | 1016 | 8 | 727 | parseMethods | static void parseMethods (tokenInfo *const token, tokenInfo *const class) | 962 | 1024
363 | Revision_707/fortran.c | 438 | 446 | 8 | 582 | deleteToken | static void deleteToken (tokenInfo *const token) | 437 | 446
127 | Revision_707/options.c | 674 | 678 | 8 | NULL | NULL | NULL | NULL | NULL
125 | Revision_707/c.c | 2218 | 2222 | 8 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 2032 | 2475
539 | Revision_707/vhdl.c | 730 | 735 | 8 | 815 | parseSubProgram | static void parseSubProgram (tokenInfo * const token) | 688 | 763
560 | Revision_707/vhdl.c | 749 | 754 | 8 | 815 | parseSubProgram | static void parseSubProgram (tokenInfo * const token) | 688 | 763
454 | Revision_707/sql.c | 1672 | 1676 | 8 | 731 | parseTrigger | static void parseTrigger (tokenInfo *const token) | 1626 | 1698
455 | Revision_707/sql.c | 1933 | 1937 | 8 | 593 | parseMLTable | static void parseMLTable (tokenInfo *const token) | 1890 | 1949
579 | Revision_707/flex.c | 1270 | 1280 | 8 | 725 | parseMethods | static void parseMethods (tokenInfo *const token, tokenInfo *const class) | 1238 | 1300
479 | Revision_707/jscript.c | 994 | 1004 | 8 | 727 | parseMethods | static void parseMethods (tokenInfo *const token, tokenInfo *const class) | 962 | 1024
129 | Revision_707/options.c | 1221 | 1225 | 8 | 235 | installHeaderListDefaults | static void installHeaderListDefaults (void) | 1217 | 1226
126 | Revision_707/strlist.c | 150 | 154 | 8 | 474 | stringListDelete | extern void stringListDelete (stringList *const current) | 145 | 159
300 | Revision_707/sql.c | 569 | 573 | 8 | 818 | readToken | static void readToken (tokenInfo *const token) | 513 | 660
250 | Revision_707/eiffel.c | 687 | 691 | 8 | 415 | readToken | static void readToken (tokenInfo *const token) | 641 | 779
544 | Revision_707/vhdl.c | 457 | 461 | 8 | 874 | readToken | static void readToken (tokenInfo * const token) | 404 | 479
493 | Revision_707/sql.c | 893 | 902 | 8 | 597 | parseSubProgram | static void parseSubProgram (tokenInfo *const token) | 782 | 918
94 | Revision_707/c.c | 2491 | 2498 | 8 | 331 | parseGeneralToken | static void parseGeneralToken (statementInfo *const st, const int c) | 2486 | 2525
456 | Revision_707/jscript.c | 909 | 918 | 8 | 595 | parseBlock | static boolean parseBlock (tokenInfo *const token, tokenInfo *const parent) | 866 | 960
116 | Revision_707/fortran.c | 813 | 818 | 8 | 347 | parseNumeric | static vString *parseNumeric (int c) | 796 | 825
119 | Revision_707/eiffel.c | 425 | 430 | 8 | 346 | parseNumeric | static vString *parseNumeric (int c) | 408 | 437
224 | Revision_707/options.c | 352 | 357 | 8 | 517 | verbose | extern void verbose (const char *const format, ...) | 349 | 358
128 | Revision_707/fortran.c | 990 | 994 | 8 | 600 | readToken | static void readToken (tokenInfo *const token) | 921 | 1037
266 | Revision_707/routines.c | 453 | 459 | 8 | 755 | eStatFree | extern void eStatFree (fileStatus *status) | 452 | 459
698 | Revision_707/sql.c | 905 | 915 | 8 | 597 | parseSubProgram | static void parseSubProgram (tokenInfo *const token) | 782 | 918
480 | Revision_707/jscript.c | 891 | 907 | 8 | 595 | parseBlock | static boolean parseBlock (tokenInfo *const token, tokenInfo *const parent) | 866 | 960
457 | Revision_707/jscript.c | 920 | 925 | 8 | 595 | parseBlock | static boolean parseBlock (tokenInfo *const token, tokenInfo *const parent) | 866 | 960
50 | Revision_707/fortran.c | 805 | 811 | 8 | 347 | parseNumeric | static vString *parseNumeric (int c) | 796 | 825
119 | Revision_707/eiffel.c | 417 | 423 | 8 | 346 | parseNumeric | static vString *parseNumeric (int c) | 408 | 437
486 | Revision_707/sql.c | 1683 | 1692 | 8 | 731 | parseTrigger | static void parseTrigger (tokenInfo *const token) | 1626 | 1698
53 | Revision_707/c.c | 545 | 552 | 9 | 31 | accessString | static const char *accessString (const accessType access) | 544 | 552
54 | Revision_707/c.c | 555 | 562 | 9 | 217 | implementationString | static const char *implementationString (const impType imp) | 554 | 562
55 | Revision_707/c.c | 664 | 680 | 10 | 246 | isContextualKeyword | static boolean isContextualKeyword (const tokenInfo *const token) | 663 | 680
58 | Revision_707/fortran.c | 1095 | 1115 | 10 | 266 | isTypeSpec | static boolean isTypeSpec (tokenInfo *const token) | 1094 | 1115
60 | Revision_707/c.c | 1168 | 1186 | 10 | 268 | isValidTypeSpecifier | static boolean isValidTypeSpecifier (const declType declaration) | 1167 | 1186
59 | Revision_707/fortran.c | 1854 | 1870 | 10 | 335 | parseImplicitPartStmt | static boolean parseImplicitPartStmt (tokenInfo *const token) | 1853 | 1870
56 | Revision_707/c.c | 1245 | 1259 | 10 | NULL | NULL | NULL | NULL | NULL
57 | Revision_707/c.c | 683 | 699 | 10 | 246 | isContextualStatement | static boolean isContextualStatement (const statementInfo *const st) | 682 | 699
375 | Revision_707/fortran.c | 1118 | 1133 | 10 | 266 | isSubprogramPrefix | static boolean isSubprogramPrefix (tokenInfo *const token) | 1117 | 1133
366 | Revision_707/fortran.c | 1771 | 1799 | 10 | 266 | isIgnoredDeclaration | static boolean isIgnoredDeclaration (tokenInfo *const token) | 1770 | 1799
463 | Revision_707/jscript.c | 1473 | 1496 | 10 | 844 | parseLine | static boolean parseLine (tokenInfo *const token, boolean is_inside_class) | 1459 | 1507
601 | Revision_707/flex.c | 1904 | 1927 | 10 | 723 | parseLine | static boolean parseLine (tokenInfo *const token) | 1890 | 1938
307 | Revision_707/eiffel.c | 1145 | 1164 | 10 | 336 | parseInherit | static void parseInherit (tokenInfo *const token) | 1137 | 1168
58 | Revision_707/fortran.c | 1098 | 1113 | 10 | 266 | isTypeSpec | static boolean isTypeSpec (tokenInfo *const token) | 1094 | 1115
63 | Revision_707/c.c | 1171 | 1184 | 10 | 268 | isValidTypeSpecifier | static boolean isValidTypeSpecifier (const declType declaration) | 1167 | 1186
57 | Revision_707/c.c | 686 | 697 | 10 | 246 | isContextualStatement | static boolean isContextualStatement (const statementInfo *const st) | 682 | 699
384 | Revision_707/Test/local.c | 9 | 22 | 10 | 245 | isContextualKeyword | static boolean isContextualKeyword (const tokenInfo *const token) | 8 | 22
367 | Revision_707/fortran.c | 1571 | 1608 | 10 | 357 | parseSpecificationStmt | static boolean parseSpecificationStmt (tokenInfo *const token) | 1570 | 1608
307 | Revision_707/eiffel.c | 1142 | 1167 | 10 | 336 | parseInherit | static void parseInherit (tokenInfo *const token) | 1137 | 1168
369 | Revision_707/fortran.c | 1251 | 1276 | 10 | 353 | parseQualifierSpecList | static void parseQualifierSpecList (tokenInfo *const token) | 1248 | 1279
369 | Revision_707/fortran.c | 1254 | 1275 | 10 | 353 | parseQualifierSpecList | static void parseQualifierSpecList (tokenInfo *const token) | 1248 | 1279
602 | Revision_707/get.c | 406 | 413 | 10 | 213 | handleDirective | static boolean handleDirective (const int c) | 401 | 415
65 | Revision_707/fortran.c | 1857 | 1868 | 10 | 335 | parseImplicitPartStmt | static boolean parseImplicitPartStmt (tokenInfo *const token) | 1853 | 1870
700 | Revision_707/eiffel.c | 941 | 981 | 10 | 165 | findFeatureEnd | static void findFeatureEnd (tokenInfo *const token) | 923 | 994
366 | Revision_707/fortran.c | 1774 | 1797 | 10 | 266 | isIgnoredDeclaration | static boolean isIgnoredDeclaration (tokenInfo *const token) | 1770 | 1799
362 | Revision_707/eiffel.c | 1221 | 1226 | 10 | 313 | parseClass | static void parseClass (tokenInfo *const token) | 1194 | 1228
307 | Revision_707/eiffel.c | 1147 | 1163 | 10 | 336 | parseInherit | static void parseInherit (tokenInfo *const token) | 1137 | 1168
72 | Revision_707/c.c | 717 | 739 | 11 | 221 | initMemberInfo | static void initMemberInfo (statementInfo *const st) | 712 | 742
337 | Revision_707/fortran.c | 1285 | 1295 | 11 | 614 | variableTagType | static tagType variableTagType (void) | 1281 | 1297
74 | Revision_707/c.c | 749 | 755 | 12 | 419 | reinitStatement | static void reinitStatement (statementInfo *const st, const boolean partial) | 744 | 787
75 | Revision_707/options.c | 472 | 479 | 12 | 355 | parseShortOption | static void parseShortOption (cookedArgs *const args) | 464 | 485
76 | Revision_707/c.c | 790 | 794 | 13 | 224 | initStatement | static void initStatement (statementInfo *const st, statementInfo *const parent) | 789 | 794
80 | Revision_707/c.c | 2171 | 2175 | 13 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 2032 | 2475
417 | Revision_707/jscript.c | 1423 | 1427 | 13 | 846 | parseStatement | static boolean parseStatement (tokenInfo *const token, boolean is_inside_class) | 1026 | 1457
580 | Revision_707/flex.c | 1854 | 1858 | 13 | NULL | NULL | NULL | NULL | NULL
419 | Revision_707/sql.c | 1034 | 1040 | 13 | 594 | parseSimple | static void parseSimple (tokenInfo *const token, const sqlKind kind) | 1033 | 1040
693 | Revision_707/tex.c | 439 | 443 | 13 | 872 | parseTag | static boolean parseTag (tokenInfo *const token, texKind kind) | 375 | 449
