globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_91/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_91/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_91/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
7 | Revision_91/perl.c | 108 | 116 | 2 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 107 | 116
243 | Revision_91/lua.c | 124 | 132 | 2 | 531 | LuaParser | extern parserDefinition* LuaParser (void) | 123 | 132
4 | Revision_91/asp.c | 162 | 170 | 2 | 2 | AspParser | extern parserDefinition* AspParser (void) | 161 | 170
22 | Revision_91/php.c | 98 | 106 | 2 | 18 | PhpParser | extern parserDefinition* PhpParser (void) | 97 | 106
9 | Revision_91/eiffel.c | 1212 | 1221 | 2 | 8 | EiffelParser | extern parserDefinition* EiffelParser (void) | 1211 | 1221
11 | Revision_91/cobol.c | 72 | 80 | 2 | 6 | CobolParser | extern parserDefinition* CobolParser () | 71 | 80
19 | Revision_91/ruby.c | 131 | 139 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 130 | 139
21 | Revision_91/fortran.c | 1667 | 1682 | 2 | 9 | FortranParser | extern parserDefinition* FortranParser (void) | 1666 | 1682
18 | Revision_91/tcl.c | 73 | 81 | 2 | 25 | TclParser | extern parserDefinition* TclParser (void) | 72 | 81
13 | Revision_91/python.c | 108 | 116 | 2 | 19 | PythonParser | extern parserDefinition* PythonParser (void) | 107 | 116
20 | Revision_91/vim.c | 131 | 139 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 130 | 139
12 | Revision_91/c.c | 2297 | 2306 | 2 | 5 | CParser | extern parserDefinition* CParser (void) | 2296 | 2306
6 | Revision_91/asm.c | 96 | 104 | 2 | 1 | AsmParser | extern parserDefinition* AsmParser (void) | 95 | 104
16 | Revision_91/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
8 | Revision_91/c.c | 2309 | 2324 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2308 | 2324
15 | Revision_91/c.c | 2327 | 2336 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2326 | 2336
5 | Revision_91/beta.c | 314 | 322 | 2 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 313 | 322
14 | Revision_91/pascal.c | 247 | 255 | 2 | 16 | PascalParser | extern parserDefinition* PascalParser (void) | 246 | 255
17 | Revision_91/sh.c | 98 | 108 | 2 | 23 | ShParser | extern parserDefinition* ShParser (void) | 97 | 108
10 | Revision_91/awk.c | 71 | 79 | 2 | 3 | AwkParser | extern parserDefinition* AwkParser () | 70 | 79
26 | Revision_91/rexx.c | 30 | 37 | 2 | 20 | RexxParser | extern parserDefinition* RexxParser (void) | 29 | 37
25 | Revision_91/make.c | 91 | 101 | 2 | 15 | MakefileParser | extern parserDefinition* MakefileParser (void) | 90 | 101
23 | Revision_91/yacc.c | 31 | 38 | 2 | 27 | YaccParser | extern parserDefinition* YaccParser () | 30 | 38
24 | Revision_91/slang.c | 34 | 41 | 2 | 24 | SlangParser | extern parserDefinition* SlangParser (void) | 33 | 41
27 | Revision_91/keyword.c | 107 | 116 | 2 | NULL | NULL | NULL | NULL | NULL
28 | Revision_91/c.c | 1795 | 1800 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1655 | 1973
29 | Revision_91/options.c | 612 | 618 | 2 | 69 | cArgForth | extern void cArgForth (cookedArgs* const current) | 599 | 620
30 | Revision_91/options.c | 519 | 524 | 2 | 78 | cArgRead | static void cArgRead (cookedArgs *const current) | 495 | 526
31 | Revision_91/c.c | 1820 | 1828 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1655 | 1973
32 | Revision_91/options.c | 1153 | 1163 | 2 | NULL | NULL | NULL | NULL | NULL
33 | Revision_91/asp.c | 70 | 89 | 3 | 158 | findAspTags | static void findAspTags (void) | 41 | 159
34 | Revision_91/asp.c | 93 | 112 | 3 | 158 | findAspTags | static void findAspTags (void) | 41 | 159
35 | Revision_91/asp.c | 116 | 132 | 4 | 158 | findAspTags | static void findAspTags (void) | 41 | 159
37 | Revision_91/python.c | 63 | 78 | 4 | 175 | findPythonTags | static void findPythonTags (void) | 40 | 105
38 | Revision_91/python.c | 80 | 95 | 4 | 175 | findPythonTags | static void findPythonTags (void) | 40 | 105
42 | Revision_91/ruby.c | 77 | 92 | 4 | 177 | findRubyTags | static void findRubyTags (void) | 42 | 128
41 | Revision_91/ruby.c | 94 | 118 | 4 | 177 | findRubyTags | static void findRubyTags (void) | 42 | 128
36 | Revision_91/asp.c | 136 | 151 | 4 | 158 | findAspTags | static void findAspTags (void) | 41 | 159
39 | Revision_91/tcl.c | 55 | 67 | 4 | 182 | findTclTags | static void findTclTags (void) | 38 | 70
40 | Revision_91/php.c | 78 | 91 | 4 | 174 | findPhpTags | static void findPhpTags (void) | 41 | 95
43 | Revision_91/args.c | 85 | 92 | 5 | 305 | nextString | static char* nextString (const Arguments* const current, const char** const next) | 84 | 92
44 | Revision_91/args.c | 159 | 166 | 5 | 304 | nextFileString | static char* nextFileString (const Arguments* const current, FILE* const fp) | 158 | 166
45 | Revision_91/args.c | 181 | 189 | 6 | 55 | argNewFromArgv | extern Arguments* argNewFromArgv (char* const* const argv) | 180 | 189
46 | Revision_91/args.c | 202 | 210 | 6 | 57 | argNewFromLineFile | extern Arguments* argNewFromLineFile (FILE* const fp) | 201 | 210
47 | Revision_91/args.c | 192 | 199 | 6 | 56 | argNewFromFile | extern Arguments* argNewFromFile (FILE* const fp) | 191 | 199
48 | Revision_91/args.c | 265 | 271 | 7 | 52 | argDelete | extern void argDelete (Arguments* const current) | 264 | 271
49 | Revision_91/options.c | 565 | 570 | 7 | 68 | cArgDelete | extern void cArgDelete (cookedArgs* const current) | 564 | 570
50 | Revision_91/fortran.c | 781 | 786 | 7 | 82 | checkForLabel | static void checkForLabel (void) | 760 | 788
51 | Revision_91/c.c | 403 | 409 | 8 | 123 | deleteToken | static void deleteToken (tokenInfo *const token) | 402 | 409
52 | Revision_91/vstring.c | 67 | 74 | 8 | 507 | vStringDelete | extern void vStringDelete (vString *const string) | 66 | 74
53 | Revision_91/c.c | 412 | 419 | 9 | 31 | accessString | static const char *accessString (const accessType access) | 411 | 419
54 | Revision_91/c.c | 422 | 429 | 9 | 217 | implementationString | static const char *implementationString (const impType imp) | 421 | 429
55 | Revision_91/c.c | 531 | 547 | 10 | 245 | isContextualKeyword | static boolean isContextualKeyword (const tokenInfo *const token) | 530 | 547
57 | Revision_91/c.c | 925 | 942 | 10 | 268 | isValidTypeSpecifier | static boolean isValidTypeSpecifier (const declType declaration) | 924 | 942
56 | Revision_91/c.c | 992 | 1005 | 10 | NULL | NULL | NULL | NULL | NULL
58 | Revision_91/fortran.c | 931 | 949 | 10 | 266 | isTypeSpec | static boolean isTypeSpec (tokenInfo *const token) | 930 | 949
60 | Revision_91/c.c | 550 | 566 | 10 | 246 | isContextualStatement | static boolean isContextualStatement (const statementInfo *const st) | 549 | 566
59 | Revision_91/fortran.c | 1393 | 1409 | 10 | 335 | parseImplicitPartStmt | static boolean parseImplicitPartStmt (tokenInfo *const token) | 1392 | 1409
65 | Revision_91/fortran.c | 1396 | 1407 | 10 | 335 | parseImplicitPartStmt | static boolean parseImplicitPartStmt (tokenInfo *const token) | 1392 | 1409
63 | Revision_91/c.c | 928 | 940 | 10 | 268 | isValidTypeSpecifier | static boolean isValidTypeSpecifier (const declType declaration) | 924 | 942
62 | Revision_91/fortran.c | 934 | 947 | 10 | 266 | isTypeSpec | static boolean isTypeSpec (tokenInfo *const token) | 930 | 949
61 | Revision_91/c.c | 2115 | 2134 | 10 | 295 | nest | static void nest (statementInfo *const st, const unsigned int nestLevel) | 2114 | 2134
64 | Revision_91/c.c | 553 | 564 | 10 | 246 | isContextualStatement | static boolean isContextualStatement (const statementInfo *const st) | 549 | 566
66 | Revision_91/fortran.c | 1464 | 1478 | 10 | 340 | parseInternalSubprogramPart | static void parseInternalSubprogramPart (tokenInfo *const token) | 1458 | 1479
248 | Revision_91/eiffel.c | 900 | 942 | 10 | 165 | findFeatureEnd | static void findFeatureEnd (tokenInfo *const token) | 877 | 946
69 | Revision_91/c.c | 2117 | 2131 | 10 | 295 | nest | static void nest (statementInfo *const st, const unsigned int nestLevel) | 2114 | 2134
71 | Revision_91/c.c | 534 | 545 | 10 | 245 | isContextualKeyword | static boolean isContextualKeyword (const tokenInfo *const token) | 530 | 547
72 | Revision_91/c.c | 583 | 603 | 11 | 221 | initMemberInfo | static void initMemberInfo (statementInfo *const st) | 578 | 606
73 | Revision_91/c.c | 678 | 686 | 11 | 269 | javaTagKind | static javaKind javaTagKind (const tagType type) | 674 | 688
74 | Revision_91/c.c | 613 | 619 | 12 | 419 | reinitStatement | static void reinitStatement (statementInfo *const st, const boolean partial) | 608 | 639
75 | Revision_91/options.c | 462 | 469 | 12 | 355 | parseShortOption | static void parseShortOption (cookedArgs *const args) | 454 | 475
76 | Revision_91/c.c | 642 | 646 | 13 | 224 | initStatement | static void initStatement (statementInfo *const st, statementInfo *const parent) | 641 | 646
249 | Revision_91/eiffel.c | 660 | 664 | 13 | 415 | readToken | static void readToken (tokenInfo *const token) | 601 | 732
79 | Revision_91/fortran.c | 1161 | 1165 | 13 | 485 | tagSlashName | static void tagSlashName (tokenInfo *const token, const tagType type) | 1157 | 1166
78 | Revision_91/fortran.c | 1305 | 1310 | 13 | 339 | parseInterfaceBlock | static void parseInterfaceBlock (tokenInfo *const token) | 1298 | 1314
80 | Revision_91/c.c | 1723 | 1727 | 13 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1655 | 1973
250 | Revision_91/eiffel.c | 647 | 651 | 13 | 415 | readToken | static void readToken (tokenInfo *const token) | 601 | 732
84 | Revision_91/fortran.c | 1144 | 1149 | 13 | 314 | parseCommonStmt | static void parseCommonStmt (tokenInfo *const token) | 1137 | 1155
82 | Revision_91/eiffel.c | 958 | 962 | 13 | 398 | readFeatureName | static boolean readFeatureName (tokenInfo *const token) | 948 | 964
85 | Revision_91/fortran.c | 1125 | 1129 | 13 | 350 | parseParenName | static void parseParenName (tokenInfo *const token) | 1124 | 1129
81 | Revision_91/fortran.c | 1116 | 1120 | 13 | 363 | parseTypeDeclarationStmt | static void parseTypeDeclarationStmt (tokenInfo *const token) | 1106 | 1122
83 | Revision_91/fortran.c | 1236 | 1240 | 13 | 315 | parseComponentDefStmt | static void parseComponentDefStmt (tokenInfo *const token) | 1227 | 1242
245 | Revision_91/eiffel.c | 869 | 873 | 13 | 342 | parseLocal | static void parseLocal (tokenInfo *const token) | 852 | 875
82 | Revision_91/eiffel.c | 1009 | 1013 | 13 | 325 | parseFeature | static void parseFeature (tokenInfo *const token) | 989 | 1017
86 | Revision_91/c.c | 2166 | 2170 | 13 | 481 | tagCheck | static void tagCheck (statementInfo *const st) | 2136 | 2195
87 | Revision_91/readtags.c | 126 | 130 | 13 | 211 | growString | static int growString (vstring *s) | 107 | 132
88 | Revision_91/c.c | 1749 | 1754 | 13 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1655 | 1973
125 | Revision_91/c.c | 1766 | 1770 | 13 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 1655 | 1973
126 | Revision_91/strlist.c | 136 | 140 | 13 | 474 | stringListDelete | extern void stringListDelete (stringList *const current) | 131 | 145
