globalCloneId | filePath | StartLine | EndLine | classId | globalMethodId | method_name | method_signature | methodStart | methodEnd
1 | Revision_624/lisp.c | 91 | 97 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
2 | Revision_624/lisp.c | 112 | 118 | 1 | 169 | findLispTags | static void findLispTags (void) | 80 | 124
3 | Revision_624/lisp.c | 127 | 137 | 2 | 14 | LispParser | extern parserDefinition* LispParser (void) | 126 | 137
12 | Revision_624/c.c | 2848 | 2857 | 2 | 5 | CParser | extern parserDefinition* CParser (void) | 2847 | 2857
8 | Revision_624/c.c | 2860 | 2875 | 2 | 7 | CppParser | extern parserDefinition* CppParser (void) | 2859 | 2875
15 | Revision_624/c.c | 2902 | 2911 | 2 | 603 | VeraParser | extern parserDefinition* VeraParser (void) | 2901 | 2911
315 | Revision_624/c.c | 2878 | 2887 | 2 | 10 | CsharpParser | extern parserDefinition* CsharpParser (void) | 2877 | 2887
17 | Revision_624/sh.c | 103 | 113 | 2 | 23 | ShParser | extern parserDefinition* ShParser (void) | 102 | 113
4 | Revision_624/asp.c | 201 | 209 | 2 | 2 | AspParser | extern parserDefinition* AspParser (void) | 200 | 209
283 | Revision_624/verilog.c | 329 | 338 | 2 | 571 | VerilogParser | extern parserDefinition* VerilogParser (void) | 328 | 338
330 | Revision_624/c.c | 2890 | 2899 | 2 | 10 | JavaParser | extern parserDefinition* JavaParser (void) | 2889 | 2899
320 | Revision_624/cobol.c | 40 | 48 | 2 | 6 | CobolParser | extern parserDefinition* CobolParser () | 39 | 48
501 | Revision_624/php.c | 91 | 98 | 2 | 18 | PhpParser | extern parserDefinition* PhpParser (void) | 90 | 98
16 | Revision_624/scheme.c | 99 | 109 | 2 | 22 | SchemeParser | extern parserDefinition* SchemeParser (void) | 98 | 109
14 | Revision_624/pascal.c | 257 | 265 | 2 | 16 | PascalParser | extern parserDefinition* PascalParser (void) | 256 | 265
13 | Revision_624/python.c | 447 | 455 | 2 | 19 | PythonParser | extern parserDefinition *PythonParser (void) | 446 | 455
340 | Revision_624/erlang.c | 179 | 187 | 2 | 615 | ErlangParser | extern parserDefinition *ErlangParser (void) | 178 | 187
5 | Revision_624/beta.c | 311 | 319 | 2 | 4 | BetaParser | extern parserDefinition* BetaParser (void) | 310 | 319
10 | Revision_624/awk.c | 71 | 79 | 2 | 3 | AwkParser | extern parserDefinition* AwkParser () | 70 | 79
243 | Revision_624/lua.c | 123 | 131 | 2 | 531 | LuaParser | extern parserDefinition* LuaParser (void) | 122 | 131
7 | Revision_624/perl.c | 372 | 380 | 2 | 17 | PerlParser | extern parserDefinition* PerlParser (void) | 371 | 380
321 | Revision_624/sml.c | 202 | 210 | 2 | 607 | SmlParser | extern parserDefinition *SmlParser (void) | 201 | 210
19 | Revision_624/ruby.c | 398 | 406 | 2 | 21 | RubyParser | extern parserDefinition* RubyParser (void) | 397 | 406
9 | Revision_624/eiffel.c | 1247 | 1256 | 2 | 8 | EiffelParser | extern parserDefinition* EiffelParser (void) | 1246 | 1256
408 | Revision_624/basic.c | 193 | 201 | 2 | 684 | BasicParser | parserDefinition *BasicParser (void) | 192 | 201
21 | Revision_624/fortran.c | 2195 | 2210 | 2 | 9 | FortranParser | extern parserDefinition* FortranParser (void) | 2194 | 2210
18 | Revision_624/tcl.c | 106 | 114 | 2 | 25 | TclParser | extern parserDefinition* TclParser (void) | 105 | 114
296 | Revision_624/sql.c | 1834 | 1843 | 2 | 579 | SqlParser | extern parserDefinition* SqlParser (void) | 1833 | 1843
20 | Revision_624/vim.c | 626 | 634 | 2 | 26 | VimParser | extern parserDefinition* VimParser (void) | 625 | 634
274 | Revision_624/asm.c | 366 | 385 | 2 | 1 | AsmParser | extern parserDefinition* AsmParser (void) | 365 | 385
25 | Revision_624/make.c | 199 | 209 | 2 | 15 | MakefileParser | extern parserDefinition* MakefileParser (void) | 198 | 209
413 | Revision_624/jscript.c | 1447 | 1460 | 2 | 630 | JavaScriptParser | extern parserDefinition* JavaScriptParser (void) | 1446 | 1460
365 | Revision_624/html.c | 40 | 47 | 2 | 629 | HtmlParser | extern parserDefinition* HtmlParser (void) | 39 | 47
23 | Revision_624/yacc.c | 31 | 38 | 2 | 27 | YaccParser | extern parserDefinition* YaccParser () | 30 | 38
26 | Revision_624/rexx.c | 30 | 37 | 2 | 20 | RexxParser | extern parserDefinition* RexxParser (void) | 29 | 37
27 | Revision_624/keyword.c | 107 | 116 | 2 | NULL | NULL | NULL | NULL | NULL
24 | Revision_624/slang.c | 34 | 41 | 2 | 24 | SlangParser | extern parserDefinition* SlangParser (void) | 33 | 41
158 | Revision_624/fortran.c | 413 | 425 | 2 | 300 | newToken | static tokenInfo *newToken (void) | 412 | 425
309 | Revision_624/sql.c | 358 | 367 | 2 | 714 | newToken | static tokenInfo *newToken (void) | 357 | 367
511 | Revision_624/gnu_regex/regex.c | 2828 | 2833 | 2 | NULL | NULL | NULL | NULL | NULL
28 | Revision_624/c.c | 2212 | 2217 | 2 | 45 | analyzePostParens | static void analyzePostParens (statementInfo *const st, parenInfo *const info) | 2028 | 2431
29 | Revision_624/options.c | 626 | 632 | 2 | 69 | cArgForth | extern void cArgForth (cookedArgs* const current) | 613 | 634
30 | Revision_624/options.c | 533 | 538 | 2 | 78 | cArgRead | static void cArgRead (cookedArgs *const current) | 507 | 540
157 | Revision_624/eiffel.c | 1201 | 1213 | 2 | 299 | newToken | static tokenInfo *newToken (void) | 1200 | 1213
