cloneType,granularity,gcid1,gcid2,no_of_revision_paired,couplingStrength,latePropagationCount,dominantChangeCategory,made_pair_in_revisions,gcid1_changed_revs,gcid2_changed_revs
"Type3","Block",136,152,5,0.4615,0,"SIMILARITY_PRESERVING","[302, 315, 482, 562, 940]","[13, 206, 207, 289, 302, 315, 482, 562, 940]","[289, 302, 315, 454, 482, 498, 562, 627, 860, 940]"
"Type3","Block",136,154,1,0.1111,0,"SIMILARITY_PRESERVING","[13]","[13, 206, 207, 289, 302, 315, 482, 562, 940]","[13]"
"Type3","Block",137,142,8,0.9000,0,"SIMILARITY_PRESERVING","[141, 302, 315, 482, 498, 562, 860, 990]","[127, 141, 302, 315, 482, 498, 562, 860, 990]","[127, 141, 302, 315, 334, 482, 498, 562, 860, 990]"
"Type3","Block",137,152,6,0.4615,0,"SIMILARITY_PRESERVING","[302, 315, 482, 498, 562, 860]","[127, 141, 302, 315, 482, 498, 562, 860, 990]","[289, 302, 315, 454, 482, 498, 562, 627, 860, 940]"
"Type3","Block",138,139,1,0.1111,0,"RESYNCHRONIZING","[13]","[13, 207, 289, 302, 315, 482, 498, 627, 860]","[13]"
"Type3","Block",138,141,1,0.2222,0,"SIMILARITY_PRESERVING","[13]","[13, 207, 289, 302, 315, 482, 498, 627, 860]","[13, 289]"
"Type3","Block",138,142,5,0.3571,0,"SIMILARITY_PRESERVING","[302, 315, 482, 498, 860]","[13, 207, 289, 302, 315, 482, 498, 627, 860]","[127, 141, 302, 315, 334, 482, 498, 562, 860, 990]"
"Type3","Block",138,145,8,0.8182,0,"SIMILARITY_PRESERVING","[13, 207, 302, 315, 482, 498, 627, 860]","[13, 207, 289, 302, 315, 482, 498, 627, 860]","[13, 206, 207, 289, 302, 315, 482, 498, 562, 627, 860]"
"Type3","Block",138,146,1,0.1000,0,"RESYNCHRONIZING","[207]","[13, 207, 289, 302, 315, 482, 498, 627, 860]","[206, 207]"
"Type3","Block",138,149,1,0.1111,0,"SIMILARITY_PRESERVING","[13]","[13, 207, 289, 302, 315, 482, 498, 627, 860]","[13]"
"Type3","Block",139,141,1,0.5000,0,"SIMILARITY_PRESERVING","[13]","[13]","[13, 289]"
"Type3","Block",139,145,1,0.0909,0,"SIMILARITY_PRESERVING","[13]","[13]","[13, 206, 207, 289, 302, 315, 482, 498, 562, 627, 860]"
"Type3","Block",139,147,1,1.0000,0,"SIMILARITY_PRESERVING","[13]","[13]","[13]"
"Type3","Block",139,149,1,1.0000,0,"RESYNCHRONIZING","[13]","[13]","[13]"
"Type3","Block",141,145,2,0.1818,0,"SIMILARITY_PRESERVING","[13, 289]","[13, 289]","[13, 206, 207, 289, 302, 315, 482, 498, 562, 627, 860]"
"Type3","Block",141,149,1,0.5000,0,"SIMILARITY_PRESERVING","[13]","[13, 289]","[13]"
"Type3","Block",141,150,1,0.0909,0,"SIMILARITY_PRESERVING","[289]","[13, 289]","[206, 207, 289, 302, 315, 482, 498, 562, 627, 860]"
"Type3","Block",142,145,6,0.4000,0,"SIMILARITY_PRESERVING","[302, 315, 482, 498, 562, 860]","[127, 141, 302, 315, 334, 482, 498, 562, 860, 990]","[13, 206, 207, 289, 302, 315, 482, 498, 562, 627, 860]"
"Type3","Block",145,146,2,0.1818,0,"SIMILARITY_PRESERVING","[206, 207]","[13, 206, 207, 289, 302, 315, 482, 498, 562, 627, 860]","[206, 207]"
"Type3","Block",145,147,1,0.0909,0,"SIMILARITY_PRESERVING","[13]","[13, 206, 207, 289, 302, 315, 482, 498, 562, 627, 860]","[13]"
"Type3","Block",145,149,1,0.0909,0,"SIMILARITY_PRESERVING","[13]","[13, 206, 207, 289, 302, 315, 482, 498, 562, 627, 860]","[13]"
"Type3","Block",145,150,9,0.9091,0,"SIMILARITY_PRESERVING","[207, 289, 302, 315, 482, 498, 562, 627, 860]","[13, 206, 207, 289, 302, 315, 482, 498, 562, 627, 860]","[206, 207, 289, 302, 315, 482, 498, 562, 627, 860]"
"Type3","Block",146,150,1,0.2000,0,"RESYNCHRONIZING","[206]","[206, 207]","[206, 207, 289, 302, 315, 482, 498, 562, 627, 860]"
"Type3","Block",147,154,1,1.0000,0,"SIMILARITY_PRESERVING","[13]","[13]","[13]"
"Type3","Block",150,152,8,0.6667,0,"SIMILARITY_PRESERVING","[289, 302, 315, 482, 498, 562, 627, 860]","[206, 207, 289, 302, 315, 482, 498, 562, 627, 860]","[289, 302, 315, 454, 482, 498, 562, 627, 860, 940]"
"Type3","Block",164,165,2,0.4000,0,"SIMILARITY_PRESERVING","[315, 328]","[302, 315, 328]","[230, 232, 315, 328]"
"Type3","Block",1307,1308,4,0.4444,1,"SIMILARITY_PRESERVING","[742, 781, 809, 810]","[740, 742, 773, 781, 786, 809, 810, 813]","[742, 781, 803, 809, 810]"
"Type3","Block",1307,1309,8,0.8000,0,"SIMILARITY_PRESERVING","[740, 742, 773, 781, 786, 809, 810, 813]","[740, 742, 773, 781, 786, 809, 810, 813]","[740, 742, 765, 773, 781, 786, 803, 809, 810, 813]"
"Type3","Block",1307,1310,2,0.2500,0,"SIMILARITY_PRESERVING","[740, 742]","[740, 742, 773, 781, 786, 809, 810, 813]","[740, 742]"
"Type3","Block",1308,1309,5,0.5000,1,"SIMILARITY_PRESERVING","[742, 781, 803, 809, 810]","[742, 781, 803, 809, 810]","[740, 742, 765, 773, 781, 786, 803, 809, 810, 813]"
"Type3","Block",1308,1310,1,0.1667,1,"SIMILARITY_PRESERVING","[742]","[742, 781, 803, 809, 810]","[740, 742]"
"Type3","Block",1309,1310,2,0.2000,0,"SIMILARITY_PRESERVING","[740, 742]","[740, 742, 765, 773, 781, 786, 803, 809, 810, 813]","[740, 742]"
"Type3","Block",444,445,1,0.2500,0,"SIMILARITY_PRESERVING","[315]","[302, 315]","[230, 294, 315]"
"Type3","Block",168,169,4,0.7143,0,"SIMILARITY_PRESERVING","[298, 302, 315, 482]","[20, 30, 298, 302, 315, 482]","[30, 298, 302, 315, 482, 739]"
"Type3","Block",449,450,1,0.2500,1,"SIMILARITY_PRESERVING","[315]","[298, 315]","[232, 294, 315]"
"Type3","Block",1423,1424,5,0.7143,1,"SIMILARITY_PRESERVING","[791, 819, 903, 960, 962]","[791, 819, 899, 903, 960, 962, 981]","[791, 819, 903, 960, 962]"
"Type3","Block",1558,1559,1,1.0000,0,"SIMILARITY_PRESERVING","[984]","[984]","[984]"
"Type3","Block",174,175,6,1.0000,0,"SIMILARITY_PRESERVING","[298, 301, 302, 315, 482, 498]","[298, 301, 302, 315, 482, 498]","[298, 301, 302, 315, 482, 498]"
"Type3","Block",451,638,1,0.1667,0,"SIMILARITY_PRESERVING","[315]","[139, 302, 315]","[230, 232, 315, 377]"
"Type3","Block",176,177,7,0.8750,0,"SIMILARITY_PRESERVING","[32, 139, 205, 298, 302, 315, 330]","[32, 139, 198, 205, 298, 302, 315, 330]","[32, 139, 205, 298, 302, 315, 330]"
"Type3","Block",892,893,3,0.6000,0,"SIMILARITY_PRESERVING","[361, 498, 821]","[361, 498, 784, 821, 977]","[361, 498, 821]"
"Type3","Block",178,179,6,0.6667,0,"SIMILARITY_PRESERVING","[32, 139, 198, 298, 315, 330]","[32, 82, 139, 198, 205, 298, 302, 315, 330]","[32, 139, 198, 298, 315, 330]"
"Type3","Block",181,182,3,1.0000,0,"SIMILARITY_PRESERVING","[204, 209, 210]","[204, 209, 210]","[204, 209, 210]"
"Type3","Block",181,183,3,1.0000,0,"SIMILARITY_PRESERVING","[204, 209, 210]","[204, 209, 210]","[204, 209, 210]"
"Type3","Block",181,184,3,1.0000,0,"SIMILARITY_PRESERVING","[204, 209, 210]","[204, 209, 210]","[204, 209, 210]"
"Type3","Block",181,185,3,1.0000,0,"SIMILARITY_PRESERVING","[204, 209, 210]","[204, 209, 210]","[204, 209, 210]"
"Type3","Block",182,183,3,1.0000,0,"SIMILARITY_PRESERVING","[204, 209, 210]","[204, 209, 210]","[204, 209, 210]"
"Type3","Block",182,184,3,1.0000,0,"SIMILARITY_PRESERVING","[204, 209, 210]","[204, 209, 210]","[204, 209, 210]"
"Type3","Block",182,185,3,1.0000,0,"SIMILARITY_PRESERVING","[204, 209, 210]","[204, 209, 210]","[204, 209, 210]"
"Type3","Block",183,184,3,1.0000,0,"SIMILARITY_PRESERVING","[204, 209, 210]","[204, 209, 210]","[204, 209, 210]"
"Type3","Block",183,185,3,1.0000,0,"SIMILARITY_PRESERVING","[204, 209, 210]","[204, 209, 210]","[204, 209, 210]"
"Type3","Block",184,185,3,1.0000,0,"SIMILARITY_PRESERVING","[204, 209, 210]","[204, 209, 210]","[204, 209, 210]"
"Type3","Block",703,704,1,0.2500,0,"SIMILARITY_PRESERVING","[315]","[298, 302, 315]","[230, 315]"
"Type3","Block",881,882,2,1.0000,0,"SIMILARITY_PRESERVING","[333, 338]","[333, 338]","[333, 338]"
"Type3","Block",705,706,1,0.2500,0,"SIMILARITY_PRESERVING","[315]","[298, 302, 315]","[230, 315]"
"Type3","Block",188,190,4,0.1818,0,"SIMILARITY_PRESERVING","[82, 287, 298, 315]","[82, 287, 298, 315]","[82, 287, 298, 315, 333, 338, 360, 438, 529, 541, 589, 627, 647, 728, 777, 781, 815, 821, 912, 946, 984, 990]"
"Type3","Block",603,604,1,0.3333,0,"SIMILARITY_PRESERVING","[315]","[315]","[172, 230, 315]"
"Type3","Block",605,606,1,0.2500,0,"SIMILARITY_PRESERVING","[315]","[302, 315]","[173, 230, 315]"
"Type3","Block",1277,1278,1,1.0000,0,"SIMILARITY_PRESERVING","[702]","[702]","[702]"
"Type3","Block",1298,1299,1,1.0000,0,"SIMILARITY_PRESERVING","[758]","[758]","[758]"
"Type3","Block",196,198,4,0.6250,0,"SIMILARITY_PRESERVING","[32, 82, 315, 330]","[32, 71, 82, 287, 315, 330, 332]","[32, 82, 302, 315, 330, 332]"
"Type3","Block",1089,1090,1,1.0000,0,"SIMILARITY_PRESERVING","[860]","[860]","[860]"
"Type3","Block",1089,1091,1,1.0000,0,"SIMILARITY_PRESERVING","[860]","[860]","[860]"
"Type3","Block",1090,1091,1,1.0000,0,"SIMILARITY_PRESERVING","[860]","[860]","[860]"
"Type3","Block",202,203,8,0.5714,1,"SIMILARITY_PRESERVING","[209, 210, 212, 287, 298, 308, 315, 330]","[82, 96, 130, 205, 209, 210, 212, 287, 298, 308, 315, 330, 333, 338]","[209, 210, 212, 287, 298, 308, 315, 330]"
"Type3","Block",203,204,8,0.5333,0,"SIMILARITY_PRESERVING","[209, 210, 212, 287, 298, 308, 315, 330]","[209, 210, 212, 287, 298, 308, 315, 330]","[82, 96, 209, 210, 212, 287, 298, 302, 308, 315, 330, 332, 333, 335, 338]"
"Type3","Block",1075,1076,2,0.2500,0,"SIMILARITY_PRESERVING","[541, 589]","[541, 589, 672]","[541, 589, 613, 629, 630, 647, 649]"
"Type3","Block",610,611,1,0.3333,0,"SIMILARITY_PRESERVING","[315]","[95, 302, 315]","[315]"
"Type3","Block",612,613,1,0.1667,0,"SIMILARITY_PRESERVING","[315]","[95, 302, 315, 325]","[230, 232, 315]"
"Type3","Block",776,777,1,1.0000,0,"SIMILARITY_PRESERVING","[289]","[289]","[289]"
"Type3","Block",776,778,1,1.0000,0,"SIMILARITY_PRESERVING","[289]","[289]","[289]"
"Type3","Block",776,780,1,1.0000,0,"SIMILARITY_PRESERVING","[289]","[289]","[289]"
"Type3","Block",777,778,1,1.0000,0,"SIMILARITY_PRESERVING","[289]","[289]","[289]"
"Type3","Block",777,780,1,1.0000,0,"SIMILARITY_PRESERVING","[289]","[289]","[289]"
"Type3","Block",778,780,1,1.0000,0,"SIMILARITY_PRESERVING","[289]","[289]","[289]"
"Type3","Block",614,615,1,0.2000,0,"SIMILARITY_PRESERVING","[315]","[95, 302, 315]","[230, 232, 315]"
"Type3","Block",616,617,1,0.2500,0,"SIMILARITY_PRESERVING","[315]","[95, 302, 315, 325]","[315]"
"Type3","Block",1444,1445,14,0.7000,3,"SIMILARITY_PRESERVING","[808, 809, 813, 817, 819, 824, 829, 830, 831, 842, 843, 844, 858, 904]","[808, 809, 813, 815, 817, 819, 824, 829, 830, 831, 840, 842, 843, 844, 858, 904, 907, 940]","[808, 809, 813, 817, 819, 821, 824, 829, 830, 831, 842, 843, 844, 858, 859, 904]"
"Type3","Block",1038,1040,1,0.0714,0,"RESYNCHRONIZING","[495]","[495, 529, 540, 541, 568, 589, 627, 647, 690, 692, 728, 777, 815]","[494, 495]"
"Type3","Block",1039,1040,1,0.2500,0,"RESYNCHRONIZING","[495]","[494, 495, 529, 540, 541, 568, 589, 627]","[494, 495]"
"Type3","Block",1039,1041,4,0.7500,0,"SIMILARITY_PRESERVING","[494, 495, 529, 568]","[494, 495, 529, 540, 541, 568, 589, 627]","[494, 495, 529, 540, 541, 568]"
"Type3","Block",1040,1041,1,0.3333,0,"RESYNCHRONIZING","[494]","[494, 495]","[494, 495, 529, 540, 541, 568]"
"Type3","Block",223,224,2,0.5000,0,"SIMILARITY_PRESERVING","[302, 315]","[278, 302, 315]","[289, 302, 315]"
"Type3","Block",843,844,1,0.5000,0,"SIMILARITY_PRESERVING","[302]","[302, 315]","[302]"
"Type3","Block",999,1000,7,0.8889,0,"SIMILARITY_PRESERVING","[519, 645, 693, 703, 739, 742, 754]","[519, 645, 693, 703, 739, 742, 754, 758]","[438, 519, 645, 693, 703, 739, 742, 754, 758]"
"Type3","Block",225,226,2,0.6667,1,"SIMILARITY_PRESERVING","[302, 315]","[298, 302, 315]","[302, 315]"
"Type3","Block",227,228,2,0.6667,1,"SIMILARITY_PRESERVING","[302, 315]","[298, 302, 315]","[302, 315]"
"Type3","Block",229,230,3,0.7500,1,"SIMILARITY_PRESERVING","[302, 315, 498]","[298, 302, 315, 498]","[302, 315, 498]"
"Type3","Block",231,232,1,1.0000,0,"SIMILARITY_PRESERVING","[139]","[139]","[139]"
"Type3","Block",233,234,1,1.0000,0,"SIMILARITY_PRESERVING","[177]","[177]","[177]"
"Type3","Block",483,484,1,1.0000,0,"SIMILARITY_PRESERVING","[36]","[36]","[36]"
"Type3","Block",828,829,1,0.1111,1,"SIMILARITY_PRESERVING","[315]","[287, 298, 308, 315, 330, 332, 333, 338]","[294, 315]"
"Type3","Block",237,238,3,1.0000,0,"SIMILARITY_PRESERVING","[177, 209, 210]","[177, 209, 210]","[177, 209, 210]"
"Type3","Block",241,242,2,0.4000,0,"SIMILARITY_PRESERVING","[315, 360]","[136, 302, 315, 360, 482]","[315, 360]"
"Type3","Block",241,243,3,0.6000,0,"SIMILARITY_PRESERVING","[136, 315, 360]","[136, 302, 315, 360, 482]","[136, 315, 360]"
"Type3","Block",242,243,2,0.6667,0,"SIMILARITY_PRESERVING","[315, 360]","[315, 360]","[136, 315, 360]"
"Type3","Block",438,440,7,0.8750,0,"SIMILARITY_PRESERVING","[82, 130, 216, 315, 501, 520, 583]","[82, 130, 216, 315, 501, 520, 583]","[37, 82, 130, 216, 315, 501, 520, 583]"
"Type3","Block",781,782,7,0.7000,1,"SIMILARITY_PRESERVING","[289, 302, 315, 482, 613, 629, 630]","[289, 302, 315, 482, 613, 629, 630]","[289, 298, 302, 315, 338, 482, 493, 613, 629, 630]"
"Type3","Block",248,251,1,1.0000,0,"SIMILARITY_PRESERVING","[130]","[130]","[130]"
"Type3","Block",1243,1244,1,1.0000,0,"SIMILARITY_PRESERVING","[645]","[645]","[645]"
"Type3","Block",254,255,4,0.8000,0,"SIMILARITY_PRESERVING","[315, 333, 360, 482]","[302, 315, 333, 360, 482]","[315, 333, 360, 482]"
"Type3","Block",1479,1480,1,1.0000,0,"SIMILARITY_PRESERVING","[860]","[860]","[860]"
"Type3","Block",256,257,1,0.2500,0,"SIMILARITY_PRESERVING","[315]","[315, 360]","[315, 335, 482]"
"Type3","Block",260,261,5,0.8333,0,"SIMILARITY_PRESERVING","[130, 315, 333, 335, 482]","[130, 302, 315, 333, 335, 482]","[130, 315, 333, 335, 482]"
"Type3","Block",788,789,18,0.6552,2,"SIMILARITY_PRESERVING","[289, 302, 309, 315, 338, 562, 613, 629, 630, 647, 649, 688, 690, 707, 724, 748, 768, 781]","[289, 302, 309, 315, 338, 482, 562, 584, 613, 629, 630, 647, 649, 688, 689, 690, 707, 724, 748, 768, 781, 799, 815, 907]","[289, 302, 309, 315, 338, 540, 562, 613, 629, 630, 647, 649, 688, 690, 707, 709, 724, 748, 768, 781, 784, 799, 904, 912]"
"Type3","Block",979,980,3,1.0000,0,"SIMILARITY_PRESERVING","[361, 448, 498]","[361, 448, 498]","[361, 448, 498]"
"Type3","Block",688,689,2,0.4000,1,"SIMILARITY_PRESERVING","[302, 315]","[130, 278, 302, 315]","[298, 302, 315]"
"Type3","Block",1249,1250,1,1.0000,0,"SIMILARITY_PRESERVING","[644]","[644]","[644]"
"Type3","Block",992,993,1,1.0000,0,"SIMILARITY_PRESERVING","[387]","[387]","[387]"
"Type3","Block",845,846,4,0.8000,0,"SIMILARITY_PRESERVING","[302, 315, 324, 731]","[302, 315, 324, 731]","[302, 315, 324, 335, 731]"
"Type3","Block",845,847,4,1.0000,0,"SIMILARITY_PRESERVING","[302, 315, 324, 731]","[302, 315, 324, 731]","[302, 315, 324, 731]"
"Type3","Block",845,848,4,1.0000,0,"SIMILARITY_PRESERVING","[302, 315, 324, 731]","[302, 315, 324, 731]","[302, 315, 324, 731]"
"Type3","Block",845,1018,1,0.2500,0,"SIMILARITY_PRESERVING","[731]","[302, 315, 324, 731]","[731]"
"Type3","Block",846,847,4,0.8000,0,"SIMILARITY_PRESERVING","[302, 315, 324, 731]","[302, 315, 324, 335, 731]","[302, 315, 324, 731]"
"Type3","Block",846,848,4,0.8000,0,"SIMILARITY_PRESERVING","[302, 315, 324, 731]","[302, 315, 324, 335, 731]","[302, 315, 324, 731]"
"Type3","Block",847,848,4,1.0000,0,"SIMILARITY_PRESERVING","[302, 315, 324, 731]","[302, 315, 324, 731]","[302, 315, 324, 731]"
"Type3","Block",847,1018,1,0.2500,0,"SIMILARITY_PRESERVING","[731]","[302, 315, 324, 731]","[731]"
"Type3","Block",848,1018,1,0.2500,0,"SIMILARITY_PRESERVING","[731]","[302, 315, 324, 731]","[731]"
"Type3","Block",1018,1019,1,0.3333,0,"SIMILARITY_PRESERVING","[731]","[731]","[559, 731, 851]"
"Type3","Block",1020,1021,1,1.0000,0,"SIMILARITY_PRESERVING","[990]","[990]","[990]"
"Type3","Block",272,273,8,0.8889,0,"SIMILARITY_PRESERVING","[83, 96, 130, 204, 289, 302, 315, 319]","[83, 96, 130, 183, 204, 289, 302, 315, 319]","[83, 96, 130, 204, 289, 302, 315, 319]"
"Type3","Block",811,812,4,0.5714,0,"SIMILARITY_PRESERVING","[302, 315, 324, 990]","[302, 315, 324, 367, 498, 990]","[302, 315, 324, 360, 990]"
"Type3","Block",811,814,6,1.0000,0,"SIMILARITY_PRESERVING","[302, 315, 324, 367, 498, 990]","[302, 315, 324, 367, 498, 990]","[302, 315, 324, 367, 498, 990]"
"Type3","Block",812,813,4,0.8000,0,"SIMILARITY_PRESERVING","[302, 315, 324, 360]","[302, 315, 324, 360, 990]","[302, 315, 324, 360]"
"Type3","Block",812,814,4,0.5714,0,"SIMILARITY_PRESERVING","[302, 315, 324, 990]","[302, 315, 324, 360, 990]","[302, 315, 324, 367, 498, 990]"
"Type3","Block",813,814,3,0.4286,0,"SIMILARITY_PRESERVING","[302, 315, 324]","[302, 315, 324, 360]","[302, 315, 324, 367, 498, 990]"
"Type3","Block",274,277,15,1.0000,0,"SIMILARITY_PRESERVING","[83, 96, 130, 166, 175, 176, 177, 183, 187, 189, 204, 289, 302, 315, 319]","[83, 96, 130, 166, 175, 176, 177, 183, 187, 189, 204, 289, 302, 315, 319]","[83, 96, 130, 166, 175, 176, 177, 183, 187, 189, 204, 289, 302, 315, 319]"
"Type3","Block",275,276,20,0.9756,0,"SIMILARITY_PRESERVING","[83, 86, 96, 130, 166, 175, 176, 177, 183, 187, 189, 204, 289, 315, 319, 706, 739, 769, 859, 860]","[83, 86, 96, 130, 166, 175, 176, 177, 183, 187, 189, 204, 289, 315, 319, 416, 430, 453, 458, 476, 482, 492, 497, 498, 507, 534, 535, 537, 563, 574, 575, 579, 647, 671, 706, 739, 769, 859, 860, 921]","[83, 86, 96, 130, 166, 175, 176, 177, 183, 187, 189, 204, 289, 302, 315, 319, 416, 430, 453, 458, 476, 482, 492, 497, 498, 507, 534, 535, 537, 563, 574, 575, 579, 647, 671, 706, 739, 769, 859, 860, 921]"
"Type3","Block",1119,1120,1,0.5000,0,"SIMILARITY_PRESERVING","[731]","[731]","[627, 731]"
"Type3","Block",278,279,8,0.8889,0,"SIMILARITY_PRESERVING","[83, 96, 130, 204, 289, 302, 315, 319]","[83, 96, 130, 204, 289, 302, 315, 319]","[83, 96, 130, 183, 204, 289, 302, 315, 319]"
"Type3","Block",1084,1085,2,0.6667,0,"SIMILARITY_PRESERVING","[679, 714]","[679, 714]","[583, 679, 714]"
"Type3","Block",1086,1087,3,1.0000,0,"SIMILARITY_PRESERVING","[583, 679, 714]","[583, 679, 714]","[583, 679, 714]"
"Type3","Block",1086,1088,3,1.0000,0,"SIMILARITY_PRESERVING","[583, 679, 714]","[583, 679, 714]","[583, 679, 714]"
"Type3","Block",1087,1088,3,1.0000,0,"SIMILARITY_PRESERVING","[583, 679, 714]","[583, 679, 714]","[583, 679, 714]"
"Type3","Block",1121,1122,1,1.0000,0,"SIMILARITY_PRESERVING","[731]","[731]","[731]"
"Type3","Block",1123,1124,5,1.0000,0,"SIMILARITY_PRESERVING","[616, 731, 776, 974, 990]","[616, 731, 776, 974, 990]","[616, 731, 776, 974, 990]"
"Type3","Block",282,283,4,0.3636,0,"SIMILARITY_PRESERVING","[179, 298, 302, 315]","[179, 298, 302, 315, 454, 498, 561, 565, 580, 582, 587]","[179, 298, 302, 315]"
"Type3","Block",1125,1126,3,0.3750,0,"SIMILARITY_PRESERVING","[616, 739, 776]","[616, 739, 776]","[577, 588, 616, 637, 672, 739, 776, 860]"
"Type3","Block",1014,1015,1,1.0000,0,"SIMILARITY_PRESERVING","[482]","[482]","[482]"
"Type3","Block",1127,1128,2,0.3333,0,"SIMILARITY_PRESERVING","[577, 588]","[577, 588, 616, 637, 672, 776]","[577, 588]"
"Type3","Block",817,818,4,0.8000,0,"SIMILARITY_PRESERVING","[302, 315, 324, 360]","[302, 315, 324, 360, 731]","[302, 315, 324, 360]"
"Type3","Block",860,861,4,1.0000,0,"SIMILARITY_PRESERVING","[323, 370, 498, 788]","[323, 370, 498, 788]","[323, 370, 498, 788]"
"Type3","Block",819,820,5,1.0000,0,"SIMILARITY_PRESERVING","[302, 315, 360, 482, 627]","[302, 315, 360, 482, 627]","[302, 315, 360, 482, 627]"
"Type3","Block",819,821,4,0.8000,0,"SIMILARITY_PRESERVING","[315, 360, 482, 627]","[302, 315, 360, 482, 627]","[315, 360, 482, 627]"
"Type3","Block",820,821,4,0.8000,0,"SIMILARITY_PRESERVING","[315, 360, 482, 627]","[302, 315, 360, 482, 627]","[315, 360, 482, 627]"
"Type3","Block",1227,1228,2,1.0000,0,"SIMILARITY_PRESERVING","[616, 637]","[616, 637]","[616, 637]"
"Type3","Block",1227,1229,2,0.6667,0,"SIMILARITY_PRESERVING","[616, 637]","[616, 637]","[616, 637, 672]"
"Type3","Block",1228,1229,2,0.6667,0,"SIMILARITY_PRESERVING","[616, 637]","[616, 637]","[616, 637, 672]"
"Type3","Block",1538,1539,1,0.5000,0,"SIMILARITY_PRESERVING","[934]","[934, 936]","[934]"
"Type3","Block",1022,1023,1,0.5000,0,"SIMILARITY_PRESERVING","[498]","[498]","[484, 498]"
"Type3","Block",1230,1231,2,0.5000,0,"SIMILARITY_PRESERVING","[616, 637]","[616, 637, 672, 739]","[616, 637]"
"Type3","Block",1230,1232,4,1.0000,0,"SIMILARITY_PRESERVING","[616, 637, 672, 739]","[616, 637, 672, 739]","[616, 637, 672, 739]"
"Type3","Block",1231,1232,2,0.5000,0,"SIMILARITY_PRESERVING","[616, 637]","[616, 637]","[616, 637, 672, 739]"
"Type3","Block",307,308,2,0.6667,0,"SIMILARITY_PRESERVING","[302, 315]","[302, 315]","[281, 302, 315]"
"Type3","Block",1268,1269,2,1.0000,0,"SIMILARITY_PRESERVING","[672, 731]","[672, 731]","[672, 731]"
"Type3","Block",314,315,5,1.0000,0,"SIMILARITY_PRESERVING","[289, 302, 315, 498, 605]","[289, 302, 315, 498, 605]","[289, 302, 315, 498, 605]"
"Type3","Block",314,316,5,0.8333,0,"SIMILARITY_PRESERVING","[289, 302, 315, 498, 605]","[289, 302, 315, 498, 605]","[289, 302, 315, 482, 498, 605]"
"Type3","Block",315,316,5,0.8333,0,"SIMILARITY_PRESERVING","[289, 302, 315, 498, 605]","[289, 302, 315, 498, 605]","[289, 302, 315, 482, 498, 605]"
"Type3","Block",741,742,8,0.8000,1,"SIMILARITY_PRESERVING","[209, 216, 315, 338, 482, 501, 520, 679]","[209, 216, 315, 338, 482, 498, 501, 520, 679]","[209, 210, 216, 315, 338, 482, 501, 520, 679]"
"Type3","Block",321,322,8,1.0000,0,"SIMILARITY_PRESERVING","[289, 302, 315, 454, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]"
"Type3","Block",321,323,7,0.8750,0,"SIMILARITY_PRESERVING","[289, 302, 315, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]","[289, 302, 315, 482, 498, 605, 671]"
"Type3","Block",321,324,7,0.8750,0,"RESYNCHRONIZING","[302, 315, 454, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]","[302, 315, 454, 482, 498, 605, 671]"
"Type3","Block",321,325,8,1.0000,0,"SIMILARITY_PRESERVING","[289, 302, 315, 454, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]"
"Type3","Block",321,326,6,0.7500,0,"SIMILARITY_PRESERVING","[315, 454, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]","[315, 454, 482, 498, 605, 671]"
"Type3","Block",322,323,7,0.8750,0,"SIMILARITY_PRESERVING","[289, 302, 315, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]","[289, 302, 315, 482, 498, 605, 671]"
"Type3","Block",322,324,7,0.8750,0,"SIMILARITY_PRESERVING","[302, 315, 454, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]","[302, 315, 454, 482, 498, 605, 671]"
"Type3","Block",322,325,8,1.0000,0,"SIMILARITY_PRESERVING","[289, 302, 315, 454, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]"
"Type3","Block",322,326,6,0.7500,0,"SIMILARITY_PRESERVING","[315, 454, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]","[315, 454, 482, 498, 605, 671]"
"Type3","Block",323,324,6,0.7500,0,"SIMILARITY_PRESERVING","[302, 315, 482, 498, 605, 671]","[289, 302, 315, 482, 498, 605, 671]","[302, 315, 454, 482, 498, 605, 671]"
"Type3","Block",323,325,7,0.8750,0,"SIMILARITY_PRESERVING","[289, 302, 315, 482, 498, 605, 671]","[289, 302, 315, 482, 498, 605, 671]","[289, 302, 315, 454, 482, 498, 605, 671]"
"Type3","Block",323,326,5,0.6250,0,"SIMILARITY_PRESERVING","[315, 482, 498, 605, 671]","[289, 302, 315, 482, 498, 605, 671]","[315, 454, 482, 498, 605, 671]"
