n,n_pos,n_neg,mcc,auc_roc,pr_auc,balanced_acc,f1,gmean,model,Revision,threshold,train_size
8,4,4,0.2581988897471611,0.75,0.8166666666666667,0.625,0.5714285714285714,0.6123724356957945,CatBoost,735,0.72,620
29,2,27,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,737,0.361,628
29,2,27,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,737,0.1,628
29,2,27,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,737,0.443,628
29,2,27,0.6943650748294136,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,CatBoost,737,0.72,628
23,0,23,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,740,0.361,657
23,0,23,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,740,0.1,657
23,0,23,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,740,0.443,657
23,0,23,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,740,0.231,657
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,741,0.361,680
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,741,0.1,680
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,741,0.443,680
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,741,0.231,680
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,RandomForest,742,0.361,681
2,1,1,0.0,0.0,0.5,0.5,0.0,0.0,LightGBM,742,0.1,681
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,XGBoost,742,0.443,681
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,CatBoost,742,0.116,681
14,2,12,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,745,0.361,683
14,2,12,0.3042903097250923,1.0,1.0,0.7083333333333334,0.36363636363636365,0.6454972243679028,LightGBM,745,0.1,683
14,2,12,0.2581988897471611,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5773502691896257,XGBoost,745,0.443,683
14,2,12,0.5477225575051662,1.0,1.0,0.875,0.5714285714285714,0.8660254037844386,CatBoost,745,0.116,683
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,751,0.361,697
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,751,0.361,697
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,751,0.802,697
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,751,0.231,697
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,755,0.361,698
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,755,0.361,698
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,755,0.802,698
6,0,6,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,755,0.231,698
31,0,31,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,756,0.361,704
31,0,31,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,756,0.361,704
31,0,31,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,756,0.802,704
31,0,31,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,756,0.231,704
2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,757,0.361,735
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,LightGBM,757,0.361,735
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,XGBoost,757,0.802,735
2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,757,0.116,735
14,2,12,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,760,0.361,737
14,2,12,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,760,0.361,737
14,2,12,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,760,0.802,737
14,2,12,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,760,0.116,737
5,3,2,0.4082482904638631,0.6666666666666666,0.8666666666666667,0.6666666666666666,0.5,0.5773502691896257,RandomForest,763,0.361,751
5,3,2,0.4082482904638631,1.0,1.0,0.6666666666666666,0.5,0.5773502691896257,LightGBM,763,0.361,751
5,3,2,0.0,1.0,1.0,0.5,0.0,0.0,XGBoost,763,0.802,751
5,3,2,0.4082482904638631,1.0,1.0,0.6666666666666666,0.5,0.5773502691896257,CatBoost,763,0.116,751
2,1,1,0.0,1.0,1.0,0.5,0.6666666666666666,0.0,RandomForest,776,0.361,756
2,1,1,0.0,1.0,1.0,0.5,0.6666666666666666,0.0,LightGBM,776,0.361,756
2,1,1,0.0,1.0,1.0,0.5,0.6666666666666666,0.0,XGBoost,776,0.802,756
2,1,1,0.0,1.0,1.0,0.5,0.6666666666666666,0.0,CatBoost,776,0.116,756
7,3,4,0.0,1.0,1.0,0.5,0.6,0.0,RandomForest,777,0.361,758
7,3,4,0.0,0.6666666666666666,0.7,0.5,0.6,0.0,LightGBM,777,0.361,758
7,3,4,0.3535533905932738,0.8333333333333334,0.8055555555555556,0.625,0.6666666666666666,0.5,XGBoost,777,0.802,758
7,3,4,0.0,0.9166666666666666,0.9166666666666665,0.5,0.6,0.0,CatBoost,777,0.116,758
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,RandomForest,785,0.361,765
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,LightGBM,785,0.622,765
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,XGBoost,785,0.884,765
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,CatBoost,785,0.116,765
3,2,1,0.0,1.0,1.0,0.5,0.8,0.0,RandomForest,789,0.361,770
3,2,1,0.0,0.5,0.8333333333333333,0.5,0.8,0.0,LightGBM,789,0.361,770
3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,789,0.884,770
3,2,1,0.0,0.5,0.8333333333333333,0.5,0.8,0.0,CatBoost,789,0.116,770
28,3,25,0.6,1.0,1.0,0.9199999999999999,0.6,0.916515138991168,RandomForest,791,0.361,773
28,3,25,0.5033222956847166,0.9333333333333333,0.7916666666666666,0.88,0.5,0.8717797887081347,LightGBM,791,0.361,773
28,3,25,0.848528137423857,1.0,1.0,0.98,0.8571428571428571,0.9797958971132712,XGBoost,791,0.884,773
28,3,25,0.2786522184076944,0.9866666666666666,0.9166666666666665,0.72,0.3,0.6633249580710799,CatBoost,791,0.116,773
28,3,25,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,793,0.394,801
28,3,25,0.6,1.0,1.0,0.9199999999999999,0.6,0.916515138991168,LightGBM,793,0.361,801
28,3,25,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,793,0.9,801
28,3,25,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,793,0.671,801
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,795,0.72,829
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,795,0.9,829
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,795,0.9,829
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,795,0.622,829
22,3,19,0.6140350877192983,0.9824561403508772,0.9166666666666665,0.8070175438596491,0.6666666666666666,0.7947194142390263,RandomForest,797,0.394,830
22,3,19,0.7958224257542214,0.9824561403508772,0.9166666666666665,0.8333333333333333,0.8,0.816496580927726,LightGBM,797,0.671,830
22,3,19,0.7958224257542214,0.9824561403508772,0.9166666666666665,0.8333333333333333,0.8,0.816496580927726,XGBoost,797,0.884,830
22,3,19,0.7958224257542214,0.9824561403508772,0.9166666666666665,0.8333333333333333,0.8,0.816496580927726,CatBoost,797,0.622,830
11,1,10,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,798,0.72,852
11,1,10,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,798,0.671,852
11,1,10,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,798,0.884,852
11,1,10,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,798,0.622,852
23,2,21,0.6908492797077574,0.9761904761904762,0.8333333333333333,0.75,0.6666666666666666,0.7071067811865476,RandomForest,800,0.72,863
23,2,21,0.6908492797077574,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,LightGBM,800,0.671,863
23,2,21,0.6908492797077574,1.0,1.0,0.75,0.6666666666666666,0.7071067811865476,XGBoost,800,0.884,863
23,2,21,0.6908492797077574,0.9761904761904762,0.8333333333333333,0.75,0.6666666666666666,0.7071067811865476,CatBoost,800,0.622,863
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,805,0.72,886
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,805,0.671,886
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,805,0.884,886
2,2,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,805,0.622,886
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,806,0.72,888
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,806,0.867,888
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,806,0.884,888
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,806,0.622,888
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,808,0.72,889
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,808,0.867,889
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,808,0.884,889
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,808,0.622,889
14,1,13,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,809,0.72,890
14,1,13,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,809,0.867,890
14,1,13,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,809,0.884,890
14,1,13,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,809,0.622,890
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,RandomForest,813,0.72,904
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,LightGBM,813,0.867,904
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,XGBoost,813,0.884,904
1,1,0,0.0,0.5,1.0,0.5,0.0,0.0,CatBoost,813,0.622,904
3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,RandomForest,816,0.72,905
3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,LightGBM,816,0.867,905
3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,XGBoost,816,0.884,905
3,2,1,1.0,1.0,1.0,1.0,1.0,1.0,CatBoost,816,0.622,905
