counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_467/jscript.c | 2 | 2 | c | Revision_468/jscript.c | 2 | 2 | 0 | 0
2 | Revision_467/jscript.c | 62 | 62 | c | Revision_468/jscript.c | 62 | 63 | 0 | 1
3 | Revision_467/jscript.c | 133 | 133 | c | Revision_468/jscript.c | 134 | 135 | 1 | 2
4 | Revision_467/jscript.c | 137 | 180 | d | Revision_468/jscript.c | 138 | 138 | 1 | -42
5 | Revision_467/jscript.c | 193 | 196 | c | Revision_468/jscript.c | 151 | 156 | -42 | -40
6 | Revision_467/jscript.c | 208 | 231 | d | Revision_468/jscript.c | 167 | 167 | -41 | -64
7 | Revision_467/jscript.c | 246 | 246 | d | Revision_468/jscript.c | 181 | 181 | -65 | -65
8 | Revision_467/jscript.c | 510 | 510 | d | Revision_468/jscript.c | 444 | 444 | -66 | -66
9 | Revision_467/jscript.c | 541 | 549 | c | Revision_468/jscript.c | 475 | 475 | -66 | -74
10 | Revision_467/jscript.c | 729 | 729 | c | Revision_468/jscript.c | 655 | 655 | -74 | -74
11 | Revision_467/jscript.c | 856 | 856 | c | Revision_468/jscript.c | 782 | 782 | -74 | -74
12 | Revision_467/jscript.c | 906 | 906 | c | Revision_468/jscript.c | 832 | 832 | -74 | -74
13 | Revision_467/jscript.c | 944 | 944 | a | Revision_468/jscript.c | 871 | 873 | -73 | -71
14 | Revision_467/jscript.c | 1009 | 1009 | c | Revision_468/jscript.c | 938 | 938 | -71 | -71
15 | Revision_467/jscript.c | 1084 | 1084 | c | Revision_468/jscript.c | 1013 | 1013 | -71 | -71
16 | Revision_467/jscript.c | 1122 | 1122 | c | Revision_468/jscript.c | 1051 | 1051 | -71 | -71
17 | Revision_467/sql.c | 2 | 2 | c | Revision_468/sql.c | 2 | 2 | 0 | 0
18 | Revision_467/sql.c | 282 | 328 | d | Revision_468/sql.c | 281 | 281 | -1 | -47
19 | Revision_467/sql.c | 334 | 337 | c | Revision_468/sql.c | 287 | 292 | -47 | -45
20 | Revision_467/sql.c | 645 | 645 | d | Revision_468/sql.c | 599 | 599 | -46 | -46
21 | Revision_467/sql.c | 652 | 660 | c | Revision_468/sql.c | 606 | 616 | -46 | -44
22 | Revision_467/sql.c | 825 | 826 | d | Revision_468/sql.c | 780 | 780 | -45 | -46
23 | Revision_467/sql.c | 1258 | 1258 | d | Revision_468/sql.c | 1211 | 1211 | -47 | -47
24 | Revision_467/sql.c | 1263 | 1263 | d | Revision_468/sql.c | 1215 | 1215 | -48 | -48
25 | Revision_467/sql.c | 1570 | 1570 | d | Revision_468/sql.c | 1521 | 1521 | -49 | -49
26 | Revision_467/sql.c | 1809 | 1809 | d | Revision_468/sql.c | 1759 | 1759 | -50 | -50
