counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_785/vim.c | 2 | 2 | c | Revision_786/vim.c | 2 | 2 | 0 | 0
2 | Revision_785/vim.c | 50 | 50 | c | Revision_786/vim.c | 50 | 51 | 0 | 1
3 | Revision_785/vim.c | 58 | 58 | a | Revision_786/vim.c | 60 | 60 | 2 | 2
4 | Revision_785/vim.c | 228 | 228 | a | Revision_786/vim.c | 231 | 242 | 3 | 14
5 | Revision_785/vim.c | 614 | 614 | c | Revision_786/vim.c | 628 | 628 | 14 | 14
6 | Revision_785/vim.c | 625 | 625 | a | Revision_786/vim.c | 640 | 724 | 15 | 99
7 | Revision_785/vim.c | 629 | 629 | c | Revision_786/vim.c | 728 | 728 | 99 | 99
8 | Revision_785/vim.c | 631 | 631 | c | Revision_786/vim.c | 730 | 730 | 99 | 99
9 | Revision_785/vim.c | 633 | 633 | c | Revision_786/vim.c | 732 | 739 | 99 | 106
10 | Revision_785/vim.c | 638 | 638 | c | Revision_786/vim.c | 744 | 744 | 106 | 106
