counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_48/regex.c | 2 | 2 | c | Revision_49/regex.c | 2 | 2 | 0 | 0
2 | Revision_48/regex.c | 42 | 42 | a | Revision_49/regex.c | 43 | 46 | 1 | 4
3 | Revision_48/regex.c | 45 | 47 | d | Revision_49/regex.c | 48 | 48 | 3 | 1
4 | Revision_48/regex.c | 55 | 55 | c | Revision_49/regex.c | 56 | 56 | 1 | 1
5 | Revision_48/regex.c | 62 | 62 | a | Revision_49/regex.c | 64 | 65 | 2 | 3
6 | Revision_48/regex.c | 65 | 70 | c | Revision_49/regex.c | 68 | 77 | 3 | 7
7 | Revision_48/regex.c | 90 | 93 | d | Revision_49/regex.c | 96 | 96 | 6 | 3
8 | Revision_48/regex.c | 106 | 106 | c | Revision_49/regex.c | 109 | 109 | 3 | 3
9 | Revision_48/regex.c | 112 | 114 | c | Revision_49/regex.c | 115 | 119 | 3 | 5
10 | Revision_48/regex.c | 127 | 127 | c | Revision_49/regex.c | 132 | 133 | 5 | 6
11 | Revision_48/regex.c | 196 | 197 | c | Revision_49/regex.c | 202 | 203 | 6 | 6
12 | Revision_48/regex.c | 236 | 238 | c | Revision_49/regex.c | 242 | 244 | 6 | 6
13 | Revision_48/regex.c | 240 | 240 | a | Revision_49/regex.c | 247 | 247 | 7 | 7
14 | Revision_48/regex.c | 254 | 258 | c | Revision_49/regex.c | 261 | 261 | 7 | 3
15 | Revision_48/regex.c | 260 | 260 | d | Revision_49/regex.c | 262 | 262 | 2 | 2
16 | Revision_48/regex.c | 262 | 298 | c | Revision_49/regex.c | 264 | 269 | 2 | -29
17 | Revision_48/regex.c | 301 | 303 | c | Revision_49/regex.c | 272 | 274 | -29 | -29
18 | Revision_48/regex.c | 305 | 305 | c | Revision_49/regex.c | 276 | 278 | -29 | -27
19 | Revision_48/regex.c | 308 | 309 | c | Revision_49/regex.c | 281 | 282 | -27 | -27
20 | Revision_48/regex.c | 311 | 314 | c | Revision_49/regex.c | 284 | 285 | -27 | -29
21 | Revision_48/regex.c | 316 | 316 | c | Revision_49/regex.c | 287 | 287 | -29 | -29
22 | Revision_48/regex.c | 318 | 318 | c | Revision_49/regex.c | 289 | 296 | -29 | -22
23 | Revision_48/regex.c | 321 | 325 | c | Revision_49/regex.c | 299 | 299 | -22 | -26
24 | Revision_48/regex.c | 327 | 327 | c | Revision_49/regex.c | 301 | 307 | -26 | -20
25 | Revision_48/regex.c | 329 | 339 | c | Revision_49/regex.c | 309 | 309 | -20 | -30
26 | Revision_48/regex.c | 341 | 343 | c | Revision_49/regex.c | 311 | 313 | -30 | -30
27 | Revision_48/regex.c | 346 | 357 | d | Revision_49/regex.c | 315 | 315 | -31 | -42
28 | Revision_48/regex.c | 359 | 359 | c | Revision_49/regex.c | 317 | 328 | -42 | -31
29 | Revision_48/regex.c | 387 | 387 | a | Revision_49/regex.c | 357 | 358 | -30 | -29
30 | Revision_48/regex.c | 389 | 391 | c | Revision_49/regex.c | 360 | 362 | -29 | -29
31 | Revision_48/regex.c | 427 | 427 | c | Revision_49/regex.c | 398 | 398 | -29 | -29
32 | Revision_48/regex.c | 449 | 471 | c | Revision_49/regex.c | 420 | 434 | -29 | -37
33 | Revision_48/regex.c | 474 | 477 | c | Revision_49/regex.c | 437 | 439 | -37 | -38
34 | Revision_48/regex.c | 479 | 481 | c | Revision_49/regex.c | 441 | 444 | -38 | -37
35 | Revision_48/regex.c | 483 | 490 | c | Revision_49/regex.c | 446 | 448 | -37 | -42
36 | Revision_48/regex.c | 492 | 493 | c | Revision_49/regex.c | 450 | 450 | -42 | -43
37 | Revision_48/regex.c | 497 | 497 | c | Revision_49/regex.c | 454 | 454 | -43 | -43
38 | Revision_48/regex.c | 499 | 502 | c | Revision_49/regex.c | 456 | 459 | -43 | -43
39 | Revision_48/regex.c | 504 | 531 | c | Revision_49/regex.c | 461 | 464 | -43 | -67
40 | Revision_48/regex.c | 537 | 537 | c | Revision_49/regex.c | 470 | 470 | -67 | -67
41 | Revision_48/regex.c | 545 | 545 | c | Revision_49/regex.c | 478 | 478 | -67 | -67
42 | Revision_48/regex.c | 560 | 560 | a | Revision_49/regex.c | 494 | 550 | -66 | -10
43 | Revision_48/regex.c | 588 | 609 | d | Revision_49/regex.c | 577 | 577 | -11 | -32
44 | Revision_48/regex.c | 618 | 618 | c | Revision_49/regex.c | 586 | 587 | -32 | -31
45 | Revision_48/regex.c | 634 | 634 | c | Revision_49/regex.c | 603 | 604 | -31 | -30
46 | Revision_48/regex.c | 636 | 636 | c | Revision_49/regex.c | 606 | 606 | -30 | -30
47 | Revision_48/regex.c | 652 | 652 | c | Revision_49/regex.c | 622 | 623 | -30 | -29
48 | Revision_48/regex.c | 667 | 673 | d | Revision_49/regex.c | 637 | 637 | -30 | -36
