counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_654/vhdl.c | 15 | 15 | c | Revision_655/vhdl.c | 15 | 15 | 0 | 0
2 | Revision_654/vhdl.c | 17 | 17 | c | Revision_655/vhdl.c | 17 | 17 | 0 | 0
3 | Revision_654/vhdl.c | 44 | 139 | c | Revision_655/vhdl.c | 44 | 139 | 0 | 0
4 | Revision_654/vhdl.c | 146 | 147 | c | Revision_655/vhdl.c | 146 | 147 | 0 | 0
5 | Revision_654/vhdl.c | 153 | 168 | c | Revision_655/vhdl.c | 153 | 168 | 0 | 0
6 | Revision_654/vhdl.c | 172 | 177 | c | Revision_655/vhdl.c | 172 | 177 | 0 | 0
7 | Revision_654/vhdl.c | 188 | 198 | c | Revision_655/vhdl.c | 188 | 198 | 0 | 0
8 | Revision_654/vhdl.c | 201 | 211 | c | Revision_655/vhdl.c | 201 | 211 | 0 | 0
9 | Revision_654/vhdl.c | 214 | 309 | c | Revision_655/vhdl.c | 214 | 309 | 0 | 0
10 | Revision_654/vhdl.c | 318 | 319 | c | Revision_655/vhdl.c | 318 | 318 | 0 | -1
11 | Revision_654/vhdl.c | 324 | 325 | c | Revision_655/vhdl.c | 323 | 323 | -1 | -2
12 | Revision_654/vhdl.c | 330 | 347 | c | Revision_655/vhdl.c | 328 | 344 | -2 | -3
13 | Revision_654/vhdl.c | 355 | 381 | c | Revision_655/vhdl.c | 352 | 378 | -3 | -3
14 | Revision_654/vhdl.c | 386 | 386 | c | Revision_655/vhdl.c | 383 | 383 | -3 | -3
15 | Revision_654/vhdl.c | 388 | 474 | c | Revision_655/vhdl.c | 385 | 480 | -3 | 6
16 | Revision_654/vhdl.c | 479 | 568 | c | Revision_655/vhdl.c | 485 | 570 | 6 | 2
17 | Revision_654/vhdl.c | 571 | 571 | d | Revision_655/vhdl.c | 572 | 572 | 1 | 1
18 | Revision_654/vhdl.c | 574 | 720 | c | Revision_655/vhdl.c | 575 | 720 | 1 | 0
19 | Revision_654/vhdl.c | 725 | 725 | c | Revision_655/vhdl.c | 725 | 725 | 0 | 0
20 | Revision_654/vhdl.c | 727 | 749 | c | Revision_655/vhdl.c | 727 | 767 | 0 | 18
21 | Revision_654/vhdl.c | 754 | 755 | c | Revision_655/vhdl.c | 772 | 773 | 18 | 18
22 | Revision_654/vhdl.c | 757 | 772 | c | Revision_655/vhdl.c | 775 | 790 | 18 | 18
