counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_796/jscript.c | 2 | 2 | c | Revision_797/jscript.c | 2 | 2 | 0 | 0
2 | Revision_796/jscript.c | 61 | 61 | d | Revision_797/jscript.c | 60 | 60 | -1 | -1
3 | Revision_796/jscript.c | 104 | 104 | c | Revision_797/jscript.c | 103 | 104 | -1 | 0
4 | Revision_796/jscript.c | 121 | 121 | a | Revision_797/jscript.c | 122 | 123 | 1 | 2
5 | Revision_796/jscript.c | 147 | 147 | d | Revision_797/jscript.c | 148 | 148 | 1 | 1
6 | Revision_796/jscript.c | 341 | 341 | a | Revision_797/jscript.c | 343 | 368 | 2 | 27
7 | Revision_796/jscript.c | 416 | 416 | a | Revision_797/jscript.c | 444 | 462 | 28 | 46
8 | Revision_796/jscript.c | 457 | 457 | a | Revision_797/jscript.c | 504 | 505 | 47 | 48
9 | Revision_796/jscript.c | 576 | 576 | a | Revision_797/jscript.c | 625 | 625 | 49 | 49
10 | Revision_796/jscript.c | 792 | 821 | c | Revision_797/jscript.c | 841 | 843 | 49 | 22
11 | Revision_796/jscript.c | 841 | 841 | c | Revision_797/jscript.c | 863 | 863 | 22 | 22
12 | Revision_796/jscript.c | 843 | 843 | c | Revision_797/jscript.c | 865 | 866 | 22 | 23
13 | Revision_796/jscript.c | 844 | 844 | a | Revision_797/jscript.c | 868 | 868 | 24 | 24
14 | Revision_796/jscript.c | 846 | 851 | c | Revision_797/jscript.c | 870 | 870 | 24 | 19
15 | Revision_796/jscript.c | 1024 | 1024 | a | Revision_797/jscript.c | 1044 | 1074 | 20 | 50
16 | Revision_796/jscript.c | 1027 | 1033 | c | Revision_797/jscript.c | 1077 | 1080 | 50 | 47
17 | Revision_796/jscript.c | 1050 | 1050 | a | Revision_797/jscript.c | 1098 | 1098 | 48 | 48
18 | Revision_796/jscript.c | 1153 | 1153 | c | Revision_797/jscript.c | 1201 | 1201 | 48 | 48
19 | Revision_796/jscript.c | 1181 | 1181 | d | Revision_797/jscript.c | 1228 | 1228 | 47 | 47
20 | Revision_796/jscript.c | 1183 | 1194 | c | Revision_797/jscript.c | 1230 | 1246 | 47 | 52
21 | Revision_796/jscript.c | 1358 | 1358 | a | Revision_797/jscript.c | 1411 | 1412 | 53 | 54
22 | Revision_796/jscript.c | 1372 | 1372 | c | Revision_797/jscript.c | 1426 | 1428 | 54 | 56
23 | Revision_796/jscript.c | 1430 | 1430 | d | Revision_797/jscript.c | 1485 | 1485 | 55 | 55
24 | Revision_796/jscript.c | 1433 | 1434 | c | Revision_797/jscript.c | 1488 | 1488 | 55 | 54
25 | Revision_796/jscript.c | 1452 | 1452 | a | Revision_797/jscript.c | 1507 | 1508 | 55 | 56
26 | Revision_796/jscript.c | 1498 | 1514 | c | Revision_797/jscript.c | 1554 | 1575 | 56 | 61
27 | Revision_796/jscript.c | 1519 | 1519 | a | Revision_797/jscript.c | 1581 | 1581 | 62 | 62
28 | Revision_796/jscript.c | 1581 | 1588 | c | Revision_797/jscript.c | 1643 | 1644 | 62 | 56
29 | Revision_796/jscript.c | 1590 | 1590 | d | Revision_797/jscript.c | 1645 | 1645 | 55 | 55
30 | Revision_796/jscript.c | 1592 | 1592 | d | Revision_797/jscript.c | 1646 | 1646 | 54 | 54
31 | Revision_796/jscript.c | 1609 | 1609 | a | Revision_797/jscript.c | 1664 | 1664 | 55 | 55
