counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_575/lregex.c | 2 | 2 | c | Revision_576/lregex.c | 2 | 2 | 0 | 0
2 | Revision_575/lregex.c | 615 | 615 | c | Revision_576/lregex.c | 615 | 615 | 0 | 0
3 | Revision_575/options.c | 2 | 2 | c | Revision_576/options.c | 2 | 2 | 0 | 0
4 | Revision_575/options.c | 958 | 958 | c | Revision_576/options.c | 958 | 958 | 0 | 0
5 | Revision_575/options.c | 1083 | 1083 | c | Revision_576/options.c | 1083 | 1083 | 0 | 0
6 | Revision_575/options.c | 1125 | 1125 | c | Revision_576/options.c | 1125 | 1125 | 0 | 0
7 | Revision_575/options.c | 1161 | 1161 | c | Revision_576/options.c | 1161 | 1161 | 0 | 0
8 | Revision_575/options.c | 1178 | 1178 | c | Revision_576/options.c | 1178 | 1178 | 0 | 0
9 | Revision_575/parse.c | 2 | 2 | c | Revision_576/parse.c | 2 | 2 | 0 | 0
10 | Revision_575/parse.c | 485 | 485 | c | Revision_576/parse.c | 485 | 485 | 0 | 0
