counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_242/c.c | 2 | 2 | c | Revision_243/c.c | 2 | 2 | 0 | 0
2 | Revision_242/c.c | 67 | 67 | c | Revision_243/c.c | 67 | 67 | 0 | 0
3 | Revision_242/c.c | 72 | 72 | c | Revision_243/c.c | 72 | 73 | 0 | 1
4 | Revision_242/c.c | 77 | 77 | c | Revision_243/c.c | 78 | 78 | 1 | 1
5 | Revision_242/c.c | 84 | 86 | c | Revision_243/c.c | 85 | 86 | 1 | 0
6 | Revision_242/c.c | 88 | 88 | c | Revision_243/c.c | 88 | 89 | 0 | 1
7 | Revision_242/c.c | 99 | 99 | c | Revision_243/c.c | 100 | 100 | 1 | 1
8 | Revision_242/c.c | 109 | 109 | c | Revision_243/c.c | 110 | 110 | 1 | 1
9 | Revision_242/c.c | 135 | 135 | a | Revision_243/c.c | 137 | 137 | 2 | 2
10 | Revision_242/c.c | 208 | 208 | a | Revision_243/c.c | 211 | 211 | 3 | 3
11 | Revision_242/c.c | 216 | 216 | a | Revision_243/c.c | 220 | 220 | 4 | 4
12 | Revision_242/c.c | 244 | 244 | a | Revision_243/c.c | 249 | 249 | 5 | 5
13 | Revision_242/c.c | 274 | 274 | a | Revision_243/c.c | 280 | 301 | 6 | 27
14 | Revision_242/c.c | 315 | 399 | c | Revision_243/c.c | 342 | 433 | 27 | 34
15 | Revision_242/c.c | 533 | 533 | c | Revision_243/c.c | 567 | 567 | 34 | 34
16 | Revision_242/c.c | 644 | 644 | c | Revision_243/c.c | 678 | 680 | 34 | 36
17 | Revision_242/c.c | 743 | 743 | a | Revision_243/c.c | 780 | 801 | 37 | 58
18 | Revision_242/c.c | 784 | 784 | c | Revision_243/c.c | 842 | 844 | 58 | 60
19 | Revision_242/c.c | 796 | 796 | c | Revision_243/c.c | 856 | 858 | 60 | 62
20 | Revision_242/c.c | 809 | 809 | a | Revision_243/c.c | 872 | 873 | 63 | 64
21 | Revision_242/c.c | 826 | 826 | a | Revision_243/c.c | 891 | 891 | 65 | 65
22 | Revision_242/c.c | 867 | 867 | a | Revision_243/c.c | 933 | 933 | 66 | 66
23 | Revision_242/c.c | 870 | 870 | a | Revision_243/c.c | 937 | 937 | 67 | 67
24 | Revision_242/c.c | 893 | 893 | c | Revision_243/c.c | 960 | 961 | 67 | 68
25 | Revision_242/c.c | 910 | 910 | c | Revision_243/c.c | 978 | 978 | 68 | 68
26 | Revision_242/c.c | 1033 | 1033 | a | Revision_243/c.c | 1102 | 1102 | 69 | 69
27 | Revision_242/c.c | 1062 | 1062 | c | Revision_243/c.c | 1131 | 1131 | 69 | 69
28 | Revision_242/c.c | 1077 | 1077 | c | Revision_243/c.c | 1146 | 1146 | 69 | 69
29 | Revision_242/c.c | 1081 | 1081 | c | Revision_243/c.c | 1150 | 1150 | 69 | 69
30 | Revision_242/c.c | 1092 | 1092 | c | Revision_243/c.c | 1161 | 1163 | 69 | 71
31 | Revision_242/c.c | 1129 | 1129 | a | Revision_243/c.c | 1201 | 1203 | 72 | 74
32 | Revision_242/c.c | 1136 | 1136 | c | Revision_243/c.c | 1210 | 1210 | 74 | 74
33 | Revision_242/c.c | 1138 | 1139 | c | Revision_243/c.c | 1212 | 1212 | 74 | 73
34 | Revision_242/c.c | 1545 | 1545 | c | Revision_243/c.c | 1618 | 1618 | 73 | 73
35 | Revision_242/c.c | 1585 | 1587 | c | Revision_243/c.c | 1658 | 1663 | 73 | 76
36 | Revision_242/c.c | 1591 | 1592 | c | Revision_243/c.c | 1667 | 1669 | 76 | 77
37 | Revision_242/c.c | 1594 | 1594 | c | Revision_243/c.c | 1671 | 1672 | 77 | 78
38 | Revision_242/c.c | 2061 | 2061 | c | Revision_243/c.c | 2139 | 2139 | 78 | 78
39 | Revision_242/c.c | 2068 | 2068 | a | Revision_243/c.c | 2147 | 2154 | 79 | 86
40 | Revision_242/c.c | 2082 | 2083 | c | Revision_243/c.c | 2168 | 2169 | 86 | 86
41 | Revision_242/c.c | 2265 | 2265 | c | Revision_243/c.c | 2351 | 2351 | 86 | 86
42 | Revision_242/c.c | 2268 | 2268 | c | Revision_243/c.c | 2354 | 2355 | 86 | 87
43 | Revision_242/c.c | 2351 | 2351 | a | Revision_243/c.c | 2439 | 2440 | 88 | 89
44 | Revision_242/c.c | 2472 | 2472 | a | Revision_243/c.c | 2562 | 2567 | 90 | 95
45 | Revision_242/c.c | 2476 | 2476 | c | Revision_243/c.c | 2571 | 2571 | 95 | 95
46 | Revision_242/c.c | 2482 | 2482 | c | Revision_243/c.c | 2577 | 2577 | 95 | 95
47 | Revision_242/c.c | 2514 | 2514 | a | Revision_243/c.c | 2610 | 2621 | 96 | 107
