counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_155/ruby.c | 2 | 2 | c | Revision_156/ruby.c | 2 | 2 | 0 | 0
2 | Revision_155/ruby.c | 4 | 4 | a | Revision_156/ruby.c | 5 | 5 | 1 | 1
3 | Revision_155/ruby.c | 28 | 28 | c | Revision_156/ruby.c | 29 | 29 | 1 | 1
4 | Revision_155/ruby.c | 32 | 34 | c | Revision_156/ruby.c | 33 | 36 | 1 | 2
5 | Revision_155/ruby.c | 50 | 50 | c | Revision_156/ruby.c | 52 | 53 | 2 | 3
6 | Revision_155/ruby.c | 52 | 52 | c | Revision_156/ruby.c | 55 | 55 | 3 | 3
7 | Revision_155/ruby.c | 54 | 55 | c | Revision_156/ruby.c | 57 | 57 | 3 | 2
8 | Revision_155/ruby.c | 57 | 57 | d | Revision_156/ruby.c | 58 | 58 | 1 | 1
9 | Revision_155/ruby.c | 58 | 58 | a | Revision_156/ruby.c | 60 | 60 | 2 | 2
10 | Revision_155/ruby.c | 61 | 65 | c | Revision_156/ruby.c | 63 | 67 | 2 | 2
11 | Revision_155/ruby.c | 67 | 71 | c | Revision_156/ruby.c | 69 | 73 | 2 | 2
12 | Revision_155/ruby.c | 75 | 75 | a | Revision_156/ruby.c | 78 | 94 | 3 | 19
13 | Revision_155/ruby.c | 102 | 109 | c | Revision_156/ruby.c | 121 | 128 | 19 | 19
14 | Revision_155/ruby.c | 111 | 111 | c | Revision_156/ruby.c | 130 | 143 | 19 | 32
15 | Revision_155/ruby.c | 115 | 115 | c | Revision_156/ruby.c | 147 | 150 | 32 | 35
16 | Revision_155/ruby.c | 138 | 138 | c | Revision_156/ruby.c | 173 | 173 | 35 | 35
