counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_578/basic.c | 24 | 24 | a | Revision_579/basic.c | 25 | 25 | 1 | 1
2 | Revision_578/basic.c | 35 | 36 | c | Revision_579/basic.c | 36 | 37 | 1 | 1
3 | Revision_578/basic.c | 120 | 121 | c | Revision_579/basic.c | 121 | 122 | 1 | 1
4 | Revision_578/basic.c | 154 | 155 | c | Revision_579/basic.c | 155 | 155 | 1 | 0
5 | Revision_578/basic.c | 157 | 157 | a | Revision_579/basic.c | 158 | 159 | 1 | 2
6 | Revision_578/basic.c | 158 | 158 | a | Revision_579/basic.c | 161 | 167 | 3 | 9
7 | Revision_578/basic.c | 176 | 176 | c | Revision_579/basic.c | 185 | 188 | 9 | 12
8 | Revision_578/basic.c | 180 | 180 | c | Revision_579/basic.c | 192 | 192 | 12 | 12
9 | Revision_578/basic.c | 182 | 198 | c | Revision_579/basic.c | 194 | 195 | 12 | -3
10 | Revision_578/basic.c | 202 | 202 | c | Revision_579/basic.c | 199 | 199 | -3 | -3
11 | Revision_578/basic.c | 206 | 227 | d | Revision_579/basic.c | 202 | 202 | -4 | -25
