counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_430/make.c | 2 | 2 | c | Revision_431/make.c | 2 | 2 | 0 | 0
2 | Revision_430/make.c | 16 | 16 | a | Revision_431/make.c | 17 | 17 | 1 | 1
3 | Revision_430/make.c | 42 | 42 | a | Revision_431/make.c | 44 | 56 | 2 | 14
4 | Revision_430/make.c | 46 | 46 | a | Revision_431/make.c | 61 | 62 | 15 | 16
5 | Revision_430/make.c | 52 | 52 | a | Revision_431/make.c | 69 | 73 | 17 | 21
6 | Revision_430/make.c | 57 | 57 | d | Revision_431/make.c | 77 | 77 | 20 | 20
7 | Revision_430/make.c | 65 | 70 | c | Revision_431/make.c | 85 | 85 | 20 | 15
8 | Revision_430/make.c | 73 | 75 | c | Revision_431/make.c | 88 | 96 | 15 | 21
9 | Revision_430/make.c | 77 | 77 | c | Revision_431/make.c | 98 | 105 | 21 | 28
10 | Revision_430/make.c | 85 | 85 | a | Revision_431/make.c | 114 | 115 | 29 | 30
