counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_115/eiffel.c | 2 | 2 | c | Revision_116/eiffel.c | 2 | 2 | 0 | 0
2 | Revision_115/eiffel.c | 230 | 231 | c | Revision_116/eiffel.c | 230 | 231 | 0 | 0
3 | Revision_115/eiffel.c | 237 | 237 | c | Revision_116/eiffel.c | 237 | 237 | 0 | 0
4 | Revision_115/eiffel.c | 242 | 242 | c | Revision_116/eiffel.c | 242 | 242 | 0 | 0
5 | Revision_115/eiffel.c | 244 | 246 | c | Revision_116/eiffel.c | 244 | 246 | 0 | 0
6 | Revision_115/eiffel.c | 248 | 250 | c | Revision_116/eiffel.c | 248 | 249 | 0 | -1
7 | Revision_115/eiffel.c | 795 | 795 | d | Revision_116/eiffel.c | 793 | 793 | -2 | -2
8 | Revision_115/eiffel.c | 806 | 807 | d | Revision_116/eiffel.c | 803 | 803 | -3 | -4
9 | Revision_115/eiffel.c | 809 | 809 | d | Revision_116/eiffel.c | 804 | 804 | -5 | -5
10 | Revision_115/eiffel.c | 816 | 817 | d | Revision_116/eiffel.c | 810 | 810 | -6 | -7
11 | Revision_115/eiffel.c | 819 | 819 | d | Revision_116/eiffel.c | 811 | 811 | -8 | -8
12 | Revision_115/eiffel.c | 833 | 833 | d | Revision_116/eiffel.c | 824 | 824 | -9 | -9
