counter | prevPath | prevStartLine | prevEndLine | changeType | currPath | currStartLine | currEndLine | offsetStart | offsetEnd
1 | Revision_381/c.c | 2 | 2 | c | Revision_382/c.c | 2 | 2 | 0 | 0
2 | Revision_381/c.c | 568 | 568 | c | Revision_382/c.c | 568 | 568 | 0 | 0
3 | Revision_381/c.c | 1231 | 1232 | d | Revision_382/c.c | 1230 | 1230 | -1 | -2
4 | Revision_381/c.c | 1648 | 1648 | a | Revision_382/c.c | 1647 | 1652 | -1 | 4
5 | Revision_381/c.c | 1671 | 1671 | c | Revision_382/c.c | 1675 | 1675 | 4 | 4
6 | Revision_381/c.c | 1674 | 1674 | c | Revision_382/c.c | 1678 | 1678 | 4 | 4
7 | Revision_381/c.c | 1687 | 1687 | c | Revision_382/c.c | 1691 | 1691 | 4 | 4
8 | Revision_381/c.c | 1696 | 1696 | c | Revision_382/c.c | 1700 | 1700 | 4 | 4
9 | Revision_381/c.c | 2259 | 2259 | a | Revision_382/c.c | 2264 | 2272 | 5 | 13
10 | Revision_381/c.c | 2362 | 2367 | d | Revision_382/c.c | 2374 | 2374 | 12 | 7
11 | Revision_381/c.c | 2393 | 2393 | a | Revision_382/c.c | 2401 | 2401 | 8 | 8
