cloneType,granularity,gcid1,gcid2,no_of_revision_paired,couplingStrength,latePropagationCount,dominantChangeCategory,made_pair_in_revisions,gcid1_changed_revs,gcid2_changed_revs
"Type3","Block",4,9,2,0.1429,0,"SIMILARITY_PRESERVING","[1165, 3218]","[1165, 3218]","[1165, 2137, 2142, 2155, 2158, 2163, 2165, 2166, 2169, 2170, 2173, 2174, 2175, 3218]"
"Type3","Block",9590,9591,1,0.1429,0,"SIMILARITY_PRESERVING","[3230]","[2137, 2155, 2163, 2166, 2170, 2174, 3230]","[3230]"
"Type3","Block",2017,2018,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2017,2021,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2017,2023,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2017,2025,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2017,2026,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2018,2021,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2018,2025,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2018,2026,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2018,2044,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2021,2023,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2021,2025,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2021,2026,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2023,2025,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2023,2026,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2024,2026,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2025,2026,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",2125,2127,1,0.2000,0,"SIMILARITY_PRESERVING","[278]","[278, 452, 538, 566, 877]","[278]"
"Type3","Block",2125,2128,1,0.0435,0,"SIMILARITY_PRESERVING","[278]","[278, 452, 538, 566, 877]","[278, 1301, 1429, 1656, 2154, 2155, 2158, 2163, 2165, 2166, 2169, 2170, 2173, 2174, 2175, 2664, 2666, 2667, 2753]"
"Type3","Block",2127,2128,1,0.0526,0,"SIMILARITY_PRESERVING","[278]","[278]","[278, 1301, 1429, 1656, 2154, 2155, 2158, 2163, 2165, 2166, 2169, 2170, 2173, 2174, 2175, 2664, 2666, 2667, 2753]"
"Type3","Block",2145,2147,1,0.6667,0,"RESYNCHRONIZING","[1652]","[1184, 1652]","[336, 1184, 1652]"
"Type3","Block",2465,2467,2,0.5000,0,"SIMILARITY_PRESERVING","[472, 498]","[472, 498, 815]","[472, 498, 734]"
"Type3","Block",2665,4152,5,0.7143,0,"SIMILARITY_PRESERVING","[855, 877, 896, 943, 1112]","[568, 609, 855, 877, 896, 943, 1112]","[855, 877, 896, 943, 1112]"
"Type3","Block",2665,4158,1,0.1250,0,"SIMILARITY_PRESERVING","[1112]","[568, 609, 855, 877, 896, 943, 1112]","[950, 1112]"
"Type3","Block",2711,2712,1,1.0000,0,"SIMILARITY_PRESERVING","[1167]","[1167]","[1167]"
"Type3","Block",2796,2802,1,1.0000,0,"SIMILARITY_PRESERVING","[1175]","[1175]","[1175]"
"Type3","Block",2796,2803,1,1.0000,0,"SIMILARITY_PRESERVING","[1175]","[1175]","[1175]"
"Type3","Block",2796,2805,1,1.0000,0,"SIMILARITY_PRESERVING","[1175]","[1175]","[1175]"
"Type3","Block",2796,2813,1,1.0000,0,"SIMILARITY_PRESERVING","[1175]","[1175]","[1175]"
"Type3","Block",2801,2811,1,0.5000,0,"SIMILARITY_PRESERVING","[1538]","[1538]","[1175, 1538]"
"Type3","Block",2802,2803,1,1.0000,0,"SIMILARITY_PRESERVING","[1175]","[1175]","[1175]"
"Type3","Block",2802,2805,1,1.0000,0,"SIMILARITY_PRESERVING","[1175]","[1175]","[1175]"
"Type3","Block",2802,2813,1,1.0000,0,"SIMILARITY_PRESERVING","[1175]","[1175]","[1175]"
"Type3","Block",2803,2805,1,1.0000,0,"SIMILARITY_PRESERVING","[1175]","[1175]","[1175]"
"Type3","Block",2803,2813,1,1.0000,0,"SIMILARITY_PRESERVING","[1175]","[1175]","[1175]"
"Type3","Block",2805,2813,1,1.0000,0,"SIMILARITY_PRESERVING","[1175]","[1175]","[1175]"
"Type3","Block",2806,2807,1,1.0000,0,"SIMILARITY_PRESERVING","[2372]","[2372]","[2372]"
"Type3","Block",2811,2812,1,0.5000,0,"SIMILARITY_PRESERVING","[1175]","[1175, 1538]","[1175]"
"Type3","Block",4152,4158,1,0.1667,0,"SIMILARITY_PRESERVING","[1112]","[855, 877, 896, 943, 1112]","[950, 1112]"
"Type3","Block",14071,14072,1,1.0000,0,"SIMILARITY_PRESERVING","[3230]","[3230]","[3230]"
"Type3","Block",19,20,3,1.0000,0,"SIMILARITY_PRESERVING","[104, 943, 1112]","[104, 943, 1112]","[104, 943, 1112]"
"Type3","Block",19,21,3,1.0000,0,"SIMILARITY_PRESERVING","[104, 943, 1112]","[104, 943, 1112]","[104, 943, 1112]"
"Type3","Block",19,22,1,0.3333,0,"SIMILARITY_PRESERVING","[104]","[104, 943, 1112]","[104]"
"Type3","Block",19,23,3,1.0000,0,"SIMILARITY_PRESERVING","[104, 943, 1112]","[104, 943, 1112]","[104, 943, 1112]"
"Type3","Block",19,24,3,1.0000,0,"SIMILARITY_PRESERVING","[104, 943, 1112]","[104, 943, 1112]","[104, 943, 1112]"
"Type3","Block",20,21,3,1.0000,0,"SIMILARITY_PRESERVING","[104, 943, 1112]","[104, 943, 1112]","[104, 943, 1112]"
"Type3","Block",20,22,1,0.3333,0,"SIMILARITY_PRESERVING","[104]","[104, 943, 1112]","[104]"
"Type3","Block",20,23,3,1.0000,0,"SIMILARITY_PRESERVING","[104, 943, 1112]","[104, 943, 1112]","[104, 943, 1112]"
"Type3","Block",20,24,3,1.0000,0,"SIMILARITY_PRESERVING","[104, 943, 1112]","[104, 943, 1112]","[104, 943, 1112]"
"Type3","Block",21,22,1,0.3333,0,"SIMILARITY_PRESERVING","[104]","[104, 943, 1112]","[104]"
"Type3","Block",21,23,3,1.0000,0,"SIMILARITY_PRESERVING","[104, 943, 1112]","[104, 943, 1112]","[104, 943, 1112]"
"Type3","Block",21,24,3,1.0000,0,"SIMILARITY_PRESERVING","[104, 943, 1112]","[104, 943, 1112]","[104, 943, 1112]"
"Type3","Block",22,23,1,0.3333,0,"SIMILARITY_PRESERVING","[104]","[104]","[104, 943, 1112]"
"Type3","Block",22,24,1,0.3333,0,"SIMILARITY_PRESERVING","[104]","[104]","[104, 943, 1112]"
"Type3","Block",23,24,3,1.0000,0,"SIMILARITY_PRESERVING","[104, 943, 1112]","[104, 943, 1112]","[104, 943, 1112]"
"Type3","Block",5921,5922,1,1.0000,0,"SIMILARITY_PRESERVING","[1167]","[1167]","[1167]"
"Type3","Block",5921,5923,1,1.0000,0,"SIMILARITY_PRESERVING","[1167]","[1167]","[1167]"
"Type3","Block",5921,5925,1,1.0000,0,"SIMILARITY_PRESERVING","[1167]","[1167]","[1167]"
"Type3","Block",5921,5926,1,0.3333,0,"SIMILARITY_PRESERVING","[1167]","[1167]","[869, 1167, 1685]"
"Type3","Block",5922,5923,1,1.0000,0,"SIMILARITY_PRESERVING","[1167]","[1167]","[1167]"
"Type3","Block",5922,5925,1,1.0000,0,"SIMILARITY_PRESERVING","[1167]","[1167]","[1167]"
"Type3","Block",5922,5926,1,0.3333,0,"SIMILARITY_PRESERVING","[1167]","[1167]","[869, 1167, 1685]"
"Type3","Block",5923,5925,1,1.0000,0,"SIMILARITY_PRESERVING","[1167]","[1167]","[1167]"
"Type3","Block",5923,5926,1,0.3333,0,"SIMILARITY_PRESERVING","[1167]","[1167]","[869, 1167, 1685]"
"Type3","Block",5925,5926,1,0.3333,0,"SIMILARITY_PRESERVING","[1167]","[1167]","[869, 1167, 1685]"
"Type3","Block",6009,6010,2,1.0000,0,"SIMILARITY_PRESERVING","[1167, 1392]","[1167, 1392]","[1167, 1392]"
"Type3","Block",6009,6011,1,0.3333,0,"SIMILARITY_PRESERVING","[1167]","[1167, 1392]","[1167, 1585]"
"Type3","Block",6009,6012,1,0.0909,0,"SIMILARITY_PRESERVING","[1167]","[1167, 1392]","[1167, 2325, 2327, 2328, 3188, 3192, 3195, 3200, 3203, 3211]"
"Type3","Block",6009,6013,1,0.2000,0,"SIMILARITY_PRESERVING","[1167]","[1167, 1392]","[1167, 2325, 2327, 2328]"
"Type3","Block",6010,6011,1,0.3333,0,"SIMILARITY_PRESERVING","[1167]","[1167, 1392]","[1167, 1585]"
"Type3","Block",6010,6012,1,0.0909,0,"SIMILARITY_PRESERVING","[1167]","[1167, 1392]","[1167, 2325, 2327, 2328, 3188, 3192, 3195, 3200, 3203, 3211]"
"Type3","Block",6010,6013,1,0.2000,0,"SIMILARITY_PRESERVING","[1167]","[1167, 1392]","[1167, 2325, 2327, 2328]"
"Type3","Block",6011,6012,1,0.0909,0,"SIMILARITY_PRESERVING","[1167]","[1167, 1585]","[1167, 2325, 2327, 2328, 3188, 3192, 3195, 3200, 3203, 3211]"
"Type3","Block",6011,6013,1,0.2000,0,"SIMILARITY_PRESERVING","[1167]","[1167, 1585]","[1167, 2325, 2327, 2328]"
"Type3","Block",6012,6013,4,0.4000,0,"SIMILARITY_PRESERVING","[1167, 2325, 2327, 2328]","[1167, 2325, 2327, 2328, 3188, 3192, 3195, 3200, 3203, 3211]","[1167, 2325, 2327, 2328]"
"Type3","Block",6494,6533,3,0.5000,0,"SIMILARITY_PRESERVING","[1105, 1161, 1171]","[1105, 1131, 1161, 1171, 1227]","[1105, 1121, 1161, 1171]"
"Type3","Block",7547,7548,1,1.0000,0,"SIMILARITY_PRESERVING","[1242]","[1242]","[1242]"
"Type3","Block",9503,9519,1,0.3333,0,"SIMILARITY_PRESERVING","[3230]","[1230, 1231, 3230]","[3230]"
"Type3","Block",26,27,4,0.8000,0,"SIMILARITY_PRESERVING","[104, 452, 943, 1112]","[49, 104, 452, 943, 1112]","[104, 452, 943, 1112]"
"Type3","Block",26,28,4,0.8000,0,"SIMILARITY_PRESERVING","[104, 452, 943, 1112]","[49, 104, 452, 943, 1112]","[104, 452, 943, 1112]"
"Type3","Block",26,2343,3,0.6000,0,"SIMILARITY_PRESERVING","[452, 943, 1112]","[49, 104, 452, 943, 1112]","[452, 943, 1112]"
"Type3","Block",26,2344,3,0.6000,0,"SIMILARITY_PRESERVING","[452, 943, 1112]","[49, 104, 452, 943, 1112]","[452, 943, 1112]"
"Type3","Block",28,2343,3,0.7500,0,"SIMILARITY_PRESERVING","[452, 943, 1112]","[104, 452, 943, 1112]","[452, 943, 1112]"
"Type3","Block",2343,2344,3,1.0000,0,"SIMILARITY_PRESERVING","[452, 943, 1112]","[452, 943, 1112]","[452, 943, 1112]"
"Type3","Block",2871,2873,1,0.2500,0,"SIMILARITY_PRESERVING","[968]","[877, 968, 1392]","[878, 968]"
"Type3","Block",2874,6014,1,0.3333,1,"SIMILARITY_PRESERVING","[932]","[930, 932]","[878, 932]"
"Type3","Block",2889,2890,1,0.5000,0,"SIMILARITY_PRESERVING","[968]","[968]","[932, 968]"
"Type3","Block",2896,2898,4,0.1053,1,"SIMILARITY_PRESERVING","[1165, 2241, 2253, 2278]","[1165, 2241, 2253, 2257, 2278, 2557, 2690, 2703, 2705, 2712, 2713, 3116, 3117, 3119, 3135, 3147, 3148, 3174, 3175, 3176, 3188, 3191, 3192, 3200, 3202, 3203, 3204, 3218, 3232, 3234, 3239, 3241]","[1165, 2241, 2253, 2266, 2274, 2277, 2278, 2279, 2280, 2281]"
"Type3","Block",2896,2899,3,0.0714,2,"SIMILARITY_PRESERVING","[1165, 2241, 2278]","[1165, 2241, 2253, 2257, 2278, 2557, 2690, 2703, 2705, 2712, 2713, 3116, 3117, 3119, 3135, 3147, 3148, 3174, 3175, 3176, 3188, 3191, 3192, 3200, 3202, 3203, 3204, 3218, 3232, 3234, 3239, 3241]","[1165, 2241, 2266, 2268, 2269, 2271, 2272, 2273, 2274, 2277, 2278, 2280, 2281]"
"Type3","Block",2898,2899,8,0.5333,5,"SIMILARITY_PRESERVING","[1165, 2241, 2266, 2274, 2277, 2278, 2280, 2281]","[1165, 2241, 2253, 2266, 2274, 2277, 2278, 2279, 2280, 2281]","[1165, 2241, 2266, 2268, 2269, 2271, 2272, 2273, 2274, 2277, 2278, 2280, 2281]"
"Type3","Block",2898,2900,9,0.1636,8,"SIMILARITY_PRESERVING","[1165, 2241, 2266, 2274, 2277, 2278, 2279, 2280, 2281]","[1165, 2241, 2253, 2266, 2274, 2277, 2278, 2279, 2280, 2281]","[793, 1165, 2241, 2264, 2265, 2266, 2267, 2268, 2269, 2270, 2271, 2272, 2273, 2274, 2275, 2276, 2277, 2278, 2279, 2280, 2281, 2282, 2283, 2284, 2285, 2288, 2557, 2672, 2690, 2703, 2705, 2712, 2713, 3116, 3117, 3119, 3135, 3147, 3148, 3174, 3175, 3176, 3188, 3191, 3192, 3200, 3202, 3203, 3204, 3218, 3232, 3234, 3239, 3241]"
"Type3","Block",2899,2900,13,0.2407,7,"SIMILARITY_PRESERVING","[1165, 2241, 2266, 2268, 2269, 2271, 2272, 2273, 2274, 2277, 2278, 2280, 2281]","[1165, 2241, 2266, 2268, 2269, 2271, 2272, 2273, 2274, 2277, 2278, 2280, 2281]","[793, 1165, 2241, 2264, 2265, 2266, 2267, 2268, 2269, 2270, 2271, 2272, 2273, 2274, 2275, 2276, 2277, 2278, 2279, 2280, 2281, 2282, 2283, 2284, 2285, 2288, 2557, 2672, 2690, 2703, 2705, 2712, 2713, 3116, 3117, 3119, 3135, 3147, 3148, 3174, 3175, 3176, 3188, 3191, 3192, 3200, 3202, 3203, 3204, 3218, 3232, 3234, 3239, 3241]"
"Type3","Block",5970,5971,1,0.2000,0,"SIMILARITY_PRESERVING","[1429]","[930, 1182, 1384, 1429, 1616]","[1429]"
"Type3","Block",6019,6024,2,1.0000,0,"SIMILARITY_PRESERVING","[1184, 1652]","[1184, 1652]","[1184, 1652]"
"Type3","Block",6166,6167,1,0.5000,0,"SIMILARITY_PRESERVING","[1538]","[1538]","[1429, 1538]"
"Type3","Block",6166,6173,1,0.5000,0,"SIMILARITY_PRESERVING","[1538]","[1538]","[1429, 1538]"
"Type3","Block",6167,6173,2,1.0000,0,"SIMILARITY_PRESERVING","[1429, 1538]","[1429, 1538]","[1429, 1538]"
"Type3","Block",6167,6174,1,0.5000,0,"SIMILARITY_PRESERVING","[1429]","[1429, 1538]","[1429]"
"Type3","Block",6173,6174,1,0.5000,0,"SIMILARITY_PRESERVING","[1429]","[1429, 1538]","[1429]"
"Type3","Block",6177,6178,2,1.0000,0,"SIMILARITY_PRESERVING","[1429, 1538]","[1429, 1538]","[1429, 1538]"
"Type3","Block",6324,6326,1,1.0000,0,"SIMILARITY_PRESERVING","[1166]","[1166]","[1166]"
"Type3","Block",6420,6421,2,1.0000,0,"SIMILARITY_PRESERVING","[1112, 1118]","[1112, 1118]","[1112, 1118]"
"Type3","Block",6449,6451,1,1.0000,0,"SIMILARITY_PRESERVING","[1062]","[1062]","[1062]"
"Type3","Block",10952,10953,1,1.0000,0,"SIMILARITY_PRESERVING","[3230]","[3230]","[3230]"
"Type3","Block",29,31,1,0.3333,0,"SIMILARITY_PRESERVING","[104]","[104, 452]","[104, 877]"
"Type3","Block",29,33,1,0.2000,0,"SIMILARITY_PRESERVING","[104]","[104, 452]","[104, 534, 536, 885]"
"Type3","Block",29,34,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[104, 452]","[452]"
"Type3","Block",29,36,2,1.0000,0,"RESYNCHRONIZING","[104, 452]","[104, 452]","[104, 452]"
"Type3","Block",29,44,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 452]","[104]"
"Type3","Block",29,48,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[104, 452]","[452]"
"Type3","Block",29,49,2,1.0000,0,"SIMILARITY_PRESERVING","[104, 452]","[104, 452]","[104, 452]"
"Type3","Block",29,50,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 452]","[104]"
"Type3","Block",29,51,2,1.0000,0,"SIMILARITY_PRESERVING","[104, 452]","[104, 452]","[104, 452]"
"Type3","Block",29,63,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 452]","[104]"
"Type3","Block",29,64,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 452]","[104]"
"Type3","Block",29,65,2,1.0000,0,"SIMILARITY_PRESERVING","[104, 452]","[104, 452]","[104, 452]"
"Type3","Block",29,66,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 452]","[104]"
"Type3","Block",29,77,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[104, 452]","[452]"
"Type3","Block",29,78,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 452]","[104]"
"Type3","Block",29,81,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 452]","[104]"
"Type3","Block",29,83,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 452]","[104]"
"Type3","Block",29,87,1,0.2500,0,"SIMILARITY_PRESERVING","[104]","[104, 452]","[104, 583, 877]"
"Type3","Block",30,42,2,1.0000,0,"SIMILARITY_PRESERVING","[103, 925]","[103, 925]","[103, 925]"
"Type3","Block",30,43,1,0.5000,0,"SIMILARITY_PRESERVING","[925]","[103, 925]","[925]"
"Type3","Block",30,47,1,0.5000,0,"SIMILARITY_PRESERVING","[925]","[103, 925]","[925]"
"Type3","Block",30,60,2,1.0000,0,"SIMILARITY_PRESERVING","[103, 925]","[103, 925]","[103, 925]"
"Type3","Block",30,61,2,1.0000,0,"SIMILARITY_PRESERVING","[103, 925]","[103, 925]","[103, 925]"
"Type3","Block",30,62,2,1.0000,0,"SIMILARITY_PRESERVING","[103, 925]","[103, 925]","[103, 925]"
"Type3","Block",31,33,1,0.2000,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104, 534, 536, 885]"
"Type3","Block",31,36,1,0.3333,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104, 452]"
"Type3","Block",31,44,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104]"
"Type3","Block",31,49,1,0.3333,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104, 452]"
"Type3","Block",31,50,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104]"
"Type3","Block",31,51,1,0.3333,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104, 452]"
"Type3","Block",31,52,1,0.3333,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104, 452]"
"Type3","Block",31,63,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104]"
"Type3","Block",31,64,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104]"
"Type3","Block",31,65,1,0.3333,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104, 452]"
"Type3","Block",31,66,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104]"
"Type3","Block",31,78,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104]"
"Type3","Block",31,81,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104]"
"Type3","Block",31,83,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104, 877]","[104]"
"Type3","Block",31,87,2,0.6667,0,"SIMILARITY_PRESERVING","[104, 877]","[104, 877]","[104, 583, 877]"
"Type3","Block",32,45,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",32,80,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",33,36,1,0.2000,0,"RESYNCHRONIZING","[104]","[104, 534, 536, 885]","[104, 452]"
"Type3","Block",33,44,1,0.2500,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104]"
"Type3","Block",33,49,1,0.2000,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104, 452]"
"Type3","Block",33,50,1,0.2500,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104]"
"Type3","Block",33,51,1,0.2000,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104, 452]"
"Type3","Block",33,52,1,0.2000,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104, 452]"
"Type3","Block",33,63,1,0.2500,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104]"
"Type3","Block",33,64,1,0.2500,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104]"
"Type3","Block",33,65,1,0.2000,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104, 452]"
"Type3","Block",33,66,1,0.2500,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104]"
"Type3","Block",33,78,1,0.2500,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104]"
"Type3","Block",33,81,1,0.2500,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104]"
"Type3","Block",33,83,1,0.2500,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104]"
"Type3","Block",33,84,2,0.5000,0,"SIMILARITY_PRESERVING","[534, 536]","[104, 534, 536, 885]","[534, 536]"
"Type3","Block",33,87,1,0.1667,0,"SIMILARITY_PRESERVING","[104]","[104, 534, 536, 885]","[104, 583, 877]"
"Type3","Block",34,36,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[452]","[104, 452]"
"Type3","Block",34,48,1,1.0000,0,"SIMILARITY_PRESERVING","[452]","[452]","[452]"
"Type3","Block",34,49,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[452]","[104, 452]"
"Type3","Block",34,51,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[452]","[104, 452]"
"Type3","Block",34,52,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[452]","[104, 452]"
"Type3","Block",34,65,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[452]","[104, 452]"
"Type3","Block",34,77,1,1.0000,0,"SIMILARITY_PRESERVING","[452]","[452]","[452]"
"Type3","Block",35,41,1,1.0000,0,"SIMILARITY_PRESERVING","[97]","[97]","[97]"
"Type3","Block",35,59,1,1.0000,0,"SIMILARITY_PRESERVING","[97]","[97]","[97]"
"Type3","Block",35,94,1,0.3333,0,"SIMILARITY_PRESERVING","[97]","[97]","[97, 278, 1301]"
"Type3","Block",36,44,1,0.5000,0,"RESYNCHRONIZING","[104]","[104, 452]","[104]"
"Type3","Block",36,48,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[104, 452]","[452]"
"Type3","Block",36,49,2,1.0000,0,"RESYNCHRONIZING","[104, 452]","[104, 452]","[104, 452]"
"Type3","Block",36,50,1,0.5000,0,"RESYNCHRONIZING","[104]","[104, 452]","[104]"
"Type3","Block",36,52,2,1.0000,0,"SIMILARITY_PRESERVING","[104, 452]","[104, 452]","[104, 452]"
"Type3","Block",36,63,1,0.5000,0,"RESYNCHRONIZING","[104]","[104, 452]","[104]"
"Type3","Block",36,64,1,0.5000,0,"RESYNCHRONIZING","[104]","[104, 452]","[104]"
"Type3","Block",36,65,2,1.0000,0,"SIMILARITY_PRESERVING","[104, 452]","[104, 452]","[104, 452]"
"Type3","Block",36,66,1,0.5000,0,"RESYNCHRONIZING","[104]","[104, 452]","[104]"
"Type3","Block",36,77,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[104, 452]","[452]"
"Type3","Block",36,87,1,0.2500,0,"SIMILARITY_PRESERVING","[104]","[104, 452]","[104, 583, 877]"
"Type3","Block",41,59,1,1.0000,0,"SIMILARITY_PRESERVING","[97]","[97]","[97]"
"Type3","Block",41,94,1,0.3333,0,"SIMILARITY_PRESERVING","[97]","[97]","[97, 278, 1301]"
"Type3","Block",42,43,1,0.5000,0,"SIMILARITY_PRESERVING","[925]","[103, 925]","[925]"
"Type3","Block",42,47,1,0.5000,0,"SIMILARITY_PRESERVING","[925]","[103, 925]","[925]"
"Type3","Block",42,60,2,1.0000,0,"SIMILARITY_PRESERVING","[103, 925]","[103, 925]","[103, 925]"
"Type3","Block",42,61,2,1.0000,0,"SIMILARITY_PRESERVING","[103, 925]","[103, 925]","[103, 925]"
"Type3","Block",42,62,2,1.0000,0,"SIMILARITY_PRESERVING","[103, 925]","[103, 925]","[103, 925]"
"Type3","Block",43,47,1,1.0000,0,"SIMILARITY_PRESERVING","[925]","[925]","[925]"
"Type3","Block",43,60,1,0.5000,0,"SIMILARITY_PRESERVING","[925]","[925]","[103, 925]"
"Type3","Block",43,61,1,0.5000,0,"SIMILARITY_PRESERVING","[925]","[925]","[103, 925]"
"Type3","Block",43,62,1,0.5000,0,"SIMILARITY_PRESERVING","[925]","[925]","[103, 925]"
"Type3","Block",44,49,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104]","[104, 452]"
"Type3","Block",44,50,1,1.0000,0,"SIMILARITY_PRESERVING","[104]","[104]","[104]"
"Type3","Block",44,51,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104]","[104, 452]"
"Type3","Block",44,52,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104]","[104, 452]"
"Type3","Block",44,63,1,1.0000,0,"SIMILARITY_PRESERVING","[104]","[104]","[104]"
"Type3","Block",44,64,1,1.0000,0,"SIMILARITY_PRESERVING","[104]","[104]","[104]"
"Type3","Block",44,65,1,0.5000,0,"SIMILARITY_PRESERVING","[104]","[104]","[104, 452]"
"Type3","Block",44,66,1,1.0000,0,"SIMILARITY_PRESERVING","[104]","[104]","[104]"
"Type3","Block",44,78,1,1.0000,0,"SIMILARITY_PRESERVING","[104]","[104]","[104]"
"Type3","Block",44,81,1,1.0000,0,"SIMILARITY_PRESERVING","[104]","[104]","[104]"
"Type3","Block",44,83,1,1.0000,0,"SIMILARITY_PRESERVING","[104]","[104]","[104]"
"Type3","Block",44,87,1,0.3333,0,"SIMILARITY_PRESERVING","[104]","[104]","[104, 583, 877]"
"Type3","Block",45,80,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",45,90,1,1.0000,0,"SIMILARITY_PRESERVING","[106]","[106]","[106]"
"Type3","Block",47,60,1,0.5000,0,"SIMILARITY_PRESERVING","[925]","[925]","[103, 925]"
"Type3","Block",47,61,1,0.5000,0,"SIMILARITY_PRESERVING","[925]","[925]","[103, 925]"
"Type3","Block",47,62,1,0.5000,0,"SIMILARITY_PRESERVING","[925]","[925]","[103, 925]"
"Type3","Block",48,49,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[452]","[104, 452]"
"Type3","Block",48,51,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[452]","[104, 452]"
"Type3","Block",48,52,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[452]","[104, 452]"
"Type3","Block",48,65,1,0.5000,0,"SIMILARITY_PRESERVING","[452]","[452]","[104, 452]"
"Type3","Block",48,77,1,1.0000,0,"SIMILARITY_PRESERVING","[452]","[452]","[452]"
