Revision | filePath | changeType | StartLine | EndLine | Nlines | cloneId | classId | globalCloneId | Similarity
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 312 | 318 | 7 | 248646 | 1 | 284 | 75
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 972 | 980 | 7 | 248647 | 1 | 285 | 75
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 1001 | 1008 | 7 | 248648 | 1 | 286 | 75
475 | Revision_475/Jmol/src/org/openscience/jmol/LoopedStreams.java | U | 100 | 108 | 7 | 248649 | 1 | 836 | 75
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 1289 | 1295 | 7 | 248650 | 1 | 837 | 75
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 476 | 481 | 6 | 248651 | 2 | 287 | 80
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 564 | 569 | 6 | 248652 | 2 | 288 | 80
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 483 | 493 | 6 | 248653 | 3 | 289 | 75
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 764 | 769 | 6 | 248654 | 3 | 292 | 75
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 571 | 581 | 6 | 248655 | 3 | 291 | 75
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 742 | 749 | 6 | 248656 | 3 | 290 | 75
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 737 | 752 | 13 | 248657 | 4 | 293 | 90
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 759 | 772 | 13 | 248658 | 4 | 294 | 90
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 954 | 987 | 31 | 248659 | 5 | 295 | 72
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 989 | 1022 | 31 | 248660 | 5 | 296 | 72
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 1049 | 1054 | 5 | 248661 | 6 | 297 | 100
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 1120 | 1125 | 5 | 248662 | 6 | 298 | 100
475 | Revision_475/Jmol/src/com/obrador/JpegEncoder.java | U | 1085 | 1090 | 5 | 248663 | 6 | 299 | 100
