Revision,gcid1,gcid2,classid,co_change_count,gcid1_independent_change_count,gcid2_independent_change_count,same_file,same_author,same_method,similarity,clone_type,nlines1,nlines2,depth,class_size,is_spcp,weighted_coupling_strength,last_co_change_age,last_solo_change_age,coupling_trend,wcs_recent,solo_events_after_last_cochange,noc1,noc2,file_age1,file_age2,churn1,churn2,distinct_authors1,distinct_authors2,major_author_prop1,major_author_prop2,minor_author_count1,minor_author_count2,wies,will_independently_evolve
736,110,1251,157,0,0,5,0,1,0,72,Type3,16,5,1,18,0,0.0000,-1,0,0.0000,0.0000,10,4,11,998,123,362,1313,2,1,0.7500,1.0000,0,0,1.0000,1
736,110,1260,157,0,0,7,0,1,0,72,Type3,16,5,1,18,0,0.0000,-1,0,0.0000,0.0000,11,4,18,998,107,362,2111,2,1,0.7500,1.0000,0,0,1.0000,1
736,111,1251,157,0,0,5,0,1,0,72,Type3,16,5,1,18,0,0.0000,-1,0,0.0000,0.0000,13,8,11,998,123,672,1313,3,1,0.7500,1.0000,0,0,1.0000,1
736,111,1260,157,0,0,7,0,1,0,72,Type3,16,5,1,18,0,0.0000,-1,0,0.0000,0.0000,14,8,18,998,107,672,2111,3,1,0.7500,1.0000,0,0,1.0000,1
736,301,1285,9,0,0,8,0,1,0,100,Type3,8,5,1,19,0,0.0000,-1,0,0.0000,0.0000,8,0,19,998,95,0,980,0,2,0.0000,0.9474,0,0,1.0000,1
736,302,1285,9,0,0,8,0,1,0,100,Type3,8,5,1,19,0,0.0000,-1,0,0.0000,0.0000,8,0,19,998,95,0,980,0,2,0.0000,0.9474,0,0,1.0000,1
736,303,1285,9,0,0,8,0,1,0,100,Type3,8,5,1,19,0,0.0000,-1,0,0.0000,0.0000,8,0,19,998,95,0,980,0,2,0.0000,0.9474,0,0,1.0000,1
736,304,1285,9,0,0,8,0,1,0,100,Type3,8,5,1,19,0,0.0000,-1,0,0.0000,0.0000,8,0,19,998,95,0,980,0,2,0.0000,0.9474,0,0,1.0000,1
736,305,1286,87,0,0,8,0,1,0,75,Type3,5,5,1,16,0,0.0000,-1,0,0.0000,0.0000,16,3,54,998,291,143,2591,1,2,1.0000,0.9630,0,1,1.0000,1
736,306,1286,87,0,0,8,0,1,0,75,Type3,5,5,1,16,0,0.0000,-1,0,0.0000,0.0000,19,7,54,998,291,1036,2591,2,2,0.8571,0.9630,0,1,1.0000,1
736,327,1283,74,0,0,5,0,1,0,75,Type3,5,5,1,33,0,0.0000,-1,0,0.0000,0.0000,10,5,22,998,293,1002,1425,1,1,1.0000,1.0000,0,0,1.0000,1
736,328,1283,74,0,0,5,0,1,0,75,Type3,5,5,1,33,0,0.0000,-1,0,0.0000,0.0000,10,8,22,998,293,1049,1425,2,1,0.6250,1.0000,0,0,1.0000,1
