Revision,gcid1,gcid2,classid,co_change_count,gcid1_independent_change_count,gcid2_independent_change_count,same_file,same_author,same_method,similarity,clone_type,nlines1,nlines2,depth,class_size,is_spcp,weighted_coupling_strength,last_co_change_age,last_solo_change_age,coupling_trend,wcs_recent,solo_events_after_last_cochange,noc1,noc2,file_age1,file_age2,churn1,churn2,distinct_authors1,distinct_authors2,major_author_prop1,major_author_prop2,minor_author_count1,minor_author_count2,wies,will_independently_evolve
163,51,58,76,4,0,1,1,1,1,100,Type2,6,6,0,2,1,0.1896,67,0,-1.0000,0.0000,1,6,7,814,779,1158,1215,1,1,1.0000,1.0000,0,0,0.8104,1
163,60,66,73,0,1,1,0,1,0,100,Type2,8,8,1,2,0,0.0000,-1,0,0.0000,0.0000,4,4,2,777,719,909,459,1,1,1.0000,1.0000,0,0,1.0000,1
163,62,67,74,1,0,2,0,1,0,100,Type2,8,8,1,2,0,0.5997,0,24,0.6726,1.0000,0,5,4,777,719,923,523,1,1,1.0000,1.0000,0,0,0.4003,0
163,63,64,75,1,0,3,1,1,1,100,Type2,6,6,0,2,1,0.8257,0,67,1.0000,1.0000,0,3,8,777,777,833,1007,1,1,1.0000,1.0000,0,0,0.1743,0
163,68,69,77,3,0,0,1,1,0,100,Type2,6,6,0,2,1,1.0000,0,-1,0.0000,1.0000,0,5,5,719,719,530,530,1,1,1.0000,1.0000,0,0,0.0000,0
163,72,73,79,1,0,0,1,1,0,100,Type2,5,5,0,2,1,1.0000,0,-1,0.0000,1.0000,0,2,2,653,653,158,158,1,1,1.0000,1.0000,0,0,0.0000,0
187,38,39,64,0,1,0,1,1,0,100,Type2,7,7,0,6,1,0.0000,-1,0,0.0000,0.0000,1,3,2,814,814,1415,1413,1,1,1.0000,1.0000,0,0,1.0000,1
187,38,40,64,0,1,0,1,1,0,100,Type2,7,7,0,6,1,0.0000,-1,0,0.0000,0.0000,1,3,2,814,814,1415,1413,1,1,1.0000,1.0000,0,0,1.0000,1
187,38,41,64,0,1,0,1,1,0,100,Type2,7,7,0,6,1,0.0000,-1,0,0.0000,0.0000,1,3,2,814,814,1415,1413,1,1,1.0000,1.0000,0,0,1.0000,1
188,28,75,15,0,0,1,1,1,0,100,Type2,5,5,0,12,1,0.0000,-1,0,0.0000,0.0000,1,2,4,281,95,98,219,1,1,1.0000,1.0000,0,0,1.0000,1
188,29,75,15,0,0,1,1,1,0,100,Type2,5,5,0,12,1,0.0000,-1,0,0.0000,0.0000,1,3,4,281,95,216,219,1,1,1.0000,1.0000,0,0,1.0000,1
190,51,58,76,5,0,1,1,1,1,100,Type2,6,6,0,2,1,0.7128,0,27,-0.3079,1.0000,0,6,7,814,779,1158,1215,1,1,1.0000,1.0000,0,0,0.2872,0
190,63,64,75,2,0,3,1,1,1,100,Type2,6,6,0,2,1,0.9390,0,94,1.0000,1.0000,0,3,8,777,777,833,1007,1,1,1.0000,1.0000,0,0,0.0610,0
201,76,77,94,0,0,1,1,1,1,100,Type2,5,5,0,2,1,0.0000,-1,0,0.0000,0.0000,1,2,4,615,615,617,638,2,2,0.5000,0.5000,0,0,1.0000,1
218,30,31,13,2,0,0,1,1,0,100,Type2,10,10,0,8,1,1.0000,0,-1,1.0000,1.0000,0,3,3,522,522,457,457,1,1,1.0000,1.0000,0,0,0.0000,0
218,30,78,13,0,1,0,0,1,0,100,Type2,10,8,1,8,0,0.0000,-1,0,0.0000,0.0000,2,3,0,522,68,457,0,1,0,1.0000,0.0000,0,0,1.0000,1
218,30,79,13,0,1,0,0,1,0,100,Type2,10,8,1,8,0,0.0000,-1,0,0.0000,0.0000,2,3,0,522,68,457,0,1,0,1.0000,0.0000,0,0,1.0000,1
218,31,78,13,0,1,0,0,1,0,100,Type2,10,8,1,8,0,0.0000,-1,0,0.0000,0.0000,2,3,0,522,68,457,0,1,0,1.0000,0.0000,0,0,1.0000,1
218,31,79,13,0,1,0,0,1,0,100,Type2,10,8,1,8,0,0.0000,-1,0,0.0000,0.0000,2,3,0,522,68,457,0,1,0,1.0000,0.0000,0,0,1.0000,1
226,54,55,1,0,1,0,0,1,0,100,Type2,8,8,1,4,1,0.0000,-1,0,0.0000,0.0000,1,2,1,814,814,24,11,1,1,1.0000,1.0000,0,0,1.0000,1
231,28,84,15,0,0,1,0,1,0,100,Type2,5,5,1,12,0,0.0000,-1,0,0.0000,0.0000,1,2,1,281,68,98,6,1,1,1.0000,1.0000,0,0,1.0000,1
231,29,84,15,0,0,1,0,1,0,100,Type2,5,5,1,12,0,0.0000,-1,0,0.0000,0.0000,1,3,1,281,68,216,6,1,1,1.0000,1.0000,0,0,1.0000,1
231,75,84,15,0,0,1,0,1,0,100,Type2,5,5,1,12,0,0.0000,-1,0,0.0000,0.0000,2,4,1,95,68,219,6,1,1,1.0000,1.0000,0,0,1.0000,1
235,10,87,7,0,0,1,1,1,1,100,Type2,14,14,0,5,0,0.0000,-1,0,0.0000,0.0000,1,1,2,814,581,165,188,1,1,1.0000,1.0000,0,0,1.0000,1
235,12,87,7,0,0,1,1,1,1,100,Type2,14,14,0,5,0,0.0000,-1,0,0.0000,0.0000,1,2,2,814,581,285,188,2,1,0.5000,1.0000,0,0,1.0000,1
258,23,24,11,0,0,1,0,1,0,100,Type2,9,9,1,7,0,0.0000,-1,0,0.0000,0.0000,1,1,3,814,783,239,270,1,1,1.0000,1.0000,0,0,1.0000,1
258,24,65,11,0,1,0,0,1,0,100,Type2,9,9,1,7,0,0.0000,-1,0,0.0000,0.0000,1,3,1,783,773,270,66,1,1,1.0000,1.0000,0,0,1.0000,1
260,28,29,15,1,0,0,1,1,0,100,Type2,5,5,0,12,1,1.0000,0,-1,1.0000,1.0000,0,2,3,281,281,98,216,1,1,1.0000,1.0000,0,0,0.0000,0
260,28,75,15,1,0,1,1,1,0,100,Type2,5,5,0,12,1,0.8966,0,72,1.0000,1.0000,0,2,4,281,95,98,219,1,1,1.0000,1.0000,0,0,0.1034,0
260,28,84,15,0,1,1,0,1,0,100,Type2,5,5,1,12,0,0.0000,-1,0,0.0000,0.0000,2,2,1,281,68,98,6,1,1,1.0000,1.0000,0,0,1.0000,1
260,29,75,15,1,0,1,1,1,0,100,Type2,5,5,0,12,1,0.8966,0,72,1.0000,1.0000,0,3,4,281,95,216,219,1,1,1.0000,1.0000,0,0,0.1034,0
260,29,84,15,0,1,1,0,1,0,100,Type2,5,5,1,12,0,0.0000,-1,0,0.0000,0.0000,2,3,1,281,68,216,6,1,1,1.0000,1.0000,0,0,1.0000,1
260,75,84,15,0,1,1,0,1,0,100,Type2,5,5,1,12,0,0.0000,-1,0,0.0000,0.0000,3,4,1,95,68,219,6,1,1,1.0000,1.0000,0,0,1.0000,1
265,28,101,15,0,0,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,2,2,2,281,551,98,137,1,1,1.0000,1.0000,0,0,1.0000,1
265,28,102,15,0,0,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,2,2,2,281,551,98,137,1,1,1.0000,1.0000,0,0,1.0000,1
265,29,101,15,0,0,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,2,3,2,281,551,216,137,1,1,1.0000,1.0000,0,0,1.0000,1
265,29,102,15,0,0,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,2,3,2,281,551,216,137,1,1,1.0000,1.0000,0,0,1.0000,1
265,75,101,15,0,0,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,3,4,2,95,551,219,137,1,1,1.0000,1.0000,0,0,1.0000,1
265,75,102,15,0,0,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,3,4,2,95,551,219,137,1,1,1.0000,1.0000,0,0,1.0000,1
265,84,101,15,0,0,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,2,1,2,68,551,6,137,1,1,1.0000,1.0000,0,0,1.0000,1
265,84,102,15,0,0,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,2,1,2,68,551,6,137,1,1,1.0000,1.0000,0,0,1.0000,1
265,101,102,15,1,0,0,1,1,0,100,Type2,6,6,0,12,1,1.0000,0,-1,0.0000,1.0000,0,2,2,551,551,137,137,1,1,1.0000,1.0000,0,0,0.0000,0
267,28,29,15,1,0,1,1,1,0,100,Type2,5,5,0,12,1,0.4477,7,0,0.4477,0.4477,1,2,3,281,281,98,216,1,1,1.0000,1.0000,0,0,0.5523,1
267,28,75,15,1,0,2,1,1,0,100,Type2,5,5,0,12,1,0.4257,7,0,0.4477,0.4477,1,2,4,281,95,98,219,1,1,1.0000,1.0000,0,0,0.5743,1
267,29,75,15,2,0,1,1,1,0,100,Type2,5,5,0,12,1,0.9509,0,79,1.0000,1.0000,0,3,4,281,95,216,219,1,1,1.0000,1.0000,0,0,0.0491,0
267,29,84,15,0,2,1,0,1,0,100,Type2,5,5,1,12,0,0.0000,-1,0,0.0000,0.0000,3,3,1,281,68,216,6,1,1,1.0000,1.0000,0,0,1.0000,1
267,29,101,15,0,1,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,3,3,2,281,551,216,137,1,1,1.0000,1.0000,0,0,1.0000,1
267,29,102,15,0,1,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,3,3,2,281,551,216,137,1,1,1.0000,1.0000,0,0,1.0000,1
267,75,84,15,0,2,1,0,1,0,100,Type2,5,5,1,12,0,0.0000,-1,0,0.0000,0.0000,4,4,1,95,68,219,6,1,1,1.0000,1.0000,0,0,1.0000,1
267,75,101,15,0,1,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,4,4,2,95,551,219,137,1,1,1.0000,1.0000,0,0,1.0000,1
267,75,102,15,0,1,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,4,4,2,95,551,219,137,1,1,1.0000,1.0000,0,0,1.0000,1
273,36,37,63,1,0,0,1,1,0,100,Type2,6,6,0,2,0,1.0000,0,-1,1.0000,1.0000,0,2,2,814,814,1413,1413,1,1,1.0000,1.0000,0,0,0.0000,0
273,38,39,64,1,1,0,1,1,0,100,Type2,7,7,0,6,1,0.9296,0,86,0.9296,1.0000,0,3,2,814,814,1415,1413,1,1,1.0000,1.0000,0,0,0.0704,0
273,38,40,64,1,1,0,1,1,0,100,Type2,7,7,0,6,1,0.9296,0,86,0.9296,1.0000,0,3,2,814,814,1415,1413,1,1,1.0000,1.0000,0,0,0.0704,0
273,38,41,64,1,1,0,1,1,0,100,Type2,7,7,0,6,1,0.9296,0,86,0.9296,1.0000,0,3,2,814,814,1415,1413,1,1,1.0000,1.0000,0,0,0.0704,0
273,39,40,64,1,0,0,1,1,0,100,Type2,7,7,0,6,1,1.0000,0,-1,1.0000,1.0000,0,2,2,814,814,1413,1413,1,1,1.0000,1.0000,0,0,0.0000,0
273,39,41,64,1,0,0,1,1,0,100,Type2,7,7,0,6,1,1.0000,0,-1,1.0000,1.0000,0,2,2,814,814,1413,1413,1,1,1.0000,1.0000,0,0,0.0000,0
273,40,41,64,1,0,0,1,1,0,100,Type2,7,7,0,6,1,1.0000,0,-1,1.0000,1.0000,0,2,2,814,814,1413,1413,1,1,1.0000,1.0000,0,0,0.0000,0
273,103,104,66,1,0,0,1,1,0,100,Type2,12,12,0,2,1,1.0000,0,-1,0.0000,1.0000,0,7,7,543,543,1478,1478,2,2,0.8571,0.8571,0,0,0.0000,0
273,106,107,69,1,0,0,1,1,0,100,Type2,5,5,0,2,0,1.0000,0,-1,0.0000,1.0000,0,6,5,543,543,678,599,1,1,1.0000,1.0000,0,0,0.0000,0
282,28,29,15,2,0,1,1,1,0,100,Type2,5,5,0,12,1,0.7040,0,15,0.7040,1.0000,0,2,3,281,281,98,216,1,1,1.0000,1.0000,0,0,0.2960,0
282,28,75,15,2,0,2,1,1,0,100,Type2,5,5,0,12,1,0.6851,0,15,0.7040,1.0000,0,2,4,281,95,98,219,1,1,1.0000,1.0000,0,0,0.3149,0
282,28,84,15,0,2,1,0,1,0,100,Type2,5,5,1,12,0,0.0000,-1,0,0.0000,0.0000,3,2,1,281,68,98,6,1,1,1.0000,1.0000,0,0,1.0000,1
282,28,101,15,0,1,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,3,2,2,281,551,98,137,1,1,1.0000,1.0000,0,0,1.0000,1
282,28,102,15,0,1,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,3,2,2,281,551,98,137,1,1,1.0000,1.0000,0,0,1.0000,1
282,29,75,15,3,0,1,1,1,0,100,Type2,5,5,0,12,1,0.9731,0,94,1.0000,1.0000,0,3,4,281,95,216,219,1,1,1.0000,1.0000,0,0,0.0269,0
282,29,84,15,0,3,1,0,1,0,100,Type2,5,5,1,12,0,0.0000,-1,0,0.0000,0.0000,4,3,1,281,68,216,6,1,1,1.0000,1.0000,0,0,1.0000,1
282,29,101,15,0,2,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,4,3,2,281,551,216,137,1,1,1.0000,1.0000,0,0,1.0000,1
282,29,102,15,0,2,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,4,3,2,281,551,216,137,1,1,1.0000,1.0000,0,0,1.0000,1
282,75,84,15,0,3,1,0,1,0,100,Type2,5,5,1,12,0,0.0000,-1,0,0.0000,0.0000,5,4,1,95,68,219,6,1,1,1.0000,1.0000,0,0,1.0000,1
282,75,101,15,0,2,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,5,4,2,95,551,219,137,1,1,1.0000,1.0000,0,0,1.0000,1
282,75,102,15,0,2,1,0,1,0,100,Type2,5,6,1,12,0,0.0000,-1,0,0.0000,0.0000,5,4,2,95,551,219,137,1,1,1.0000,1.0000,0,0,1.0000,1
289,82,83,32,1,0,0,1,1,0,100,Type2,5,5,0,7,1,1.0000,0,-1,1.0000,1.0000,0,1,1,115,115,5,5,1,1,1.0000,1.0000,0,0,0.0000,0
289,82,86,32,1,0,0,1,1,0,100,Type2,5,6,0,7,0,1.0000,0,-1,1.0000,1.0000,0,1,2,115,245,5,461,1,1,1.0000,1.0000,0,0,0.0000,0
289,83,86,32,1,0,0,1,1,0,100,Type2,5,6,0,7,0,1.0000,0,-1,1.0000,1.0000,0,1,2,115,245,5,461,1,1,1.0000,1.0000,0,0,0.0000,0
333,103,104,66,2,0,0,1,1,0,100,Type2,12,12,0,2,1,1.0000,0,-1,0.0000,1.0000,0,7,7,543,543,1478,1478,2,2,0.8571,0.8571,0,0,0.0000,0
346,103,104,66,3,0,0,1,1,0,100,Type2,12,12,0,2,1,1.0000,0,-1,0.0000,1.0000,0,7,7,543,543,1478,1478,2,2,0.8571,0.8571,0,0,0.0000,0
374,68,69,77,4,0,0,1,1,0,100,Type2,6,6,0,2,1,1.0000,0,-1,0.0000,1.0000,0,5,5,719,719,530,530,1,1,1.0000,1.0000,0,0,0.0000,0
374,103,104,66,4,0,0,1,1,0,100,Type2,12,12,0,2,1,1.0000,0,-1,0.0000,1.0000,0,7,7,543,543,1478,1478,2,2,0.8571,0.8571,0,0,0.0000,0
386,103,104,66,5,0,0,1,1,0,100,Type2,12,12,0,2,1,1.0000,0,-1,0.0000,1.0000,0,7,7,543,543,1478,1478,2,2,0.8571,0.8571,0,0,0.0000,0
389,15,88,8,0,0,1,0,1,0,100,Type2,9,9,1,6,0,0.0000,-1,0,0.0000,0.0000,1,1,4,814,574,165,161,1,1,1.0000,1.0000,0,0,1.0000,1
389,25,88,8,0,0,1,0,1,0,100,Type2,9,9,1,6,0,0.0000,-1,0,0.0000,0.0000,1,0,4,420,574,0,161,0,1,0.0000,1.0000,0,0,1.0000,1
390,15,88,8,0,0,2,0,1,0,100,Type2,9,9,1,6,0,0.0000,-1,0,0.0000,0.0000,2,1,4,814,574,165,161,1,1,1.0000,1.0000,0,0,1.0000,1
390,25,88,8,0,0,2,0,1,0,100,Type2,9,9,1,6,0,0.0000,-1,0,0.0000,0.0000,2,0,4,420,574,0,161,0,1,0.0000,1.0000,0,0,1.0000,1
391,15,88,8,0,0,3,0,1,0,100,Type2,9,9,1,6,0,0.0000,-1,0,0.0000,0.0000,3,1,4,814,574,165,161,1,1,1.0000,1.0000,0,0,1.0000,1
391,25,88,8,0,0,3,0,1,0,100,Type2,9,9,1,6,0,0.0000,-1,0,0.0000,0.0000,3,0,4,420,574,0,161,0,1,0.0000,1.0000,0,0,1.0000,1
411,10,114,7,0,0,1,1,1,1,100,Type2,14,14,0,5,0,0.0000,-1,0,0.0000,0.0000,1,1,2,814,405,165,190,1,1,1.0000,1.0000,0,0,1.0000,1
411,12,114,7,0,0,1,1,1,1,100,Type2,14,14,0,5,0,0.0000,-1,0,0.0000,0.0000,1,2,2,814,405,285,190,2,1,0.5000,1.0000,0,0,1.0000,1
411,87,114,7,0,0,1,1,1,1,100,Type2,14,14,0,5,1,0.0000,-1,0,0.0000,0.0000,2,2,2,581,405,188,190,1,1,1.0000,1.0000,0,0,1.0000,1
417,106,107,69,2,0,0,1,1,0,100,Type2,5,5,0,2,0,1.0000,0,-1,0.0000,1.0000,0,6,5,543,543,678,599,1,1,1.0000,1.0000,0,0,0.0000,0
420,106,107,69,3,0,0,1,1,0,100,Type2,5,5,0,2,0,1.0000,0,-1,0.0000,1.0000,0,6,5,543,543,678,599,1,1,1.0000,1.0000,0,0,0.0000,0
424,106,107,69,4,0,0,1,1,0,100,Type2,5,5,0,2,0,1.0000,0,-1,0.0000,1.0000,0,6,5,543,543,678,599,1,1,1.0000,1.0000,0,0,0.0000,0
431,21,117,10,0,0,1,0,1,0,100,Type2,5,9,1,3,0,0.0000,-1,0,0.0000,0.0000,1,1,1,814,3,239,43,1,1,1.0000,1.0000,0,0,1.0000,1
431,22,117,10,0,0,1,0,1,0,100,Type2,5,9,1,3,0,0.0000,-1,0,0.0000,0.0000,1,1,1,814,3,239,43,1,1,1.0000,1.0000,0,0,1.0000,1
443,1,2,2,1,0,0,1,1,0,100,Type2,8,8,0,5,1,1.0000,0,-1,1.0000,1.0000,0,1,1,814,814,175,175,1,1,1.0000,1.0000,0,0,0.0000,0
443,5,7,5,1,0,0,0,1,0,100,Type2,9,9,1,4,1,1.0000,0,-1,1.0000,1.0000,0,1,1,484,484,109,37,1,1,1.0000,1.0000,0,0,0.0000,0
443,8,9,3,2,0,0,1,1,1,100,Type2,15,15,0,5,1,1.0000,0,-1,0.0000,1.0000,0,2,2,814,814,174,174,1,1,1.0000,1.0000,0,0,0.0000,0
443,10,12,7,1,0,0,1,1,1,100,Type2,14,14,0,5,1,1.0000,0,-1,1.0000,1.0000,0,1,2,814,814,165,285,1,2,1.0000,0.5000,0,0,0.0000,0
443,10,87,7,1,0,1,1,1,1,100,Type2,14,14,0,5,0,0.9981,0,208,1.0000,1.0000,0,1,2,814,581,165,188,1,1,1.0000,1.0000,0,0,0.0019,0
443,10,114,7,1,0,1,1,1,1,100,Type2,14,14,0,5,0,0.7231,0,32,1.0000,1.0000,0,1,2,814,405,165,190,1,1,1.0000,1.0000,0,0,0.2769,0
443,12,87,7,1,0,1,1,1,1,100,Type2,14,14,0,5,0,0.9981,0,208,1.0000,1.0000,0,2,2,814,581,285,188,2,1,0.5000,1.0000,0,0,0.0019,0
443,12,114,7,1,0,1,1,1,1,100,Type2,14,14,0,5,0,0.7231,0,32,1.0000,1.0000,0,2,2,814,405,285,190,2,1,0.5000,1.0000,0,0,0.2769,0
443,15,88,8,1,0,3,0,1,0,100,Type2,9,9,1,6,0,0.6204,0,52,0.6204,1.0000,0,1,4,814,574,165,161,1,1,1.0000,1.0000,0,0,0.3796,0
443,15,116,8,1,0,0,0,1,0,100,Type2,9,9,1,6,0,1.0000,0,-1,1.0000,1.0000,0,1,2,814,393,165,289,1,2,1.0000,0.5000,0,0,0.0000,0
443,18,19,9,1,0,0,1,1,1,100,Type2,5,5,0,3,0,1.0000,0,-1,1.0000,1.0000,0,1,1,814,814,239,239,1,1,1.0000,1.0000,0,0,0.0000,0
443,18,20,9,1,0,0,1,1,1,100,Type2,5,5,0,3,0,1.0000,0,-1,1.0000,1.0000,0,1,1,814,814,239,239,1,1,1.0000,1.0000,0,0,0.0000,0
443,19,20,9,1,0,0,1,1,1,100,Type2,5,5,0,3,0,1.0000,0,-1,1.0000,1.0000,0,1,1,814,814,239,239,1,1,1.0000,1.0000,0,0,0.0000,0
443,21,22,10,1,0,0,1,1,1,100,Type2,5,5,0,3,1,1.0000,0,-1,1.0000,1.0000,0,1,1,814,814,239,239,1,1,1.0000,1.0000,0,0,0.0000,0
443,23,24,11,1,0,1,0,1,0,100,Type2,9,9,1,7,0,0.9961,0,185,0.9961,1.0000,0,1,3,814,783,239,270,1,1,1.0000,1.0000,0,0,0.0039,0
443,23,65,11,1,0,0,0,1,0,100,Type2,9,9,1,7,1,1.0000,0,-1,1.0000,1.0000,0,1,1,814,773,239,66,1,1,1.0000,1.0000,0,0,0.0000,0
443,24,65,11,1,1,0,0,1,0,100,Type2,9,9,1,7,0,0.9961,0,185,0.9961,1.0000,0,3,1,783,773,270,66,1,1,1.0000,1.0000,0,0,0.0039,0
443,30,31,13,3,0,0,1,1,0,100,Type2,10,10,0,8,1,1.0000,0,-1,0.0000,1.0000,0,3,3,522,522,457,457,1,1,1.0000,1.0000,0,0,0.0000,0
443,30,91,13,1,0,0,0,1,0,100,Type2,10,5,1,8,0,1.0000,0,225,1.0000,1.0000,0,3,7,522,574,457,749,1,3,1.0000,0.7143,0,0,0.0000,0
443,30,92,13,1,0,0,0,1,0,100,Type2,10,5,1,8,0,1.0000,0,225,1.0000,1.0000,0,3,1,522,574,457,134,1,1,1.0000,1.0000,0,0,0.0000,0
443,30,94,13,1,0,0,0,1,0,100,Type2,10,5,1,8,0,1.0000,0,225,1.0000,1.0000,0,3,1,522,552,457,96,1,1,1.0000,1.0000,0,0,0.0000,0
