classId,clone_gcid_list
1,[1, 2, 264, 265]
2,[3, 4, 5, 6, 7, 164, 179]
3,[8, 9, 87, 114]
4,[10, 11, 12, 13, 14, 88, 116, 301, 302]
5,[15, 16, 17, 303]
6,[18, 19, 20, 118, 119, 304, 305]
7,[21, 22, 306]
8,[23, 24, 25, 65, 74, 343]
9,[26, 27, 78, 79, 94, 266, 267]
10,[28, 29, 75, 80, 81, 95, 96, 117]
11,[30, 31, 82, 83, 97, 98, 101, 102]
12,[32, 33, 59, 60, 84, 99, 100, 163, 204]
13,[34, 35, 61, 62, 168, 169, 205]
14,[36, 37, 108, 170, 171, 172, 174, 175, 206, 268]
15,[38, 39, 40, 41, 120, 121, 161, 165, 173, 269, 270]
16,[42, 43, 122, 123, 207, 271]
17,[44, 45, 89, 90, 124, 208, 209, 272]
18,[46, 47, 66, 125, 126, 180, 210, 211, 212, 213]
19,[48, 49, 67, 127, 128, 202, 214, 273]
20,[50, 51, 58, 91, 92, 103, 104, 115, 129, 130, 203, 215]
21,[52, 53, 131, 132, 181, 216]
22,[54, 55, 63, 64, 68, 69, 133, 134, 166, 182, 217, 218, 274]
23,[56, 57, 70, 71, 105, 106, 113, 135, 136, 183, 199, 200, 219, 275]
24,[107, 137, 138, 184, 220, 221, 222, 276]
25,[72, 73, 139, 159, 160, 167, 198, 223, 224, 225, 226]
26,[140, 141, 185, 186, 227, 228, 229]
27,[76, 77, 142, 143, 162, 176, 177, 178, 230, 231]
28,[85, 86, 144, 187, 232, 312]
29,[145, 146, 158, 233, 234, 313, 314]
30,[147, 148, 149, 235, 236, 315]
31,[150, 151, 237, 277]
32,[109, 110, 152, 153, 238, 278, 279]
33,[93, 111, 112, 154, 155, 239, 240, 280, 281, 353]
34,[241, 242, 282, 283]
35,[243, 244, 245, 284]
36,[246, 247, 285, 294]
37,[248, 249]
38,[250, 251, 344, 345]
39,[252, 346, 347]
40,[253, 348]
41,[254, 349, 350]
42,[255, 256]
43,[257, 258]
44,[259, 260]
45,[261]
46,[262, 263]
47,[351]
48,[286, 295, 296]
49,[297, 298]
50,[299, 300]
51,[156, 157, 188, 189]
53,[190, 191, 287]
54,[317, 318]
55,[192, 193, 201, 319, 320]
56,[194, 195, 288, 289, 321, 322]
57,[196, 197, 307, 323, 324]
58,[308, 325, 326]
59,[327, 328, 329]
60,[330, 331]
61,[332, 333]
62,[334, 335, 336]
63,[337, 338]
64,[339, 340]
65,[341]
70,[352]
71,[354, 355]
75,[290, 316]
77,[291, 309]
78,[292, 293]
79,[310, 311]
90,[342]
