pairId,cloneType,granularity,classId,clone1_gcid,clone2_gcid,clone1_addedRev,clone2_addedRev,clone1_deletedRev,clone2_deletedRev,clone1_lifespan,clone2_lifespan,co_change,gcid1_independent_change,gcid2_independent_change,similarity,filepath1,filepath2,file_distance,gcid1_authors,gcid2_authors
1029,Type3,Block,2,23,330,2,243,Still Active,Still Active,814,573,1,0,4,70,yacc.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1030,Type3,Block,2,23,340,2,264,Still Active,Still Active,814,552,1,0,0,70,yacc.c,erlang.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1031,Type3,Block,2,23,364,2,286,Still Active,461,814,175,1,0,0,70,yacc.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth
1032,Type3,Block,2,23,365,2,286,Still Active,Still Active,814,530,1,0,0,70,yacc.c,html.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1033,Type3,Block,2,23,408,2,459,Still Active,Still Active,814,357,0,0,1,70,yacc.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; elias; dfishburn; elliotth; jafl; perlguy0; vberthoux
1034,Type3,Block,2,23,409,2,459,Still Active,579,814,120,0,0,1,70,yacc.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
1035,Type3,Block,2,23,410,2,459,Still Active,579,814,120,0,0,1,70,yacc.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
1036,Type3,Block,2,23,413,2,461,Still Active,Still Active,814,355,0,0,12,70,yacc.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
1037,Type3,Block,2,23,414,2,461,Still Active,Still Active,814,355,0,0,5,70,yacc.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
1038,Type3,Block,2,23,501,2,487,Still Active,Still Active,814,329,0,0,2,70,yacc.c,php.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,jafl; elliotth; perlguy0; dhiebert; elias; dfishburn; vberthoux
1039,Type3,Block,2,23,511,2,591,Still Active,707,814,116,0,0,0,70,yacc.c,regex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
1040,Type3,Block,2,23,512,2,591,Still Active,707,814,116,0,0,0,70,yacc.c,regex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
1041,Type3,Block,2,23,539,2,654,Still Active,Still Active,814,162,0,0,1,70,yacc.c,vhdl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
1042,Type3,Block,2,23,540,2,654,Still Active,Still Active,814,162,0,0,2,70,yacc.c,vhdl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
1043,Type3,Block,2,23,575,2,682,Still Active,Still Active,814,134,0,0,1,70,yacc.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
1044,Type3,Block,2,23,576,2,682,Still Active,Still Active,814,134,0,0,0,70,yacc.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
1045,Type3,Block,2,23,665,2,693,Still Active,Still Active,814,123,0,0,2,70,yacc.c,tex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1046,Type3,Block,2,23,666,2,693,Still Active,Still Active,814,123,0,0,0,70,yacc.c,ant.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1047,Type3,Block,2,23,667,2,693,Still Active,Still Active,814,123,0,0,0,70,yacc.c,dosbatch.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1048,Type3,Block,2,23,668,2,693,Still Active,Still Active,814,123,0,0,0,70,yacc.c,matlab.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1049,Type3,Block,2,23,669,2,693,Still Active,Still Active,814,123,0,0,2,70,yacc.c,tex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1050,Type3,Block,2,23,745,2,717,Still Active,Still Active,814,99,0,0,0,70,yacc.c,ocaml.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; jafl; dfishburn; elias; elliotth; vberthoux; perlguy0
1051,Type3,Block,2,23,783,2,771,Still Active,Still Active,814,45,0,0,0,70,yacc.c,objc.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,vberthoux; elias; dhiebert; dfishburn; perlguy0
1052,Type3,Block,2,24,25,2,2,Still Active,Still Active,814,814,1,1,2,70,slang.c,make.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux
1053,Type3,Block,2,24,26,2,2,Still Active,Still Active,814,814,1,1,0,70,slang.c,rexx.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1054,Type3,Block,2,24,27,2,2,Still Active,Still Active,814,814,1,1,0,70,slang.c,keyword.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1055,Type3,Block,2,24,28,2,2,Still Active,Still Active,814,814,1,1,11,70,slang.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1056,Type3,Block,2,24,29,2,2,Still Active,Still Active,814,814,1,1,2,70,slang.c,options.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1057,Type3,Block,2,24,30,2,2,Still Active,Still Active,814,814,1,1,2,70,slang.c,options.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1058,Type3,Block,2,24,31,2,2,Still Active,Still Active,814,814,1,1,11,70,slang.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1059,Type3,Block,2,24,32,2,2,Still Active,312,814,310,0,1,3,70,slang.c,options.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
1060,Type3,Block,2,24,243,2,43,Still Active,Still Active,814,773,1,1,0,70,slang.c,lua.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1061,Type3,Block,2,24,270,2,119,Still Active,147,814,28,0,0,1,70,slang.c,asm.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
1062,Type3,Block,2,24,274,2,147,Still Active,Still Active,814,669,1,1,1,70,slang.c,asm.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1063,Type3,Block,2,24,283,2,173,Still Active,Still Active,814,643,1,1,1,70,slang.c,verilog.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1064,Type3,Block,2,24,296,2,215,Still Active,Still Active,814,601,1,1,7,70,slang.c,sql.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; dfishburn; elliotth; elias; jafl; perlguy0; dhiebert; vberthoux
1065,Type3,Block,2,24,315,2,218,Still Active,Still Active,814,598,1,1,3,70,slang.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1066,Type3,Block,2,24,320,2,227,Still Active,Still Active,814,589,1,0,1,70,slang.c,cobol.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1067,Type3,Block,2,24,321,2,242,Still Active,Still Active,814,574,1,0,3,70,slang.c,sml.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1068,Type3,Block,2,24,330,2,243,Still Active,Still Active,814,573,1,0,4,70,slang.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1069,Type3,Block,2,24,340,2,264,Still Active,Still Active,814,552,1,0,0,70,slang.c,erlang.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1070,Type3,Block,2,24,364,2,286,Still Active,461,814,175,1,0,0,70,slang.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth
1071,Type3,Block,2,24,365,2,286,Still Active,Still Active,814,530,1,0,0,70,slang.c,html.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1072,Type3,Block,2,24,408,2,459,Still Active,Still Active,814,357,0,0,1,70,slang.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; elias; dfishburn; elliotth; jafl; perlguy0; vberthoux
1073,Type3,Block,2,24,409,2,459,Still Active,579,814,120,0,0,1,70,slang.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
1074,Type3,Block,2,24,410,2,459,Still Active,579,814,120,0,0,1,70,slang.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
1075,Type3,Block,2,24,413,2,461,Still Active,Still Active,814,355,0,0,12,70,slang.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
1076,Type3,Block,2,24,414,2,461,Still Active,Still Active,814,355,0,0,5,70,slang.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
1077,Type3,Block,2,24,501,2,487,Still Active,Still Active,814,329,0,0,2,70,slang.c,php.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,jafl; elliotth; perlguy0; dhiebert; elias; dfishburn; vberthoux
1078,Type3,Block,2,24,511,2,591,Still Active,707,814,116,0,0,0,70,slang.c,regex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
1079,Type3,Block,2,24,512,2,591,Still Active,707,814,116,0,0,0,70,slang.c,regex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
1080,Type3,Block,2,24,539,2,654,Still Active,Still Active,814,162,0,0,1,70,slang.c,vhdl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
1081,Type3,Block,2,24,540,2,654,Still Active,Still Active,814,162,0,0,2,70,slang.c,vhdl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
1082,Type3,Block,2,24,575,2,682,Still Active,Still Active,814,134,0,0,1,70,slang.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
1083,Type3,Block,2,24,576,2,682,Still Active,Still Active,814,134,0,0,0,70,slang.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
1084,Type3,Block,2,24,665,2,693,Still Active,Still Active,814,123,0,0,2,70,slang.c,tex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1085,Type3,Block,2,24,666,2,693,Still Active,Still Active,814,123,0,0,0,70,slang.c,ant.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1086,Type3,Block,2,24,667,2,693,Still Active,Still Active,814,123,0,0,0,70,slang.c,dosbatch.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1087,Type3,Block,2,24,668,2,693,Still Active,Still Active,814,123,0,0,0,70,slang.c,matlab.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1088,Type3,Block,2,24,669,2,693,Still Active,Still Active,814,123,0,0,2,70,slang.c,tex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1089,Type3,Block,2,24,745,2,717,Still Active,Still Active,814,99,0,0,0,70,slang.c,ocaml.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; jafl; dfishburn; elias; elliotth; vberthoux; perlguy0
1090,Type3,Block,2,24,783,2,771,Still Active,Still Active,814,45,0,0,0,70,slang.c,objc.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,vberthoux; elias; dhiebert; dfishburn; perlguy0
1091,Type3,Block,2,25,26,2,2,Still Active,Still Active,814,814,1,2,0,70,make.c,rexx.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1092,Type3,Block,2,25,27,2,2,Still Active,Still Active,814,814,1,2,0,70,make.c,keyword.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1093,Type3,Block,2,25,28,2,2,Still Active,Still Active,814,814,1,2,11,70,make.c,c.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1094,Type3,Block,2,25,29,2,2,Still Active,Still Active,814,814,1,2,2,70,make.c,options.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1095,Type3,Block,2,25,30,2,2,Still Active,Still Active,814,814,1,2,2,70,make.c,options.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1096,Type3,Block,2,25,31,2,2,Still Active,Still Active,814,814,1,2,11,70,make.c,c.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1097,Type3,Block,2,25,32,2,2,Still Active,312,814,310,0,0,3,70,make.c,options.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren
1098,Type3,Block,2,25,243,2,43,Still Active,Still Active,814,773,1,2,0,70,make.c,lua.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1099,Type3,Block,2,25,270,2,119,Still Active,147,814,28,0,0,1,70,make.c,asm.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren
1100,Type3,Block,2,25,274,2,147,Still Active,Still Active,814,669,1,2,1,70,make.c,asm.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1101,Type3,Block,2,25,283,2,173,Still Active,Still Active,814,643,1,2,1,70,make.c,verilog.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1102,Type3,Block,2,25,296,2,215,Still Active,Still Active,814,601,1,2,7,70,make.c,sql.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; dfishburn; elliotth; elias; jafl; perlguy0; dhiebert; vberthoux
1103,Type3,Block,2,25,315,2,218,Still Active,Still Active,814,598,1,2,3,70,make.c,c.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1104,Type3,Block,2,25,320,2,227,Still Active,Still Active,814,589,1,2,1,70,make.c,cobol.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1105,Type3,Block,2,25,321,2,242,Still Active,Still Active,814,574,1,2,3,70,make.c,sml.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1106,Type3,Block,2,25,330,2,243,Still Active,Still Active,814,573,1,2,4,70,make.c,c.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1107,Type3,Block,2,25,340,2,264,Still Active,Still Active,814,552,1,2,0,70,make.c,erlang.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1108,Type3,Block,2,25,364,2,286,Still Active,461,814,175,1,1,0,70,make.c,jscript.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth
1109,Type3,Block,2,25,365,2,286,Still Active,Still Active,814,530,1,2,0,70,make.c,html.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1110,Type3,Block,2,25,408,2,459,Still Active,Still Active,814,357,0,1,1,70,make.c,basic.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dhiebert; elias; dfishburn; elliotth; jafl; perlguy0; vberthoux
1111,Type3,Block,2,25,409,2,459,Still Active,579,814,120,0,0,1,70,make.c,basic.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
1112,Type3,Block,2,25,410,2,459,Still Active,579,814,120,0,0,1,70,make.c,basic.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
1113,Type3,Block,2,25,413,2,461,Still Active,Still Active,814,355,0,1,12,70,make.c,jscript.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
1114,Type3,Block,2,25,414,2,461,Still Active,Still Active,814,355,0,1,5,70,make.c,jscript.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
1115,Type3,Block,2,25,501,2,487,Still Active,Still Active,814,329,0,1,2,70,make.c,php.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,jafl; elliotth; perlguy0; dhiebert; elias; dfishburn; vberthoux
1116,Type3,Block,2,25,511,2,591,Still Active,707,814,116,0,1,0,70,make.c,regex.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
1117,Type3,Block,2,25,512,2,591,Still Active,707,814,116,0,1,0,70,make.c,regex.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
1118,Type3,Block,2,25,539,2,654,Still Active,Still Active,814,162,0,1,1,70,make.c,vhdl.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
1119,Type3,Block,2,25,540,2,654,Still Active,Still Active,814,162,0,1,2,70,make.c,vhdl.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
1120,Type3,Block,2,25,575,2,682,Still Active,Still Active,814,134,0,0,1,70,make.c,flex.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
1121,Type3,Block,2,25,576,2,682,Still Active,Still Active,814,134,0,0,0,70,make.c,flex.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
1122,Type3,Block,2,25,665,2,693,Still Active,Still Active,814,123,0,0,2,70,make.c,tex.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1123,Type3,Block,2,25,666,2,693,Still Active,Still Active,814,123,0,0,0,70,make.c,ant.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1124,Type3,Block,2,25,667,2,693,Still Active,Still Active,814,123,0,0,0,70,make.c,dosbatch.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1125,Type3,Block,2,25,668,2,693,Still Active,Still Active,814,123,0,0,0,70,make.c,matlab.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1126,Type3,Block,2,25,669,2,693,Still Active,Still Active,814,123,0,0,2,70,make.c,tex.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
1127,Type3,Block,2,25,745,2,717,Still Active,Still Active,814,99,0,0,0,70,make.c,ocaml.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dhiebert; jafl; dfishburn; elias; elliotth; vberthoux; perlguy0
1128,Type3,Block,2,25,783,2,771,Still Active,Still Active,814,45,0,0,0,70,make.c,objc.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,vberthoux; elias; dhiebert; dfishburn; perlguy0
1129,Type3,Block,2,26,27,2,2,Still Active,Still Active,814,814,1,0,0,70,rexx.c,keyword.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1130,Type3,Block,2,26,28,2,2,Still Active,Still Active,814,814,1,0,11,70,rexx.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1131,Type3,Block,2,26,29,2,2,Still Active,Still Active,814,814,1,0,2,70,rexx.c,options.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1132,Type3,Block,2,26,30,2,2,Still Active,Still Active,814,814,1,0,2,70,rexx.c,options.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1133,Type3,Block,2,26,31,2,2,Still Active,Still Active,814,814,1,0,11,70,rexx.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1134,Type3,Block,2,26,32,2,2,Still Active,312,814,310,0,0,3,70,rexx.c,options.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
1135,Type3,Block,2,26,243,2,43,Still Active,Still Active,814,773,1,0,0,70,rexx.c,lua.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
1136,Type3,Block,2,26,270,2,119,Still Active,147,814,28,0,0,1,70,rexx.c,asm.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
1137,Type3,Block,2,26,274,2,147,Still Active,Still Active,814,669,1,0,1,70,rexx.c,asm.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
