pairId,cloneType,granularity,classId,clone1_gcid,clone2_gcid,clone1_addedRev,clone2_addedRev,clone1_deletedRev,clone2_deletedRev,clone1_lifespan,clone2_lifespan,co_change,gcid1_independent_change,gcid2_independent_change,similarity,filepath1,filepath2,file_distance,gcid1_authors,gcid2_authors
6169,Type3,Block,43,627,683,682,693,Still Active,785,134,92,0,1,0,71,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux
6170,Type3,Block,43,627,781,682,763,Still Active,Still Active,134,53,0,0,3,71,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; dhiebert; vberthoux; elias; perlguy0
6171,Type3,Block,43,628,629,682,682,Still Active,Still Active,134,134,0,0,1,71,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6172,Type3,Block,43,628,683,682,693,Still Active,785,134,92,0,0,0,71,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux
6173,Type3,Block,43,628,781,682,763,Still Active,Still Active,134,53,0,0,3,71,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; dhiebert; vberthoux; elias; perlguy0
6174,Type3,Block,43,629,683,682,693,Still Active,785,134,92,0,1,0,71,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux
6175,Type3,Block,43,629,781,682,763,Still Active,Still Active,134,53,0,0,3,71,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; dhiebert; vberthoux; elias; perlguy0
6176,Type3,Block,43,683,781,693,763,785,Still Active,92,53,0,0,1,100,tex.c,jscript.c,1,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux,dfishburn; dhiebert; vberthoux; elias; perlguy0
6177,Type3,Block,44,182,183,2,2,37,37,35,35,0,0,0,75,get.c,readtags.c,1,darren,darren
6178,Type3,Block,44,182,184,2,2,37,37,35,35,0,0,0,75,get.c,parse.c,1,darren,darren
6179,Type3,Block,44,182,258,2,97,37,Still Active,35,719,0,0,0,75,get.c,routines.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6180,Type3,Block,44,182,328,2,242,37,469,35,227,0,0,0,75,get.c,python.c,1,darren,darren; elias; elliotth; dfishburn
6181,Type3,Block,44,182,329,2,242,37,469,35,227,0,0,0,75,get.c,sml.c,1,darren,darren; elias; elliotth; dfishburn
6182,Type3,Block,44,182,630,2,682,37,797,35,115,0,0,0,75,get.c,jscript.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux
6183,Type3,Block,44,182,631,2,682,37,Still Active,35,134,0,0,0,75,get.c,flex.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6184,Type3,Block,44,182,632,2,682,37,Still Active,35,134,0,0,0,75,get.c,sql.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6185,Type3,Block,44,182,684,2,693,37,Still Active,35,123,0,0,0,75,get.c,tex.c,1,darren,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6186,Type3,Block,44,182,834,2,798,37,800,35,2,0,0,0,75,get.c,jscript.c,1,darren,dfishburn
6187,Type3,Block,44,183,184,2,2,37,37,35,35,0,0,0,75,readtags.c,parse.c,1,darren,darren
6188,Type3,Block,44,183,258,2,97,37,Still Active,35,719,0,0,0,75,readtags.c,routines.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6189,Type3,Block,44,183,328,2,242,37,469,35,227,0,0,0,75,readtags.c,python.c,1,darren,darren; elias; elliotth; dfishburn
6190,Type3,Block,44,183,329,2,242,37,469,35,227,0,0,0,75,readtags.c,sml.c,1,darren,darren; elias; elliotth; dfishburn
6191,Type3,Block,44,183,630,2,682,37,797,35,115,0,0,0,75,readtags.c,jscript.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux
6192,Type3,Block,44,183,631,2,682,37,Still Active,35,134,0,0,0,75,readtags.c,flex.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6193,Type3,Block,44,183,632,2,682,37,Still Active,35,134,0,0,0,75,readtags.c,sql.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6194,Type3,Block,44,183,684,2,693,37,Still Active,35,123,0,0,0,75,readtags.c,tex.c,1,darren,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6195,Type3,Block,44,183,834,2,798,37,800,35,2,0,0,0,75,readtags.c,jscript.c,1,darren,dfishburn
6196,Type3,Block,44,184,258,2,97,37,Still Active,35,719,0,0,0,75,parse.c,routines.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6197,Type3,Block,44,184,328,2,242,37,469,35,227,0,0,0,75,parse.c,python.c,1,darren,darren; elias; elliotth; dfishburn
6198,Type3,Block,44,184,329,2,242,37,469,35,227,0,0,0,75,parse.c,sml.c,1,darren,darren; elias; elliotth; dfishburn
6199,Type3,Block,44,184,630,2,682,37,797,35,115,0,0,0,75,parse.c,jscript.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux
6200,Type3,Block,44,184,631,2,682,37,Still Active,35,134,0,0,0,75,parse.c,flex.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6201,Type3,Block,44,184,632,2,682,37,Still Active,35,134,0,0,0,75,parse.c,sql.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6202,Type3,Block,44,184,684,2,693,37,Still Active,35,123,0,0,0,75,parse.c,tex.c,1,darren,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6203,Type3,Block,44,184,834,2,798,37,800,35,2,0,0,0,75,parse.c,jscript.c,1,darren,dfishburn
6204,Type3,Block,44,258,328,97,242,Still Active,469,719,227,1,2,0,75,routines.c,python.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn
6205,Type3,Block,44,258,329,97,242,Still Active,469,719,227,1,2,3,75,routines.c,sml.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn
6206,Type3,Block,44,258,630,97,682,Still Active,797,719,115,0,0,2,75,routines.c,jscript.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux
6207,Type3,Block,44,258,631,97,682,Still Active,Still Active,719,134,0,0,0,75,routines.c,flex.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6208,Type3,Block,44,258,632,97,682,Still Active,Still Active,719,134,0,0,0,75,routines.c,sql.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6209,Type3,Block,44,258,684,97,693,Still Active,Still Active,719,123,0,0,1,75,routines.c,tex.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6210,Type3,Block,44,258,834,97,798,Still Active,800,719,2,0,0,2,75,routines.c,jscript.c,1,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn
6211,Type3,Block,44,328,329,242,242,469,469,227,227,1,0,3,80,python.c,sml.c,1,darren; elias; elliotth; dfishburn,darren; elias; elliotth; dfishburn
6212,Type3,Block,44,328,630,242,682,469,797,227,115,0,0,0,80,python.c,jscript.c,1,darren; elias; elliotth; dfishburn,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux
6213,Type3,Block,44,328,631,242,682,469,Still Active,227,134,0,0,0,80,python.c,flex.c,1,darren; elias; elliotth; dfishburn,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6214,Type3,Block,44,328,632,242,682,469,Still Active,227,134,0,0,0,80,python.c,sql.c,1,darren; elias; elliotth; dfishburn,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6215,Type3,Block,44,328,684,242,693,469,Still Active,227,123,0,0,0,80,python.c,tex.c,1,darren; elias; elliotth; dfishburn,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6216,Type3,Block,44,328,834,242,798,469,800,227,2,0,0,0,80,python.c,jscript.c,1,darren; elias; elliotth; dfishburn,dfishburn
6217,Type3,Block,44,329,630,242,682,469,797,227,115,0,0,0,80,sml.c,jscript.c,1,darren; elias; elliotth; dfishburn,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux
6218,Type3,Block,44,329,631,242,682,469,Still Active,227,134,0,0,0,80,sml.c,flex.c,1,darren; elias; elliotth; dfishburn,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6219,Type3,Block,44,329,632,242,682,469,Still Active,227,134,0,0,0,80,sml.c,sql.c,1,darren; elias; elliotth; dfishburn,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6220,Type3,Block,44,329,684,242,693,469,Still Active,227,123,0,0,0,80,sml.c,tex.c,1,darren; elias; elliotth; dfishburn,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6221,Type3,Block,44,329,834,242,798,469,800,227,2,0,0,0,80,sml.c,jscript.c,1,darren; elias; elliotth; dfishburn,dfishburn
6222,Type3,Block,44,630,631,682,682,797,Still Active,115,134,0,2,0,70,jscript.c,flex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6223,Type3,Block,44,630,632,682,682,797,Still Active,115,134,0,2,0,70,jscript.c,sql.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6224,Type3,Block,44,630,684,682,693,797,Still Active,115,123,0,2,1,70,jscript.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6225,Type3,Block,44,630,834,682,798,797,800,115,2,0,0,0,70,jscript.c,jscript.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux,dfishburn
6226,Type3,Block,44,631,632,682,682,Still Active,Still Active,134,134,0,0,0,70,flex.c,sql.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6227,Type3,Block,44,631,684,682,693,Still Active,Still Active,134,123,0,0,1,70,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6228,Type3,Block,44,631,834,682,798,Still Active,800,134,2,0,0,2,70,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn
6229,Type3,Block,44,632,684,682,693,Still Active,Still Active,134,123,0,0,1,70,sql.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6230,Type3,Block,44,632,834,682,798,Still Active,800,134,2,0,0,2,70,sql.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn
6231,Type3,Block,44,684,834,693,798,Still Active,800,123,2,0,0,2,76,tex.c,jscript.c,1,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0,dfishburn
6232,Type3,Block,45,185,186,2,2,97,97,95,95,0,0,0,83,main.c,main.c,0,darren,darren
6233,Type3,Block,45,185,259,2,97,97,Still Active,95,719,0,0,0,83,main.c,routines.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6234,Type3,Block,45,185,260,2,97,97,Still Active,95,719,0,0,0,83,main.c,routines.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6235,Type3,Block,45,185,555,2,654,97,Still Active,95,162,0,0,0,83,main.c,vhdl.c,1,darren,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
6236,Type3,Block,45,185,633,2,682,97,Still Active,95,134,0,0,0,83,main.c,flex.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6237,Type3,Block,45,185,634,2,682,97,Still Active,95,134,0,0,0,83,main.c,flex.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6238,Type3,Block,45,185,685,2,693,97,Still Active,95,123,0,0,0,83,main.c,tex.c,1,darren,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6239,Type3,Block,45,186,259,2,97,97,Still Active,95,719,0,0,0,83,main.c,routines.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6240,Type3,Block,45,186,260,2,97,97,Still Active,95,719,0,0,0,83,main.c,routines.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6241,Type3,Block,45,186,555,2,654,97,Still Active,95,162,0,0,0,83,main.c,vhdl.c,1,darren,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
6242,Type3,Block,45,186,633,2,682,97,Still Active,95,134,0,0,0,83,main.c,flex.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6243,Type3,Block,45,186,634,2,682,97,Still Active,95,134,0,0,0,83,main.c,flex.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6244,Type3,Block,45,186,685,2,693,97,Still Active,95,123,0,0,0,83,main.c,tex.c,1,darren,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6245,Type3,Block,45,259,260,97,97,Still Active,Still Active,719,719,5,0,0,100,routines.c,routines.c,0,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6246,Type3,Block,45,259,555,97,654,Still Active,Still Active,719,162,0,0,2,100,routines.c,vhdl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
6247,Type3,Block,45,259,633,97,682,Still Active,Still Active,719,134,0,0,1,100,routines.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6248,Type3,Block,45,259,634,97,682,Still Active,Still Active,719,134,0,0,1,100,routines.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6249,Type3,Block,45,259,685,97,693,Still Active,Still Active,719,123,0,0,4,100,routines.c,tex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6250,Type3,Block,45,260,555,97,654,Still Active,Still Active,719,162,0,0,2,100,routines.c,vhdl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
6251,Type3,Block,45,260,633,97,682,Still Active,Still Active,719,134,0,0,1,100,routines.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6252,Type3,Block,45,260,634,97,682,Still Active,Still Active,719,134,0,0,1,100,routines.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6253,Type3,Block,45,260,685,97,693,Still Active,Still Active,719,123,0,0,4,100,routines.c,tex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6254,Type3,Block,45,555,633,654,682,Still Active,Still Active,162,134,0,0,1,100,vhdl.c,flex.c,1,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6255,Type3,Block,45,555,634,654,682,Still Active,Still Active,162,134,0,0,1,100,vhdl.c,flex.c,1,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6256,Type3,Block,45,555,685,654,693,Still Active,Still Active,162,123,0,0,4,100,vhdl.c,tex.c,1,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6257,Type3,Block,45,633,634,682,682,Still Active,Still Active,134,134,1,0,0,83,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6258,Type3,Block,45,633,685,682,693,Still Active,Still Active,134,123,0,1,4,83,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6259,Type3,Block,45,634,685,682,693,Still Active,Still Active,134,123,0,1,4,83,flex.c,tex.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
6260,Type3,Block,46,187,188,2,2,97,Still Active,95,814,0,0,1,75,main.c,vstring.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6261,Type3,Block,46,187,189,2,2,97,Still Active,95,814,0,0,1,75,main.c,vstring.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6262,Type3,Block,46,187,261,2,97,97,Still Active,95,719,0,0,0,75,main.c,routines.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6263,Type3,Block,46,187,262,2,97,97,Still Active,95,719,0,0,0,75,main.c,routines.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6264,Type3,Block,46,187,388,2,400,97,401,95,1,0,0,0,75,main.c,perl.c,1,darren,darren
6265,Type3,Block,46,187,635,2,682,97,Still Active,95,134,0,0,0,75,main.c,flex.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6266,Type3,Block,46,187,636,2,682,97,Still Active,95,134,0,0,0,75,main.c,flex.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6267,Type3,Block,46,187,833,2,797,97,Still Active,95,19,0,0,0,75,main.c,jscript.c,1,darren,dfishburn; perlguy0
6268,Type3,Block,46,188,189,2,2,Still Active,Still Active,814,814,3,0,0,75,vstring.c,vstring.c,0,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6269,Type3,Block,46,188,261,2,97,Still Active,Still Active,814,719,1,1,1,75,vstring.c,routines.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6270,Type3,Block,46,188,262,2,97,Still Active,Still Active,814,719,1,1,2,75,vstring.c,routines.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6271,Type3,Block,46,188,388,2,400,Still Active,401,814,1,0,0,1,75,vstring.c,perl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
6272,Type3,Block,46,188,635,2,682,Still Active,Still Active,814,134,0,0,1,75,vstring.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6273,Type3,Block,46,188,636,2,682,Still Active,Still Active,814,134,0,0,1,75,vstring.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6274,Type3,Block,46,188,833,2,797,Still Active,Still Active,814,19,0,0,1,75,vstring.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; perlguy0
6275,Type3,Block,46,189,261,2,97,Still Active,Still Active,814,719,1,1,1,75,vstring.c,routines.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6276,Type3,Block,46,189,262,2,97,Still Active,Still Active,814,719,1,1,2,75,vstring.c,routines.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6277,Type3,Block,46,189,388,2,400,Still Active,401,814,1,0,0,1,75,vstring.c,perl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
6278,Type3,Block,46,189,635,2,682,Still Active,Still Active,814,134,0,0,1,75,vstring.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6279,Type3,Block,46,189,636,2,682,Still Active,Still Active,814,134,0,0,1,75,vstring.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6280,Type3,Block,46,189,833,2,797,Still Active,Still Active,814,19,0,0,1,75,vstring.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; perlguy0
6281,Type3,Block,46,261,262,97,97,Still Active,Still Active,719,719,2,0,1,100,routines.c,routines.c,0,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6282,Type3,Block,46,261,388,97,400,Still Active,401,719,1,0,0,1,100,routines.c,perl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
6283,Type3,Block,46,261,635,97,682,Still Active,Still Active,719,134,0,0,1,100,routines.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6284,Type3,Block,46,261,636,97,682,Still Active,Still Active,719,134,0,0,1,100,routines.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6285,Type3,Block,46,261,833,97,797,Still Active,Still Active,719,19,0,0,1,100,routines.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; perlguy0
6286,Type3,Block,46,262,388,97,400,Still Active,401,719,1,0,0,1,100,routines.c,perl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
6287,Type3,Block,46,262,635,97,682,Still Active,Still Active,719,134,0,0,1,100,routines.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6288,Type3,Block,46,262,636,97,682,Still Active,Still Active,719,134,0,0,1,100,routines.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6289,Type3,Block,46,262,833,97,797,Still Active,Still Active,719,19,0,0,1,100,routines.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; perlguy0
6290,Type3,Block,46,388,635,400,682,401,Still Active,1,134,0,0,0,75,perl.c,flex.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6291,Type3,Block,46,388,636,400,682,401,Still Active,1,134,0,0,0,75,perl.c,flex.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6292,Type3,Block,46,388,833,400,797,401,Still Active,1,19,0,0,0,75,perl.c,jscript.c,1,darren,dfishburn; perlguy0
6293,Type3,Block,46,635,636,682,682,Still Active,Still Active,134,134,1,0,0,80,flex.c,flex.c,0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6294,Type3,Block,46,635,833,682,797,Still Active,Still Active,134,19,0,0,1,80,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; perlguy0
6295,Type3,Block,46,636,833,682,797,Still Active,Still Active,134,19,0,0,1,80,flex.c,jscript.c,1,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0,dfishburn; perlguy0
6296,Type3,Block,47,190,191,2,2,97,97,95,95,0,0,0,80,main.c,main.c,0,darren,darren
6297,Type3,Block,47,190,263,2,97,97,139,95,42,0,0,0,80,main.c,routines.c,1,darren,darren
6298,Type3,Block,47,190,264,2,97,97,137,95,40,0,0,0,80,main.c,routines.c,1,darren,darren
6299,Type3,Block,47,190,265,2,97,97,137,95,40,0,0,0,80,main.c,routines.c,1,darren,darren
6300,Type3,Block,47,190,266,2,97,97,139,95,42,0,0,0,80,main.c,routines.c,1,darren,darren
6301,Type3,Block,47,190,271,2,137,97,139,95,2,0,0,0,80,main.c,routines.c,1,darren,darren
6302,Type3,Block,47,190,272,2,137,97,139,95,2,0,0,0,80,main.c,routines.c,1,darren,darren
6303,Type3,Block,47,190,273,2,137,97,139,95,2,0,0,0,80,main.c,routines.c,1,darren,darren
6304,Type3,Block,47,190,319,2,221,97,Still Active,95,595,0,0,0,80,main.c,pascal.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
6305,Type3,Block,47,190,465,2,461,97,Still Active,95,355,0,0,0,80,main.c,jscript.c,1,darren,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
6306,Type3,Block,47,190,466,2,461,97,644,95,183,0,0,0,80,main.c,sql.c,1,darren,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias
6307,Type3,Block,47,190,556,2,654,97,Still Active,95,162,0,0,0,80,main.c,vhdl.c,1,darren,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
6308,Type3,Block,47,190,637,2,682,97,Still Active,95,134,0,0,0,80,main.c,flex.c,1,darren,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
6309,Type3,Block,47,190,686,2,693,97,694,95,1,0,0,0,80,main.c,tex.c,1,darren,dfishburn
