verification_revision,gcid,classid,decision_index,prev_change_revision,gap_since_prev_change,n_prior_changes,n_prior_co_changes,n_prior_solo_changes,co_change_ratio,solo_change_ratio,revs_since_last_change,revs_since_last_co_change,revs_since_last_solo_change,solo_events_since_last_co_change,recent_co_ratio_last5,recent_solo_ratio_last5,nlines,similarity,file_age,change_density,stability_index,class_size,alive_peer_count,frac_peers_same_file,frac_peers_same_method,mean_peer_co_ratio,max_peer_co_ratio,min_peer_co_ratio,mean_peer_depth,independent_ratio_decay_h10,coupling_strength_decay_h10,independent_ratio_decay_h20,coupling_strength_decay_h20,independent_ratio_decay_h50,coupling_strength_decay_h50,coupling_trend,cumulative_churn,distinct_authors,major_author_prop,label
755,476,32,3,755,0,1,1,0,1.0,0.0,68,68,-1,0,1.0,0.0,10,70,73,0.0137,1.0296,110,77,0.2468,0.0,0.013,1.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,14,1,1.0,1
755,481,32,5,700,55,4,2,0,0.5,0.0,55,55,-1,0,1.0,0.0,10,70,73,0.0548,1.5704,110,77,0.2468,0.013,0.0162,1.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,305,1,1.0,1
755,481,32,6,755,0,4,2,0,0.5,0.0,55,55,-1,0,1.0,0.0,10,70,73,0.0548,1.5704,110,77,0.2468,0.013,0.0162,1.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,305,1,1.0,1
755,481,32,7,755,0,4,2,0,0.5,0.0,55,55,-1,0,1.0,0.0,10,70,73,0.0548,1.5704,110,77,0.2468,0.013,0.0162,1.0,0.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,305,1,1.0,1
755,485,32,4,700,55,3,2,0,0.6667,0.0,55,55,-1,0,1.0,0.0,10,70,73,0.0411,1.0444,110,77,0.2468,0.0519,0.013,0.6667,0.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,208,1,1.0,1
755,485,32,5,755,0,3,2,0,0.6667,0.0,55,55,-1,0,1.0,0.0,10,70,73,0.0411,1.0444,110,77,0.2468,0.0519,0.013,0.6667,0.0,0.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,208,1,1.0,1
755,537,22,2,700,55,1,0,1,0.0,1.0,55,-1,55,1,0.0,1.0,5,75,62,0.0161,0.4919,63,32,0.2812,0.0312,0.0,0.0,0.0,0.72,1.0,0.0,1.0,0.0,1.0,0.0,0.0,97,1,1.0,1
756,311,30,3,703,53,2,2,0,1.0,0.0,53,53,-1,0,1.0,0.0,5,71,295,0.0068,0.8202,96,50,0.38,0.02,0.32,1.0,0.0,0.62,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1506,1,1.0,0
756,313,30,6,653,103,5,3,1,0.6,0.2,103,112,103,1,0.8,0.2,10,70,295,0.0169,1.3343,96,50,0.38,0.0,0.176,0.6,0.0,0.62,0.4827,0.5173,0.4051,0.5949,0.3404,0.6596,-0.3333,1972,1,1.0,1
756,313,30,7,756,0,5,3,1,0.6,0.2,103,112,103,1,0.8,0.2,10,70,295,0.0169,1.3343,96,50,0.38,0.0,0.176,0.6,0.0,0.62,0.4827,0.5173,0.4051,0.5949,0.3404,0.6596,-0.3333,1972,1,1.0,1
756,313,30,8,756,0,5,3,1,0.6,0.2,103,112,103,1,0.8,0.2,10,70,295,0.0169,1.3343,96,50,0.38,0.0,0.176,0.6,0.0,0.62,0.4827,0.5173,0.4051,0.5949,0.3404,0.6596,-0.3333,1972,1,1.0,1
756,337,33,3,745,11,2,2,0,1.0,0.0,11,11,-1,0,1.0,0.0,10,70,295,0.0068,0.8792,113,73,0.274,0.0,0.226,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1528,1,1.0,1
756,337,33,4,756,0,2,2,0,1.0,0.0,11,11,-1,0,1.0,0.0,10,70,295,0.0068,0.8792,113,73,0.274,0.0,0.226,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1528,1,1.0,1
756,345,36,10,745,11,9,5,2,0.5556,0.2222,11,19,11,2,0.4,0.6,5,71,295,0.0305,1.0084,71,35,0.2,0.0,0.0603,0.6667,0.0,0.8,0.6693,0.3307,0.6002,0.3998,0.5019,0.4981,-0.6,1946,1,1.0,1
756,346,36,6,737,19,5,5,0,1.0,0.0,19,19,-1,0,1.0,0.0,5,71,295,0.0169,0.8118,71,35,0.2,0.0,0.1029,1.0,0.0,0.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1704,1,1.0,1
756,358,34,6,737,19,5,4,0,0.8,0.0,19,19,-1,0,1.0,0.0,10,70,288,0.0174,0.6504,113,73,0.2877,0.0,0.1151,0.8,0.0,0.71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1713,1,1.0,1
756,358,34,7,756,0,5,4,0,0.8,0.0,19,19,-1,0,1.0,0.0,10,70,288,0.0174,0.6504,113,73,0.2877,0.0,0.1151,0.8,0.0,0.71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1713,1,1.0,1
756,358,34,8,756,0,5,4,0,0.8,0.0,19,19,-1,0,1.0,0.0,10,70,288,0.0174,0.6504,113,73,0.2877,0.0,0.1151,0.8,0.0,0.71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1713,1,1.0,1
756,397,40,15,745,11,14,10,1,0.7143,0.0714,11,11,93,0,1.0,0.0,5,71,126,0.1111,1.2567,106,76,0.4079,0.0132,0.0367,0.5,0.0,0.59,0.0013,0.9987,0.019,0.981,0.0753,0.9247,0.2857,640,1,1.0,1
756,397,40,16,756,0,14,10,1,0.7143,0.0714,11,11,93,0,1.0,0.0,5,71,126,0.1111,1.2567,106,76,0.4079,0.0132,0.0367,0.5,0.0,0.59,0.0013,0.9987,0.019,0.981,0.0753,0.9247,0.2857,640,1,1.0,1
756,397,40,17,756,0,14,10,1,0.7143,0.0714,11,11,93,0,1.0,0.0,5,71,126,0.1111,1.2567,106,76,0.4079,0.0132,0.0367,0.5,0.0,0.59,0.0013,0.9987,0.019,0.981,0.0753,0.9247,0.2857,640,1,1.0,1
760,311,30,4,756,4,3,2,1,0.6667,0.3333,4,57,4,1,0.6667,0.3333,5,71,299,0.01,0.8399,96,50,0.38,0.02,0.2133,0.6667,0.0,0.62,0.9752,0.0248,0.8625,0.1375,0.6667,0.3333,0.0,1542,1,1.0,0
760,311,30,5,760,0,3,2,1,0.6667,0.3333,4,57,4,1,0.6667,0.3333,5,71,299,0.01,0.8399,96,50,0.38,0.02,0.2133,0.6667,0.0,0.62,0.9752,0.0248,0.8625,0.1375,0.6667,0.3333,0.0,1542,1,1.0,0
760,345,36,11,756,4,10,6,2,0.6,0.2,4,4,15,0,0.4,0.6,5,71,299,0.0334,1.0281,71,35,0.2,0.0,0.0571,0.7,0.0,0.8,0.4198,0.5802,0.4521,0.5479,0.4169,0.5831,-0.6,1982,1,1.0,0
760,358,34,9,756,4,8,5,0,0.625,0.0,4,4,-1,0,1.0,0.0,10,70,292,0.0274,0.6762,113,73,0.2877,0.0,0.0925,0.875,0.0,0.71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1821,1,1.0,1
760,397,40,18,756,4,17,11,1,0.6471,0.0588,4,4,97,0,1.0,0.0,5,71,130,0.1308,1.3048,106,76,0.4079,0.0132,0.0395,0.5882,0.0,0.59,0.0006,0.9994,0.0111,0.9889,0.0534,0.9466,0.25,748,1,1.0,1
760,397,40,19,760,0,17,11,1,0.6471,0.0588,4,4,97,0,1.0,0.0,5,71,130,0.1308,1.3048,106,76,0.4079,0.0132,0.0395,0.5882,0.0,0.59,0.0006,0.9994,0.0111,0.9889,0.0534,0.9466,0.25,748,1,1.0,1
763,281,7,6,664,99,5,2,3,0.4,0.6,99,177,99,3,0.4,0.6,7,83,302,0.0166,1.4494,58,19,0.0526,0.0,0.0316,0.4,0.0,0.95,0.9965,0.0035,0.9623,0.0377,0.8507,0.1493,-1.0,1248,1,1.0,0
763,309,30,12,666,97,11,9,0,0.8182,0.0,97,97,-1,0,1.0,0.0,10,70,302,0.0364,1.3118,96,50,0.28,0.0,0.1,0.9091,0.0,0.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1708,1,1.0,0
763,336,32,3,635,128,2,2,0,1.0,0.0,128,128,-1,0,1.0,0.0,7,83,302,0.0066,0.8899,110,77,0.1948,0.039,0.2208,1.0,0.0,0.81,0.0,1.0,0.0,1.0,0.0,1.0,0.0,831,1,1.0,1
763,342,36,2,470,293,1,1,0,1.0,0.0,293,293,-1,0,1.0,0.0,5,71,302,0.0033,1.0365,71,35,0.2857,0.0,0.0286,1.0,0.0,0.71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,218,1,1.0,0
763,342,36,3,763,0,1,1,0,1.0,0.0,293,293,-1,0,1.0,0.0,5,71,302,0.0033,1.0365,71,35,0.2857,0.0,0.0286,1.0,0.0,0.71,0.0,1.0,0.0,1.0,0.0,1.0,0.0,218,1,1.0,0
763,361,38,2,475,288,1,1,0,1.0,0.0,288,288,-1,0,1.0,0.0,5,75,293,0.0034,0.928,111,72,0.2778,0.0,0.5278,1.0,0.0,0.72,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
763,399,42,2,635,128,1,1,0,1.0,0.0,128,128,-1,0,1.0,0.0,7,83,128,0.0078,0.784,92,62,0.2097,0.0323,0.0645,1.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,1.0,0.0,21,1,1.0,1
776,14,4,8,720,56,7,3,3,0.4286,0.4286,56,56,62,0,0.2,0.8,8,83,774,0.009,1.3448,42,15,0.0667,0.0,0.1333,0.4286,0.0,0.93,0.5852,0.4148,0.6721,0.3279,0.7277,0.2723,-0.4167,619,1,1.0,0
776,370,57,10,720,56,9,0,3,0.0,0.3333,56,-1,56,3,0.0,1.0,7,80,250,0.036,1.512,71,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,738,1,1.0,0
777,14,4,9,776,1,8,3,4,0.375,0.5,1,57,1,1,0.2,0.8,8,83,775,0.0103,1.346,42,15,0.0667,0.0,0.1167,0.375,0.0,0.93,0.9804,0.0196,0.9,0.1,0.8234,0.1766,-0.25,680,1,1.0,0
777,370,57,11,776,1,10,0,4,0.0,0.4,1,-1,1,4,0.0,1.0,7,80,251,0.0398,1.5189,71,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,799,1,1.0,0
777,370,57,12,777,0,10,0,4,0.0,0.4,1,-1,1,4,0.0,1.0,7,80,251,0.0398,1.5189,71,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,799,1,1.0,0
785,614,81,2,759,26,1,0,1,0.0,1.0,26,-1,26,1,0.0,1.0,33,70,68,0.0147,0.67,37,26,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1.0,0
785,681,128,2,785,0,0,0,0,0.0,0.0,0,-1,-1,0,0.0,0.0,6,100,0,0.0,0.0,11,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
786,600,11,2,786,0,0,0,0,0.0,0.0,75,-1,-1,0,0.0,0.0,12,77,75,0.0,0.7075,36,15,0.0667,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
789,14,4,10,777,12,9,3,5,0.3333,0.5556,12,69,12,2,0.2,0.8,8,83,787,0.0114,1.3877,42,15,0.0667,0.0,0.1037,0.3333,0.0,0.93,0.9903,0.0097,0.9419,0.0581,0.8698,0.1302,-0.3,704,1,1.0,0
789,370,57,13,777,12,12,0,5,0.0,0.4167,12,-1,12,5,0.0,1.0,7,80,263,0.0456,1.6357,71,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,847,1,1.0,0
789,370,57,14,789,0,12,0,5,0.0,0.4167,12,-1,12,5,0.0,1.0,7,80,263,0.0456,1.6357,71,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,847,1,1.0,0
789,370,57,15,789,0,12,0,5,0.0,0.4167,12,-1,12,5,0.0,1.0,7,80,263,0.0456,1.6357,71,35,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,847,1,1.0,0
791,280,4,2,475,316,1,1,0,1.0,0.0,316,316,-1,0,1.0,0.0,5,75,330,0.003,1.1966,42,14,0.0,0.0,0.0714,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,0
791,281,7,7,763,28,6,2,4,0.3333,0.6667,28,205,28,4,0.2,0.8,7,83,330,0.0182,1.6011,58,19,0.0526,0.0,0.0263,0.3333,0.0,0.95,1.0,0.0,0.9979,0.0021,0.9386,0.0614,-0.6667,1314,1,1.0,0
791,291,23,13,659,132,12,4,3,0.3333,0.25,132,157,132,2,0.4,0.6,5,75,330,0.0364,1.7247,64,30,0.2667,0.0,0.0556,0.6667,0.0,0.73,0.8462,0.1538,0.7141,0.2859,0.5915,0.4085,-0.6667,3055,1,1.0,1
791,291,23,14,791,0,12,4,3,0.3333,0.25,132,157,132,2,0.4,0.6,5,75,330,0.0364,1.7247,64,30,0.2667,0.0,0.0556,0.6667,0.0,0.73,0.8462,0.1538,0.7141,0.2859,0.5915,0.4085,-0.6667,3055,1,1.0,1
791,301,28,2,475,316,1,1,0,1.0,0.0,316,316,-1,0,1.0,0.0,7,80,330,0.003,1.2275,55,14,0.3571,0.0,0.3571,1.0,0.0,0.64,0.0,0.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,0
791,301,28,3,791,0,1,1,0,1.0,0.0,316,316,-1,0,1.0,0.0,7,80,330,0.003,1.2275,55,14,0.3571,0.0,0.3571,1.0,0.0,0.64,0.0,0.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,0
791,307,30,20,666,125,19,11,1,0.5789,0.0526,125,125,329,0,1.0,0.0,10,70,330,0.0576,1.7949,96,49,0.2653,0.0,0.1139,0.6842,0.0,0.73,0.0,1.0,0.0002,0.9998,0.008,0.992,0.1111,3298,1,1.0,1
791,307,30,21,791,0,19,11,1,0.5789,0.0526,125,125,329,0,1.0,0.0,10,70,330,0.0576,1.7949,96,49,0.2653,0.0,0.1139,0.6842,0.0,0.73,0.0,1.0,0.0002,0.9998,0.008,0.992,0.1111,3298,1,1.0,1
791,309,30,13,763,28,12,9,1,0.75,0.0833,28,125,28,1,0.8,0.2,10,70,330,0.0364,1.4663,96,49,0.2653,0.0,0.0918,0.8333,0.0,0.73,0.995,0.005,0.8465,0.1535,0.3586,0.6414,-0.1667,1774,1,1.0,1
791,309,30,14,791,0,12,9,1,0.75,0.0833,28,125,28,1,0.8,0.2,10,70,330,0.0364,1.4663,96,49,0.2653,0.0,0.0918,0.8333,0.0,0.73,0.995,0.005,0.8465,0.1535,0.3586,0.6414,-0.1667,1774,1,1.0,1
791,315,30,4,664,127,3,3,0,1.0,0.0,127,127,-1,0,1.0,0.0,17,83,330,0.0091,0.9157,96,49,0.2653,0.0,0.2653,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,951,1,1.0,1
791,342,36,4,763,28,3,1,1,0.3333,0.3333,28,321,28,1,0.3333,0.6667,5,71,330,0.0091,1.1882,71,35,0.2857,0.0,0.0095,0.3333,0.0,0.71,1.0,0.0,1.0,0.0,0.9915,0.0085,0.0,350,1,1.0,0
791,342,36,5,791,0,3,1,1,0.3333,0.3333,28,321,28,1,0.3333,0.6667,5,71,330,0.0091,1.1882,71,35,0.2857,0.0,0.0095,0.3333,0.0,0.71,1.0,0.0,1.0,0.0,0.9915,0.0085,0.0,350,1,1.0,0
791,361,38,3,763,28,2,2,0,1.0,0.0,28,28,-1,0,1.0,0.0,5,75,321,0.0062,1.1614,111,74,0.2703,0.0,0.2973,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,876,1,1.0,1
791,361,38,4,791,0,2,2,0,1.0,0.0,28,28,-1,0,1.0,0.0,5,75,321,0.0062,1.1614,111,74,0.2703,0.0,0.2973,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,876,1,1.0,1
791,361,38,5,791,0,2,2,0,1.0,0.0,28,28,-1,0,1.0,0.0,5,75,321,0.0062,1.1614,111,74,0.2703,0.0,0.2973,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,876,1,1.0,1
791,398,35,4,664,127,3,1,1,0.3333,0.3333,127,127,152,0,0.6667,0.3333,16,78,157,0.0191,1.5355,146,100,0.18,0.01,0.0267,0.6667,0.0,0.82,0.0812,0.9188,0.1737,0.8263,0.2612,0.7388,0.0,126,1,1.0,1
791,398,35,5,791,0,3,1,1,0.3333,0.3333,127,127,152,0,0.6667,0.3333,16,78,157,0.0191,1.5355,146,100,0.18,0.01,0.0267,0.6667,0.0,0.82,0.0812,0.9188,0.1737,0.8263,0.2612,0.7388,0.0,126,1,1.0,1
793,280,4,3,791,2,2,1,1,0.5,0.5,2,318,2,1,0.5,0.5,5,75,332,0.006,1.2051,42,14,0.0,0.0,0.0357,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.9876,0.0124,0.0,862,1,1.0,0
793,281,7,8,791,2,7,2,5,0.2857,0.7143,2,207,2,5,0.0,1.0,7,83,332,0.0211,1.6067,58,19,0.0526,0.0,0.0226,0.2857,0.0,0.95,1.0,0.0,0.9994,0.0006,0.9671,0.0329,-0.6667,1366,1,1.0,0
793,281,7,9,793,0,7,2,5,0.2857,0.7143,2,207,2,5,0.0,1.0,7,83,332,0.0211,1.6067,58,19,0.0526,0.0,0.0226,0.2857,0.0,0.95,1.0,0.0,0.9994,0.0006,0.9671,0.0329,-0.6667,1366,1,1.0,0
793,301,28,4,791,2,3,1,1,0.3333,0.3333,2,318,2,1,0.3333,0.6667,7,80,332,0.009,1.2331,55,14,0.3571,0.0,0.119,0.3333,0.0,0.64,1.0,0.0,1.0,0.0,0.9938,0.0062,0.0,914,1,1.0,0
793,301,28,5,793,0,3,1,1,0.3333,0.3333,2,318,2,1,0.3333,0.6667,7,80,332,0.009,1.2331,55,14,0.3571,0.0,0.119,0.3333,0.0,0.64,1.0,0.0,1.0,0.0,0.9938,0.0062,0.0,914,1,1.0,0
793,307,30,22,791,2,21,12,1,0.5714,0.0476,2,2,331,0,1.0,0.0,10,70,332,0.0633,1.8006,96,49,0.2653,0.0,0.1088,0.7143,0.0,0.73,0.0,1.0,0.0,1.0,0.0032,0.9968,0.1,3402,1,1.0,1
793,307,30,23,793,0,21,12,1,0.5714,0.0476,2,2,331,0,1.0,0.0,10,70,332,0.0633,1.8006,96,49,0.2653,0.0,0.1088,0.7143,0.0,0.73,0.0,1.0,0.0,1.0,0.0032,0.9968,0.1,3402,1,1.0,1
793,309,30,15,791,2,14,10,1,0.7143,0.0714,2,2,30,0,0.8,0.2,10,70,332,0.0422,1.4719,96,49,0.2653,0.0,0.0875,0.8571,0.0,0.73,0.067,0.933,0.1548,0.8452,0.1743,0.8257,-0.1429,1878,1,1.0,1
793,309,30,16,793,0,14,10,1,0.7143,0.0714,2,2,30,0,0.8,0.2,10,70,332,0.0422,1.4719,96,49,0.2653,0.0,0.0875,0.8571,0.0,0.73,0.067,0.933,0.1548,0.8452,0.1743,0.8257,-0.1429,1878,1,1.0,1
793,315,30,5,791,2,4,4,0,1.0,0.0,2,2,-1,0,1.0,0.0,17,83,332,0.012,0.9185,96,49,0.2653,0.0,0.2143,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1003,1,1.0,1
793,342,36,6,791,2,5,1,2,0.2,0.4,2,323,2,2,0.2,0.8,5,71,332,0.0151,1.1938,71,35,0.2857,0.0,0.0057,0.2,0.0,0.71,1.0,0.0,1.0,0.0,0.9965,0.0035,-0.5,454,1,1.0,0
793,342,36,7,793,0,5,1,2,0.2,0.4,2,323,2,2,0.2,0.8,5,71,332,0.0151,1.1938,71,35,0.2857,0.0,0.0057,0.2,0.0,0.71,1.0,0.0,1.0,0.0,0.9965,0.0035,-0.5,454,1,1.0,0
793,361,38,6,791,2,5,3,0,0.6,0.0,2,2,-1,0,1.0,0.0,5,75,323,0.0155,1.17,111,74,0.2703,0.0,0.1757,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1032,1,1.0,1
793,361,38,7,793,0,5,3,0,0.6,0.0,2,2,-1,0,1.0,0.0,5,75,323,0.0155,1.17,111,74,0.2703,0.0,0.1757,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1032,1,1.0,1
793,361,38,8,793,0,5,3,0,0.6,0.0,2,2,-1,0,1.0,0.0,5,75,323,0.0155,1.17,111,74,0.2703,0.0,0.1757,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1032,1,1.0,1
793,398,35,6,791,2,5,2,1,0.4,0.2,2,2,154,0,0.8,0.2,16,78,159,0.0314,1.5464,146,100,0.18,0.01,0.036,0.8,0.0,0.82,0.0,1.0,0.0025,0.9975,0.0493,0.9507,0.5,230,1,1.0,1
793,398,35,7,793,0,5,2,1,0.4,0.2,2,2,154,0,0.8,0.2,16,78,159,0.0314,1.5464,146,100,0.18,0.01,0.036,0.8,0.0,0.82,0.0,1.0,0.0025,0.9975,0.0493,0.9507,0.5,230,1,1.0,1
797,281,7,10,793,4,9,2,6,0.2222,0.6667,4,211,4,6,0.0,1.0,7,83,336,0.0268,1.6236,58,19,0.0526,0.0,0.0175,0.2222,0.0,0.95,1.0,0.0,0.9998,0.0002,0.9832,0.0168,-0.5,1400,1,1.0,0
797,281,7,11,797,0,9,2,6,0.2222,0.6667,4,211,4,6,0.0,1.0,7,83,336,0.0268,1.6236,58,19,0.0526,0.0,0.0175,0.2222,0.0,0.95,1.0,0.0,0.9998,0.0002,0.9832,0.0168,-0.5,1400,1,1.0,0
797,281,7,12,797,0,9,2,6,0.2222,0.6667,4,211,4,6,0.0,1.0,7,83,336,0.0268,1.6236,58,19,0.0526,0.0,0.0175,0.2222,0.0,0.95,1.0,0.0,0.9998,0.0002,0.9832,0.0168,-0.5,1400,1,1.0,0
797,301,28,6,793,4,5,1,2,0.2,0.4,4,322,4,2,0.2,0.8,7,80,336,0.0149,1.25,55,14,0.3571,0.0,0.0714,0.2,0.0,0.64,1.0,0.0,1.0,0.0,0.9969,0.0031,-0.5,948,1,1.0,1
797,301,28,7,797,0,5,1,2,0.2,0.4,4,322,4,2,0.2,0.8,7,80,336,0.0149,1.25,55,14,0.3571,0.0,0.0714,0.2,0.0,0.64,1.0,0.0,1.0,0.0,0.9969,0.0031,-0.5,948,1,1.0,1
797,306,30,3,477,320,2,2,0,1.0,0.0,320,320,-1,0,1.0,0.0,10,70,336,0.006,0.7444,96,50,0.28,0.0,0.39,1.0,0.0,0.72,0.0,0.0,0.0,1.0,0.0,1.0,0.0,890,1,1.0,1
797,309,30,17,793,4,16,11,1,0.6875,0.0625,4,4,34,0,0.8,0.2,10,70,336,0.0476,1.4888,96,49,0.2653,0.0,0.0842,0.875,0.0,0.73,0.0323,0.9677,0.0825,0.9175,0.114,0.886,-0.125,1912,1,1.0,1
797,309,30,18,797,0,16,11,1,0.6875,0.0625,4,4,34,0,0.8,0.2,10,70,336,0.0476,1.4888,96,49,0.2653,0.0,0.0842,0.875,0.0,0.73,0.0323,0.9677,0.0825,0.9175,0.114,0.886,-0.125,1912,1,1.0,1
797,316,30,3,477,320,2,2,0,1.0,0.0,320,320,-1,0,1.0,0.0,14,88,336,0.006,0.6657,96,50,0.28,0.0,0.39,1.0,0.0,0.72,0.0,0.0,0.0,1.0,0.0,1.0,0.0,890,1,1.0,1
797,342,36,8,793,4,7,1,3,0.1429,0.4286,4,327,4,3,0.0,1.0,5,71,336,0.0208,1.2107,71,31,0.2258,0.0,0.0046,0.1429,0.0,0.77,1.0,0.0,1.0,0.0,0.9978,0.0022,-0.3333,488,1,1.0,0
797,342,36,9,797,0,7,1,3,0.1429,0.4286,4,327,4,3,0.0,1.0,5,71,336,0.0208,1.2107,71,31,0.2258,0.0,0.0046,0.1429,0.0,0.77,1.0,0.0,1.0,0.0,0.9978,0.0022,-0.3333,488,1,1.0,0
797,361,38,9,793,4,8,4,0,0.5,0.0,4,4,-1,0,1.0,0.0,5,75,327,0.0245,1.196,111,68,0.2353,0.0,0.1452,1.0,0.0,0.76,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1083,1,1.0,1
797,511,40,2,763,34,1,1,0,1.0,0.0,34,34,-1,0,1.0,0.0,216,73,115,0.0087,0.8444,106,74,0.2027,0.0135,0.0405,1.0,0.0,0.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,66,1,1.0,1
797,637,23,2,763,34,1,1,0,1.0,0.0,34,34,-1,0,1.0,0.0,20,73,34,0.0294,0.6111,64,30,0.2667,0.0333,0.0333,1.0,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,66,1,1.0,1
798,281,7,13,797,1,12,2,7,0.1667,0.5833,1,212,1,7,0.0,1.0,7,83,337,0.0356,1.6236,58,19,0.0526,0.0,0.0132,0.1667,0.0,0.95,1.0,0.0,0.9999,0.0001,0.9905,0.0095,-0.3333,1865,1,1.0,0
798,291,23,15,791,7,14,5,3,0.3571,0.2143,7,7,139,0,0.6,0.4,5,75,337,0.0415,1.7416,64,30,0.2667,0.0,0.0619,0.5714,0.0,0.73,0.0001,0.9999,0.0108,0.9892,0.1591,0.8409,-0.2857,3159,1,1.0,1
798,301,28,8,797,1,7,2,2,0.2857,0.2857,1,1,5,0,0.4,0.6,7,80,337,0.0208,1.25,55,14,0.3571,0.0,0.0714,0.2857,0.0,0.64,0.5864,0.4136,0.6273,0.3727,0.6498,0.3502,0.1667,1258,1,1.0,0
798,301,28,9,798,0,7,2,2,0.2857,0.2857,1,1,5,0,0.4,0.6,7,80,337,0.0208,1.25,55,14,0.3571,0.0,0.0714,0.2857,0.0,0.64,0.5864,0.4136,0.6273,0.3727,0.6498,0.3502,0.1667,1258,1,1.0,0
798,309,30,19,797,1,18,12,1,0.6667,0.0556,1,1,35,0,1.0,0.0,10,70,337,0.0534,1.4888,96,49,0.2653,0.0,0.0771,0.7778,0.0,0.73,0.0192,0.9808,0.0537,0.9463,0.0835,0.9165,-0.1111,2222,1,1.0,1
798,342,36,10,797,1,9,1,4,0.1111,0.4444,1,328,1,4,0.0,1.0,5,71,337,0.0267,1.2107,71,31,0.2258,0.0,0.0036,0.1111,0.0,0.77,1.0,0.0,1.0,0.0,0.9985,0.0015,-0.25,798,1,1.0,0
798,342,36,11,798,0,9,1,4,0.1111,0.4444,1,328,1,4,0.0,1.0,5,71,337,0.0267,1.2107,71,31,0.2258,0.0,0.0036,0.1111,0.0,0.77,1.0,0.0,1.0,0.0,0.9985,0.0015,-0.25,798,1,1.0,0
799,686,25,2,798,1,1,1,0,1.0,0.0,1,1,-1,0,1.0,0.0,16,78,1,1.0,0.0,79,31,0.0968,0.0968,0.0323,1.0,0.0,0.9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,11,1,1.0,0
800,281,7,14,798,2,13,2,8,0.1538,0.6154,2,214,2,8,0.0,1.0,7,83,339,0.0383,1.6433,58,19,0.0526,0.0,0.0121,0.1538,0.0,0.95,1.0,0.0,0.9999,0.0001,0.9917,0.0083,-0.3333,1876,1,1.0,0
