Revision,gcid1,gcid2,classid,co_change_count,gcid1_independent_change_count,gcid2_independent_change_count,filepath1,filepath2,author1,author2,similarity,clone_type,nlines1,nlines2,depth,class_size,is_spcp,method_name1,method_signature1,method_name2,method_signature2
468,119,454,9,0,0,1,eiffel.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,parseNumeric,static vString *parseNumeric (int c),parseTrigger,static void parseTrigger (tokenInfo *const token)
468,119,455,9,0,0,1,eiffel.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,parseNumeric,static vString *parseNumeric (int c),parseMLTable,static void parseMLTable (tokenInfo *const token)
468,119,456,9,0,0,2,eiffel.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,parseNumeric,static vString *parseNumeric (int c),parseBlock,"static boolean parseBlock (tokenInfo *const token, tokenInfo *const parent)"
468,119,457,9,0,0,3,eiffel.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,parseNumeric,static vString *parseNumeric (int c),parseBlock,"static boolean parseBlock (tokenInfo *const token, tokenInfo *const parent)"
468,119,462,9,0,0,1,eiffel.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,parseNumeric,static vString *parseNumeric (int c),parseIndex,static void parseIndex (tokenInfo *const token)
468,119,480,9,0,0,1,eiffel.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,parseNumeric,static vString *parseNumeric (int c),parseFunction,static void parseFunction (tokenInfo *const token)
468,119,486,9,0,0,1,eiffel.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,parseNumeric,static vString *parseNumeric (int c),parseTrigger,static void parseTrigger (tokenInfo *const token)
468,119,492,9,0,0,1,eiffel.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,parseNumeric,static vString *parseNumeric (int c),parsePackage,static void parsePackage (tokenInfo *const token)
468,120,302,26,1,5,2,fortran.c,sql.c,dfishburn,dfishburn,75,Type3,5,9,1,12,0,parseNumeric,static vString *parseNumeric (int c),buildSqlKeywordHash,static void buildSqlKeywordHash (void)
468,121,308,9,1,4,2,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseType,static void parseType (tokenInfo *const token)
468,121,413,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,JavaScriptParser,extern parserDefinition* JavaScriptParser (void)
468,121,415,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,deleteToken,static void deleteToken (tokenInfo *const token)
468,121,416,9,0,0,2,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,deleteToken,static void deleteToken (tokenInfo *const token)
468,121,418,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseDeclareANSI,"static void parseDeclareANSI (tokenInfo *const token, const boolean local)"
468,121,419,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseSimple,"static void parseSimple (tokenInfo *const token, const sqlKind kind)"
468,121,420,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parsePublication,static void parsePublication (tokenInfo *const token)
468,121,421,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseService,static void parseService (tokenInfo *const token)
468,121,423,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseRecord,static void parseRecord (tokenInfo *const token)
468,121,426,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseLoop,static void parseLoop (tokenInfo *const token)
468,121,427,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseFunction,static void parseFunction (tokenInfo *const token)
468,121,428,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,findCmdTerm,"static void findCmdTerm (tokenInfo *const token, const boolean check_first)"
468,121,430,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseEvent,static void parseEvent (tokenInfo *const token)
468,121,431,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseComment,static void parseComment (tokenInfo *const token)
468,121,435,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseDeclareANSI,"static void parseDeclareANSI (tokenInfo *const token, const boolean local)"
468,121,437,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseLabel,static void parseLabel (tokenInfo *const token)
468,121,438,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseMethods,"static void parseMethods (tokenInfo *const token, tokenInfo *const class)"
468,121,439,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseService,static void parseService (tokenInfo *const token)
468,121,440,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseDomain,static void parseDomain (tokenInfo *const token)
468,121,441,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parsePublication,static void parsePublication (tokenInfo *const token)
468,121,442,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseVariable,static void parseVariable (tokenInfo *const token)
468,121,443,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseSynonym,static void parseSynonym (tokenInfo *const token)
468,121,445,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseView,static void parseView (tokenInfo *const token)
468,121,446,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseLoop,static void parseLoop (tokenInfo *const token)
468,121,447,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parsePackage,static void parsePackage (tokenInfo *const token)
468,121,448,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseEvent,static void parseEvent (tokenInfo *const token)
468,121,454,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseTrigger,static void parseTrigger (tokenInfo *const token)
468,121,455,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseMLTable,static void parseMLTable (tokenInfo *const token)
468,121,456,9,0,0,2,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseBlock,"static boolean parseBlock (tokenInfo *const token, tokenInfo *const parent)"
468,121,457,9,0,0,3,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseBlock,"static boolean parseBlock (tokenInfo *const token, tokenInfo *const parent)"
468,121,462,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseIndex,static void parseIndex (tokenInfo *const token)
468,121,480,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseFunction,static void parseFunction (tokenInfo *const token)
468,121,486,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parseTrigger,static void parseTrigger (tokenInfo *const token)
468,121,492,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,,,parsePackage,static void parsePackage (tokenInfo *const token)
468,122,308,9,1,2,2,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseType,static void parseType (tokenInfo *const token)
468,122,413,9,0,0,1,get.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),JavaScriptParser,extern parserDefinition* JavaScriptParser (void)
468,122,415,9,0,0,1,get.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),deleteToken,static void deleteToken (tokenInfo *const token)
468,122,416,9,0,0,2,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),deleteToken,static void deleteToken (tokenInfo *const token)
468,122,418,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseDeclareANSI,"static void parseDeclareANSI (tokenInfo *const token, const boolean local)"
468,122,419,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseSimple,"static void parseSimple (tokenInfo *const token, const sqlKind kind)"
468,122,420,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parsePublication,static void parsePublication (tokenInfo *const token)
468,122,421,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseService,static void parseService (tokenInfo *const token)
468,122,423,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseRecord,static void parseRecord (tokenInfo *const token)
468,122,426,9,0,0,1,get.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseLoop,static void parseLoop (tokenInfo *const token)
468,122,427,9,0,0,1,get.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseFunction,static void parseFunction (tokenInfo *const token)
468,122,428,9,0,0,1,get.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),findCmdTerm,"static void findCmdTerm (tokenInfo *const token, const boolean check_first)"
468,122,430,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseEvent,static void parseEvent (tokenInfo *const token)
468,122,431,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseComment,static void parseComment (tokenInfo *const token)
468,122,435,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseDeclareANSI,"static void parseDeclareANSI (tokenInfo *const token, const boolean local)"
468,122,437,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseLabel,static void parseLabel (tokenInfo *const token)
468,122,438,9,0,0,1,get.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseMethods,"static void parseMethods (tokenInfo *const token, tokenInfo *const class)"
468,122,439,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseService,static void parseService (tokenInfo *const token)
468,122,440,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseDomain,static void parseDomain (tokenInfo *const token)
468,122,441,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parsePublication,static void parsePublication (tokenInfo *const token)
468,122,442,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseVariable,static void parseVariable (tokenInfo *const token)
468,122,443,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseSynonym,static void parseSynonym (tokenInfo *const token)
468,122,445,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseView,static void parseView (tokenInfo *const token)
468,122,446,9,0,0,1,get.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseLoop,static void parseLoop (tokenInfo *const token)
468,122,447,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parsePackage,static void parsePackage (tokenInfo *const token)
468,122,448,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseEvent,static void parseEvent (tokenInfo *const token)
468,122,454,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseTrigger,static void parseTrigger (tokenInfo *const token)
468,122,455,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseMLTable,static void parseMLTable (tokenInfo *const token)
468,122,456,9,0,0,2,get.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseBlock,"static boolean parseBlock (tokenInfo *const token, tokenInfo *const parent)"
468,122,457,9,0,0,3,get.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseBlock,"static boolean parseBlock (tokenInfo *const token, tokenInfo *const parent)"
468,122,462,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseIndex,static void parseIndex (tokenInfo *const token)
468,122,480,9,0,0,1,get.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseFunction,static void parseFunction (tokenInfo *const token)
468,122,486,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parseTrigger,static void parseTrigger (tokenInfo *const token)
468,122,492,9,0,0,1,get.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,cppGetc,extern int cppGetc (void),parsePackage,static void parsePackage (tokenInfo *const token)
468,125,308,9,1,5,2,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseType,static void parseType (tokenInfo *const token)
468,125,413,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",JavaScriptParser,extern parserDefinition* JavaScriptParser (void)
468,125,415,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",deleteToken,static void deleteToken (tokenInfo *const token)
468,125,416,9,0,0,2,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",deleteToken,static void deleteToken (tokenInfo *const token)
468,125,418,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseDeclareANSI,"static void parseDeclareANSI (tokenInfo *const token, const boolean local)"
468,125,419,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseSimple,"static void parseSimple (tokenInfo *const token, const sqlKind kind)"
468,125,420,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parsePublication,static void parsePublication (tokenInfo *const token)
468,125,421,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseService,static void parseService (tokenInfo *const token)
468,125,423,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseRecord,static void parseRecord (tokenInfo *const token)
468,125,426,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseLoop,static void parseLoop (tokenInfo *const token)
468,125,427,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseFunction,static void parseFunction (tokenInfo *const token)
468,125,428,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",findCmdTerm,"static void findCmdTerm (tokenInfo *const token, const boolean check_first)"
468,125,430,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseEvent,static void parseEvent (tokenInfo *const token)
468,125,431,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseComment,static void parseComment (tokenInfo *const token)
468,125,435,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseDeclareANSI,"static void parseDeclareANSI (tokenInfo *const token, const boolean local)"
468,125,437,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseLabel,static void parseLabel (tokenInfo *const token)
468,125,438,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseMethods,"static void parseMethods (tokenInfo *const token, tokenInfo *const class)"
468,125,439,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseService,static void parseService (tokenInfo *const token)
468,125,440,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseDomain,static void parseDomain (tokenInfo *const token)
468,125,441,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parsePublication,static void parsePublication (tokenInfo *const token)
468,125,442,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseVariable,static void parseVariable (tokenInfo *const token)
468,125,443,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseSynonym,static void parseSynonym (tokenInfo *const token)
468,125,445,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseView,static void parseView (tokenInfo *const token)
468,125,446,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseLoop,static void parseLoop (tokenInfo *const token)
468,125,447,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parsePackage,static void parsePackage (tokenInfo *const token)
468,125,448,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseEvent,static void parseEvent (tokenInfo *const token)
468,125,454,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseTrigger,static void parseTrigger (tokenInfo *const token)
468,125,455,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseMLTable,static void parseMLTable (tokenInfo *const token)
468,125,456,9,0,0,2,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseBlock,"static boolean parseBlock (tokenInfo *const token, tokenInfo *const parent)"
468,125,457,9,0,0,3,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseBlock,"static boolean parseBlock (tokenInfo *const token, tokenInfo *const parent)"
468,125,462,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseIndex,static void parseIndex (tokenInfo *const token)
468,125,480,9,0,0,1,c.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseFunction,static void parseFunction (tokenInfo *const token)
468,125,486,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parseTrigger,static void parseTrigger (tokenInfo *const token)
468,125,492,9,0,0,1,c.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",parsePackage,static void parsePackage (tokenInfo *const token)
468,126,308,9,1,1,2,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseType,static void parseType (tokenInfo *const token)
468,126,413,9,0,0,1,strlist.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),JavaScriptParser,extern parserDefinition* JavaScriptParser (void)
468,126,415,9,0,0,1,strlist.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),deleteToken,static void deleteToken (tokenInfo *const token)
468,126,416,9,0,0,2,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),deleteToken,static void deleteToken (tokenInfo *const token)
468,126,418,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseDeclareANSI,"static void parseDeclareANSI (tokenInfo *const token, const boolean local)"
468,126,419,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseSimple,"static void parseSimple (tokenInfo *const token, const sqlKind kind)"
468,126,420,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parsePublication,static void parsePublication (tokenInfo *const token)
468,126,421,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseService,static void parseService (tokenInfo *const token)
468,126,423,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseRecord,static void parseRecord (tokenInfo *const token)
468,126,426,9,0,0,1,strlist.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseLoop,static void parseLoop (tokenInfo *const token)
468,126,427,9,0,0,1,strlist.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseFunction,static void parseFunction (tokenInfo *const token)
468,126,428,9,0,0,1,strlist.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),findCmdTerm,"static void findCmdTerm (tokenInfo *const token, const boolean check_first)"
468,126,430,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseEvent,static void parseEvent (tokenInfo *const token)
468,126,431,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseComment,static void parseComment (tokenInfo *const token)
468,126,435,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseDeclareANSI,"static void parseDeclareANSI (tokenInfo *const token, const boolean local)"
468,126,437,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseLabel,static void parseLabel (tokenInfo *const token)
468,126,438,9,0,0,1,strlist.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseMethods,"static void parseMethods (tokenInfo *const token, tokenInfo *const class)"
468,126,439,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseService,static void parseService (tokenInfo *const token)
468,126,440,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseDomain,static void parseDomain (tokenInfo *const token)
468,126,441,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parsePublication,static void parsePublication (tokenInfo *const token)
468,126,442,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseVariable,static void parseVariable (tokenInfo *const token)
468,126,443,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseSynonym,static void parseSynonym (tokenInfo *const token)
468,126,445,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseView,static void parseView (tokenInfo *const token)
468,126,446,9,0,0,1,strlist.c,jscript.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseLoop,static void parseLoop (tokenInfo *const token)
468,126,447,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parsePackage,static void parsePackage (tokenInfo *const token)
468,126,448,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseEvent,static void parseEvent (tokenInfo *const token)
468,126,454,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseTrigger,static void parseTrigger (tokenInfo *const token)
468,126,455,9,0,0,1,strlist.c,sql.c,dfishburn,dfishburn,70,Type3,7,7,1,125,0,stringListDelete,extern void stringListDelete (stringList *const current),parseMLTable,static void parseMLTable (tokenInfo *const token)
