Revision,gcid1,gcid2,classid,co_change_count,gcid1_independent_change_count,gcid2_independent_change_count,filepath1,filepath2,author1,author2,similarity,clone_type,nlines1,nlines2,depth,class_size,is_spcp,method_name1,method_signature1,method_name2,method_signature2
29,174,176,85,0,0,1,get.c,read.c,darren,darren,70,Type3,10,10,1,4,0,makeDefineTag,static void makeDefineTag (const char *const name),parseLineDirective,static boolean parseLineDirective (void)
29,175,176,85,0,0,1,parse.c,read.c,darren,darren,70,Type3,10,10,1,4,1,makeFileTag,static void makeFileTag (const char *const fileName),parseLineDirective,static boolean parseLineDirective (void)
29,180,181,87,0,0,1,get.c,read.c,darren,darren,80,Type3,6,6,1,2,1,cppGetc,extern int cppGetc (void),fileGetc,extern int fileGetc (void)
34,188,189,104,1,0,0,vstring.c,vstring.c,darren,darren,75,Type3,5,5,0,4,1,vStringNewInit,extern vString *vStringNewInit (const char *const s),vStringNewCopy,extern vString *vStringNewCopy (vString *const string)
37,12,87,9,0,0,1,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,JavaParser,extern parserDefinition* JavaParser (void),growString,static int growString (vstring *s)
37,12,90,9,0,0,1,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,JavaParser,extern parserDefinition* JavaParser (void),readNext,static tagResult readNext (tagEntry *const entry)
37,12,99,9,0,0,1,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,JavaParser,extern parserDefinition* JavaParser (void),find,"static tagResult find (tagEntry *const entry, const char *const name)"
37,28,87,9,0,0,1,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",growString,static int growString (vstring *s)
37,28,90,9,0,0,1,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",readNext,static tagResult readNext (tagEntry *const entry)
37,28,99,9,0,0,1,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",find,"static tagResult find (tagEntry *const entry, const char *const name)"
37,50,87,9,0,0,1,fortran.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,checkForLabel,static void checkForLabel (void),growString,static int growString (vstring *s)
37,50,90,9,0,0,1,fortran.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,checkForLabel,static void checkForLabel (void),readNext,static tagResult readNext (tagEntry *const entry)
37,50,99,9,0,0,1,fortran.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,checkForLabel,static void checkForLabel (void),find,"static tagResult find (tagEntry *const entry, const char *const name)"
37,51,87,9,0,0,1,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,deleteToken,static void deleteToken (tokenInfo *const token),growString,static int growString (vstring *s)
37,51,90,9,0,0,1,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,deleteToken,static void deleteToken (tokenInfo *const token),readNext,static tagResult readNext (tagEntry *const entry)
37,51,99,9,0,0,1,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,deleteToken,static void deleteToken (tokenInfo *const token),find,"static tagResult find (tagEntry *const entry, const char *const name)"
37,52,87,9,0,0,1,vstring.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,vStringDelete,extern void vStringDelete (vString *const string),growString,static int growString (vstring *s)
37,52,90,9,0,0,1,vstring.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,vStringDelete,extern void vStringDelete (vString *const string),readNext,static tagResult readNext (tagEntry *const entry)
37,52,99,9,0,0,1,vstring.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,vStringDelete,extern void vStringDelete (vString *const string),find,"static tagResult find (tagEntry *const entry, const char *const name)"
37,76,87,9,0,0,1,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,initStatement,"static void initStatement (statementInfo *const st, statementInfo *const parent)",growString,static int growString (vstring *s)
37,76,90,9,0,0,1,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,initStatement,"static void initStatement (statementInfo *const st, statementInfo *const parent)",readNext,static tagResult readNext (tagEntry *const entry)
37,76,99,9,0,0,1,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,initStatement,"static void initStatement (statementInfo *const st, statementInfo *const parent)",find,"static tagResult find (tagEntry *const entry, const char *const name)"
37,79,87,9,0,0,1,fortran.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,tagSlashName,"static void tagSlashName (tokenInfo *const token, const tagType type)",growString,static int growString (vstring *s)
37,79,90,9,0,0,1,fortran.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,tagSlashName,"static void tagSlashName (tokenInfo *const token, const tagType type)",readNext,static tagResult readNext (tagEntry *const entry)
37,79,99,9,0,0,1,fortran.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,tagSlashName,"static void tagSlashName (tokenInfo *const token, const tagType type)",find,"static tagResult find (tagEntry *const entry, const char *const name)"
37,87,89,9,0,1,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),processLanguageMap,static char* processLanguageMap (char* map)
37,87,90,9,1,0,0,readtags.c,readtags.c,darren,darren,70,Type3,7,7,0,125,0,growString,static int growString (vstring *s),readNext,static tagResult readNext (tagEntry *const entry)
37,87,91,9,0,1,0,readtags.c,keyword.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),freeKeywordTable,extern void freeKeywordTable (void)
37,87,98,9,0,1,0,readtags.c,vstring.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),vStringResize,"static void vStringResize (vString *const string, const size_t newSize)"
37,87,99,9,1,0,0,readtags.c,readtags.c,darren,darren,70,Type3,7,7,0,125,0,growString,static int growString (vstring *s),find,"static tagResult find (tagEntry *const entry, const char *const name)"
37,87,101,9,0,1,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),parseRename,static void parseRename (tokenInfo *const token)
37,87,119,9,0,1,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),parseNumeric,static vString *parseNumeric (int c)
37,87,121,9,0,1,0,readtags.c,c.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),,
37,87,122,9,0,1,0,readtags.c,get.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),cppGetc,extern int cppGetc (void)
37,87,125,9,0,1,0,readtags.c,c.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)"
37,87,126,9,0,1,0,readtags.c,strlist.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),stringListDelete,extern void stringListDelete (stringList *const current)
37,87,127,9,0,1,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),,
37,87,128,9,0,1,0,readtags.c,fortran.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),readToken,static void readToken (tokenInfo *const token)
37,87,129,9,0,1,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),installHeaderListDefaults,static void installHeaderListDefaults (void)
37,87,151,9,0,1,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),locateKeyword,"static void locateKeyword (tokenInfo *const token, const keywordId keyword)"
37,87,156,9,0,1,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),parseRename,static void parseRename (tokenInfo *const token)
37,87,163,9,0,1,0,readtags.c,perl.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),,
37,87,164,9,0,1,0,readtags.c,pascal.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),,
37,89,90,9,0,0,1,options.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,processLanguageMap,static char* processLanguageMap (char* map),readNext,static tagResult readNext (tagEntry *const entry)
37,89,99,9,0,0,1,options.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,processLanguageMap,static char* processLanguageMap (char* map),find,"static tagResult find (tagEntry *const entry, const char *const name)"
37,90,91,9,0,1,0,readtags.c,keyword.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),freeKeywordTable,extern void freeKeywordTable (void)
37,90,98,9,0,1,0,readtags.c,vstring.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),vStringResize,"static void vStringResize (vString *const string, const size_t newSize)"
37,90,99,9,1,0,0,readtags.c,readtags.c,darren,darren,70,Type3,7,7,0,125,0,readNext,static tagResult readNext (tagEntry *const entry),find,"static tagResult find (tagEntry *const entry, const char *const name)"
37,90,101,9,0,1,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),parseRename,static void parseRename (tokenInfo *const token)
37,90,119,9,0,1,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),parseNumeric,static vString *parseNumeric (int c)
37,90,121,9,0,1,0,readtags.c,c.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),,
37,90,122,9,0,1,0,readtags.c,get.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),cppGetc,extern int cppGetc (void)
37,90,125,9,0,1,0,readtags.c,c.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)"
37,90,126,9,0,1,0,readtags.c,strlist.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),stringListDelete,extern void stringListDelete (stringList *const current)
37,90,127,9,0,1,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),,
37,90,128,9,0,1,0,readtags.c,fortran.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),readToken,static void readToken (tokenInfo *const token)
37,90,129,9,0,1,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),installHeaderListDefaults,static void installHeaderListDefaults (void)
37,90,151,9,0,1,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),locateKeyword,"static void locateKeyword (tokenInfo *const token, const keywordId keyword)"
37,90,156,9,0,1,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),parseRename,static void parseRename (tokenInfo *const token)
37,90,163,9,0,1,0,readtags.c,perl.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),,
37,90,164,9,0,1,0,readtags.c,pascal.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),,
37,91,99,9,0,0,1,keyword.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,freeKeywordTable,extern void freeKeywordTable (void),find,"static tagResult find (tagEntry *const entry, const char *const name)"
37,98,99,9,0,0,1,vstring.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,vStringResize,"static void vStringResize (vString *const string, const size_t newSize)",find,"static tagResult find (tagEntry *const entry, const char *const name)"
37,99,101,9,0,1,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",parseRename,static void parseRename (tokenInfo *const token)
37,99,119,9,0,1,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",parseNumeric,static vString *parseNumeric (int c)
37,99,121,9,0,1,0,readtags.c,c.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",,
37,99,122,9,0,1,0,readtags.c,get.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",cppGetc,extern int cppGetc (void)
37,99,125,9,0,1,0,readtags.c,c.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)"
37,99,126,9,0,1,0,readtags.c,strlist.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",stringListDelete,extern void stringListDelete (stringList *const current)
37,99,127,9,0,1,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",,
37,99,128,9,0,1,0,readtags.c,fortran.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",readToken,static void readToken (tokenInfo *const token)
37,99,129,9,0,1,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",installHeaderListDefaults,static void installHeaderListDefaults (void)
37,99,151,9,0,1,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",locateKeyword,"static void locateKeyword (tokenInfo *const token, const keywordId keyword)"
37,99,156,9,0,1,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",parseRename,static void parseRename (tokenInfo *const token)
37,99,163,9,0,1,0,readtags.c,perl.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",,
37,99,164,9,0,1,0,readtags.c,pascal.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",,
37,123,124,127,1,0,0,readtags.c,readtags.c,darren,darren,75,Type3,6,6,0,2,0,findFirstMatchBefore,static tagResult findFirstMatchBefore (const char *const name),findSequential,static tagResult findSequential (const char *const name)
37,210,211,128,1,0,0,readtags.c,readtags.c,darren,darren,83,Type3,8,8,0,3,1,tagsNext,extern tagResult tagsNext (tagEntry *const entry),tagsClose,extern tagResult tagsClose (void)
37,210,212,128,1,0,0,readtags.c,readtags.c,darren,darren,83,Type3,8,8,0,3,1,tagsNext,extern tagResult tagsNext (tagEntry *const entry),tagsFindNext,extern tagResult tagsFindNext (tagEntry *const entry)
37,211,212,128,1,0,0,readtags.c,readtags.c,darren,darren,83,Type3,8,8,0,3,1,tagsClose,extern tagResult tagsClose (void),tagsFindNext,extern tagResult tagsFindNext (tagEntry *const entry)
39,12,87,9,0,0,2,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,JavaParser,extern parserDefinition* JavaParser (void),growString,static int growString (vstring *s)
39,12,90,9,0,0,2,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,JavaParser,extern parserDefinition* JavaParser (void),readNext,static tagResult readNext (tagEntry *const entry)
39,12,99,9,0,0,2,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,JavaParser,extern parserDefinition* JavaParser (void),find,"static tagResult find (tagEntry *const entry, const char *const name)"
39,28,87,9,0,0,2,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",growString,static int growString (vstring *s)
39,28,90,9,0,0,2,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",readNext,static tagResult readNext (tagEntry *const entry)
39,28,99,9,0,0,2,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)",find,"static tagResult find (tagEntry *const entry, const char *const name)"
39,50,87,9,0,0,2,fortran.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,checkForLabel,static void checkForLabel (void),growString,static int growString (vstring *s)
39,50,90,9,0,0,2,fortran.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,checkForLabel,static void checkForLabel (void),readNext,static tagResult readNext (tagEntry *const entry)
39,50,99,9,0,0,2,fortran.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,checkForLabel,static void checkForLabel (void),find,"static tagResult find (tagEntry *const entry, const char *const name)"
39,51,87,9,0,0,2,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,deleteToken,static void deleteToken (tokenInfo *const token),growString,static int growString (vstring *s)
39,51,90,9,0,0,2,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,deleteToken,static void deleteToken (tokenInfo *const token),readNext,static tagResult readNext (tagEntry *const entry)
39,51,99,9,0,0,2,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,deleteToken,static void deleteToken (tokenInfo *const token),find,"static tagResult find (tagEntry *const entry, const char *const name)"
39,52,87,9,0,0,2,vstring.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,vStringDelete,extern void vStringDelete (vString *const string),growString,static int growString (vstring *s)
39,52,90,9,0,0,2,vstring.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,vStringDelete,extern void vStringDelete (vString *const string),readNext,static tagResult readNext (tagEntry *const entry)
39,52,99,9,0,0,2,vstring.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,vStringDelete,extern void vStringDelete (vString *const string),find,"static tagResult find (tagEntry *const entry, const char *const name)"
39,76,87,9,0,0,2,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,initStatement,"static void initStatement (statementInfo *const st, statementInfo *const parent)",growString,static int growString (vstring *s)
39,76,90,9,0,0,2,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,initStatement,"static void initStatement (statementInfo *const st, statementInfo *const parent)",readNext,static tagResult readNext (tagEntry *const entry)
39,76,99,9,0,0,2,c.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,initStatement,"static void initStatement (statementInfo *const st, statementInfo *const parent)",find,"static tagResult find (tagEntry *const entry, const char *const name)"
39,79,87,9,0,0,2,fortran.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,tagSlashName,"static void tagSlashName (tokenInfo *const token, const tagType type)",growString,static int growString (vstring *s)
39,79,90,9,0,0,2,fortran.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,tagSlashName,"static void tagSlashName (tokenInfo *const token, const tagType type)",readNext,static tagResult readNext (tagEntry *const entry)
39,79,99,9,0,0,2,fortran.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,tagSlashName,"static void tagSlashName (tokenInfo *const token, const tagType type)",find,"static tagResult find (tagEntry *const entry, const char *const name)"
39,87,89,9,0,2,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),processLanguageMap,static char* processLanguageMap (char* map)
39,87,90,9,2,0,0,readtags.c,readtags.c,darren,darren,70,Type3,7,7,0,125,0,growString,static int growString (vstring *s),readNext,static tagResult readNext (tagEntry *const entry)
39,87,91,9,0,2,0,readtags.c,keyword.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),freeKeywordTable,extern void freeKeywordTable (void)
39,87,98,9,0,2,0,readtags.c,vstring.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),vStringResize,"static void vStringResize (vString *const string, const size_t newSize)"
39,87,99,9,2,0,0,readtags.c,readtags.c,darren,darren,70,Type3,7,7,0,125,0,growString,static int growString (vstring *s),find,"static tagResult find (tagEntry *const entry, const char *const name)"
39,87,101,9,0,2,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),parseRename,static void parseRename (tokenInfo *const token)
39,87,119,9,0,2,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),parseNumeric,static vString *parseNumeric (int c)
39,87,121,9,0,2,0,readtags.c,c.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),,
39,87,122,9,0,2,0,readtags.c,get.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),cppGetc,extern int cppGetc (void)
39,87,125,9,0,2,0,readtags.c,c.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)"
39,87,126,9,0,2,0,readtags.c,strlist.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),stringListDelete,extern void stringListDelete (stringList *const current)
39,87,127,9,0,2,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),,
39,87,128,9,0,2,0,readtags.c,fortran.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),readToken,static void readToken (tokenInfo *const token)
39,87,129,9,0,2,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),installHeaderListDefaults,static void installHeaderListDefaults (void)
39,87,151,9,0,2,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),locateKeyword,"static void locateKeyword (tokenInfo *const token, const keywordId keyword)"
39,87,156,9,0,2,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),parseRename,static void parseRename (tokenInfo *const token)
39,87,163,9,0,2,0,readtags.c,perl.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),,
39,87,164,9,0,2,0,readtags.c,pascal.c,darren,darren,70,Type3,7,7,1,125,0,growString,static int growString (vstring *s),,
39,89,90,9,0,0,2,options.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,processLanguageMap,static char* processLanguageMap (char* map),readNext,static tagResult readNext (tagEntry *const entry)
39,89,99,9,0,0,2,options.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,processLanguageMap,static char* processLanguageMap (char* map),find,"static tagResult find (tagEntry *const entry, const char *const name)"
39,90,91,9,0,2,0,readtags.c,keyword.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),freeKeywordTable,extern void freeKeywordTable (void)
39,90,98,9,0,2,0,readtags.c,vstring.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),vStringResize,"static void vStringResize (vString *const string, const size_t newSize)"
39,90,99,9,2,0,0,readtags.c,readtags.c,darren,darren,70,Type3,7,7,0,125,0,readNext,static tagResult readNext (tagEntry *const entry),find,"static tagResult find (tagEntry *const entry, const char *const name)"
39,90,101,9,0,2,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),parseRename,static void parseRename (tokenInfo *const token)
39,90,119,9,0,2,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),parseNumeric,static vString *parseNumeric (int c)
39,90,121,9,0,2,0,readtags.c,c.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),,
39,90,122,9,0,2,0,readtags.c,get.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),cppGetc,extern int cppGetc (void)
39,90,125,9,0,2,0,readtags.c,c.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)"
39,90,126,9,0,2,0,readtags.c,strlist.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),stringListDelete,extern void stringListDelete (stringList *const current)
39,90,127,9,0,2,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),,
39,90,128,9,0,2,0,readtags.c,fortran.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),readToken,static void readToken (tokenInfo *const token)
39,90,129,9,0,2,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),installHeaderListDefaults,static void installHeaderListDefaults (void)
39,90,151,9,0,2,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),locateKeyword,"static void locateKeyword (tokenInfo *const token, const keywordId keyword)"
39,90,156,9,0,2,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),parseRename,static void parseRename (tokenInfo *const token)
39,90,163,9,0,2,0,readtags.c,perl.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),,
39,90,164,9,0,2,0,readtags.c,pascal.c,darren,darren,70,Type3,7,7,1,125,0,readNext,static tagResult readNext (tagEntry *const entry),,
39,91,99,9,0,0,2,keyword.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,freeKeywordTable,extern void freeKeywordTable (void),find,"static tagResult find (tagEntry *const entry, const char *const name)"
39,98,99,9,0,0,2,vstring.c,readtags.c,darren,darren,70,Type3,7,7,1,125,0,vStringResize,"static void vStringResize (vString *const string, const size_t newSize)",find,"static tagResult find (tagEntry *const entry, const char *const name)"
39,99,101,9,0,2,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",parseRename,static void parseRename (tokenInfo *const token)
39,99,119,9,0,2,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",parseNumeric,static vString *parseNumeric (int c)
39,99,121,9,0,2,0,readtags.c,c.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",,
39,99,122,9,0,2,0,readtags.c,get.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",cppGetc,extern int cppGetc (void)
39,99,125,9,0,2,0,readtags.c,c.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",analyzePostParens,"static void analyzePostParens (statementInfo *const st, parenInfo *const info)"
39,99,126,9,0,2,0,readtags.c,strlist.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",stringListDelete,extern void stringListDelete (stringList *const current)
39,99,127,9,0,2,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",,
39,99,128,9,0,2,0,readtags.c,fortran.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",readToken,static void readToken (tokenInfo *const token)
39,99,129,9,0,2,0,readtags.c,options.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",installHeaderListDefaults,static void installHeaderListDefaults (void)
39,99,151,9,0,2,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",locateKeyword,"static void locateKeyword (tokenInfo *const token, const keywordId keyword)"
39,99,156,9,0,2,0,readtags.c,eiffel.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",parseRename,static void parseRename (tokenInfo *const token)
39,99,163,9,0,2,0,readtags.c,perl.c,darren,darren,70,Type3,7,7,1,125,0,find,"static tagResult find (tagEntry *const entry, const char *const name)",,
