classId,clone_gcid_list
128,[681]
1,[1, 2, 526, 527, 528, 529, 601, 639]
2,[3, 4, 5, 214, 215]
3,[6, 7, 8]
4,[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 154, 170, 174, 175, 179, 180, 181, 188, 189, 196, 280, 401, 437]
5,[31, 32, 184, 190, 258, 402, 432, 530]
6,[33, 34, 35, 36, 37, 38, 39, 40, 191]
135,[682]
7,[41, 42, 176, 197, 213, 252, 253, 256, 257, 275, 276, 277, 281, 282, 366]
8,[43, 44, 216, 230, 242, 374, 403, 438]
9,[45, 46, 363]
10,[47, 48, 49, 50, 51, 224, 278, 279, 591, 592]
11,[52, 53, 54, 55, 56, 57, 58, 198, 283, 593, 594, 595, 596, 597, 598, 599, 600]
12,[59, 60, 217, 261, 404, 439, 531]
13,[61, 62]
14,[63, 64, 65, 199, 200, 201, 231, 266, 368, 375]
15,[66, 67, 223, 225, 232, 254, 255, 262]
16,[68, 69, 202, 203, 233, 234, 239]
17,[70, 71, 204, 205, 235, 236, 237, 238]
18,[72, 73, 206, 440, 532]
19,[74, 75, 76, 207, 208, 209, 441, 533]
20,[77, 78, 79, 284, 285, 364, 365, 442, 534]
21,[80, 81, 286, 287, 288, 391, 443, 444, 445, 446, 561]
22,[82, 83, 84, 226, 227, 267, 268, 289, 290, 376, 377, 394, 395, 447, 535, 536, 537, 538, 539, 555, 556]
23,[85, 86, 87, 88, 210, 211, 269, 270, 291, 292, 378, 379, 448, 540, 637]
24,[89, 90, 149, 271, 272, 293, 294, 380, 381, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459, 460, 461, 541]
25,[91, 92, 185, 186, 240, 251, 273, 274, 295, 296, 382, 383, 384, 392, 393, 462, 463, 464, 542, 686]
26,[93, 94, 95, 297, 298, 385, 386, 465, 466]
27,[96, 97, 299, 300, 387, 388, 467, 632]
28,[98, 99, 241, 301, 302, 303, 304, 389, 390, 468, 543, 685]
29,[100, 101, 250, 263, 305, 356, 371, 469, 470, 544, 633, 634]
30,[102, 103, 104, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 355, 405, 471, 472, 545, 546]
31,[105, 106, 332, 333, 334, 335, 406, 473, 547, 548]
32,[107, 108, 336, 407, 474, 475, 476, 477, 478, 479, 480, 481, 482, 483, 484, 485, 486, 487, 488, 489, 490, 491, 492]
33,[109, 110, 111, 265, 337, 433, 434, 493, 494]
34,[112, 113, 114, 115, 338, 339, 357, 358, 408, 495, 496, 562]
35,[116, 117, 243, 244, 340, 341, 398, 409, 497, 498, 626, 635, 636, 688]
36,[118, 119, 177, 178, 342, 343, 344, 345, 346, 347, 360, 372, 373, 410, 499, 500, 501, 502, 503]
37,[120, 121, 155, 156, 218, 348, 504, 505]
38,[122, 123, 361, 362, 400, 411, 506, 507]
39,[124, 125, 412, 413, 508, 509, 560]
40,[126, 127, 194, 195, 396, 397, 414, 510, 511, 557, 627, 628]
41,[128, 129, 245, 512, 513]
42,[130, 131, 157, 158, 187, 399, 415, 416, 417, 418, 430, 431, 514, 515]
43,[132, 133, 159, 212, 419, 516]
44,[134, 135, 150, 151, 160, 161, 228, 229, 246, 247, 248, 249, 517, 518]
45,[136, 137, 138, 139, 162, 163, 435, 519, 520, 602, 640, 641]
46,[140, 141, 164, 165, 166, 167, 171, 172, 173, 219, 220, 521]
47,[142, 143, 152, 153, 168, 169, 221, 222, 420, 522]
48,[144, 145, 146, 182, 183, 523, 624]
49,[147, 148, 524, 525, 549]
51,[603, 604, 605]
52,[264]
55,[192, 193]
56,[259, 260, 369, 563]
57,[370, 564, 565]
58,[367, 566, 567]
59,[568, 569]
60,[570, 571]
61,[572, 573, 574]
62,[550, 575, 576]
63,[577, 578]
64,[579, 580, 581]
65,[582, 583, 584]
66,[585, 586]
67,[436, 587, 588]
68,[589, 590]
70,[359]
71,[349, 350]
72,[351, 352]
73,[353, 354]
77,[421]
78,[606, 607, 608, 642, 643]
79,[609, 610, 644, 645]
80,[422, 423, 611, 612, 646, 647]
81,[613, 614, 615, 648, 649, 679, 680]
82,[424, 425, 616, 617, 638, 650, 651, 652]
83,[618, 619, 653, 654]
84,[620, 621, 655, 656]
85,[426, 427, 622, 623, 657, 658]
86,[659, 660, 661, 662, 663, 664, 665, 666, 667]
87,[668, 669]
88,[670, 671, 672]
89,[428, 429, 673, 674]
90,[675, 676, 683, 684]
91,[677, 678]
97,[551]
100,[552, 553]
102,[687]
103,[554]
106,[558, 559]
113,[629, 630]
114,[631]
117,[625]
