revision_number,method_name,method_signature,package_name,class_name,src,start_line,end_line,methodId,globalMethodId
311 | getRecordsByAddress | getRecordsByAddress(String addr, short type) | DNS | dns | org/xbill/DNS/dns.java | 263 | 266 | 222620 | 221
311 | getRefresh | getRefresh() | DNS | SOARecord | org/xbill/DNS/SOARecord.java | 121 | 123 | 222621 | 234
311 | getResolver | getResolver(int i) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 281 | 285 | 222622 | 340
311 | getResolvers | getResolvers() | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 289 | 294 | 222623 | 341
311 | getRetry | getRetry() | DNS | SOARecord | org/xbill/DNS/SOARecord.java | 127 | 129 | 222624 | 235
311 | getSOA | getSOA() | DNS | Zone | org/xbill/DNS/Zone.java | 65 | 71 | 222625 | 266
311 | getSection | getSection(int section) | DNS | Message | org/xbill/DNS/Message.java | 204 | 206 | 222626 | 46
311 | getSectionArray | getSectionArray(int section) | DNS | Message | org/xbill/DNS/Message.java | 214 | 220 | 222627 | 272
311 | getSerial | getSerial() | DNS | SOARecord | org/xbill/DNS/SOARecord.java | 115 | 117 | 222628 | 236
311 | getSignature | getSignature() | DNS | SIGRecord | org/xbill/DNS/SIGRecord.java | 179 | 181 | 222629 | 142
311 | getSignature | getSignature() | DNS | TSIGRecord | org/xbill/DNS/TSIGRecord.java | 149 | 151 | 222630 | 142
311 | getSigner | getSigner() | DNS | SIGRecord | org/xbill/DNS/SIGRecord.java | 173 | 175 | 222631 | 262
311 | getString | getString(int v) | DNS.utils | StringValueTable | org/xbill/DNS/utils/StringValueTable.java | 41 | 43 | 222632 | 252
311 | getStrings | getStrings() | DNS | TXTRecord | org/xbill/DNS/TXTRecord.java | 87 | 89 | 222633 | 143
311 | getTSIG | getTSIG() | DNS | Message | org/xbill/DNS/Message.java | 172 | 181 | 222634 | 110
311 | getTTL | getTTL() | DNS | RRset | org/xbill/DNS/RRset.java | 143 | 154 | 222635 | 288
311 | getTTL | getTTL() | DNS | Record | org/xbill/DNS/Record.java | 327 | 329 | 222636 | 288
311 | getTarget | getTarget() | DNS | MXRecord | org/xbill/DNS/MXRecord.java | 67 | 69 | 222637 | 144
311 | getTarget | getTarget() | DNS | NS_CNAME_PTRRecord | org/xbill/DNS/NS_CNAME_PTRRecord.java | 58 | 60 | 222638 | 144
311 | getTarget | getTarget() | DNS | SRVRecord | org/xbill/DNS/SRVRecord.java | 103 | 105 | 222639 | 144
311 | getThread | getThread() | DNS | WorkerThread | org/xbill/DNS/WorkerThread.java | 42 | 68 | 222640 | 345
311 | getThread | getThread() | DNS | WorkerThread | org/xbill/Task/WorkerThread.java | 42 | 68 | 222641 | 345
311 | getTimeSigned | getTimeSigned() | DNS | SIGRecord | org/xbill/DNS/SIGRecord.java | 161 | 163 | 222642 | 145
311 | getTimeSigned | getTimeSigned() | DNS | TSIGRecord | org/xbill/DNS/TSIGRecord.java | 137 | 139 | 222643 | 145
311 | getType | getType() | DNS | RRset | org/xbill/DNS/RRset.java | 122 | 127 | 222644 | 216
311 | getType | getType() | DNS | Record | org/xbill/DNS/Record.java | 293 | 295 | 222645 | 216
311 | getTypeCovered | getTypeCovered() | DNS | SIGRecord | org/xbill/DNS/SIGRecord.java | 125 | 127 | 222646 | 263
311 | getValue | getValue(String s) | DNS.utils | StringValueTable | org/xbill/DNS/utils/StringValueTable.java | 51 | 54 | 222647 | 253
311 | getVersion | getVersion() | DNS | OPTRecord | org/xbill/DNS/OPTRecord.java | 88 | 90 | 222648 | 214
311 | getWeight | getWeight() | DNS | SRVRecord | org/xbill/DNS/SRVRecord.java | 91 | 93 | 222649 | 146
311 | getWireLength | getWireLength() | DNS | Record | org/xbill/DNS/Record.java | 339 | 341 | 222650 | 267
311 | hasMoreDelimiters | hasMoreDelimiters() | DNS.utils | MyStringTokenizer | org/xbill/DNS/utils/MyStringTokenizer.java | 73 | 75 | 222651 | 166
311 | hasMoreElements | hasMoreElements() | DNS | RRset | org/xbill/DNS/RRset.java | 34 | 36 | 222652 | 165
311 | hasMoreElements | hasMoreElements() | DNS.utils | MyStringTokenizer | org/xbill/DNS/utils/MyStringTokenizer.java | 67 | 69 | 222653 | 165
311 | hasMoreTokens | hasMoreTokens() | DNS.utils | MyStringTokenizer | org/xbill/DNS/utils/MyStringTokenizer.java | 55 | 64 | 222654 | 166
311 | hashCode | hashCode() | DNS | Name | org/xbill/DNS/Name.java | 287 | 294 | 222655 | 78
311 | hashCode | hashCode() | DNS | Record | org/xbill/DNS/Record.java | 385 | 393 | 222656 | 78
311 | hashCode | hashCode() | DNS | TypeClass | org/xbill/DNS/TypeClass.java | 34 | 36 | 222657 | 78
311 | help | help(String topic) |  | update | update.java | 543 | 571 | 222658 | 174
311 | helpAttributes | helpAttributes() |  | update | update.java | 468 | 480 | 222659 | 175
311 | helpData | helpData() |  | update | update.java | 483 | 509 | 222660 | 176
311 | helpOperations | helpOperations() |  | update | update.java | 512 | 540 | 222661 | 177
311 | helpResolver | helpResolver() |  | update | update.java | 450 | 465 | 222662 | 178
311 | inaddrString | inaddrString(InetAddress addr) | DNS | dns | org/xbill/DNS/dns.java | 43 | 52 | 222663 | 221
311 | inaddrString | inaddrString(String s) | DNS | dns | org/xbill/DNS/dns.java | 61 | 70 | 222664 | 310
311 | incCount | incCount(int field) | DNS | Header | org/xbill/DNS/Header.java | 167 | 169 | 222665 | 47
311 | init | init() | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 64 | 66 | 222666 | 348
311 | isDelim | isDelim(int i) | DNS.utils | MyStringTokenizer | org/xbill/DNS/utils/MyStringTokenizer.java | 50 | 52 | 222667 | 179
311 | isDottedQuad | isDottedQuad(String s) | DNS | Address | org/xbill/DNS/Address.java | 15 | 36 | 222668 | 385
311 | isNODATA | isNODATA() | DNS | SetResponse | org/xbill/DNS/SetResponse.java | 112 | 114 | 222669 | 383
311 | isNXDOMAIN | isNXDOMAIN() | DNS | SetResponse | org/xbill/DNS/SetResponse.java | 106 | 108 | 222670 | 384
311 | isNegative | isNegative() | DNS | SetResponse | org/xbill/DNS/SetResponse.java | 100 | 102 | 222671 | 319
311 | isPartial | isPartial() | DNS | SetResponse | org/xbill/DNS/SetResponse.java | 118 | 120 | 222672 | 320
311 | isQualified | isQualified() | DNS | Name | org/xbill/DNS/Name.java | 163 | 165 | 222673 | 372
311 | isRR | isRR(int type) | DNS | Type | org/xbill/DNS/Type.java | 218 | 220 | 222674 | 296
311 | isSuccessful | isSuccessful() | DNS | SetResponse | org/xbill/DNS/SetResponse.java | 124 | 126 | 222675 | 321
311 | isUnknown | isUnknown() | DNS | SetResponse | org/xbill/DNS/SetResponse.java | 94 | 96 | 222676 | 322
311 | isWild | isWild() | DNS | Name | org/xbill/DNS/Name.java | 155 | 157 | 222677 | 326
311 | jnamed | jnamed(String conffile) throws IOException |  | jnamed | jnamed.java | 15 | 55 | 222678 | 199
311 | labels | labels() | DNS | Name | org/xbill/DNS/Name.java | 191 | 193 | 222679 | 147
311 | length | length() | DNS | Name | org/xbill/DNS/Name.java | 180 | 185 | 222680 | 48
311 | longString | longString(int i) | DNS | Section | org/xbill/DNS/Section.java | 70 | 73 | 222681 | 254
311 | lookup | lookup(Name name, short type, short dclass, byte cred) | DNS | dns | org/xbill/DNS/dns.java | 98 | 162 | 222682 | 217
311 | lookupRecords | lookupRecords(Name name, short type, short dclass, byte minCred) | DNS | Cache | org/xbill/DNS/Cache.java | 174 | 230 | 222683 | 323
311 | matchType | matchType(short type1, short type2) | DNS | dns | org/xbill/DNS/dns.java | 33 | 35 | 222684 | 223
311 | md5 | md5() {} | DNS.utils | md5 | org/xbill/DNS/utils/md5.java | 15 | 16 | 222685 | 352
311 | newOPT | newOPT(int payloadSize) | DNS | EDNS | org/xbill/DNS/EDNS.java | 20 | 22 | 222686 | 215
311 | newQuery | newQuery(Record r) | DNS | Message | org/xbill/DNS/Message.java | 46 | 52 | 222687 | 333
311 | newRecord | newRecord(Name name, short type, short dclass) | DNS | Record | org/xbill/DNS/Record.java | 123 | 125 | 222688 | 50
311 | newRecord | newRecord(Name name, short type, short dclass, int ttl) | DNS | Record | org/xbill/DNS/Record.java | 112 | 114 | 222689 | 50
311 | nextElement | nextElement() | DNS | RRset | org/xbill/DNS/RRset.java | 39 | 48 | 222690 | 167
311 | nextElement | nextElement() | DNS.utils | MyStringTokenizer | org/xbill/DNS/utils/MyStringTokenizer.java | 134 | 136 | 222691 | 167
311 | nextRecord | nextRecord() throws IOException | DNS | Master | org/xbill/DNS/Master.java | 29 | 51 | 222692 | 308
311 | nextToken | nextToken() | DNS.utils | MyStringTokenizer | org/xbill/DNS/utils/MyStringTokenizer.java | 78 | 131 | 222693 | 168
311 | notimplMessage | notimplMessage(Message query) |  | jnamed | jnamed.java | 339 | 347 | 222694 | 342
311 | numBytes | numBytes() | DNS | Message | org/xbill/DNS/Message.java | 249 | 251 | 222695 | 148
311 | parseDate | parseDate(String s) | DNS | SIGRecord | org/xbill/DNS/SIGRecord.java | 236 | 248 | 222696 | 149
311 | parseName | parseName(MyStringTokenizer st, short classValue) throws IOException |  | update | update.java | 253 | 258 | 222697 | 180
311 | parseOrigin | parseOrigin(MyStringTokenizer st) throws IOException | DNS | Master | org/xbill/DNS/Master.java | 54 | 56 | 222698 | 309
311 | parseRR | parseRR(MyStringTokenizer st, boolean useLast, Record last, Name origin) | DNS | Master | org/xbill/DNS/Master.java | 59 | 60 | 222699 | 123
311 | parseRR | parseRR(MyStringTokenizer st, short classValue, int TTLValue) |  | update | update.java | 208 | 209 | 222700 | 123
311 | parseSet | parseSet(MyStringTokenizer st, short classValue) throws IOException |  | update | update.java | 238 | 247 | 222701 | 180
311 | parseTTL | parseTTL(String s) throws NumberFormatException | DNS | TTL | org/xbill/DNS/TTL.java | 22 | 46 | 222702 | 286
311 | partial | partial() | DNS | SetResponse | org/xbill/DNS/SetResponse.java | 145 | 149 | 222703 | 324
311 | print | print(Object o) |  | update | update.java | 21 | 25 | 222704 | 290
311 | printFlags | printFlags() | DNS | Header | org/xbill/DNS/Header.java | 212 | 222 | 222705 | 54
311 | probe | probe() | DNS | FindServer | org/xbill/DNS/FindServer.java | 130 | 139 | 222706 | 369
311 | put2 | put2(int v, String s) | DNS.utils | StringValueTable | org/xbill/DNS/utils/StringValueTable.java | 29 | 33 | 222707 | 197
311 | putBackToken | putBackToken(String s) | DNS.utils | MyStringTokenizer | org/xbill/DNS/utils/MyStringTokenizer.java | 139 | 141 | 222708 | 182
311 | randomID | randomID() | DNS | Header | org/xbill/DNS/Header.java | 120 | 123 | 222709 | 150
311 | readBigInteger | readBigInteger(int len) throws IOException | DNS.utils | DataByteInputStream | org/xbill/DNS/utils/DataByteInputStream.java | 126 | 130 | 222710 | 151
311 | readByte | readByte() throws IOException | DNS.utils | DataByteInputStream | org/xbill/DNS/utils/DataByteInputStream.java | 41 | 43 | 222711 | 56
311 | readExtendedLine | readExtendedLine(BufferedReader br) throws IOException | DNS | Master | org/xbill/DNS/Master.java | 120 | 139 | 222712 | 161
311 | readFlags | readFlags(DataByteInputStream in) throws IOException | DNS | Header | org/xbill/DNS/Header.java | 199 | 208 | 222713 | 57
311 | readInt | readInt() throws IOException | DNS.utils | DataByteInputStream | org/xbill/DNS/utils/DataByteInputStream.java | 81 | 87 | 222714 | 58
311 | readLong | readLong() throws IOException | DNS.utils | DataByteInputStream | org/xbill/DNS/utils/DataByteInputStream.java | 94 | 105 | 222715 | 59
311 | readShort | readShort() throws IOException | DNS.utils | DataByteInputStream | org/xbill/DNS/utils/DataByteInputStream.java | 59 | 63 | 222716 | 60
311 | readString | readString() throws IOException | DNS.utils | DataByteInputStream | org/xbill/DNS/utils/DataByteInputStream.java | 112 | 117 | 222717 | 151
311 | readUnsignedByte | readUnsignedByte() throws IOException | DNS.utils | DataByteInputStream | org/xbill/DNS/utils/DataByteInputStream.java | 50 | 52 | 222718 | 61
311 | readUnsignedShort | readUnsignedShort() throws IOException | DNS.utils | DataByteInputStream | org/xbill/DNS/utils/DataByteInputStream.java | 70 | 74 | 222719 | 62
311 | receiveMessage | receiveMessage(int id, Message m) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 40 | 56 | 222720 | 330
311 | receiveMessage | public void receiveMessage(int id, Message m); | DNS | ResolverListener | org/xbill/DNS/ResolverListener.java | 20 | 21 | 222721 | 330
311 | removeAllRecords | removeAllRecords(int section) | DNS | Message | org/xbill/DNS/Message.java | 123 | 126 | 222722 | 271
311 | removeRecord | removeRecord(Record r, int section) | DNS | Message | org/xbill/DNS/Message.java | 108 | 115 | 222723 | 89
311 | removeSet | removeSet(Name name, short type, short dclass, Object set) | DNS | NameSet | org/xbill/DNS/NameSet.java | 104 | 120 | 222724 | 303
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | ARecord | org/xbill/DNS/ARecord.java | 92 | 97 | 222725 | 152
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | CERTRecord | org/xbill/DNS/CERTRecord.java | 138 | 146 | 222726 | 152
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) | DNS | HINFORecord | org/xbill/DNS/HINFORecord.java | 69 | 75 | 222727 | 152
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | KEYRecord | org/xbill/DNS/KEYRecord.java | 156 | 165 | 222728 | 152
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | MXRecord | org/xbill/DNS/MXRecord.java | 78 | 84 | 222729 | 152
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | NS_CNAME_PTRRecord | org/xbill/DNS/NS_CNAME_PTRRecord.java | 63 | 68 | 222730 | 152
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | NXTRecord | org/xbill/DNS/NXTRecord.java | 99 | 111 | 222731 | 152
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | OPTRecord | org/xbill/DNS/OPTRecord.java | 93 | 105 | 222732 | 152
311 | rrToWire | abstract void rrToWire(DataByteOutputStream out, Compression c) throws IOException; | DNS | Record | org/xbill/DNS/Record.java | 346 | 347 | 222733 | 153
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | SIGRecord | org/xbill/DNS/SIGRecord.java | 184 | 197 | 222734 | 152
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | SOARecord | org/xbill/DNS/SOARecord.java | 144 | 155 | 222735 | 152
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | SRVRecord | org/xbill/DNS/SRVRecord.java | 108 | 116 | 222736 | 152
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | TSIGRecord | org/xbill/DNS/TSIGRecord.java | 172 | 197 | 222737 | 152
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | TXTRecord | org/xbill/DNS/TXTRecord.java | 92 | 101 | 222738 | 152
311 | rrToWire | rrToWire(DataByteOutputStream out, Compression c) throws IOException | DNS | UNKRecord | org/xbill/DNS/UNKRecord.java | 53 | 56 | 222739 | 152
311 | rrToWireCanonical | rrToWireCanonical(DataByteOutputStream out) throws IOException | DNS | MXRecord | org/xbill/DNS/MXRecord.java | 87 | 93 | 222740 | 284
311 | rrToWireCanonical | rrToWireCanonical(DataByteOutputStream out) throws IOException | DNS | NS_CNAME_PTRRecord | org/xbill/DNS/NS_CNAME_PTRRecord.java | 71 | 76 | 222741 | 284
311 | rrToWireCanonical | rrToWireCanonical(DataByteOutputStream out) throws IOException | DNS | NXTRecord | org/xbill/DNS/NXTRecord.java | 114 | 126 | 222742 | 284
311 | rrToWireCanonical | rrToWireCanonical(DataByteOutputStream out) throws IOException | DNS | OPTRecord | org/xbill/DNS/OPTRecord.java | 108 | 110 | 222743 | 284
311 | rrToWireCanonical | rrToWireCanonical(DataByteOutputStream out) throws IOException | DNS | Record | org/xbill/DNS/Record.java | 354 | 356 | 222744 | 284
311 | rrToWireCanonical | rrToWireCanonical(DataByteOutputStream out) throws IOException | DNS | SIGRecord | org/xbill/DNS/SIGRecord.java | 200 | 213 | 222745 | 284
311 | rrToWireCanonical | rrToWireCanonical(DataByteOutputStream out) throws IOException | DNS | SOARecord | org/xbill/DNS/SOARecord.java | 158 | 169 | 222746 | 284
311 | rrToWireCanonical | rrToWireCanonical(DataByteOutputStream out) throws IOException | DNS | SRVRecord | org/xbill/DNS/SRVRecord.java | 119 | 127 | 222747 | 284
311 | rrToWireCanonical | rrToWireCanonical(DataByteOutputStream out) throws IOException | DNS | TSIGRecord | org/xbill/DNS/TSIGRecord.java | 200 | 202 | 222748 | 284
311 | rrs | rrs() | DNS | RRset | org/xbill/DNS/RRset.java | 89 | 91 | 222749 | 250
311 | run | run() | DNS | WorkerThread | org/xbill/DNS/WorkerThread.java | 96 | 121 | 222750 | 335
311 | run | run() | DNS | WorkerThread | org/xbill/Task/WorkerThread.java | 96 | 121 | 222751 | 335
311 | searchPath | searchPath() | DNS | FindServer | org/xbill/DNS/FindServer.java | 160 | 163 | 222752 | 370
311 | sectionToString | sectionToString(int i) | DNS | Message | org/xbill/DNS/Message.java | 258 | 277 | 222753 | 192
311 | send | send(Message query) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 188 | 247 | 222754 | 66
311 | send | public Message send(Message query); | DNS | Resolver | org/xbill/DNS/Resolver.java | 42 | 43 | 222755 | 66
311 | send | send(Message query) | DNS | SimpleResolver | org/xbill/DNS/SimpleResolver.java | 170 | 231 | 222756 | 66
311 | sendAXFR | Message sendAXFR(Message query) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 275 | 277 | 222757 | 67
311 | sendAXFR | public Message sendAXFR(Message query); | DNS | Resolver | org/xbill/DNS/Resolver.java | 55 | 56 | 222758 | 67
311 | sendAXFR | sendAXFR(Message query) | DNS | SimpleResolver | org/xbill/DNS/SimpleResolver.java | 258 | 347 | 222759 | 67
311 | sendAsync | sendAsync(final Message query, final ResolverListener listener) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 263 | 267 | 222760 | 331
311 | sendAsync | public int sendAsync(final Message query, final ResolverListener listener); | DNS | Resolver | org/xbill/DNS/Resolver.java | 49 | 50 | 222761 | 331
311 | sendAsync | sendAsync(final Message query, final ResolverListener listener) | DNS | SimpleResolver | org/xbill/DNS/SimpleResolver.java | 247 | 251 | 222762 | 331
311 | sendTo | sendTo(Message query, Receiver receiver, Hashtable idMap, int r) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 121 | 127 | 222763 | 339
311 | sendUpdate | sendUpdate() throws IOException |  | update | update.java | 178 | 201 | 222764 | 35
311 | serveTCP | serveTCP(short port) |  | jnamed | jnamed.java | 350 | 389 | 222765 | 206
311 | serveUDP | serveUDP(short port) |  | jnamed | jnamed.java | 392 | 429 | 222766 | 207
311 | server | server() | DNS | FindServer | org/xbill/DNS/FindServer.java | 150 | 156 | 222767 | 334
311 | servers | servers() | DNS | FindServer | org/xbill/DNS/FindServer.java | 143 | 146 | 222768 | 371
311 | set | set(byte _type, Object _data) | DNS | SetResponse | org/xbill/DNS/SetResponse.java | 72 | 75 | 222769 | 317
311 | setCount | setCount(int field, int value) | DNS | Header | org/xbill/DNS/Header.java | 162 | 164 | 222770 | 69
311 | setDefaultResolver | setDefaultResolver(String hostname) | DNS | SimpleResolver | org/xbill/DNS/SimpleResolver.java | 62 | 64 | 222771 | 229
311 | setEDNS | setEDNS(int level) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 152 | 155 | 222772 | 208
311 | setEDNS | public void setEDNS(int level); | DNS | Resolver | org/xbill/DNS/Resolver.java | 24 | 25 | 222773 | 208
311 | setEDNS | setEDNS(int level) | DNS | SimpleResolver | org/xbill/DNS/SimpleResolver.java | 86 | 88 | 222774 | 208
311 | setFlag | setFlag(int bit) | DNS | Header | org/xbill/DNS/Header.java | 73 | 75 | 222775 | 70
311 | setHeader | setHeader(Header h) | DNS | Message | org/xbill/DNS/Message.java | 78 | 80 | 222776 | 71
311 | setID | setID(int _id) | DNS | Header | org/xbill/DNS/Header.java | 112 | 114 | 222777 | 72
311 | setIgnoreTruncation | setIgnoreTruncation(boolean flag) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 145 | 148 | 222778 | 292
311 | setIgnoreTruncation | public void setIgnoreTruncation(boolean flag); | DNS | Resolver | org/xbill/DNS/Resolver.java | 21 | 22 | 222779 | 292
311 | setIgnoreTruncation | setIgnoreTruncation(boolean flag) | DNS | SimpleResolver | org/xbill/DNS/SimpleResolver.java | 80 | 82 | 222780 | 292
311 | setOpcode | setOpcode(byte value) | DNS | Header | org/xbill/DNS/Header.java | 148 | 150 | 222781 | 73
311 | setPort | setPort(int port) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 131 | 134 | 222782 | 74
311 | setPort | public void setPort(int port); | DNS | Resolver | org/xbill/DNS/Resolver.java | 15 | 16 | 222783 | 74
311 | setPort | setPort(int port) | DNS | SimpleResolver | org/xbill/DNS/SimpleResolver.java | 68 | 70 | 222784 | 74
311 | setRcode | setRcode(byte value) | DNS | Header | org/xbill/DNS/Header.java | 130 | 132 | 222785 | 76
311 | setResolver | setResolver(Resolver _res) | DNS | dns | org/xbill/DNS/dns.java | 76 | 78 | 222786 | 306
311 | setTCP | setTCP(boolean flag) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 138 | 141 | 222787 | 183
311 | setTCP | public void setTCP(boolean flag); | DNS | Resolver | org/xbill/DNS/Resolver.java | 18 | 19 | 222788 | 183
311 | setTCP | setTCP(boolean flag) | DNS | SimpleResolver | org/xbill/DNS/SimpleResolver.java | 74 | 76 | 222789 | 183
311 | setTSIGKey | setTSIGKey(String key) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 169 | 172 | 222790 | 116
311 | setTSIGKey | setTSIGKey(String name, String key) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 159 | 162 | 222791 | 116
311 | setTSIGKey | public void setTSIGKey(String key); | DNS | Resolver | org/xbill/DNS/Resolver.java | 33 | 34 | 222792 | 116
311 | setTSIGKey | public void setTSIGKey(String name, String key); | DNS | Resolver | org/xbill/DNS/Resolver.java | 27 | 28 | 222793 | 116
311 | setTSIGKey | setTSIGKey(String key) | DNS | SimpleResolver | org/xbill/DNS/SimpleResolver.java | 106 | 116 | 222794 | 116
311 | setTSIGKey | setTSIGKey(String name, String key) | DNS | SimpleResolver | org/xbill/DNS/SimpleResolver.java | 92 | 99 | 222795 | 116
311 | setTimeout | setTimeout(int secs) | DNS | ExtendedResolver | org/xbill/DNS/ExtendedResolver.java | 176 | 179 | 222796 | 332
311 | setTimeout | public void setTimeout(int secs); | DNS | Resolver | org/xbill/DNS/Resolver.java | 36 | 37 | 222797 | 332
311 | setTimeout | setTimeout(int secs) | DNS | SimpleResolver | org/xbill/DNS/SimpleResolver.java | 120 | 122 | 222798 | 332
311 | sign | sign() | DNS.utils | hmacSigner | org/xbill/DNS/utils/hmacSigner.java | 90 | 102 | 222799 | 154
311 | sigs | sigs() | DNS | RRset | org/xbill/DNS/RRset.java | 95 | 97 | 222800 | 269
311 | size | size() | DNS | RRset | org/xbill/DNS/RRset.java | 101 | 103 | 222801 | 325
311 | skipBytes | skipBytes(int n) throws IOException | DNS.utils | DataByteInputStream | org/xbill/DNS/utils/DataByteInputStream.java | 137 | 139 | 222802 | 77
311 | string | string(int i) | DNS | DClass | org/xbill/DNS/DClass.java | 45 | 48 | 222803 | 255
311 | string | string(int i) | DNS | Flags | org/xbill/DNS/Flags.java | 50 | 55 | 222804 | 255
311 | string | string(int i) | DNS | Opcode | org/xbill/DNS/Opcode.java | 36 | 39 | 222805 | 255
311 | string | string(int i) | DNS | Rcode | org/xbill/DNS/Rcode.java | 79 | 82 | 222806 | 255
311 | string | string(int i) | DNS | Section | org/xbill/DNS/Section.java | 63 | 66 | 222807 | 255
311 | string | string(int i) | DNS | Type | org/xbill/DNS/Type.java | 197 | 200 | 222808 | 255
311 | stripTrailing | stripTrailing(String s) | DNS | Master | org/xbill/DNS/Master.java | 97 | 111 | 222809 | 247
311 | subdomain | subdomain(Name domain) | DNS | Name | org/xbill/DNS/Name.java | 199 | 207 | 222810 | 264
311 | toClass | toClass(short type) throws ClassNotFoundException | DNS | Record | org/xbill/DNS/Record.java | 33 | 41 | 222811 | 256
311 | toString | toString() | DNS | ARecord | org/xbill/DNS/ARecord.java | 78 | 83 | 222812 | 81
311 | toString | toString() | DNS | CERTRecord | org/xbill/DNS/CERTRecord.java | 89 | 103 | 222813 | 81
311 | toString | toString() | DNS | Cache | org/xbill/DNS/Cache.java | 70 | 76 | 222814 | 81
311 | toString | toString() | DNS | HINFORecord | org/xbill/DNS/HINFORecord.java | 81 | 91 | 222815 | 81
311 | toString | toString() | DNS | Header | org/xbill/DNS/Header.java | 226 | 240 | 222816 | 81
311 | toString | toString() | DNS | KEYRecord | org/xbill/DNS/KEYRecord.java | 106 | 121 | 222817 | 81
311 | toString | toString() | DNS | MXRecord | org/xbill/DNS/MXRecord.java | 55 | 63 | 222818 | 81
311 | toString | toString() | DNS | Message | org/xbill/DNS/Message.java | 283 | 295 | 222819 | 81
311 | toString | toString() | DNS | NS_CNAME_PTRRecord | org/xbill/DNS/NS_CNAME_PTRRecord.java | 49 | 54 | 222820 | 81
311 | toString | toString() | DNS | NXTRecord | org/xbill/DNS/NXTRecord.java | 73 | 84 | 222821 | 81
311 | toString | toString() | DNS | Name | org/xbill/DNS/Name.java | 213 | 223 | 222822 | 81
311 | toString | toString() | DNS | NameSet | org/xbill/DNS/NameSet.java | 124 | 134 | 222823 | 81
311 | toString | toString() | DNS | OPTRecord | org/xbill/DNS/OPTRecord.java | 59 | 69 | 222824 | 81
311 | toString | toString() | DNS | RRset | org/xbill/DNS/RRset.java | 166 | 186 | 222825 | 81
311 | toString | toString() | DNS | Record | org/xbill/DNS/Record.java | 228 | 232 | 222826 | 81
311 | toString | toString() | DNS | SIGRecord | org/xbill/DNS/SIGRecord.java | 101 | 121 | 222827 | 81
311 | toString | toString() | DNS | SOARecord | org/xbill/DNS/SOARecord.java | 80 | 99 | 222828 | 81
311 | toString | toString() | DNS | SRVRecord | org/xbill/DNS/SRVRecord.java | 69 | 81 | 222829 | 81
311 | toString | toString() | DNS | SetResponse | org/xbill/DNS/SetResponse.java | 162 | 172 | 222830 | 81
311 | toString | toString() | DNS | TSIGRecord | org/xbill/DNS/TSIGRecord.java | 92 | 127 | 222831 | 81
311 | toString | toString() | DNS | TXTRecord | org/xbill/DNS/TXTRecord.java | 71 | 83 | 222832 | 81
311 | toString | toString() | DNS | UNKRecord | org/xbill/DNS/UNKRecord.java | 45 | 50 | 222833 | 81
311 | toStringNoData | toStringNoData() | DNS | Record | org/xbill/DNS/Record.java | 211 | 222 | 222834 | 81
311 | toWire | toWire() throws IOException | DNS | Header | org/xbill/DNS/Header.java | 62 | 66 | 222835 | 155
311 | toWire | toWire(DataByteOutputStream out) throws IOException | DNS | Header | org/xbill/DNS/Header.java | 54 | 59 | 222836 | 155
311 | toWire | toWire() throws IOException | DNS | Message | org/xbill/DNS/Message.java | 237 | 242 | 222837 | 155
311 | toWire | toWire(DataByteOutputStream out) throws IOException | DNS | Message | org/xbill/DNS/Message.java | 223 | 234 | 222838 | 155
311 | toWire | toWire(DataByteOutputStream out, Compression c) throws IOException | DNS | Name | org/xbill/DNS/Name.java | 229 | 251 | 222839 | 155
